bank_country,hostname,latitude,country,time,longitude,language_name,language_code,random_number,iso8601,company,file_name,city,date,pricetag,mac_address
CH,db-67.grob.com,-58.337929,Tuvalu,14:08:26,65.112949,Komi,nso,16406215,2003-11-24T04:32:29,"Thommen, Huber and Wirz",necessitatibus.mov,Chêne-Bougeries,2006-01-05,"$55,505.68",fb:d5:23:a8:81:ba
CH,lt-76.maurer.net,41.2702255,Nigeria,16:56:45,67.881623,Serbian,dz,919859799,1980-05-12T15:45:30,Meier Ltd,rerum.pdf,Rheinfelden,2015-03-28,$626.43,d0:9c:c3:b6:f0:91
CH,laptop-14.baumann-berger.com,79.5964195,Georgia,04:44:16,147.078898,Tajik,bho,3854892,1972-08-16T08:35:23,Wettstein-Imhof,eos.csv,Steffisburg,2023-07-06,$25.16,6e:2d:35:07:0c:b7
CH,srv-61.schwab.info,62.322441,Myanmar,17:03:18,-58.321541,Luxembourgish,lo,819779757,1986-03-15T14:05:42,Furrer LLC,sit.webm,Romanshorn,2006-04-25,$85.36,32:04:f5:7f:78:6c
CH,srv-08.schenk-bieri.biz,28.3046175,Mauritius,10:50:55,-129.993339,Tigrinya,hak,205755,2015-02-27T15:53:56,Berger-Gloor,soluta.odp,Adliswil,2014-10-18,"$6,901.87",32:fd:4a:af:5d:c7
CH,laptop-12.rey-forster.org,-37.8168645,Cambodia,19:51:50,157.338146,Divehi,bem,93742757,1971-10-21T15:14:56,Aebi LLC,cupiditate.tiff,Aigle,1997-09-06,"$56,410.47",c0:41:6b:6f:bd:61
CH,db-04.gut-schmid.info,63.933198,Denmark,17:22:20,137.542976,Swahili,km,89,2021-07-22T00:11:29,Gasser-Erni,nam.pdf,Brig-Glis,1984-12-09,"$46,514.89",d0:05:fd:a0:a4:0e
CH,desktop-84.baur-stockli.net,4.9264135,Lithuania,18:31:07,-26.859099,Arabic,pt,3360977,1985-06-11T10:32:26,Amrein Inc,voluptate.wav,Muttenz,2013-11-20,$45.84,ab:46:8d:3f:0b:e2
CH,email-28.mader.com,-68.187613,Switzerland,20:33:51,79.005460,Italian,pt,110630,2018-09-28T20:26:51,"Hodel, Frei and Lanz",quia.mp4,Frauenfeld,1971-06-19,"$4,424.78",99:91:5c:bb:eb:99
CH,laptop-81.hoffmann.com,-15.5460215,Poland,02:43:34,9.266799,Oriya,mt,1431072,1992-01-06T09:52:18,Gasser-Merz,labore.json,Gossau,1985-11-17,$44.23,fe:02:08:f1:46:73
CH,db-90.ernst.com,31.157140,Ecuador,22:26:05,143.995103,Yiddish,wae,16,1980-08-16T04:21:26,Walter-Lüscher,est.jpg,Münchenbuchsee,2018-03-05,$77.07,5a:66:53:07:ca:34
CH,srv-05.lutz.org,-50.603369,Bulgaria,03:53:03,-146.568722,Fijian,eu,980,1991-04-22T05:56:08,"Egger, Ritter and Huber",repellat.mp4,Val-de-Ruz,2008-07-23,$2.57,fd:2b:c2:16:02:62
CH,laptop-73.arnold.info,-28.923881,Eritrea,20:56:01,15.028138,Chuvash,ss,4542,2007-05-23T18:26:32,Lüscher Inc,sunt.css,Spiez,1995-04-10,$0.75,af:f5:6c:18:ab:7f
CH,web-29.thommen.com,66.247181,Thailand,00:40:30,-106.921991,Igbo,ml,49,1978-05-12T10:45:32,"Bianchi, Bühlmann and Imhof",iusto.wav,Bern,2020-05-07,"$40,048.23",d2:62:da:ed:9b:8a
CH,email-61.staub.com,-56.4634155,Somalia,08:04:18,124.361936,Aymara,ga,386665,1989-04-22T10:54:42,Bolliger Group,sapiente.csv,Steinhausen,2004-08-10,"$3,219.15",27:55:8e:db:d0:32
CH,laptop-15.blum.com,-17.3539975,Kingdom of the Netherlands,12:58:28,110.865642,Kirghiz,cmn,89,1993-08-19T01:22:16,"Fuchs, Schmid and Michel",quae.png,Weinfelden,2003-03-03,$771.79,52:e8:28:1c:72:08
CH,email-68.portmann.com,-83.4146675,Montenegro,06:54:04,2.987043,Telugu,nan,79,1990-10-20T19:22:10,Sidler-Arnold,illo.mov,Schaffhausen,1971-07-22,$5.30,55:bf:7e:1d:10:b9
CH,email-42.moser-battig.biz,55.115219,Guinea-Bissau,09:36:01,-63.173497,Vietnamese,as,289,2013-10-18T19:16:44,"Fankhauser, Giger and Zehnder",odio.mp3,Küssnacht,1982-02-20,$3.99,34:4e:28:bf:b8:b9
CH,srv-53.steffen.com,-85.8313245,Tajikistan,04:23:49,172.674943,Church Slavic,my,8850,1970-10-29T21:46:39,Stutz-Stettler,harum.mov,Aarau,2006-04-22,"$16,823.94",dc:ee:f4:8a:91:76
CH,web-40.schwab.com,-87.4814495,Mali,15:33:33,-16.092026,Kashmiri,mg,63588164,2021-11-19T11:04:40,"Maurer, Stettler and Roth",earum.png,Locarno,1981-08-22,$2.11,ca:99:4a:1d:0e:20
CH,laptop-64.scharer-zehnder.com,83.6846935,Namibia,18:36:00,4.071619,Pali,crh,9374633,2017-04-29T07:24:43,Steffen-Gerber,quibusdam.mov,Martigny,1971-11-02,$26.71,a9:58:ac:fa:c3:be
CH,web-57.hafliger.org,63.812159,South Africa,16:08:44,146.062567,Urdu,lo,8106012,2017-05-09T07:49:35,"Blaser, Michel and Hofer",vel.flac,Bulle,1972-10-12,$5.46,0e:a7:77:d1:35:16
CH,srv-24.ernst.com,50.9159415,Vatican City,22:51:19,-62.372022,"Sotho, Southern",km,38556,1976-02-10T10:07:46,Kern-Gerber,esse.txt,Einsiedeln,1973-04-19,"$91,200.69",b4:5c:1f:b6:dd:5d
CH,lt-31.merz.net,4.3070335,Norway,03:42:40,-112.378088,Guarani,sw,7,2004-05-11T05:47:24,Blaser Group,at.mp3,Lenzburg,2004-12-19,"$5,365.70",bd:d7:2b:93:9f:67
CH,desktop-66.naf-schumacher.com,30.0459645,Somalia,23:47:01,-130.210705,Rundi,af,9387,2006-06-25T14:56:18,"Ackermann, Steiger and Jenni",velit.odt,Arbon,1980-05-14,"$1,073.64",89:14:35:90:51:77
CH,srv-17.kalin-hartmann.com,-76.9308235,Afghanistan,13:30:21,179.035628,Church Slavic,tig,306425,2001-11-19T20:02:40,Lehmann PLC,earum.mp4,Onex,2016-08-20,$460.78,cc:51:ef:51:bb:97
CH,srv-62.roos.com,-25.3675705,Mauritania,09:17:05,-138.333918,Western Frisian,ka,4425261,1970-10-26T17:44:54,Schmidt Ltd,temporibus.flac,Steinhausen,1982-03-14,$56.15,78:8c:0c:60:96:90
CH,desktop-97.sutter.com,65.223502,Ethiopia,02:43:49,-93.202146,Kannada,sd,91698,1998-10-28T14:29:48,Amrein-Felder,neque.wav,Winterthur,1988-08-12,"$6,247.83",5d:31:54:24:14:f9
CH,srv-13.egli.org,62.418155,Botswana,20:31:36,-96.605790,Kalaallisut,brx,6,2010-06-16T13:19:49,Bühler Ltd,magnam.json,Spiez,1971-06-12,"$61,632.96",64:a1:08:57:6b:ee
CH,db-91.suter.org,21.008484,Finland,14:21:01,150.209955,Nauru,it,5807,1989-09-13T13:08:01,Schweizer-Zehnder,maxime.webm,Weinfelden,1994-12-09,$408.20,7c:55:20:25:bc:74
CH,lt-15.leu.com,-52.8855445,United States,21:34:38,-92.509396,Malagasy,cmn,853314248,1997-11-27T19:06:38,Widmer-Frei,commodi.mov,Weinfelden,2022-02-03,$49.10,50:35:1f:65:a6:c2
CH,email-63.brun.info,58.634997,Jamaica,14:50:26,125.875428,Irish,wa,1,1985-11-25T02:00:19,"Ott, Amrein and Ernst",eveniet.ppt,Onex,1985-04-08,$40.89,d8:b5:be:3d:98:6d
CH,srv-05.ferrari.com,-1.752272,Bangladesh,17:45:12,-3.123818,Urdu,nhn,233,1995-07-29T01:45:28,Christen Inc,autem.bmp,Ostermundigen,1971-01-09,$0.97,c2:c2:4c:5d:26:bb
CH,web-55.koch.com,0.169727,Nigeria,19:46:53,-76.274181,Quechua,yue,55289944,2023-03-22T02:27:46,"Lehmann, Bucher and Bianchi",est.html,Renens,1981-03-13,"$83,727.81",4e:c4:40:b3:74:91
CH,web-71.fischer.com,9.450546,Suriname,15:37:30,-63.974876,Sanskrit,bn,3393705,2008-11-12T12:45:57,Jenni-Wyss,esse.png,Wohlen,2008-05-14,$51.26,ba:22:e8:55:bd:77
CH,laptop-44.fehr.com,-28.6294735,Senegal,02:56:33,-37.356920,Central Khmer,hr,777982308,1992-04-19T02:29:49,Schlatter Ltd,quae.tiff,Neuhausen,1986-05-31,$983.64,11:0c:b6:72:23:5c
CH,email-33.hofmann.info,-50.4549455,Marshall Islands,08:55:21,116.076214,Ukrainian,pa,544161014,1981-06-27T16:17:07,Keller and Sons,amet.jpeg,Biel/Bienne,1977-05-23,$714.24,26:ea:b6:22:33:1d
CH,laptop-25.fluckiger-tobler.com,-41.6404955,Uganda,17:22:11,-128.282306,Nauru,vi,269952,2017-03-13T18:31:07,Hoffmann Group,explicabo.wav,Opfikon,1988-01-29,$514.36,31:fe:5c:fb:d4:5a
CH,web-51.gfeller-roos.biz,24.867113,Gabon,13:56:53,-11.202370,Arabic,be,844699,1991-10-28T10:30:48,Kuhn-Lanz,animi.flac,Küssnacht,1989-11-27,$44.52,57:82:8c:6a:7f:4d
CH,db-15.eugster.com,58.292427,Austria,08:40:07,-72.197332,Tajik,lg,8,2020-11-08T03:52:15,Bianchi-Lang,earum.key,Volketswil,1995-12-18,"$3,752.69",77:2d:6f:e3:14:67
CH,db-80.schweizer.com,76.348245,Tanzania,10:34:46,-2.839504,Slovenian,my,18282,1985-03-14T09:59:44,Schmid-Hunziker,sapiente.png,Neuhausen,2010-06-23,"$50,905.56",b4:27:13:72:d4:01
CH,web-14.koch.biz,-29.503456,Qatar,21:38:05,4.982446,Abkhazian,ha,9866831,1998-02-06T19:47:27,Michel PLC,porro.docx,Opfikon,1998-05-29,"$39,448.04",c0:02:8b:ca:f9:93
CH,srv-37.wagner.com,-37.1670115,Belgium,08:21:19,-157.025541,French,ug,77768,2004-10-07T16:36:14,Studer-Flückiger,blanditiis.flac,Frauenfeld,1998-02-01,$671.53,d5:8a:27:1d:80:7f
CH,desktop-20.meier-bauer.com,57.741115,Slovenia,17:51:43,-172.073116,Lingala,ms,732,1973-06-02T16:19:18,Wegmann Ltd,porro.png,Villars-sur-Glâne,1989-05-22,$944.85,26:e7:59:81:1a:f9
CH,web-76.walder-fluckiger.biz,88.245278,Vatican City,03:46:30,26.159241,Tonga,br,7392553,2015-07-28T20:26:20,Blaser LLC,placeat.odt,Lancy,2015-03-30,"$15,973.48",b1:37:50:f5:03:5a
CH,srv-74.furrer.org,35.459557,Comoros,13:30:02,-49.808290,Kashmiri,mk,8345,2012-01-09T04:02:33,Frei-Gasser,perspiciatis.mp3,Olten,2004-01-08,$710.32,10:53:bd:76:53:05
CH,email-27.kaiser-peter.biz,-27.205188,Israel,16:46:45,3.766905,Kikuyu,iw,9846978,2010-12-27T21:15:32,Stettler Group,ratione.csv,Naters,1991-07-23,$95.65,03:f6:81:2b:77:69
CH,desktop-57.brunner.org,1.328400,Barbados,06:54:33,66.593644,Guarani,dz,339,2015-11-08T15:30:30,Egli-Benz,earum.avi,Möhlin,1994-08-17,"$94,933.62",0c:00:b9:58:af:a9
CH,db-33.hofstetter.com,45.3912845,Vietnam,03:17:08,167.022233,Manx,eu,1,2022-02-08T00:15:44,Tobler-Egli,tempora.mp3,Weinfelden,1977-01-26,"$76,271.05",4b:8e:3a:8e:90:15
CH,web-66.brunner-zimmermann.net,37.7279095,Kuwait,15:26:02,80.887351,Greek,en,5850,2010-05-07T09:00:09,"Seiler, Huber and Zingg",dolore.mp4,Richterswil,1990-01-06,$76.46,22:26:ae:1b:3f:7e
CH,lt-78.ammann.info,-21.8361965,Libya,07:51:38,-17.834517,German,ku,68,2007-03-13T15:33:39,"Jost, Walter and Schwarz",commodi.tiff,Langenthal,1982-08-09,$55.81,85:47:89:30:7b:fe
CH,srv-05.buhlmann-schurch.info,-70.280307,Poland,21:12:56,-131.543701,Thai,hsb,26473,1998-04-22T23:16:19,Maier-Ammann,iusto.doc,Ittigen,1997-05-03,$73.75,8b:cf:d5:bc:7d:53
CH,desktop-12.sutter.com,6.0633615,Philippines,00:09:17,115.222889,Abkhazian,gd,852914334,1970-04-30T02:39:25,"Amrein, Ackermann and Gloor",quos.pdf,Langenthal,1975-11-01,"$1,020.65",03:7a:2c:54:45:06
CH,laptop-91.scherrer.com,67.235215,Cameroon,08:09:19,54.993493,Kanuri,sid,7,1981-08-30T17:26:33,"Gasser, Beck and Baumgartner",fuga.key,Altstätten,2009-07-09,"$5,141.79",41:ce:f6:84:d8:a4
CH,srv-59.wettstein.com,66.371973,Moldova,08:58:08,-94.042611,Walloon,iw,430653,2022-08-10T10:41:58,"Schürch, Wagner and Amrein",laudantium.avi,Nyon,2017-01-28,$9.07,7f:07:59:84:76:0a
CH,srv-08.meili-benz.com,4.0033365,Cyprus,22:10:43,58.351872,Lithuanian,gl,74434,1973-04-27T15:08:31,Bättig-Stauffer,voluptatum.pages,La Tour-de-Peilz,2000-07-28,"$62,767.56",85:45:a8:bd:60:4b
CH,db-56.jenni.com,33.396665,Croatia,23:37:01,-22.235443,Zulu,oc,97791859,1988-09-16T03:16:48,Schmidt Ltd,laboriosam.txt,Affoltern,2012-07-24,"$5,045.77",e5:fb:df:c9:e9:ff
CH,lt-47.kohler-ackermann.com,-35.898702,Portugal,11:12:07,-128.963325,Turkmen,ss,8275,1972-09-11T15:21:35,Hunziker-Arnold,atque.js,Wallisellen,1980-07-03,$9.64,7d:1b:ec:b9:eb:0e
CH,lt-15.wettstein.org,74.0826345,Uruguay,17:50:34,110.999531,Pushto,dz,88440650,2008-11-11T09:00:13,"Beck, Schwarz and Schürch",vitae.js,Binningen,2010-11-02,$795.71,0f:0f:2d:23:4f:25
CH,srv-95.frey.net,-65.995880,Somalia,08:38:51,-173.352072,Ndonga,quz,7,1980-09-14T03:59:35,"Schnyder, Bader and Schürch",atque.jpeg,Baar,1996-06-01,$23.36,a0:f3:35:b5:19:ac
CH,email-08.bieri.com,-72.3183645,Palau,09:08:43,151.276748,Tswana,sid,646479,2014-12-13T05:42:21,Hotz LLC,ut.mov,Freienbach,2001-07-16,"$36,326.49",8d:94:fc:d9:05:17
CH,email-34.schafer-steffen.com,-47.610319,Grenada,09:03:05,24.296134,Church Slavic,sv,53115414,1991-02-19T06:36:22,Bolliger-Probst,odit.pages,Frauenfeld,2022-01-16,"$47,983.41",34:45:98:7d:82:b3
CH,db-73.schurch-albrecht.com,79.585300,Burundi,18:02:47,62.930824,Ojibwa,km,461,2014-09-18T22:14:05,"Graf, Wehrli and Mettler",cum.ppt,Spiez,1993-08-17,"$39,748.14",a7:20:8f:66:be:92
CH,db-64.iten.com,-82.984024,Antigua and Barbuda,14:54:14,-70.336504,Panjabi,fo,988,1977-08-17T07:59:52,Ott PLC,fuga.txt,Baar,2003-08-24,"$24,534.31",2a:03:9b:5f:2f:b7
CH,laptop-90.eichenberger-berger.biz,-62.440214,Palau,03:12:53,78.759226,Turkmen,gez,93079,1974-05-23T19:49:57,Bachmann-Stalder,ratione.odt,Olten,1995-09-15,"$4,461.04",4b:71:3d:e5:ca:67
CH,lt-52.schlatter-luthi.com,82.864811,Kenya,11:57:10,17.032418,Sichuan Yi,hak,4775,2001-10-27T09:00:39,Küng-Peter,perspiciatis.csv,Münchenstein,2004-03-25,"$97,114.22",2b:90:ad:97:b1:7c
CH,lt-33.schumacher.com,23.5348565,Malta,18:27:17,-159.232507,Cornish,or,916,1988-08-09T17:12:21,Felder-Amrein,repellat.mp3,Ostermundigen,2016-03-06,$7.63,cb:d8:15:20:9a:0d
CH,web-51.battig.com,-74.7739175,Venezuela,01:57:40,-27.389338,Samoan,hsb,470994,2014-03-24T11:30:36,Leunberger Ltd,odio.key,Thalwil,2007-02-18,"$1,057.48",9d:01:45:57:59:39
CH,lt-50.hoffmann.org,-58.2420195,South Korea,01:13:33,-25.812326,Luxembourgish,ca,1386,2007-06-10T23:43:04,Egli-Frei,animi.css,Wetzikon,1983-05-29,"$4,318.00",86:b9:a1:30:a6:9b
CH,laptop-67.bar.biz,-77.9488175,Central African Republic,22:52:02,-161.033565,Kinyarwanda,sat,28,1977-03-13T15:54:53,Hofer PLC,voluptate.jpg,Spreitenbach,1979-01-11,"$31,118.54",54:45:1c:b4:ad:4c
CH,email-84.mettler-schweizer.com,-12.526731,Egypt,05:04:04,134.131046,Mongolian,nso,927,1987-03-23T08:20:57,Burri-Scheidegger,dolor.jpeg,Rheinfelden,2020-05-13,"$28,952.75",1c:7f:39:d5:e0:8b
CH,web-18.mettler.com,14.343650,Equatorial Guinea,15:46:33,-34.692338,Dzongkha,quz,1606,1974-07-23T17:04:25,Flückiger and Sons,voluptas.flac,Uzwil,1999-12-07,"$35,291.03",f1:da:10:60:2e:74
CH,lt-60.hoffmann.com,80.974578,Montenegro,16:45:03,-18.257382,Mongolian,wal,53271,2012-08-17T08:31:39,Baur LLC,laudantium.avi,Bülach,2015-03-16,$979.43,f8:1c:cf:0e:ea:3f
CH,web-39.hafliger.biz,-51.131342,Chad,18:00:21,52.607517,Indonesian,cs,8946799,1998-10-12T11:57:01,"Schäfer, Koch and Michel",nobis.txt,Horgen,1998-11-06,$607.16,5e:23:ee:73:17:38
CH,srv-90.wuthrich-albrecht.com,13.159204,Republic of Ireland,02:49:05,-151.276924,Polish,rw,2622687,1979-05-14T09:14:13,Hafner-Bär,quasi.webm,Le Grand-Saconnex,1984-10-17,"$61,385.81",4a:3c:14:40:60:ae
CH,web-59.frey.biz,66.147350,Belarus,08:28:59,91.514435,Slovenian,nhn,4005,1987-09-26T15:04:21,"Grob, Schwarz and Lüthi",adipisci.html,Wohlen,2013-11-10,$38.05,74:5f:06:7b:12:d3
CH,lt-05.hug.com,-35.235355,Burundi,16:00:35,-162.496972,Serbian,li,2963501,2008-10-06T01:03:56,Hofstetter-Zimmermann,laboriosam.tiff,Buchs,1989-10-08,$4.98,bf:f9:83:6c:0b:38
CH,laptop-65.gfeller-luthi.info,-10.394816,Algeria,14:08:54,51.566343,Interlingua,sv,5698,2020-02-12T03:39:24,"Steinmann, Lang and Arnold",vero.numbers,Oberwil,2018-06-21,"$1,831.95",8b:b6:52:a0:c2:be
CH,web-95.wirth.com,-52.7847475,Oman,01:32:54,128.254639,Bengali,sc,75,2005-02-24T08:31:18,Schäfer Inc,vel.mov,Wettingen,2014-01-01,$524.10,db:23:e0:91:c6:e8
CH,lt-82.schneider.info,-8.778761,Syria,00:58:19,-75.223878,Chuvash,tl,706,2015-05-23T02:02:04,Häfliger-Schlatter,veritatis.mp3,Versoix,2004-06-08,$231.03,de:d3:f1:bc:cb:ee
CH,db-30.bieri-wirth.com,11.0514255,Uganda,10:05:29,163.380865,Tajik,aa,688514,1972-07-09T06:38:30,Müller Group,quibusdam.avi,Küsnacht,1985-12-25,$49.28,8a:f4:2c:67:6a:ba
CH,email-70.hasler.com,36.3013845,Costa Rica,00:27:01,62.010501,Herero,hy,1525256,2006-04-15T18:52:15,Hofmann-Hasler,eligendi.jpg,Wetzikon,1992-10-31,$6.81,96:d0:5d:83:32:f7
CH,desktop-36.schurch.com,-46.5866025,United Kingdom,22:17:18,145.285728,Urdu,ckb,16903,2001-04-14T16:44:40,Furrer-Huber,esse.html,Davos,2022-11-27,$909.99,4a:16:02:8a:ef:0d
CH,lt-16.kuhn.com,58.2285245,Namibia,17:36:36,121.240967,Azerbaijani,li,3,2002-12-09T14:25:52,"Giger, Kälin and Amrein",reprehenderit.flac,Riehen,1989-12-19,$32.56,5d:ae:d1:81:57:e2
CH,desktop-62.kaser.com,71.9221855,Iran,20:58:03,-14.570818,Maltese,lg,436769,2009-08-06T00:38:24,Bühlmann-Gfeller,exercitationem.docx,Buchs,2016-11-06,$285.69,3b:b8:60:73:f3:83
CH,desktop-55.meister.com,72.119083,Barbados,22:16:35,42.156456,Tatar,he,62661,1998-10-05T12:00:10,"Schär, Bühlmann and Hug",vel.mov,Zürich,1973-01-28,$9.65,aa:6d:b5:25:a3:ee
CH,db-83.probst-bachmann.com,64.610772,Burkina Faso,07:05:32,1.734419,Polish,mag,31829977,1970-08-12T07:30:21,"Favre, Ott and Wolf",repellat.xls,Locarno,1979-05-12,$6.65,4e:e6:a3:ed:28:65
CH,db-89.studer.com,-64.2420255,Tajikistan,15:22:38,-147.894123,Fulah,mhr,8,1981-10-09T12:52:10,Gerber-Schnyder,eius.csv,Liestal,1998-08-25,$88.90,d6:72:c6:dd:fb:1a
CH,email-72.staub.com,31.1010815,Finland,06:30:45,-174.640874,Norwegian,mr,7789,2009-02-09T20:35:41,Iten-Kuhn,quia.webm,Genf,1980-09-16,$1.72,1e:2b:1f:e0:cb:08
CH,web-20.schnyder-friedli.net,26.6721375,Zambia,06:03:12,-92.538332,Oromo,ln,94191697,2016-04-03T02:05:03,"Amrein, Meili and Marti",numquam.tiff,Vevey,2015-06-24,"$4,264.43",7b:10:c1:f0:6c:82
CH,desktop-55.schlatter-buhlmann.com,81.0939365,Jordan,08:12:50,136.135984,Mongolian,he,8418,2018-03-22T19:46:14,Kern-Wagner,harum.webm,Stäfa,1993-11-30,$7.69,a2:5a:99:af:4f:95
CH,db-31.kagi.com,66.8603655,Maldives,20:01:36,51.928257,Bislama,ve,55751337,1998-10-17T19:59:50,Brunner-Schlatter,sed.flac,Winterthur,1978-10-15,"$9,046.65",f7:98:e2:fc:e1:8d
CH,desktop-72.kagi-furrer.biz,18.491646,Canada,00:45:24,-91.401704,Luba-Katanga,en,7920772,2019-05-01T01:00:39,"Siegrist, Mettler and Hasler",voluptas.flac,Le Grand-Saconnex,1979-08-03,"$45,525.97",f7:5b:41:c1:d0:86
CH,email-87.ritter.com,31.216393,Iceland,15:25:35,143.061126,Bislama,quz,7608849,2010-01-08T00:38:41,Schwarz LLC,ipsam.webm,La Tour-de-Peilz,2007-05-30,$1.17,be:76:e8:3d:03:95
CH,desktop-34.sporri.com,45.5616625,Zambia,06:58:41,-131.226512,Ndonga,gu,8664,1987-02-15T05:27:13,Kohler-Kaufmann,nesciunt.mp3,Sitten,2006-05-15,$3.01,69:17:e6:1e:61:8d
CH,db-01.isler.info,23.459650,Algeria,06:40:34,-138.544345,Tswana,rw,129430153,2021-12-23T17:09:32,Schär-Fuchs,corrupti.txt,Weinfelden,1994-06-27,$12.86,79:8e:cc:e5:ba:1f
CH,web-20.hauser.com,-44.344633,Costa Rica,17:15:33,133.264923,Rundi,fr,0,2006-11-21T12:06:17,Lüthi-Suter,reiciendis.mp3,Biel/Bienne,1987-07-08,$35.31,20:07:92:71:ff:60
CH,desktop-22.eugster-stocker.com,-73.9019285,Maldives,08:37:32,116.659950,Interlingua,wa,487,1976-06-01T23:04:56,"Bernasconi, Braun and Weibel",a.jpg,Muri,2003-09-04,$4.86,86:ba:1f:f8:06:c6
CH,lt-56.zingg.com,22.302502,Niger,20:54:38,91.581664,Tigrinya,te,377,1983-07-03T06:28:58,"Kohler, Friedli and Staub",autem.ods,Wil,2014-01-14,$267.53,24:a7:ec:ed:d0:a1
CH,db-63.schmidt.com,9.198975,CÃ´te d'Ivoire,02:48:36,68.816705,Quechua,rw,24,1995-08-17T21:35:32,Kuhn-Steinmann,perspiciatis.xlsx,Küsnacht,1984-11-03,"$52,981.97",03:c9:d6:9a:c3:eb
CH,desktop-46.hirt.org,-34.031024,Nepal,16:13:17,3.550790,Tajik,mt,287646,1988-03-27T23:10:36,Forster-Schmidt,quo.png,Zofingen,2021-03-16,$921.24,26:d0:1c:d4:de:2b
CH,db-61.schuler-hafliger.com,-43.0852065,Sri Lanka,19:10:55,-54.634776,Oriya,lg,956254,2019-09-17T04:35:25,Stocker-Zollinger,officiis.mp4,Uzwil,2016-01-22,$170.87,a1:9e:a5:8a:84:d1
CH,srv-70.gfeller.net,66.8984455,Bhutan,12:19:11,33.359611,Manx,ik,797,1984-09-10T08:28:10,Häfliger-Schenk,quidem.mov,Maur,1983-06-17,$66.54,af:7f:f7:be:3a:9c
CH,db-58.lustenberger.com,-40.7574265,Kuwait,18:51:39,6.675223,Hebrew,ber,51,2013-06-24T02:42:58,Koch LLC,temporibus.avi,Worb,2003-08-15,"$98,214.18",7c:ab:84:20:54:b3
CH,db-10.zollinger.org,53.5818465,Tanzania,11:20:18,20.590712,Mongolian,gez,96136511,2003-03-22T20:06:33,Zollinger Group,asperiores.numbers,Cham,1990-06-03,"$6,150.64",d4:12:3f:da:6f:0a
CH,web-61.hofstetter.com,-57.5137455,Portugal,15:47:38,-64.309312,Romanian,cy,819916,2004-06-01T18:20:04,"Rüegg, Steiner and Hauser",omnis.pages,Muri,1991-06-18,$13.66,55:7c:96:95:31:f7
CH,laptop-70.maurer-mader.net,3.5800475,Somalia,01:02:38,74.876527,Somali,hy,3330555,2001-09-08T01:22:19,Grob-Schweizer,expedita.jpeg,Bellinzona,2013-07-24,$235.30,14:e5:cc:d9:6c:bc
CH,db-40.kaiser.biz,20.8636925,Central African Republic,04:17:28,-154.232302,Spanish,nn,80960,1976-06-12T04:24:00,"Ritter, Egli and Merz",tempore.js,Villars-sur-Glâne,2013-04-22,"$1,560.22",3f:80:77:57:35:94
CH,desktop-57.stettler.com,-23.862387,Federated States of Micronesia,00:11:02,-63.342688,Kikuyu,wa,6252732,1975-04-26T09:22:11,"Wagner, Walter and Wirz",quod.doc,Uster,1998-08-06,"$94,116.94",6b:f1:e3:19:de:13
CH,desktop-12.kalin.org,10.677890,Cameroon,12:17:35,-54.771365,Latvian,fur,1,2001-11-01T07:09:03,Schwarz and Sons,dolorum.json,Thun,1971-03-03,"$3,808.25",4f:18:d1:e0:ce:7a
CH,srv-96.stucki.com,-10.452070,Slovakia,11:30:29,-128.490616,Malay,nso,66,1993-11-04T11:30:40,Baumann-Fischer,fugit.mp4,Thun,1972-06-08,"$79,324.83",fe:56:77:f0:57:a1
CH,srv-38.kessler.com,20.0211635,Italy,00:47:59,-91.967287,Greek,bg,1991618,1998-09-30T13:54:19,"Koch, Steffen and Meier",quidem.html,Wädenswil,1988-11-10,$27.90,64:48:c0:f6:bd:82
CH,lt-57.stadelmann-ruegg.com,-3.297769,Norway,03:30:56,-66.032332,Inuktitut,tk,7085,1998-01-30T05:50:26,Schmid-Schlatter,aliquid.mov,Wald,2000-11-18,$4.24,9b:1d:f9:84:82:f7
CH,srv-53.siegrist.com,-22.4996465,Colombia,05:59:35,170.565598,Dutch,tk,84779267,2015-06-07T13:46:08,Kohler-Gasser,reprehenderit.pdf,Onex,2006-06-14,"$9,096.61",9d:af:5f:1c:58:66
CH,desktop-97.bosshard.com,35.9761265,Iceland,23:31:45,53.813355,Chamorro,brx,8217611,2018-09-26T06:59:15,"Lüscher, Baur and Frick",quisquam.txt,Urdorf,1975-08-29,$821.20,20:da:8c:fa:d6:29
CH,email-62.wirth.com,17.372802,Sweden,00:55:46,82.560949,Rundi,sa,0,2017-08-24T01:34:30,Hartmann-Hafner,harum.mp4,Davos,2019-05-02,$1.78,78:e1:2b:6b:ca:85
CH,desktop-80.ziegler.com,87.6837805,Cambodia,11:11:18,69.744783,English,zh,995,2017-11-10T13:46:19,"Zollinger, Schmidt and Baur",amet.js,Baar,2004-01-31,"$9,817.82",bd:ad:54:3b:e9:c8
CH,email-66.bucher.com,-13.858749,Morocco,22:21:06,9.275139,Serbian,kl,994,2016-12-04T06:12:12,Marti and Sons,a.gif,Carouge,1996-07-29,"$62,106.64",17:68:93:58:f8:c6
CH,web-60.mader.com,44.826677,Pakistan,04:26:32,-160.750570,Tatar,sd,581,2014-07-13T22:08:12,Mayer and Sons,laborum.avi,Val-de-Ruz,1986-03-24,"$3,202.93",d4:0f:6d:ff:62:dc
