language_name,file_name,mac_address,city,language_code,country,latitude,longitude,time,timezone,date,iso8601,hostname,date_time,random_number,pricetag,company
Indonesian,lachen.json,b6:5b:3d:bb:34:c4,Monschau,mag,Republik Korea,-66.0379525,-136.683914,10:16:06,Europe/Podgorica,1980-02-23,1981-01-25T21:09:51,desktop-16.kuhl.com,2018-02-28 18:43:15,1456195,"2.426,84 €",Hettner
Dutch,was.mp4,a8:66:89:5f:5c:ad,Neuruppin,he,Monaco,69.5614315,61.004194,09:48:44,Asia/Muscat,2021-02-17,2011-09-17T09:22:31,laptop-85.rosemann.net,1993-03-30 23:36:29,1284034,"0,63 €",Trommler
Indonesian,Bruder.ods,d7:f8:26:db:ed:0d,Meißen,ps,Kambodscha,-27.2211045,85.307951,00:06:45,Africa/Brazzaville,2015-04-03,1981-02-10T09:45:18,srv-77.tschentscher.de,1978-10-01 11:25:28,881,"500,94 €",Schinke
Ossetian,hier.css,79:df:9e:09:15:b5,Staßfurt,zh,Spanien,-85.7033715,-174.244530,07:19:33,Africa/Djibouti,1978-10-25,2018-06-11T23:41:23,db-36.eimer.com,2020-07-22 02:37:43,587,"802,17 €",Ruppert
Ndonga,ich.mov,42:5a:da:35:45:21,Bayreuth,ik,Gambia,-64.9648925,-179.905678,11:15:04,America/Asuncion,2003-05-28,2009-12-17T18:05:17,srv-22.siering.org,1993-03-14 05:45:40,918503,"846,07 €",Hövel Graf GmbH & Co. OHG
"Sotho, Southern",Beispiel.jpeg,e5:9b:74:c1:06:3e,Fürstenfeldbruck,id,Usbekistan,-14.4590085,-111.551112,09:17:18,Asia/Dubai,2004-08-17,1984-09-21T05:53:20,laptop-46.benthin.com,1973-01-16 16:36:14,363769,"7.505,97 €",Rogner AG
Telugu,tragen.jpeg,06:96:7e:6c:64:3d,Grafenau,bg,Uganda,-25.9066285,-79.022934,12:21:03,America/La_Paz,2003-10-23,1997-01-29T17:25:30,laptop-46.loechel.de,1985-05-01 19:58:37,29414,"7,08 €",Plath
Indonesian,jeder.jpeg,d8:f7:3b:4a:c8:a7,Eilenburg,ps,Liberia,10.2534115,111.636644,10:11:07,Africa/Kigali,2018-07-23,2014-11-29T04:46:57,srv-39.pruschke.com,2014-07-23 18:11:08,6,"1,77 €",Nerger GbR
Polish,schlagen.wav,4b:b0:e6:3e:e4:3b,Schwabmünchen,am,Wallis und Futuna,-76.2127565,28.027383,16:29:01,Asia/Tokyo,1987-01-15,2010-10-30T14:24:10,laptop-97.riehl.com,1973-10-03 10:21:45,642534,"350,08 €",Kühnert GmbH & Co. KG
Kongo,nass.csv,53:b3:2a:9f:93:85,Deggendorf,de,Tadschikistan,51.5218765,-162.471088,17:17:27,America/Costa_Rica,1983-06-01,1990-10-29T11:51:22,email-91.junk.de,1972-04-08 12:27:09,2,"118,53 €",Bolander GmbH & Co. KGaA
Aymara,Himmel.gif,76:00:eb:bb:34:3b,Griesbach Rottal,am,Kokosinseln,77.323710,-105.677675,00:02:10,Europe/Copenhagen,1970-07-30,2023-08-19T11:01:33,lt-95.jacobi.de,1996-01-31 19:06:34,550299,"9,60 €",Wagenknecht
Lithuanian,hin.mp4,c4:5d:df:ec:e5:85,Erfurt,doi,Argentinien,-57.995581,60.526172,16:23:12,Europe/Chisinau,1993-03-18,2022-11-22T08:09:18,srv-17.stolze.org,2002-11-12 14:50:59,94689791,"868,04 €",Sauer
Afrikaans,Mann.css,7c:1b:f8:3b:33:b5,Melsungen,tl,China,49.330052,57.149658,13:39:54,Europe/Andorra,1996-06-04,2013-01-03T15:52:53,srv-58.biggen.org,2017-05-08 11:51:07,228444479,"2.268,22 €",Meister GmbH
Tibetan,merken.txt,ee:4b:80:d5:23:87,Torgau,or,Algerien,66.8218125,-13.398121,20:26:56,Europe/Dublin,1997-02-02,2016-08-06T08:30:52,laptop-10.gotthard.org,1988-07-09 08:30:36,495695799,"75,42 €",Tschentscher
Samoan,bekommen.wav,dd:69:42:46:7b:06,Rothenburg ob der Tauber,ko,Amerikanische Jungferninseln,-38.445324,-142.720702,07:39:44,America/Jamaica,2007-03-07,1982-02-23T23:44:50,laptop-53.birnbaum.com,1973-04-29 18:17:52,38,"15.570,51 €",Martin GmbH & Co. KG
Chechen,Zimmer.gif,90:5c:5e:2c:2b:ca,Hildesheim,tr,Eritrea,-69.469536,119.954397,00:02:40,Pacific/Funafuti,2022-08-09,1991-10-30T00:37:41,lt-42.junken.net,2015-08-04 02:11:01,46993,"736,30 €",Gotthard
Maltese,kennen.doc,1d:be:fb:33:63:32,Dinslaken,ja,Nicaragua,47.782432,-144.623216,08:38:50,Africa/Bamako,2017-12-25,1991-01-10T10:42:01,laptop-65.boerner.org,1999-11-27 22:54:33,364920,"79.992,55 €",Bauer
"Sotho, Southern",zu.flac,f8:0f:a5:c1:e1:a3,Bamberg,ig,Kolumbien,85.1089905,175.314321,22:34:37,Europe/Brussels,1977-05-22,1999-07-26T17:49:46,web-93.doering.de,1995-01-03 04:38:53,7399,"432,35 €",Ernst
Tonga,dürfen.mp4,50:31:d0:35:51:49,Lüdinghausen,sl,São Tomé und Príncipe,67.492408,-20.316855,18:24:43,Pacific/Tarawa,1980-08-09,2009-09-22T04:55:46,lt-43.rohleder.com,1970-10-30 17:34:00,53993006,"335,09 €",Krebs
Igbo,möglich.flac,02:d1:cd:81:6f:ce,Lippstadt,ja,Bangladesch,34.595808,127.998465,03:22:09,Europe/Copenhagen,2007-09-20,1997-05-15T06:06:05,desktop-27.mangold.de,1977-08-15 18:11:59,21,"28,92 €",Gehringer AG
Telugu,früher.csv,2d:a8:71:3b:eb:f4,Regensburg,ss,Swasiland,60.2632095,41.881402,08:21:12,Europe/Belgrade,1984-11-12,2021-11-07T05:13:14,srv-67.zirme.net,2001-02-23 11:52:26,976842,"65.760,16 €",Gertz
Twi,lesen.avi,59:2e:8c:97:b9:32,Mallersdorf,nr,São Tomé und Príncipe,24.761366,-117.169178,00:11:51,Asia/Beirut,1986-09-21,2018-08-04T21:09:05,db-89.schweitzer.com,1982-08-06 12:54:40,11,"78,90 €",Neuschäfer Faust AG
Avaric,Freude.json,3e:dc:59:6c:69:5b,Rothenburg ob der Tauber,kl,Ungarn,29.6232405,-146.330785,06:26:10,Europe/Tirane,1985-06-26,1993-04-04T11:42:41,desktop-78.etzold.de,1977-05-16 02:31:31,89,"28.271,74 €",Krein
Chechen,offen.wav,98:85:12:d1:90:11,Heiligenstadt,ja,Ecuador,27.227761,7.244739,21:38:56,Africa/Niamey,1990-03-28,1999-08-15T13:29:29,lt-39.soeding.de,2014-03-28 00:09:42,8630,"403,89 €",Thies
Venda,dumm.json,78:6d:2c:c1:cf:00,Lippstadt,ur,Äthiopien,58.625470,-26.083474,10:38:25,Africa/Tunis,2016-07-07,1970-05-19T05:41:41,db-98.herrmann.de,1989-07-31 22:50:32,981,"2.653,08 €",Rogner Mies GmbH
North Ndebele,schwarz.mov,cb:f5:f8:36:84:0e,Mallersdorf,ka,Kap Verde,-24.3409415,-76.668185,23:36:22,America/El_Salvador,1972-08-03,1992-11-16T08:48:30,lt-80.schueler.de,2007-03-28 09:29:00,92,"49.013,05 €",Gunpf
Somali,Monate.flac,3d:ef:26:fe:85:bc,Hettstedt,ru,Libanon,-55.4520705,110.707614,22:48:50,Indian/Comoro,1995-06-13,2006-01-28T07:24:13,email-92.barth.de,2010-02-07 21:59:19,16,"4,72 €",Putz
Limburgan,Schule.html,57:b0:01:7f:e0:ef,Ingolstadt,el,Falklandinseln,20.8268845,-44.049623,17:31:20,Europe/Bratislava,1976-12-28,1996-05-04T04:33:12,laptop-19.mende.de,2014-05-21 20:47:35,453267,"5,97 €",Rudolph
Somali,fehlen.html,f7:fd:12:59:90:8f,Mühlhausen,ka,Kuwait,77.154996,160.031946,09:37:21,Asia/Qatar,1991-10-25,1975-03-30T02:48:05,web-36.gude.org,2013-04-18 17:45:20,805988,"6,78 €",Walter e.G.
Kikuyu,gerade.jpg,db:19:4e:98:e8:52,Wunsiedel,nan,Französisch-Polynesien,-20.954709,57.565230,19:50:31,Asia/Baghdad,1991-06-18,1993-10-11T14:53:18,web-38.scholl.de,1978-10-13 14:56:53,6,"2.703,79 €",Juncken
Welsh,Frage.mov,a2:76:03:ca:08:dd,Ochsenfurt,tr,Kirgisistan,-77.5126975,3.531340,23:38:16,Asia/Colombo,2011-05-21,1980-06-04T19:12:11,desktop-61.wagenknecht.com,1994-09-13 22:53:53,683116201,"4.125,01 €",Franke Röhricht GbR
Persian,packen.mp3,83:f5:05:1c:17:cc,Schrobenhausen,gu,Namibia,-16.0768465,-22.496304,02:45:37,Africa/Djibouti,1982-05-22,2015-09-09T01:22:34,web-64.loos.org,1978-09-29 01:04:32,45386853,"28.030,16 €",Radisch
Afar,Gott.jpg,5d:d9:e5:35:3c:ef,Bernburg,tn,Nigeria,82.6738215,179.957098,20:11:41,Europe/Chisinau,2020-09-15,1979-11-06T10:16:17,srv-82.conradi.com,1993-10-18 11:20:15,277,"363,15 €",Conradi Stadelmann GbR
Danish,also.avi,9e:d5:94:df:de:c6,Fallingbostel,cs,Svalbard und Jan Mayen,-72.548147,175.286043,02:07:18,Europe/Warsaw,1985-07-18,2010-09-15T03:57:31,srv-52.sontag.de,1986-05-06 02:24:38,449500389,"6,63 €",Hörle Roht GmbH & Co. OHG
Norwegian Nynorsk,fahren.js,0d:f4:ca:17:38:93,Peine,kok,Singapur,15.613966,-155.398711,20:35:11,Asia/Manila,2000-03-16,1972-09-02T05:49:23,db-58.doehn.de,2008-10-18 06:59:39,0,"6,28 €",Niemeier Briemer AG
Luba-Katanga,Boden.gif,ea:85:32:42:c3:1a,Burgdorf,tcy,Österreich,-19.4084925,132.049653,16:03:16,Africa/Lubumbashi,1976-03-11,1986-03-31T07:02:37,laptop-94.oderwald.org,2001-09-08 14:57:08,167701948,"86.757,43 €",Zorbach OHG mbH
Lithuanian,Monate.xlsx,63:ce:09:6f:0d:dd,Borna,ja,Französisch-Guayana,-21.6205185,-146.171695,05:30:03,Africa/Kampala,2015-04-09,2004-06-22T09:34:19,laptop-06.koehler.com,2008-07-01 15:59:53,9123,"1,22 €",Ladeck
Twi,verstehen.wav,f8:2a:7d:e3:2d:a8,Sternberg,dz,Sonderverwaltungszone Hongkong,-37.536545,62.535678,06:48:04,Asia/Ashgabat,2007-12-26,1993-08-16T11:20:51,email-25.harloff.com,2011-06-03 01:15:08,49,"87,56 €",Bachmann AG
Hindi,müde.gif,2f:5e:41:6d:e0:b0,Mittweida,wo,Spanien,-20.3511725,-5.502910,17:52:56,Europe/Lisbon,1974-06-12,2009-11-27T16:57:09,lt-93.drub.de,1993-05-01 00:11:22,64776,"137,78 €",Koch
Italian,Nase.mp3,be:ed:4d:ce:9d:c5,Rathenow,raj,Italien,-88.200581,-21.892965,22:56:52,Africa/Sao_Tome,1990-06-28,2012-10-10T21:45:15,desktop-66.schmiedecke.com,1974-12-21 19:26:42,2,"9.882,77 €",Trapp Klapp GmbH
Galician,böse.mp3,70:69:d7:ee:48:b2,Grimmen,af,Demokratische Republik Kongo,-27.2726475,-74.400640,08:13:23,Europe/Budapest,1986-10-25,2005-06-15T14:02:39,lt-69.bloch.net,1986-07-17 03:14:53,889612190,"15,97 €",Junck AG & Co. OHG
Urdu,krank.csv,4f:85:df:9b:b5:ce,Greiz,csb,Westsahara,17.545411,-50.825541,11:01:11,Europe/Vienna,2000-04-09,1979-06-06T13:27:47,email-04.boucsein.de,1989-10-16 18:43:16,3,"417,49 €",Ernst Löffler e.V.
Serbian,verstecken.flac,47:26:2a:92:a2:a0,Vechta,de,Südgeorgien und die Südlichen Sandwichinseln,-72.008656,158.620065,01:37:30,Atlantic/Reykjavik,2003-02-13,2022-09-19T09:09:23,srv-49.winkler.net,1980-04-14 15:23:45,549,"530,76 €",Etzler AG
Chechen,wo.wav,38:c7:85:b9:db:a8,Bad Langensalza,br,Äußeres Ozeanien,-77.995634,-84.692700,17:43:56,Europe/Monaco,1975-04-25,2004-06-19T07:38:23,srv-02.hornig.org,1991-12-11 16:06:01,34019,"4.806,05 €",Trubin Binner GmbH
Bihari languages,werfen.jpg,98:9d:b9:37:52:65,Jülich,cv,Sonderverwaltungszone Hongkong,-38.9758815,93.497031,21:17:13,Africa/Brazzaville,1975-12-16,2004-12-03T19:27:36,srv-64.stey.net,1983-06-17 12:08:39,86132287,"815,87 €",auch Schlauchin
Malayalam,mein.csv,d0:58:a3:b2:fe:48,Jüterbog,tk,Vatikanstadt,-32.0857995,-172.228355,00:08:02,Africa/Johannesburg,1993-12-26,2008-03-20T00:32:09,lt-51.lachmann.com,1972-08-21 00:26:07,50,"8.869,89 €",Kade Stiftung & Co. KGaA
Tamil,Hand.json,bc:41:8a:81:4a:b1,Sonneberg,en,Österreich,-33.939926,-111.271180,01:48:36,Europe/Andorra,1992-07-22,2018-12-31T02:52:40,email-27.doering.de,1974-07-21 14:58:50,3388,"7.845,89 €",Gude GmbH & Co. KG
Swati,Schule.html,77:54:c6:8f:43:f9,Eisleben,ms,Philippinen,-25.551846,-98.314707,10:21:31,America/Argentina/Buenos_Aires,2015-02-10,1987-10-13T21:48:12,email-27.heuser.com,2016-07-29 19:06:28,482340,"3.987,09 €",Köhler GmbH & Co. OHG
Sango,dir.mp3,5e:d4:41:f2:fa:42,Erbisdorf,lij,Ungarn,-78.291750,-176.115096,13:19:45,Africa/Casablanca,1980-07-07,2005-09-02T18:39:40,desktop-95.stoll.com,1984-10-07 07:43:24,5288255,"383,71 €",Pölitz Graf GbR
Luxembourgish,Glas.gif,ca:32:47:d6:dd:66,Forst,yo,Venezuela,-52.840556,-126.236770,05:54:56,America/Guatemala,1977-12-22,1996-03-23T18:25:01,db-59.eberhardt.de,1997-05-30 01:37:07,563725625,"37.752,74 €",Ortmann
Malayalam,lange.js,66:11:5c:d0:53:44,Eilenburg,bho,Nicaragua,-42.712394,-21.109582,18:36:37,Pacific/Palau,2022-05-14,2008-06-09T10:11:44,laptop-64.henk.de,1989-02-11 00:58:43,207387,"4.159,68 €",Kitzmann Stiftung & Co. KG
Akan,Erde.bmp,0f:a0:47:31:f8:34,Dieburg,an,Deutschland,-63.5965775,-158.365442,11:15:14,Asia/Baghdad,2012-12-21,2011-06-30T18:28:56,db-03.meister.com,1990-01-13 22:10:30,451883,"67,46 €",Kabus
Amharic,bauen.png,4a:f6:34:a2:72:75,Waldmünchen,fil,Montserrat,-87.865181,-107.147553,20:13:14,Europe/Tirane,1997-11-19,2004-05-13T03:53:06,laptop-07.zobel.net,2005-12-02 04:10:01,6507,"21.612,71 €",Krebs
Western Frisian,mögen.mp3,86:7f:9e:bb:22:1f,Warendorf,ht,Nördliche Marianen,-45.2993975,41.976018,01:54:57,Europe/Helsinki,1977-05-29,1981-10-11T15:43:03,srv-86.mielcarek.org,1997-12-04 14:49:42,7900,"2,23 €",Boucsein
Turkmen,turnen.txt,ff:51:5c:83:aa:b8,Perleberg,niu,Laos,-8.151339,98.506911,09:45:16,America/Belize,1991-05-31,1992-05-27T03:02:00,web-72.kabus.com,1976-01-05 21:42:20,44965,"98.014,55 €",Ring KG
Thai,nie.xls,eb:a9:1d:d7:ea:ba,Eberswalde,nn,Eritrea,-9.559668,-70.649147,10:02:56,Asia/Ulaanbaatar,1981-04-01,2015-03-19T02:05:32,lt-74.karz.com,1971-05-15 03:58:56,63,"30.212,54 €",Römer
Sardinian,erklären.jpg,a9:2c:1f:3c:3e:35,Weißwasser,ht,Deutschland,31.029091,140.424105,12:24:49,America/Montevideo,1977-09-29,2023-01-10T09:17:41,lt-32.beckmann.com,2005-08-14 20:58:45,17,"254,23 €",Roht GbR
Ndonga,trinken.csv,6d:0d:d4:8e:f6:f1,Zschopau,hu,Guernsey,51.2279375,7.395178,17:31:55,Africa/Luanda,1981-05-16,2002-07-17T05:06:49,web-96.knappe.org,2021-08-03 22:04:42,188064,"50.471,11 €",Pieper
Ido,Hilfe.css,36:1b:42:29:9d:0a,Pritzwalk,se,Liberia,29.938853,168.048054,04:23:34,Africa/Algiers,1972-03-28,1970-12-19T09:02:42,web-43.kitzmann.de,2009-02-07 03:21:40,7817,"4,11 €",Hölzenbecher Klemm GmbH & Co. KG
South Ndebele,Stein.txt,35:18:79:43:1f:8b,Greiz,ms,Vereinigtes Königreich,-11.116284,-88.347224,13:05:00,Asia/Singapore,1992-04-14,1999-09-07T10:07:14,srv-74.wernecke.com,1972-12-26 22:08:04,510886908,"259,55 €",Gnatz AG & Co. OHG
Korean,dort.wav,b0:50:89:4c:f7:98,Rothenburg ob der Tauber,ia,Namibia,85.932801,-153.242121,19:49:58,Asia/Jerusalem,1997-08-25,2010-09-25T10:44:23,email-06.baum.de,1990-07-23 20:06:58,8999081,"4,56 €",Hering
Tigrinya,Klasse.mp3,c8:cf:41:a8:f4:a0,Wolgast,ti,Norfolkinsel,-80.9365025,78.137033,10:53:57,Europe/Bratislava,1970-05-02,2016-04-15T01:11:50,srv-97.henck.de,2003-01-20 22:35:25,3617844,"9,55 €",Plath Pergande AG
Herero,sollen.mov,e7:59:89:1b:fb:dc,Deggendorf,pa,Ukraine,-34.4757805,-87.580497,11:19:01,Africa/Bujumbura,1973-06-27,2015-09-15T09:31:10,db-89.carsten.com,1974-12-03 10:28:14,66598895,"1.387,09 €",Hövel
Romanian,weit.webm,22:03:7c:09:6c:c8,Brilon,pt,Paraguay,-16.1561105,59.053322,06:36:38,Africa/Abidjan,2001-07-12,2006-10-07T17:48:33,email-92.haenel.com,1973-09-28 09:06:36,2,"374,24 €",Eberth Pruschke KGaA
Dzongkha,allein.ods,0e:c4:db:83:d0:a1,Finsterwalde,el,Nigeria,-21.086037,37.295218,16:53:28,Europe/Rome,1985-05-12,2020-12-22T10:44:25,db-82.warmer.com,2003-10-28 10:04:56,5,"648,69 €",Rudolph Kobelt KG
Chechen,lieb.mov,43:6c:46:11:b0:b7,Badibling,brx,Grenada,81.0779225,-104.731320,17:07:59,America/Guyana,2017-10-31,1994-10-28T08:58:12,lt-52.misicher.de,2001-06-04 13:02:12,316423,"6.688,69 €",Löffler KG
Bengali,da.mov,b1:3a:d7:c4:85:7a,Mellrichstadt,st,Syrien,-80.296650,-155.820307,19:35:12,Pacific/Guadalcanal,1971-11-12,1999-10-11T12:25:52,lt-29.mentzel.net,1972-04-16 22:59:03,970252,"41,11 €",Jessel GbR
Tigrinya,Ende.html,0a:2a:2b:ed:1e:78,Düren,fr,Cookinseln,-4.468026,-28.808498,14:50:53,Pacific/Easter,1996-02-09,2021-12-13T09:21:24,lt-40.binner.org,1976-12-05 13:56:48,46041,"88.316,43 €",Hethur AG & Co. KGaA
Bosnian,warum.jpeg,db:9e:e8:e9:3d:41,Neubrandenburg,ka,China,-20.2990135,-71.560328,05:31:51,Pacific/Tongatapu,1976-03-21,1990-08-16T21:48:26,email-91.klemm.org,2012-05-02 06:15:37,74,"7,58 €",Hein Schomber GmbH
Telugu,acht.gif,6e:9d:06:cd:cd:a4,Dieburg,ur,Serbien,68.9330655,162.314106,07:27:01,Europe/Brussels,2015-11-29,1989-11-28T01:08:47,laptop-66.juncken.de,2022-09-01 11:33:59,99,"107,73 €",Biggen Bloch AG
Indonesian,wirklich.wav,81:33:c5:2f:a3:a7,Angermünde,ug,St. Helena,84.0505265,-29.138723,05:53:33,America/Asuncion,2010-06-24,1971-11-15T10:37:19,srv-02.suessebier.com,2001-01-11 18:38:55,89,"40.971,53 €",Hertrampf
Faroese,drei.mov,0a:bf:fa:ed:94:d0,Rudolstadt,unm,Jersey,-89.1494535,136.584475,13:03:25,Asia/Ashgabat,1973-04-16,1979-09-13T09:57:50,desktop-74.poelitz.de,2012-05-27 17:21:29,2077,"45,49 €",Scheel
Persian,schwimmen.webm,66:22:ea:eb:06:c0,Uffenheim,lt,Malta,-16.1929735,84.139151,11:58:34,Pacific/Fiji,1989-06-15,1981-11-11T17:47:45,lt-99.kusch.net,1984-10-14 19:40:39,78305309,"9,21 €",Fröhlich
Uzbek,Hand.tiff,f9:61:8b:d7:15:61,Mayen,nl,Norwegen,61.7028555,-83.708517,01:15:11,America/Belize,1974-04-04,2008-05-06T21:46:40,db-48.hauffer.de,1974-04-08 19:24:01,66422732,"1,67 €",Mitschke GmbH & Co. KGaA
Zhuang,schwimmen.csv,4a:46:3a:fc:7d:a5,Kleve,gl,Rumänien,29.295911,166.606808,13:26:42,Pacific/Port_Moresby,1988-04-08,1995-10-09T04:47:12,db-29.hoelzenbecher.org,2001-10-11 20:48:20,11098307,"59.986,80 €",Warmer
Tswana,ja.numbers,2d:83:74:e0:72:03,Donaueschingen,km,Guyana,9.463802,-11.551076,01:21:09,Africa/Maputo,1977-05-08,2007-08-18T12:49:14,srv-40.kramer.com,2012-10-13 02:22:36,130029,"4,71 €",Pärtzelt Binner AG
Bambara,laufen.css,cb:d8:ef:7d:b6:98,Niesky,et,Schweiz,-73.373739,83.647542,04:45:48,Asia/Baku,2010-05-29,1978-11-30T20:26:01,web-51.trub.com,1998-07-07 14:33:48,6360,"33,12 €",Trub
Tigrinya,Fuß.wav,f4:f1:0c:c0:83:3d,Wolfenbüttel,mk,Taiwan,45.5496345,128.396460,13:21:59,Africa/Porto-Novo,1999-11-02,2021-08-30T05:18:34,email-20.suessebier.org,2017-04-14 19:05:34,45035235,"9,00 €",Pruschke OHG mbH
Hausa,mal.wav,43:3d:67:14:60:ca,Neustrelitz,lt,St. Pierre und Miquelon,69.827443,-71.765253,09:07:54,Pacific/Tongatapu,2008-12-29,1972-05-21T18:51:25,db-75.boerner.com,2021-08-20 22:08:41,3409251,"514,36 €",Henschel Thies GmbH
Gaelic,gelb.gif,88:75:4c:5e:69:9b,Wesel,zu,Sambia,65.170989,154.263284,02:32:12,Pacific/Nauru,1987-11-15,1971-07-20T16:29:37,web-42.schottin.com,2000-10-01 05:03:47,47079,"28,84 €",Henk Köster AG & Co. KG
Twi,Name.key,6b:11:d5:75:41:27,Gräfenhainichen,et,Indonesien,67.921573,-51.746401,22:19:11,America/St_Lucia,2013-09-09,2011-05-13T01:57:15,db-42.putz.net,2008-04-02 18:50:57,75,"58,54 €",Christoph Steckel GmbH
Arabic,Opa.tiff,b8:c4:12:d9:e8:72,Pfaffenhofen an der Ilm,gez,Iran,29.157504,58.796006,18:44:10,Asia/Dhaka,1995-12-14,1978-04-06T20:43:49,db-47.jopich.com,2013-01-24 17:06:56,7,"20,89 €",Killer Stiftung & Co. KGaA
Portuguese,Opa.key,04:04:71:97:15:8f,Rottweil,mni,Wallis und Futuna,88.691198,-28.489934,12:05:19,Europe/Prague,1981-03-06,1999-03-03T23:31:44,desktop-53.bolander.com,2009-06-07 14:50:54,9,"5,53 €",Reinhardt
Zhuang,reich.bmp,4d:47:2d:3e:a4:94,Schlüchtern,sw,Irak,20.8593455,-175.444698,11:45:13,Asia/Jayapura,2015-05-09,2003-05-27T16:41:29,desktop-89.bohlander.net,2004-10-18 13:31:59,951735,"26,73 €",Tröst
Spanish,ohne.odp,3e:50:60:2e:75:69,Neustadt am Rübenberge,sk,Uganda,44.7423635,-55.687288,08:15:00,Asia/Damascus,2017-04-05,2020-02-26T15:05:06,lt-57.doering.com,1982-09-22 17:24:37,44335,"92,94 €",Bruder GmbH & Co. KGaA
Bislama,seit.css,d4:01:83:63:b1:14,Pirmasens,id,Bulgarien,-69.8662115,55.205062,02:29:58,Africa/Ceuta,2019-05-23,1995-01-08T04:21:36,laptop-24.misicher.com,2023-03-23 05:38:09,18713,"34.970,08 €",Stadelmann Hendriks AG & Co. OHG
Manx,es.avi,94:99:f9:7d:05:db,Osterode am Harz,id,Mayotte,75.4989425,-88.367903,12:55:13,Pacific/Kwajalein,1985-10-24,1977-06-12T01:54:07,lt-03.dietz.com,1995-03-02 13:22:32,21,"54.212,81 €",Pärtzelt Scheuermann GbR
Abkhazian,schwimmen.html,82:fb:b8:ba:24:fb,Uffenheim,da,Dominica,32.349469,-81.414762,12:05:10,Europe/London,2014-04-12,1991-06-06T11:49:06,srv-67.hofmann.net,2020-04-08 07:49:31,40341,"1,73 €",Kranz Bärer AG & Co. KG
Russian,Dorf.png,bf:69:ae:6a:36:95,Hannover,ik,Jamaika,79.2200225,60.321726,01:08:54,Atlantic/Canary,2020-07-30,2015-08-09T02:06:25,lt-38.speer.org,1973-08-02 11:34:30,8039819,"395,27 €",Hiller
Zhuang,kennen.doc,b4:39:7f:a4:85:3b,Gardelegen,lv,Niger,14.043734,-165.134560,08:30:32,Africa/Ndjamena,1982-08-23,2020-03-16T14:36:39,desktop-26.seifert.com,1991-08-01 02:20:54,5063393,"85,89 €",Gertz
Chinese,Straße.mp4,f0:5f:db:f9:28:e7,Vohenstrauß,fil,Malaysia,2.426649,166.146922,21:58:37,Asia/Jerusalem,2006-07-23,1996-03-08T23:02:52,web-86.rohleder.com,2008-08-10 10:37:37,626899,"721,66 €",Köhler GmbH
Cornish,wer.mp3,c6:86:4f:88:22:76,Ilmenau,kl,Guyana,39.130407,78.261800,21:48:22,Africa/Mogadishu,1970-08-03,1989-01-14T03:46:08,laptop-74.loeffler.com,1991-11-03 08:52:15,1698372,"3,89 €",Schleich Gutknecht GbR
Quechua,lachen.mov,13:07:9f:09:88:a8,Helmstedt,kn,Dominica,82.2877785,-102.574231,22:15:56,Indian/Mahe,2018-11-11,1988-02-19T18:53:25,db-07.mude.com,2012-06-29 07:36:59,2,"18.550,00 €",Walter Hartung GbR
Latin,Junge.jpg,dd:de:98:83:89:77,Schwerin,pl,Tuvalu,-22.068762,-59.421304,20:08:53,Africa/Niamey,1985-04-05,2005-09-16T06:50:28,srv-74.gnatz.org,1997-01-22 07:36:13,96,"19,60 €",Rädel Römer GmbH & Co. OHG
Central Khmer,bekommen.mp3,b7:d9:f7:95:a5:87,Schwäbisch Gmünd,ckb,Mikronesien,67.7596595,-34.021091,05:00:50,Asia/Muscat,2019-04-14,2011-01-26T23:55:10,email-76.hethur.de,1975-09-20 11:43:55,189065244,"99.032,63 €",Etzler
Kazakh,hat.xlsx,50:f1:fe:ee:12:9d,Schlüchtern,hak,Deutschland,47.245905,-171.634440,07:46:07,Africa/Banjul,2010-12-12,1990-02-07T22:56:21,desktop-16.drewes.net,1986-05-12 06:49:15,639592465,"8.319,55 €",Ortmann AG & Co. KGaA
Thai,Familie.csv,37:84:e9:e3:d3:64,Belzig,unm,Tuvalu,-48.8574065,-13.342785,15:52:40,Europe/Stockholm,1991-04-09,2012-11-20T21:24:18,email-86.kobelt.com,1974-01-07 17:31:05,2,"8.776,43 €",Kambs GbR
Marshallese,Junge.tiff,d6:47:91:16:19:35,Bremervörde,br,Uruguay,-72.046113,29.594159,07:17:07,Europe/Malta,1986-06-14,1996-05-20T22:37:30,web-87.roskoth.de,1994-12-30 05:19:11,83513396,"4,12 €",Scholl AG & Co. OHG
Slovenian,leise.mp3,4d:3f:41:bb:80:ad,Saulgau,af,Palau,16.7727825,18.418113,00:31:58,Asia/Katmandu,1976-11-17,1986-07-01T10:45:54,email-71.soelzer.net,1976-05-07 21:08:04,1997,"41.370,72 €",Spieß AG & Co. OHG
Bihari languages,Maus.js,92:5f:7b:33:aa:c7,Schwandorf,gez,Mexiko,60.980222,-63.133195,22:08:38,Asia/Saigon,1977-04-28,1996-12-08T04:20:59,db-99.reuter.de,2015-08-31 07:02:11,9826704,"93,78 €",Sager Pechel Stiftung & Co. KG
Japanese,rennen.docx,4b:30:af:b0:1c:f4,Saarlouis,gv,Samoa,64.5882115,-32.352024,08:50:57,America/Argentina/Mendoza,1983-04-29,2002-03-23T17:43:27,srv-13.holsten.net,2018-01-13 19:09:26,6752,"2.021,32 €",Jäntsch Keudel GmbH & Co. KG
