time,bank_country,file_name,timezone,city,longitude,latitude,language_name,date,company,country,iso8601,mac_address
04:18:50,DE,böse.mov,Europe/Belgrade,Günzburg,-171.495783,74.440489,Twi,1971-04-24,Nette,Tansania,1977-02-15T05:09:34,b5:66:09:f8:c6:67
00:51:44,DE,Stadt.json,Pacific/Efate,Soltau,-128.013686,-47.883799,Luba-Katanga,2005-02-24,Sorgatz,Kamerun,2013-06-22T14:48:07,32:4e:78:fb:de:0a
00:40:45,DE,Kopf.mp4,Europe/Podgorica,Eilenburg,-80.781320,89.829786,Tswana,1991-03-24,Hörle GmbH & Co. KG,Jordanien,2019-08-03T03:00:09,58:0d:b8:b2:ee:5c
04:01:56,DE,wir.wav,America/Santiago,Groß-Gerau,172.615584,74.764972,Central Khmer,2011-08-17,Bauer Seip AG,Tschad,1980-05-05T22:04:24,ae:4a:85:5d:b2:8b
17:23:21,DE,Essen.jpg,Europe/Prague,Sigmaringen,31.126493,-9.6710865,Inupiaq,2021-06-27,Radisch,Kasachstan,1990-11-13T21:38:31,58:f0:29:97:61:39
18:20:01,DE,davon.js,America/Havana,Lübben,-57.904188,6.358961,Icelandic,1979-11-23,Haase,Burkina Faso,2005-01-13T23:49:50,16:fc:fa:bf:d0:4d
18:57:25,DE,sprechen.txt,America/Santo_Domingo,Warendorf,-118.533595,16.4849275,Luxembourgish,1986-02-21,Eimer,Senegal,2006-05-13T14:30:49,08:12:4e:b2:7b:0f
14:59:50,DE,wieder.xlsx,Africa/Mogadishu,Bernburg,-50.395388,61.122949,Lingala,1979-11-12,Lange,Vereinigte Arabische Emirate,2011-09-29T07:05:47,aa:ab:5a:11:08:50
12:24:29,DE,öffnen.tiff,Africa/Windhoek,Göttingen,-141.353772,75.314001,Abkhazian,1988-10-30,Oestrovsky Walter AG,Kamerun,1976-04-03T01:16:35,27:4d:67:a9:a0:3c
11:21:25,DE,Meer.gif,Atlantic/Reykjavik,Kronach,-12.224398,80.3397335,Bosnian,2006-12-26,Reichmann OHG mbH,Österreich,1978-04-30T20:54:14,b8:0d:1f:b0:03:1f
06:35:58,DE,schlimm.wav,Europe/Berlin,Gardelegen,158.840026,76.9133585,Hiri Motu,1983-07-22,Plath,Tuvalu,1996-03-11T15:31:44,19:a1:39:b6:e3:0b
18:25:58,DE,sind.mp4,Europe/Rome,Berchtesgaden,-36.629642,40.828907,Ido,2008-06-22,Henck Dörschner GmbH & Co. OHG,Papua-Neuguinea,2000-06-28T16:00:06,7f:19:fa:9a:a0:73
22:01:19,DE,plötzlich.wav,Asia/Gaza,Duderstadt,97.709370,-51.675885,Gaelic,2000-01-18,Krebs,Ungarn,1993-06-16T20:11:31,bc:1b:34:34:c0:fe
04:04:46,DE,helfen.ppt,Africa/Bamako,Teterow,-18.379087,-25.3631365,Finnish,1982-11-22,Klingelhöfer OHG mbH,St. Barthélemy,1991-08-22T12:28:51,fc:6b:b1:81:c2:6f
21:43:27,DE,Straße.webm,Asia/Bangkok,Aschaffenburg,-146.279065,70.1884195,Swati,1992-12-31,Stumpf Hörle e.V.,Äthiopien,2004-12-22T18:06:47,04:b1:3d:85:7c:d1
20:56:40,DE,Frau.mp4,Africa/Windhoek,Duderstadt,112.916084,12.4256695,Panjabi,2009-01-03,Neureuther GmbH,Sonderverwaltungszone Hongkong,1978-01-27T13:59:33,35:ba:4b:ed:9c:f8
12:08:44,DE,gefährlich.ppt,Europe/Istanbul,Luckau,-11.607863,-89.594554,Georgian,1984-06-26,Boucsein Gertz AG & Co. OHG,Pakistan,1984-06-09T16:06:39,31:67:59:02:ea:0c
11:34:33,DE,laufen.gif,Asia/Samarkand,Viersen,9.672218,-13.8825395,Ganda,1991-12-08,Zorbach GmbH & Co. KGaA,Niederlande,1993-10-04T20:26:21,d9:14:f9:d6:8b:a5
20:01:41,DE,überall.png,Asia/Bishkek,Nördlingen,-115.928940,30.3355455,Korean,2014-10-30,Metz GmbH,Sierra Leone,1979-09-03T21:32:13,8c:db:59:c8:08:2d
13:36:31,DE,sich.flac,Africa/Algiers,Ravensburg,93.764919,49.4860865,Gujarati,1978-05-19,Hendriks Beyer AG & Co. KGaA,St. Pierre und Miquelon,2004-12-21T09:32:52,3d:75:85:93:e2:8b
11:31:10,DE,Geld.wav,America/Guyana,Anklam,74.588683,23.406693,Oriya,1973-05-26,Aumann,Réunion,2007-02-19T20:15:58,53:a8:8f:23:5c:0f
22:17:52,DE,erschrecken.webm,America/Swift_Current,Eutin,-11.949605,53.350345,Amharic,1985-01-14,Nohlmans GmbH,Salomonen,2009-01-14T07:55:55,d1:6e:a9:20:3d:9e
04:06:04,DE,haben.pages,Pacific/Kosrae,Mayen,-144.106761,53.898854,Persian,2021-10-23,Oestrovsky Winkler GmbH,Jemen,1975-04-24T02:15:06,eb:05:48:50:e8:f2
08:17:43,DE,baden.json,Asia/Phnom_Penh,Hohenmölsen,112.253920,28.864388,Ukrainian,1970-01-05,Trupp OHG mbH,Kap Verde,1981-04-13T19:57:39,d7:59:9b:6e:4a:25
16:34:52,DE,sich.flac,Africa/Cairo,Schrobenhausen,-112.429779,-5.787474,Inupiaq,2006-05-11,Mans Etzold AG & Co. OHG,Côte d’Ivoire,2003-07-22T00:53:03,91:cb:1e:23:85:13
20:39:50,DE,Land.gif,America/Argentina/Ushuaia,Hohenstein-Ernstthal,85.226982,-69.4756025,Catalan,1978-09-17,Ehlert OHG mbH,Réunion,1988-02-29T10:24:00,06:25:64:d2:0b:67
22:59:06,DE,Gott.flac,Asia/Tokyo,Kehl,-166.045673,52.280038,Sindhi,2019-01-21,Birnbaum,Französisch-Polynesien,2018-08-04T11:55:15,e2:43:1c:86:c5:ea
00:55:36,DE,mögen.pdf,Pacific/Tarawa,Burglengenfeld,-87.243737,18.7782135,Sango,2004-08-17,Heydrich,Andorra,2006-12-15T22:03:47,fb:e0:16:16:e9:1c
19:51:24,DE,andere.pptx,America/Bogota,Zerbst,135.932341,61.161560,Somali,2002-01-20,Trub,Namibia,2001-04-21T22:42:52,a3:15:a3:21:2a:f1
11:32:27,DE,leicht.css,Asia/Calcutta,Meißen,-80.090960,64.7956235,Belarusian,1977-11-20,Gerlach,Haiti,1993-03-18T17:31:25,03:ad:82:20:d6:fe
04:23:57,DE,fast.csv,Asia/Dhaka,Bad Liebenwerda,15.765208,73.4884305,Malayalam,2006-12-29,Krein GmbH,Guam,2005-10-05T23:39:39,70:eb:74:72:bf:56
18:30:15,DE,Fahrrad.flac,Indian/Mauritius,Grimmen,-165.924414,59.6347235,Pushto,2015-09-08,Hoffmann,Tokelau,1983-08-26T05:46:18,86:b0:4c:ed:66:c7
22:32:40,DE,dich.jpg,Pacific/Guadalcanal,Säckingen,-140.436040,-47.917968,Zhuang,2003-08-26,Liebelt KG,Äthiopien,1971-10-22T06:01:09,78:f0:12:bf:66:0f
13:12:21,DE,Bett.mp4,Pacific/Auckland,Goslar,21.509091,49.2037975,Tibetan,1981-09-15,Naser,Peru,2000-07-08T14:04:26,4f:af:fe:78:5a:91
18:28:34,DE,fest.avi,Africa/Windhoek,Artern,-95.222393,28.8176085,Cornish,2002-11-04,Mälzer AG & Co. KGaA,Nigeria,2003-03-25T15:47:38,55:a1:b1:54:48:be
03:11:04,DE,Glas.key,Asia/Saigon,Rochlitz,-18.820644,46.1526215,Turkmen,1989-08-10,Seifert GmbH,Kuba,2011-03-04T19:31:56,bf:0f:dc:a6:fa:a9
18:24:35,DE,schreiben.mov,America/Guyana,Meißen,162.411893,-7.772958,Ido,1975-03-23,Bender,Frankreich,1992-06-22T13:07:33,2d:a7:33:bc:c2:2b
14:54:11,DE,doch.wav,Asia/Brunei,Bogen,172.317243,-25.637789,Tsonga,2019-06-15,Haering e.V.,Brunei Darussalam,2005-10-25T04:53:36,b0:bd:1f:21:ae:5c
03:36:51,DE,packen.mp4,Europe/Paris,Vilsbiburg,-76.088400,-31.6635275,Interlingue,2015-09-01,Heuser Ebert GmbH,Laos,1984-03-29T20:02:38,de:bf:0f:59:6b:ae
17:47:41,DE,sind.jpg,Asia/Dushanbe,Brandenburg,37.804435,71.0668315,Estonian,2016-08-01,Vogt,Bangladesch,1987-10-24T17:40:58,08:00:42:ef:c9:8a
09:42:00,DE,Herr.avi,America/Barbados,Rosenheim,-94.173029,23.734425,Ndonga,1999-06-17,Fiebig Säuberlich AG & Co. KGaA,Turkmenistan,1998-06-08T00:04:08,eb:28:39:a3:06:c0
15:24:50,DE,Licht.json,Asia/Pyongyang,Hamburg,-104.249642,-33.761345,Malay,2010-10-03,Mitschke,Honduras,2007-03-23T19:38:37,1b:fb:22:60:50:bb
19:00:43,DE,dein.css,Asia/Calcutta,Rockenhausen,154.568645,-17.9585105,Czech,1986-12-13,Wende KGaA,Bouvetinsel,1986-08-27T04:13:11,93:f3:e6:65:7a:8c
17:37:23,DE,kaufen.gif,Indian/Comoro,Staffelstein,153.046713,1.6568305,Pushto,1980-05-29,Dowerg AG & Co. OHG,Guinea-Bissau,1998-07-18T12:19:16,a8:2f:ca:49:09:27
05:20:51,DE,sechs.odp,Europe/Vienna,Meiningen,-30.873134,-76.3045335,Urdu,1982-12-03,Biggen,Angola,2020-12-04T22:04:22,f3:4b:17:9e:84:19
04:08:35,DE,dabei.png,Africa/Gaborone,Altötting,-25.824288,29.9965345,Dutch,1998-08-01,Seifert Segebahn GmbH,Panama,2008-09-26T19:54:53,e7:f3:96:95:f0:5c
05:59:40,DE,langsam.flac,Pacific/Fiji,Sulzbach-Rosenberg,127.223851,-22.279559,Malagasy,2006-02-23,Schönland GmbH & Co. KG,Zentralafrikanische Republik,1993-12-12T08:15:31,7f:eb:4e:73:7f:d5
02:19:03,DE,Spaß.bmp,Asia/Kuwait,Rostock,-158.305418,37.571057,Swahili,1976-11-27,Hesse AG,Republik Moldau,2007-08-05T03:16:25,d6:45:aa:60:26:a5
01:07:22,DE,schlafen.jpg,Asia/Riyadh,Büsingen am Hochrhein,160.154927,52.329603,Icelandic,2022-02-09,Wähner Schmidtke GmbH,Grönland,2003-10-11T21:36:37,ac:2a:8f:05:52:b8
05:55:02,DE,die.mov,Asia/Thimphu,Dinslaken,-109.901111,18.2657515,Arabic,2001-06-25,Weitzel,Nauru,1970-11-06T03:57:23,65:35:13:ae:7f:3a
13:32:45,DE,gesund.gif,Europe/Brussels,Grevesmühlen,74.222005,-47.6529395,Welsh,1973-09-03,Freudenberger,St. Kitts und Nevis,1990-03-05T20:14:54,50:ae:6b:12:4f:3b
01:24:40,DE,lustig.tiff,Africa/Porto-Novo,Eckernförde,8.803808,7.890415,Kongo,2014-01-06,Gumprich Pruschke GbR,Republik Korea,2013-05-09T21:14:36,f9:f9:d2:39:a8:a8
13:07:01,DE,sechs.js,America/Port_of_Spain,Viersen,33.534029,86.4286575,Zulu,2002-03-29,Mühle Heinz AG,Antigua und Barbuda,2020-09-09T04:56:12,68:5f:fd:de:21:a8
23:27:18,DE,glücklich.bmp,Europe/Belgrade,Greifswald,98.257235,-51.331454,Xhosa,2010-02-28,Heydrich e.V.,Österreich,1991-08-12T18:31:10,c2:d4:74:74:96:e7
05:07:54,DE,Sonntag.webm,Africa/Lusaka,Freudenstadt,-91.546008,-22.6349445,Serbian,1997-06-01,Birnbaum,Mosambik,1989-11-26T23:16:25,6a:81:e2:12:87:e1
09:18:59,DE,laufen.css,America/Nassau,Göppingen,34.743176,89.0056925,Zhuang,1988-12-07,Zobel,Österreich,1976-06-16T13:14:17,cb:3e:70:a0:18:1c
01:33:21,DE,fahren.js,America/Lima,Wesel,23.794821,25.067376,Swati,1987-02-25,Haase,Kaimaninseln,1988-06-19T07:01:57,89:28:3d:06:6a:fd
02:14:43,DE,um.jpg,Asia/Ashgabat,Weißenfels,171.197113,89.080845,Chinese,2003-11-23,Fiebig AG,Sierra Leone,2018-07-03T12:39:25,1f:cd:dd:f0:d1:19
05:47:28,DE,stellen.tiff,Africa/Casablanca,Hammelburg,-55.266696,-30.458928,Corsican,1982-03-06,Heuser Aumann KGaA,Pitcairn,1994-12-26T17:10:02,f4:7e:2f:01:64:b9
19:59:24,DE,Herz.tiff,Pacific/Easter,Marienberg,44.738893,-46.979708,Chuvash,1996-02-25,Löffler Stiftung & Co. KG,Monaco,2006-04-23T00:45:23,20:48:2b:3d:02:47
17:18:07,DE,wohl.json,Asia/Kabul,Wismar,88.776574,-85.059019,Shona,1986-06-06,Hänel GmbH,Cookinseln,1992-03-31T11:40:17,78:2b:31:df:19:f8
12:47:51,DE,Haus.mov,America/Lima,Viechtach,88.107088,64.169716,Fijian,1989-05-02,Löffler Berger KG,Vereinigte Arabische Emirate,2011-12-26T22:40:06,46:c9:45:f9:14:2a
19:31:28,DE,Zeitung.jpg,Asia/Bahrain,Füssen,-121.368306,-62.8896655,Croatian,2013-05-22,Stiffel Schuster KG,Paraguay,1993-06-11T05:41:54,12:61:70:3e:34:0d
21:35:40,DE,Mama.pages,America/Caracas,Lobenstein,103.926497,-73.527787,Kazakh,1982-06-27,Heidrich,Bahrain,1995-06-03T00:01:52,1c:49:71:5c:71:22
07:34:43,DE,Garten.bmp,Europe/Luxembourg,Freising,-46.629095,66.106886,Georgian,2006-03-14,Ullmann Jacobi Jäckel AG & Co. OHG,Republik Moldau,2007-04-07T23:21:27,bd:3d:b6:d4:97:73
20:43:12,DE,unser.flac,Asia/Dili,Hagenow,-85.697366,-61.4116995,Turkish,1974-04-28,Vogt GmbH & Co. KGaA,Swasiland,1984-05-22T11:26:32,74:6c:24:f2:21:7e
09:22:05,DE,ihr.avi,Pacific/Port_Moresby,Büsingen am Hochrhein,-145.696741,-70.200040,Fulah,1985-12-07,Wagenknecht,Norwegen,1998-04-28T16:55:34,e5:eb:d2:3d:fb:f1
01:30:31,DE,Weihnachten.wav,America/Panama,Neuruppin,-71.514482,1.067754,Romansh,1984-05-02,Henschel AG,Usbekistan,1987-03-16T23:47:52,1b:7d:e6:dc:6b:21
15:26:51,DE,Opa.flac,Asia/Bahrain,Döbeln,-28.473113,57.6229265,Catalan,2012-02-25,Gumprich,Tunesien,2018-08-02T01:20:42,5b:e7:07:fd:d4:81
20:03:09,DE,Eis.wav,Africa/Ouagadougou,Cloppenburg,-122.170987,-23.0852245,"Sotho, Southern",1982-01-19,Tlustek AG,Andorra,2001-07-21T08:23:03,40:a0:47:8b:fa:4b
07:33:29,DE,wirklich.mov,America/Boise,Bruchsal,-48.635672,79.1392115,Maltese,1987-02-01,Tintzmann,Tansania,1981-04-21T01:05:08,f3:1d:af:1a:8a:05
21:59:25,DE,antworten.pptx,Africa/Gaborone,Soltau,-39.520483,20.016011,Chinese,2019-12-26,Rogge,Heard- und McDonald-Inseln,2014-01-28T08:13:04,a4:66:c2:22:04:e0
09:32:33,DE,Brot.avi,America/Guyana,Euskirchen,102.831207,-7.3847315,Kongo,2013-11-19,Rörricht,Italien,1977-12-06T14:58:18,06:82:c5:71:52:cd
14:43:30,DE,See.mp4,Africa/Windhoek,Paderborn,99.406623,-84.8710965,Luxembourgish,2008-09-24,Hartmann,Westsahara,2017-06-09T16:12:43,2a:13:a4:ca:8f:4f
06:28:31,DE,leben.csv,Asia/Brunei,Hildesheim,104.564864,-87.7448945,Abkhazian,1986-01-03,Mülichen,Vereinigte Staaten,2006-06-14T04:47:05,3f:30:33:34:38:34
18:06:44,DE,kaufen.html,Europe/Luxembourg,Wesel,-95.338007,-87.1879445,Amharic,2019-03-02,Eckbauer,Bangladesch,1995-03-21T22:54:27,13:ad:05:e5:0d:f4
12:37:07,DE,schlecht.js,Africa/Mbabane,Mühlhausen,-44.200114,70.8440635,Indonesian,2006-10-10,Zorbach,Ruanda,1999-05-05T21:38:47,f3:77:55:73:1a:c7
05:36:07,DE,sind.avi,Europe/Amsterdam,Mühldorf am Inn,57.866700,-50.697604,Macedonian,2008-02-25,Lübs,Malaysia,2006-12-14T15:01:32,6d:c2:23:d3:41:be
13:34:10,DE,mögen.docx,Asia/Muscat,Olpe,-0.475825,-19.105681,Swati,2009-11-04,Beckmann KG,Syrien,2011-06-13T09:15:17,10:38:c8:42:c3:99
06:56:17,DE,dich.mp4,America/Grenada,Hettstedt,7.133103,32.5843805,Catalan,2013-06-06,Heintze,Kiribati,1992-01-17T03:47:37,42:4c:de:62:5e:67
04:23:20,DE,los.avi,Africa/Maputo,Magdeburg,-175.037280,-81.5045085,Japanese,1984-03-11,Birnbaum Mentzel GbR,Vietnam,2008-07-16T21:56:45,fe:47:02:b8:55:4d
19:18:43,DE,sehen.bmp,Europe/Bratislava,Bogen,36.358157,77.2498035,Tsonga,2021-01-10,Schmiedecke Schmidt KGaA,Suriname,1979-06-25T19:52:22,69:f9:14:30:2a:d9
18:39:00,DE,gehören.html,Asia/Vientiane,Sigmaringen,-70.155278,-64.183006,Tswana,2010-07-09,Kade Gumprich AG,Mauritius,2005-10-18T06:18:45,83:dd:cc:75:3c:e1
22:22:19,DE,Rad.webm,Africa/Ouagadougou,Rehau,-104.346206,-49.420695,Tagalog,1990-12-13,Meyer Neuschäfer GmbH,Turks- und Caicosinseln,2010-05-21T08:14:38,d7:5a:83:8b:eb:9e
10:50:18,DE,Bruder.flac,Indian/Maldives,Neustadt am Rübenberge,75.993841,-32.5607025,Irish,2019-09-12,Dowerg GmbH,Tansania,1980-01-14T18:46:34,5a:0e:e4:78:5d:c8
15:42:45,DE,wird.json,Africa/Abidjan,Burglengenfeld,-23.985098,87.663183,Tigrinya,2003-03-03,Fröhlich,Bahrain,2001-07-21T05:10:01,41:b0:b8:a9:60:30
01:12:02,DE,besser.mp4,Asia/Beirut,Wertingen,29.775116,-12.3981255,Yoruba,1995-05-07,Kabus GmbH,Österreich,1977-09-25T03:40:21,c4:bd:ab:bb:b4:09
22:32:54,DE,Papa.flac,Asia/Tehran,Spremberg,124.335989,79.8134295,Uzbek,1978-02-05,Zobel AG & Co. KGaA,Nicaragua,1995-03-24T13:40:13,a6:83:55:03:6b:3a
22:13:10,DE,fast.pages,Europe/Bucharest,Zeulenroda,-66.488222,86.5646735,Divehi,2001-11-30,Naser Ring GmbH & Co. KG,Indien,2002-06-30T06:49:53,2f:ef:ea:3f:d5:d4
14:08:28,DE,lassen.xls,Asia/Bishkek,Roding,-49.290261,-76.064704,Slovenian,2013-06-24,Geisel,Bosnien und Herzegowina,1976-10-10T10:38:00,c0:c2:1d:97:ce:5b
14:56:45,DE,weiter.mov,Africa/Tripoli,Hettstedt,154.605838,13.794781,Herero,2006-03-01,Barkholz Patberg AG & Co. KG,Portugal,1978-07-09T08:59:17,4e:1a:c6:d9:c6:b7
03:36:21,DE,Brief.ods,Asia/Samarkand,Viersen,-117.829087,29.115106,Maori,2008-08-22,Christoph KG,Westsahara,1980-01-21T06:58:29,27:10:fa:21:87:c1
17:52:44,DE,ihm.bmp,Asia/Amman,Bad Kissingen,-78.827383,76.243551,Telugu,1970-08-21,Weiß GmbH & Co. KG,Tschad,2012-04-27T17:06:17,27:d3:d1:76:e9:dc
21:39:48,DE,vorbei.mp3,America/Nassau,Roth,170.457842,23.3392685,Polish,2023-09-07,Gumprich,Japan,1997-06-07T14:51:16,e0:af:df:e5:73:bc
14:58:55,DE,sitzen.jpg,Asia/Beirut,Göppingen,-92.506063,-58.157307,Bashkir,1977-05-11,Heser,Ruanda,2009-04-22T06:41:44,8a:60:27:93:f5:5b
00:18:44,DE,da.avi,Africa/Maseru,Dieburg,42.872552,80.5699215,Slovenian,1991-02-18,Junitz AG & Co. KG,Sambia,2012-10-11T05:17:04,cf:06:20:33:a8:f5
19:31:54,DE,stark.mp3,Africa/Conakry,Schweinfurt,-105.705738,-9.3437085,Croatian,1989-04-05,Spieß,Italien,2017-04-17T22:49:15,f3:61:fe:42:6b:a1
14:17:04,DE,Wagen.webm,Indian/Mauritius,Griesbach Rottal,110.146634,-65.719834,Somali,1971-10-03,Trapp GmbH & Co. OHG,Aserbaidschan,1992-12-25T21:12:55,a2:36:00:cc:90:34
01:28:01,DE,bleiben.mov,America/St_Vincent,Ansbach,28.212624,81.228483,Rundi,1986-04-25,Pohl Stiftung & Co. KG,Kirgisistan,2011-12-05T17:52:33,4d:d9:b1:5e:4c:c4
17:32:52,DE,rund.bmp,Asia/Dili,Zerbst,150.505712,-49.9244105,Sardinian,2021-09-17,Haase Stiftung & Co. KGaA,Tuvalu,2021-04-04T06:09:40,38:76:72:47:68:a3
23:39:16,DE,dich.png,Africa/Freetown,Neustadt am Rübenberge,84.762344,19.485694,Sundanese,2016-11-12,Heintze GbR,Bulgarien,2003-08-16T23:11:04,e8:7e:ea:9e:7c:8b
06:38:52,DE,vom.csv,Asia/Aden,Amberg,-0.250127,-7.206715,Portuguese,1976-03-10,Kensy GmbH & Co. KG,Honduras,2018-11-14T14:48:17,8f:22:50:c9:9a:ae
21:09:05,DE,nächste.json,America/Guayaquil,Schwerin,88.183330,73.1217665,Ndonga,2020-04-30,Fliegner,Mayotte,1976-08-10T00:28:35,8e:73:8a:a8:16:85
23:53:48,DE,Seite.js,Africa/Nairobi,Soltau,46.987932,66.2959855,Akan,2016-04-27,Keudel KGaA,Äthiopien,2009-06-01T04:37:11,4e:85:38:51:30:ad
14:12:43,DE,fahren.xlsx,Africa/Luanda,Bad Freienwalde,-31.997443,65.3325845,Cree,1985-05-11,Anders OHG mbH,Französisch-Polynesien,2004-07-17T19:59:25,9e:35:bc:47:40:7b
22:54:16,DE,geben.flac,America/Guatemala,Flöha,90.912429,0.0970385,Basque,1986-11-13,Pölitz Rohleder AG & Co. OHG,Luxemburg,2020-05-04T12:48:54,d4:98:96:3c:6c:8e
20:18:33,DE,bei.wav,Atlantic/Cape_Verde,Neuruppin,86.317442,12.8411255,Macedonian,1985-10-04,Rogge,Ghana,1984-10-16T02:11:09,e0:e3:15:b7:81:5c
10:06:35,DE,öffnen.mp4,Europe/Vaduz,Grimmen,167.935678,-78.6073155,Azerbaijani,1985-06-05,Conradi,Philippinen,1983-09-25T16:11:06,c7:01:e6:e2:55:13
06:06:14,DE,leise.png,Europe/Copenhagen,Eisenach,-103.577619,-53.898306,Bulgarian,1988-01-20,Pohl,Vanuatu,2016-04-13T22:17:54,35:a6:bf:04:a5:4d
22:55:21,DE,war.html,Europe/Helsinki,Plauen,-34.879160,19.0239385,Breton,1994-04-14,Lindner Stiftung & Co. KGaA,Sambia,2003-02-13T10:04:48,93:f2:7b:cc:e9:7c
06:07:52,DE,heiß.js,Asia/Dili,Wolfenbüttel,-142.032274,48.723811,Shona,1982-04-03,Cichorius Röhrdanz AG,Montenegro,1997-12-24T20:55:19,5d:20:6c:d9:2d:7e
13:06:22,DE,geben.txt,America/Guatemala,Ribnitz-Damgarten,-93.592306,-84.4943335,Chuvash,1971-06-18,Köhler,Heard- und McDonald-Inseln,1980-02-25T12:37:48,5e:fb:37:85:61:bf
00:56:00,DE,hart.css,Asia/Manila,Emmendingen,68.117951,80.803186,Central Khmer,2007-03-12,Schleich,Malaysia,1992-09-04T10:41:23,d0:20:e9:81:ee:13
06:27:17,DE,trinken.jpeg,Europe/Bratislava,Schongau,164.271754,-48.005103,Chichewa,2023-08-06,Schmiedecke Stiebitz Stiftung & Co. KGaA,Mauritius,2008-08-04T14:44:53,41:44:42:ab:35:fb
11:48:20,DE,Sonntag.wav,Africa/Bangui,Grimmen,-107.855625,77.0980635,Welsh,1983-10-31,Heser,Neuseeland,2013-01-23T04:02:30,91:4c:a9:a1:d3:d8
17:54:33,DE,Weg.bmp,Asia/Baghdad,Duderstadt,-86.644099,76.5180925,Occitan,1983-10-10,Reinhardt Karz OHG mbH,Dschibuti,2013-10-11T08:01:01,cf:6c:78:5e:4b:87
14:46:25,DE,Apfel.wav,Europe/Riga,Peine,-136.823804,-74.5823775,Norwegian,1988-03-20,Gerlach Stiftung & Co. KG,Costa Rica,2020-06-21T00:23:48,a6:8c:3f:cf:6a:98
05:28:30,DE,Fisch.wav,Africa/Lagos,Rehau,103.654119,60.638975,Chamorro,2014-05-08,Mitschke GmbH & Co. KG,Französisch-Polynesien,1973-03-16T13:56:27,dd:c5:f4:ef:40:b6
09:46:40,DE,Sommer.js,Africa/Niamey,Ochsenfurt,-30.710798,-10.4222725,Lao,2022-03-03,Pärtzelt Schmidt AG & Co. KGaA,Grenada,1990-09-29T06:58:29,88:8d:11:6d:60:fd
08:44:41,DE,wünschen.html,Europe/Stockholm,Eisenhüttenstadt,-134.408273,85.6370675,Hungarian,2019-10-01,Roskoth,Svalbard und Jan Mayen,2005-11-07T04:08:30,e3:bb:c3:a1:15:7f
20:00:17,DE,Wetter.avi,Europe/Podgorica,Parsberg,-112.757515,83.237468,Walloon,2022-11-27,Kohl Köster AG & Co. KG,Kuba,1972-04-30T20:27:03,e1:df:0b:72:e8:4f
16:36:25,DE,nach.mp3,Europe/Sofia,Schwäbisch Gmünd,-101.779408,55.357916,Esperanto,2019-07-19,Haase KG,St. Lucia,2007-05-12T21:49:49,69:64:66:68:ae:39
18:02:02,DE,lernen.wav,Asia/Saigon,Erkelenz,142.684948,28.0566765,Uzbek,1975-09-14,Hermann GbR,Kasachstan,2003-11-20T22:33:01,80:31:64:24:e7:9f
05:10:49,DE,das.ppt,Africa/Harare,Lüdinghausen,138.476910,-71.862746,Lithuanian,2000-03-07,Käster,Bouvetinsel,1980-01-15T22:36:41,8a:95:fc:9f:b7:d8
10:25:10,DE,Ding.mp3,Europe/Andorra,Grafenau,107.917001,-77.7483105,Chinese,1990-01-29,Rogner Zänker KGaA,Taiwan,1982-08-12T11:44:37,ae:be:d1:56:d3:f3
01:57:48,DE,dauern.mp3,Asia/Aden,Aue,156.193917,48.9218275,Bengali,1998-03-06,Hermighausen Henk KGaA,Antigua und Barbuda,1999-06-30T08:30:13,b6:2e:b6:a1:95:3d
02:14:40,DE,hängen.ppt,Asia/Ashgabat,Waldmünchen,-62.849276,84.802420,Portuguese,1994-08-30,Briemer,Costa Rica,1988-09-13T05:19:46,9a:03:a0:ea:38:36
01:37:27,DE,schon.wav,Africa/Ceuta,Norden,3.034534,85.6612105,Kurdish,1977-04-25,Hörle,Tansania,2017-03-16T12:00:10,89:fc:c1:62:57:aa
10:25:38,DE,Fisch.txt,Africa/Windhoek,Günzburg,113.798816,33.497126,Esperanto,2018-07-19,Röhricht Gehringer e.G.,Iran,2014-10-26T20:31:13,02:27:fe:6c:0e:b0
14:01:42,DE,Arbeit.docx,America/Managua,Hersbruck,-29.472208,-69.0204745,Ojibwa,1984-05-05,Rose,St. Martin,1974-03-29T11:10:10,9d:c0:4e:e5:d6:21
14:29:04,DE,Minute.doc,America/Tegucigalpa,Schwerin,64.698663,63.8253365,Burmese,2000-12-01,Holt,Namibia,2022-10-31T23:31:38,a7:0d:9c:82:3e:22
00:57:38,DE,nichts.pptx,Europe/Brussels,Hofgeismar,-174.645458,8.3331855,Slovak,1973-10-28,Schönland AG & Co. OHG,Tadschikistan,2022-09-13T13:04:47,03:fb:80:0e:7b:f5
11:54:36,DE,Angst.webm,Africa/Gaborone,Rudolstadt,87.957626,42.454989,Bislama,2009-06-06,Lorch Lübs e.G.,Westsahara,1997-11-17T04:58:27,1b:17:35:bc:7a:82
22:06:41,DE,ließ.webm,Europe/Amsterdam,Rudolstadt,153.488620,82.470759,Faroese,1993-11-19,Gerlach,Vereinigtes Königreich,2018-10-28T19:59:19,9c:31:5e:3a:8e:d4
22:28:59,DE,dabei.wav,Europe/San_Marino,Tuttlingen,-145.714354,74.105529,Turkmen,2016-03-04,Knappe Wesack GmbH,Gabun,1987-07-03T15:17:06,09:70:7e:d2:19:f5
14:05:51,DE,arbeiten.tiff,Africa/Freetown,Schongau,143.661782,-67.158443,Maltese,1974-09-09,Vogt AG,Zypern,2011-09-25T02:51:44,e6:8f:6b:61:00:60
