mac_address,longitude,iso8601,hostname,time,bank_country,pricetag,language_code,file_name
39:e7:3c:27:3d:1b,143.108246,1975-09-01T02:52:36,db-88.collins-phillips.biz,13:02:53,GB,$8.40,gu,quidem.txt
30:a6:4c:32:08:c0,66.687498,1997-11-22T03:09:36,lt-43.fisher.com,21:13:02,GB,"$91,961.20",id,odit.json
67:73:b2:6c:98:bd,-107.624490,2020-11-01T07:26:11,web-55.hill-thomas.biz,22:27:33,GB,$425.44,bhb,eveniet.tiff
7f:26:f6:2b:52:c8,74.870813,1977-09-17T23:12:26,email-53.savage.com,05:37:51,GB,$3.92,nhn,enim.jpeg
ab:dc:f5:a8:b9:3e,-13.245723,2022-10-14T06:41:20,laptop-63.stevens-james.com,08:51:29,GB,"$61,523.52",fil,odio.docx
f7:e4:74:33:0e:5e,-113.280663,1999-01-19T08:06:56,web-74.thompson-powell.com,19:12:26,GB,"$7,707.94",pap,nam.json
ce:b2:f3:3c:7d:62,104.458972,2014-03-18T00:38:31,laptop-13.rahman.com,02:19:21,GB,$728.69,et,possimus.ppt
59:4e:3c:a1:ca:c2,-18.088167,1985-05-05T01:43:03,lt-45.griffiths-patterson.biz,04:47:04,GB,$1.79,wae,debitis.ppt
c7:f7:71:09:e9:21,-89.825751,1996-08-08T05:48:02,lt-71.harvey.com,18:13:59,GB,$891.32,ar,impedit.tiff
4c:22:d5:0d:fd:f0,-154.643480,2004-12-06T03:58:07,srv-27.brady.com,06:18:12,GB,$835.12,br,eos.mp4
89:bb:2d:f9:f3:95,-118.931213,2012-12-24T08:44:35,laptop-31.chadwick.net,13:37:12,GB,"$4,872.42",pap,non.pdf
a9:7a:2d:6e:e6:6c,139.975132,1989-03-19T03:16:58,email-72.webb.com,09:50:27,GB,"$6,884.57",ur,dolorum.numbers
f6:b3:12:5f:ac:da,25.314861,2020-06-09T09:13:20,lt-83.williams.com,00:51:16,GB,$5.42,eu,eius.js
ee:6e:d7:14:1a:35,4.629653,1987-01-20T09:26:34,srv-79.lamb-chambers.com,23:35:08,GB,"$5,143.37",ht,nesciunt.mov
9e:05:4a:e0:79:af,54.107171,2018-01-09T10:26:51,email-96.hughes.com,15:58:23,GB,$478.30,bg,dolores.odt
15:b0:bd:6e:67:11,31.591668,2004-09-04T01:56:13,desktop-60.watkins.net,09:39:40,GB,"$4,998.53",ln,odit.mp4
0b:c9:5f:4e:1f:1b,179.415747,2013-07-05T07:39:25,desktop-86.green.com,17:39:08,GB,$697.78,quz,debitis.mov
11:47:71:57:b1:68,-178.435181,1980-11-30T09:02:43,lt-61.wilson.com,23:04:45,GB,"$97,935.11",ro,culpa.png
a5:d5:c6:70:80:32,-85.842501,1985-01-29T11:34:44,laptop-35.bolton.com,17:06:22,GB,"$26,243.30",mg,odit.key
10:56:ae:c1:0d:57,-174.723119,1974-11-12T10:21:30,srv-53.sullivan-nicholson.com,00:12:46,GB,$195.97,be,enim.mp4
c7:85:2a:10:e8:92,-164.475111,2016-10-30T05:42:56,lt-69.cooper.org,22:49:08,GB,$5.56,lg,voluptates.mp4
08:9b:a8:18:9f:30,154.501745,1995-12-02T08:00:15,db-45.smith-sanders.co.uk,16:40:35,GB,"$2,985.01",li,vitae.avi
df:31:30:11:f7:52,53.449642,2003-06-16T09:18:41,db-48.hughes.net,20:03:46,GB,"$6,777.63",kok,maxime.mp3
4b:b0:1c:a3:f5:c2,-126.837596,2012-10-09T14:17:28,desktop-16.harrison.org,05:44:44,GB,$22.91,nl,reiciendis.json
4d:be:5e:42:eb:e4,7.826190,2001-01-10T08:30:33,db-13.baxter-lane.com,19:04:38,GB,"$7,121.14",pap,animi.png
d3:6e:be:76:a4:46,60.194555,1971-08-10T06:01:31,laptop-45.clarke.net,09:37:19,GB,$622.43,bs,aliquid.gif
13:d2:08:bd:17:4c,37.906297,1970-01-17T09:13:32,lt-71.manning.com,16:08:42,GB,$3.06,unm,temporibus.jpg
8d:42:f5:e5:f3:48,150.849969,1993-08-24T23:04:42,web-21.butler.net,16:51:36,GB,$37.82,lb,beatae.html
a5:0f:aa:e4:b6:3e,-160.038258,1978-03-31T19:10:08,db-35.dawson-barrett.com,03:22:54,GB,"$71,798.02",sa,nostrum.xlsx
59:c1:32:f3:bd:cc,-47.277710,1997-08-11T22:53:15,email-39.whitehead.com,12:53:28,GB,"$4,994.97",kok,expedita.mp4
c5:d1:0d:45:98:d0,-49.085492,2012-01-15T22:52:25,srv-26.taylor.com,16:39:23,GB,$6.66,ha,consequuntur.html
56:65:78:84:7e:39,159.986600,1989-04-02T04:34:15,email-94.lane.net,05:31:20,GB,$536.13,wae,ducimus.json
7e:80:4b:48:94:97,-142.846577,2017-11-01T12:12:17,db-29.james.info,16:10:34,GB,$0.41,lv,aliquid.webm
cb:88:9e:04:6d:07,37.027769,2001-01-16T15:57:20,srv-99.riley.org,06:19:40,GB,$257.28,bem,blanditiis.ods
ed:d2:15:12:4e:61,98.451846,2009-07-16T23:53:15,web-99.watson-murphy.info,09:32:26,GB,"$8,693.26",et,dolor.flac
e3:21:02:2a:08:ce,5.569433,2023-06-21T00:00:51,desktop-87.owen-hughes.info,01:38:24,GB,"$61,426.72",am,eius.mov
89:c9:30:58:9b:f5,-117.905289,1979-04-17T23:46:55,lt-17.burton.com,08:29:03,GB,$304.84,kn,incidunt.jpg
68:b3:94:cd:e2:89,-98.201534,1977-03-26T05:07:11,db-41.holmes.net,19:56:20,GB,$169.10,hr,velit.avi
f5:fc:15:be:d1:75,-89.987710,1991-03-12T12:40:00,lt-48.houghton.net,20:41:57,GB,$4.21,sw,asperiores.xlsx
f3:7b:94:15:fd:59,122.324579,1989-06-28T14:13:22,db-45.wallis-jones.com,09:11:56,GB,$37.12,se,praesentium.json
f6:ce:c2:e3:3c:9d,0.261066,1975-06-14T06:55:49,srv-59.thomas.com,12:46:14,GB,"$1,807.69",yi,non.mov
66:fb:19:07:39:04,21.272022,1976-06-01T16:13:31,lt-21.lawson-savage.co.uk,22:08:47,GB,$986.08,ps,reiciendis.ppt
b7:10:69:b8:9e:f2,-77.381294,1974-08-09T02:48:04,db-96.dunn.co.uk,07:39:22,GB,"$6,003.22",ak,nihil.gif
de:2f:8e:4e:8f:66,-67.729339,2005-04-02T10:37:32,db-20.anderson-lane.co.uk,21:55:50,GB,$176.07,gd,totam.avi
44:09:03:5c:8f:d6,-2.932957,2018-01-01T18:23:39,laptop-05.edwards-johnson.info,20:54:25,GB,"$16,715.90",ug,nobis.tiff
c1:38:17:25:95:b8,46.109439,2018-04-06T13:59:11,desktop-11.holland.co.uk,06:44:06,GB,"$84,018.24",gd,iusto.txt
7b:14:4c:98:a8:0c,91.200630,2014-11-25T02:18:40,desktop-66.davis-roberts.com,08:39:33,GB,"$9,714.28",ik,qui.ods
1e:b4:fb:f8:6b:2c,-155.913667,1987-03-07T04:56:05,web-00.dixon.com,16:49:46,GB,$72.65,byn,odio.avi
2b:ef:67:a1:fb:ea,-14.775699,2003-03-04T07:46:12,db-46.poole.com,00:57:05,GB,$2.92,byn,omnis.mp4
30:91:f1:a1:8c:35,-17.118006,1994-10-18T02:37:09,desktop-35.phillips.com,06:02:16,GB,$5.63,sw,ad.mp3
34:5e:27:10:19:56,126.839122,1990-12-08T08:38:19,email-78.reynolds.net,14:24:56,GB,"$17,804.82",iw,placeat.bmp
18:d2:eb:fa:9d:ba,-170.359635,2003-08-03T02:45:19,desktop-40.ali.com,06:35:27,GB,"$6,995.62",ff,voluptate.avi
40:63:7d:09:8d:17,-4.575064,2003-03-28T08:50:11,desktop-47.smith.com,07:51:04,GB,"$9,819.44",ug,harum.avi
24:f9:8a:6c:c4:17,130.703770,1978-03-31T16:21:56,laptop-20.blake.co.uk,07:37:02,GB,$8.77,bho,debitis.odt
04:aa:8e:2c:c8:f8,91.839996,1972-12-01T18:40:49,srv-39.wong.com,13:56:23,GB,$601.64,bs,consequuntur.json
25:5b:d8:51:d2:39,-165.086805,1976-09-22T13:29:24,laptop-26.wright.com,06:27:24,GB,$4.33,sid,asperiores.odp
1e:06:e4:70:23:2b,42.169566,1984-04-07T12:12:38,laptop-11.williams.info,23:11:16,GB,"$6,922.30",uz,consectetur.docx
3d:2f:31:79:6c:19,40.802808,1999-01-26T04:18:01,laptop-88.clements.co.uk,19:44:06,GB,$9.29,is,numquam.jpg
2d:c8:aa:33:69:d7,98.036011,2005-07-14T15:00:39,db-69.abbott.com,18:57:03,GB,$886.30,pt,eum.js
92:8a:bf:82:1c:c3,-67.885786,2016-09-23T05:38:28,srv-16.phillips.com,04:19:04,GB,$1.13,wae,quam.html
39:f0:d9:62:8c:45,84.947101,2016-07-08T14:54:42,laptop-32.barry.co.uk,17:34:21,GB,"$2,222.61",yo,necessitatibus.jpeg
9e:85:cf:98:47:13,-7.895182,2017-12-18T13:09:11,email-76.parker.com,04:47:05,GB,$50.59,da,culpa.mov
fd:ab:94:3e:ed:a5,-25.510616,2006-07-14T08:24:05,email-93.thomas-williams.biz,23:58:59,GB,"$90,077.27",yo,explicabo.numbers
df:81:14:2a:9b:97,-71.345059,2005-10-18T11:05:07,email-44.johnson.biz,06:34:35,GB,"$26,110.01",tg,magni.csv
a2:25:8d:85:cc:35,126.686596,2016-02-29T06:43:32,db-18.bevan.co.uk,08:19:31,GB,"$6,653.64",fil,dolorem.mp3
5e:1c:5f:05:57:ea,54.569514,2017-05-19T17:10:54,web-39.morgan.com,08:51:14,GB,"$28,082.92",nhn,excepturi.flac
89:1f:3c:76:bb:33,120.978161,1986-10-03T12:49:33,db-62.thomas.info,03:50:59,GB,"$7,816.55",th,pariatur.js
a6:0b:bb:ce:eb:35,-122.515616,1993-04-25T14:58:57,db-88.pearce.info,03:58:31,GB,$3.40,mag,occaecati.pages
1c:27:9f:42:ea:02,102.457846,1975-01-18T03:56:43,desktop-99.lowe.com,20:08:07,GB,$3.73,lij,numquam.gif
3d:f0:f5:ff:de:a2,-163.410676,2008-05-06T07:49:11,email-45.wright.biz,23:29:53,GB,"$71,451.95",hsb,sint.mp4
10:69:d8:80:d2:0d,-95.064002,1998-03-17T09:23:09,srv-94.knight.com,00:21:52,GB,$323.71,sc,impedit.numbers
fb:c5:a5:27:71:03,65.010807,2004-11-15T17:51:36,desktop-31.kirby.org,00:10:01,GB,$464.39,fo,impedit.js
9d:23:66:34:c7:7f,-77.358189,2001-07-22T04:33:21,laptop-69.hanson.biz,08:43:17,GB,$4.49,aa,repellendus.js
2b:48:22:ab:ee:b2,-101.290538,2006-12-02T11:59:12,web-29.clark-ford.com,19:15:42,GB,$1.39,bem,vitae.csv
04:67:e9:92:8c:ff,169.597028,2003-11-30T18:21:13,laptop-58.graham-ali.info,08:33:48,GB,$58.24,byn,occaecati.png
e4:48:2b:25:13:90,-16.172550,1997-03-09T20:08:20,srv-01.jarvis-owen.net,19:33:22,GB,$2.67,nb,molestias.docx
71:20:c2:40:4c:91,99.144130,2010-11-23T23:04:06,email-20.dickinson.org,09:31:05,GB,"$8,968.46",am,saepe.json
6e:86:c6:78:35:3f,-35.558137,1986-11-19T11:09:36,laptop-74.cox-smith.com,01:16:10,GB,"$81,299.32",hy,voluptates.jpeg
bb:7e:e1:2b:09:cd,60.296460,1998-10-29T02:13:43,srv-94.walters.co.uk,03:06:57,GB,$676.90,ka,molestiae.bmp
9f:dc:ab:ea:89:01,82.859013,1995-03-03T08:55:58,laptop-28.jones.biz,06:42:20,GB,"$9,929.57",eu,earum.doc
24:1e:6e:7f:94:f6,29.985800,2009-11-14T23:27:37,laptop-30.griffiths.org,00:30:27,GB,"$1,769.11",gez,fugiat.flac
c7:b8:e5:1f:8c:78,163.030250,1985-02-28T03:24:37,lt-27.leach-smith.com,23:49:06,GB,"$5,062.40",ga,voluptatibus.jpg
06:85:52:bf:a8:45,150.993640,2017-05-15T13:56:36,email-65.wyatt-baker.biz,14:00:04,GB,"$9,490.21",ber,quaerat.html
c8:7d:21:5e:73:de,41.100074,2003-12-09T08:40:46,email-79.greenwood-smith.net,16:49:41,GB,$50.43,ht,dignissimos.ods
13:d8:15:53:99:a1,106.556350,2008-10-31T04:23:17,web-59.king-townsend.co.uk,14:11:01,GB,"$2,520.20",th,ratione.mp4
1e:dd:2c:59:dc:3a,54.515136,2004-02-22T14:32:02,email-95.bates.biz,04:34:23,GB,$835.26,am,dolorum.js
6c:6d:0a:66:86:bd,-85.652754,2005-05-07T23:44:56,desktop-25.bentley-jackson.net,17:28:43,GB,$3.87,om,consequatur.mp3
54:a6:59:3c:de:16,48.586065,1970-11-27T10:19:40,lt-47.gibbs.org,17:32:35,GB,$9.21,el,sed.webm
f6:7e:74:69:49:ce,-150.470039,1977-04-13T15:50:29,laptop-79.smith.info,09:09:02,GB,$27.98,mni,sapiente.html
e2:9f:fe:1f:64:db,-134.322341,1979-03-06T06:02:42,srv-46.evans.com,01:07:54,GB,"$34,119.28",ks,facere.gif
96:cc:c5:fc:25:e6,-127.689344,1995-06-08T17:03:45,lt-23.hardy-miller.co.uk,01:12:15,GB,$7.15,km,expedita.jpeg
6c:bc:e7:c3:be:ff,85.101837,1999-11-03T16:59:36,web-05.jenkins.co.uk,03:05:59,GB,$50.95,tl,ipsam.avi
a8:15:58:f2:da:6b,80.351560,1976-12-20T02:04:43,email-07.howarth.net,21:41:37,GB,$871.78,hak,deserunt.odt
d1:a4:c9:3e:69:ac,-59.144378,2021-05-24T02:54:31,email-86.morris-lee.net,18:36:49,GB,$6.86,yo,maiores.mov
3f:8e:89:f0:21:23,-17.327327,2002-02-17T21:52:25,srv-40.hamilton.com,17:29:52,GB,"$57,129.83",lo,itaque.key
c2:f8:4f:19:8b:8c,10.811331,1995-10-24T19:42:06,web-62.webster.com,04:21:10,GB,"$28,622.39",unm,eius.wav
ad:30:84:51:d0:35,52.791514,1978-06-05T10:10:49,web-36.taylor.com,01:52:51,GB,"$29,065.15",is,maiores.mp3
f2:69:e2:5b:99:97,-78.561441,1979-01-04T06:11:12,lt-87.bailey.com,06:32:30,GB,$2.35,nb,ad.odp
02:0b:27:6d:73:dd,43.999718,2021-12-07T09:28:16,lt-07.white.net,21:22:20,GB,"$9,633.36",oc,fugiat.json
85:9c:c1:4f:98:53,116.339907,2001-09-08T08:55:21,lt-89.kemp.co.uk,16:11:58,GB,$108.84,th,quaerat.docx
5c:da:79:19:9c:fc,-10.182872,1976-01-31T04:54:19,web-59.todd.co.uk,06:08:07,GB,$2.80,ik,eligendi.png
aa:4a:df:71:03:d3,-162.971480,2009-09-21T01:59:50,laptop-68.morgan.net,03:38:42,GB,$3.00,bhb,facere.txt
d6:9d:78:34:50:a3,85.979950,2023-09-11T11:46:05,lt-37.pearson.com,08:01:40,GB,$215.44,an,ipsam.bmp
49:bc:b6:07:03:b9,34.808360,2000-03-04T17:19:34,email-69.burns.biz,05:27:14,GB,"$3,062.58",en,minima.json
de:d9:a5:f5:e7:85,-77.027190,2001-09-05T14:55:59,srv-33.johnson-butcher.info,16:43:31,GB,$11.78,xh,adipisci.mp3
aa:fa:13:28:ec:ff,-5.279464,2017-03-16T16:41:10,laptop-72.moran.org,03:44:37,GB,$311.91,lv,voluptates.html
54:d8:f8:de:de:15,146.000300,1999-04-03T17:24:42,desktop-15.roberts-davies.com,07:50:58,GB,$470.95,lo,libero.pages
c5:28:9c:8c:ee:50,130.018934,2022-05-18T09:34:59,lt-36.clarke.com,19:05:27,GB,"$9,501.27",mni,cum.pdf
85:52:5a:5c:82:ea,-107.059560,2013-08-22T05:53:59,laptop-00.bradshaw.com,03:58:31,GB,$5.18,ms,deleniti.mp3
86:cc:cf:d2:6a:99,-41.190691,2022-10-02T15:05:39,db-05.baxter-davies.com,02:32:20,GB,"$57,946.12",tr,dolor.webm
9a:30:9d:0e:ce:9a,122.847689,2006-10-13T08:28:00,db-22.richardson.biz,11:13:48,GB,$33.92,sc,corrupti.css
f4:86:df:cf:63:1b,54.755473,1977-09-23T12:16:59,email-95.henry.biz,21:37:56,GB,"$1,146.46",mhr,perspiciatis.txt
a0:dd:14:5a:e7:e5,78.725216,2017-12-03T05:20:19,srv-75.nash-watts.com,23:12:15,GB,"$3,936.57",ss,accusantium.png
0f:c1:ec:ac:5d:1f,-156.872599,1990-02-15T20:49:13,email-73.north.com,14:39:00,GB,$1.48,om,voluptatum.png
a0:c0:8f:b3:e1:ef,13.040725,1971-04-12T14:05:39,db-49.spencer.com,12:13:14,GB,"$48,606.68",bs,accusantium.doc
78:2f:27:d5:da:cc,-109.504483,1999-10-31T18:03:58,web-49.parkin-williams.com,22:02:27,GB,$270.40,am,nam.mp3
bb:76:86:3c:7c:6e,152.763484,1978-10-12T10:56:36,db-84.thompson.com,15:28:17,GB,$52.42,sd,culpa.pages
7a:28:f8:7a:d6:69,28.518786,2022-05-09T12:53:16,desktop-34.griffiths.com,22:27:47,GB,$520.37,tcy,impedit.key
fc:fe:86:68:86:af,103.026634,2001-08-09T17:16:54,web-87.holloway.biz,05:31:37,GB,$210.06,so,dignissimos.odp
fe:18:48:b9:16:ef,-22.965542,2009-07-24T11:10:55,laptop-33.cook.com,17:13:56,GB,$1.65,wa,dicta.numbers
ff:26:54:1a:21:5a,151.860830,1976-12-06T06:11:09,email-70.dale-bailey.com,06:48:26,GB,"$77,629.55",sr,quidem.js
06:91:4c:14:b4:ff,41.889269,2020-04-12T20:56:43,web-57.brown.com,11:58:34,GB,$9.65,pl,ipsa.txt
f8:cc:3c:3b:97:db,-128.236409,2014-12-19T02:53:03,email-34.king-jones.com,07:20:38,GB,"$51,461.84",lo,repellendus.numbers
4e:2f:b5:0e:51:db,133.654818,2015-02-05T17:30:55,desktop-19.lewis.com,14:38:55,GB,$5.61,os,ex.gif
2f:24:b2:c3:6a:7a,-165.609220,2011-02-21T18:59:30,laptop-33.hawkins.biz,22:50:14,GB,$727.07,sa,iure.bmp
a3:84:9e:a0:4e:18,-134.608035,1980-11-10T14:44:00,lt-46.mann.org,05:17:48,GB,$863.60,tk,praesentium.mp4
d3:b8:7b:f4:8b:a2,3.834572,1980-12-14T16:26:33,laptop-83.duncan.com,21:59:04,GB,$735.72,tn,doloribus.tiff
bb:43:a0:d5:97:72,-93.792460,2000-05-09T10:11:56,srv-87.hancock.com,13:57:45,GB,$44.93,tk,a.mp3
60:9c:4e:c3:8c:49,62.203893,1994-07-27T02:48:32,desktop-06.ahmed.org,17:49:26,GB,$56.75,fil,itaque.tiff
e6:55:c5:a9:23:41,139.687785,1980-07-20T11:13:50,srv-76.clements-jones.net,02:35:34,GB,$3.39,nan,a.png
40:cd:a8:b4:b6:c1,-30.758289,1981-03-15T07:33:08,email-32.young.net,13:26:56,GB,$76.38,sq,aliquid.mov
5a:da:33:eb:21:f2,29.334723,1986-06-06T16:01:34,srv-96.foster.biz,22:48:06,GB,"$4,811.16",te,blanditiis.jpeg
60:9b:80:df:aa:56,153.074232,1977-11-16T13:15:23,lt-89.jones-davies.com,13:59:58,GB,$600.26,wo,et.mp3
72:7b:b4:1c:fb:0d,179.968481,1980-11-15T09:31:09,srv-92.morrison.info,11:42:46,GB,$3.28,li,excepturi.js
bb:05:ac:b3:d4:c1,-114.112919,1985-03-27T14:17:18,lt-76.duncan.com,11:39:03,GB,$695.06,ve,asperiores.avi
c8:ea:41:04:04:42,-7.800651,1988-09-10T15:48:41,email-44.hill.com,08:16:12,GB,"$6,535.52",be,ipsa.bmp
45:ef:4e:d7:bc:8f,48.627787,1995-02-01T19:50:41,laptop-17.wells.com,21:20:48,GB,$28.89,st,laudantium.xlsx
5d:2e:f1:5b:50:dd,-130.594093,1985-09-17T08:02:06,srv-21.booth-farrell.net,14:48:06,GB,"$41,817.53",ber,consequuntur.json
29:7d:1c:94:54:cd,-48.879187,2012-09-12T05:46:03,srv-91.price-brookes.biz,09:43:59,GB,$69.18,ti,animi.png
61:11:bb:e3:60:f5,14.495736,2017-08-04T09:05:16,lt-10.day-campbell.com,20:20:40,GB,$3.60,ga,neque.jpg
59:c9:23:85:85:21,164.660888,2019-05-31T08:38:01,desktop-68.wheeler.com,06:39:20,GB,$422.08,mt,eveniet.txt
d8:bb:19:96:85:03,118.902941,2004-07-26T17:56:13,laptop-08.lee.com,18:09:52,GB,"$44,377.12",ak,unde.txt
08:af:89:3c:07:bd,154.691738,2009-04-25T09:44:09,desktop-18.white-rose.com,03:07:18,GB,"$5,058.61",ig,magnam.css
8e:1e:97:cd:da:f0,96.069184,1980-01-22T12:32:48,web-31.king.com,20:51:03,GB,$45.59,bem,suscipit.flac
ad:57:aa:be:ab:c4,149.660691,1977-05-22T02:23:22,lt-65.davies.com,08:43:28,GB,$5.88,doi,asperiores.css
40:c3:df:74:bd:d0,58.071074,1996-07-06T14:27:30,lt-42.mann.com,07:04:59,GB,"$4,113.10",ia,nihil.mp3
88:50:61:64:8d:4c,173.073543,2014-05-20T18:59:33,srv-64.walsh.biz,04:42:53,GB,$1.90,mag,debitis.flac
b3:c6:de:8e:8a:92,96.672606,1998-05-24T07:40:59,email-90.thomas-evans.net,19:04:07,GB,$32.85,fy,aliquid.wav
6c:da:79:be:9d:d9,159.751415,2000-04-23T02:15:09,srv-23.griffiths.biz,21:42:54,GB,"$3,575.75",wae,cum.csv
ef:e6:eb:05:0d:42,-96.590138,2005-08-27T09:47:27,db-98.fisher.com,10:20:17,GB,"$44,285.19",id,ab.webm
f7:3a:bc:43:7c:de,-20.474798,2013-11-16T17:16:25,web-17.whitehouse.info,05:58:19,GB,$3.02,af,id.odp
b0:36:81:6f:4e:a6,89.304020,2005-08-09T17:29:07,email-91.murray.net,12:22:24,GB,$33.12,et,deserunt.css
71:f8:b8:7c:f9:c6,-47.108643,1986-06-02T19:51:11,lt-00.barker.com,02:46:43,GB,"$85,766.82",uz,architecto.flac
c3:83:73:84:9b:29,89.822944,1992-09-15T20:46:50,srv-54.mistry.biz,16:49:03,GB,"$7,604.83",ml,ab.avi
4c:33:63:78:a4:a0,-41.526017,1988-04-22T13:05:44,lt-53.mills-miah.com,13:15:44,GB,$8.80,tt,officiis.css
62:cb:e9:a0:16:f0,-81.508701,1972-07-01T07:04:16,laptop-61.wilson.biz,08:21:41,GB,$247.31,ti,ea.mov
a4:04:a3:c4:60:0b,-5.322447,1997-01-30T15:10:06,srv-57.harrison-howard.net,07:05:14,GB,"$2,813.89",nb,velit.js
0d:2e:91:84:30:47,-173.559971,1992-03-10T18:24:32,lt-44.watson-green.info,06:16:49,GB,"$7,138.58",ast,est.ods
e7:52:05:94:93:05,-118.515064,2012-12-02T10:31:53,desktop-02.webb.com,20:49:04,GB,"$69,350.42",hy,doloremque.avi
c8:4c:f5:91:35:74,-39.167460,2001-09-17T03:20:46,email-65.palmer-hammond.org,03:57:40,GB,"$3,802.42",ru,possimus.mov
8b:c8:4a:90:fb:4a,159.132063,2003-05-24T05:47:25,lt-35.shepherd.com,00:12:44,GB,"$7,168.72",tg,incidunt.webm
50:40:e1:04:9f:7d,-53.329919,1995-02-07T00:29:47,db-64.harrison.com,01:29:42,GB,"$62,353.65",ga,distinctio.mp3
fa:87:f2:d6:cf:c6,12.351716,2013-04-28T01:13:50,laptop-30.phillips.com,22:41:32,GB,$281.21,bhb,neque.bmp
aa:b7:cb:01:74:63,66.775970,1996-01-29T22:21:06,laptop-36.hilton-parker.biz,19:08:11,GB,"$6,810.04",gd,repellendus.wav
16:82:cb:5c:55:13,166.724998,1980-07-26T13:08:34,email-11.walker-graham.co.uk,16:38:51,GB,"$4,695.32",tt,possimus.bmp
b2:8a:86:26:3e:0d,-171.213662,2020-06-22T02:21:28,lt-81.harris.info,16:11:42,GB,"$98,612.49",ca,dignissimos.gif
71:77:ac:0a:cf:09,112.813304,1980-01-28T12:56:41,desktop-56.byrne.info,22:34:59,GB,"$3,397.53",cs,distinctio.wav
69:fa:e5:49:60:a4,-177.383429,1988-10-19T18:08:13,laptop-74.fisher.com,04:47:53,GB,$14.74,sk,eius.json
f1:84:da:97:52:3c,-25.951376,2000-11-19T23:41:03,web-88.jackson-smith.com,07:45:14,GB,$480.00,kok,rem.mov
b5:70:53:b1:e2:ff,-107.494037,1986-07-14T15:15:55,email-41.henderson.biz,11:01:43,GB,"$40,927.07",sv,dolorem.mp3
e9:c6:46:f8:37:99,11.886882,1988-10-25T23:44:20,srv-73.lane-moore.com,19:26:17,GB,"$87,663.87",kl,nobis.doc
c9:08:75:75:11:a7,126.912437,2021-07-30T02:55:35,laptop-17.hancock.com,21:41:24,GB,"$41,407.73",ak,magnam.txt
d4:1e:02:a9:8b:89,125.680777,1981-05-24T06:13:33,email-56.smith-dennis.com,22:00:12,GB,"$40,847.94",gl,modi.jpg
ee:d8:e0:d3:d5:f8,-11.338816,2011-01-17T13:30:06,laptop-53.manning-hughes.com,23:56:57,GB,"$5,225.45",mai,mollitia.mp4
94:8f:e1:4f:99:38,-163.267374,2006-11-27T00:49:56,desktop-73.davison.biz,03:28:58,GB,$58.65,ur,est.csv
e4:42:e3:a5:e0:1a,-89.512209,1974-05-31T10:55:36,srv-88.patel.com,20:13:50,GB,"$20,673.69",niu,repudiandae.mp4
bd:0e:13:fc:11:b4,13.448669,2018-01-22T19:59:46,db-09.davison.biz,11:26:08,GB,$56.85,pa,debitis.jpg
c0:d3:45:b8:4b:d7,-78.948849,1999-01-19T04:00:44,lt-63.harding.org,02:29:51,GB,"$8,305.40",sid,earum.jpg
21:31:e1:8a:79:9c,-177.977544,1994-08-09T18:43:10,laptop-42.graham.com,15:28:32,GB,$699.74,vi,nisi.html
00:9d:5d:95:34:9b,64.731328,1992-02-10T02:31:02,email-07.phillips.com,01:45:04,GB,$89.16,lzh,iste.wav
5e:cf:e6:a3:b5:17,121.382244,1996-07-04T08:19:35,laptop-51.allen.com,02:22:07,GB,$0.91,tcy,quaerat.tiff
2c:72:0b:51:40:55,116.223123,1996-08-14T05:38:57,lt-34.giles-wilson.com,08:00:43,GB,$705.22,bs,totam.avi
12:a3:91:66:91:17,-116.731923,2003-12-28T07:45:30,lt-32.mitchell.biz,16:00:46,GB,$48.63,ms,consequatur.avi
4c:f4:b1:9b:10:11,26.548532,1983-03-05T22:23:23,email-33.stanley-freeman.com,00:21:51,GB,$403.38,raj,officiis.webm
28:9f:e8:0e:1a:99,62.350797,1993-09-01T11:46:16,srv-30.evans.com,23:36:32,GB,$25.85,ne,earum.docx
e7:af:e3:e6:da:55,77.248165,1992-09-26T21:15:56,srv-05.bentley.co.uk,10:47:33,GB,"$7,612.89",mhr,commodi.avi
e9:b3:fb:ec:6c:3a,-130.085666,2021-09-07T04:31:23,db-76.todd-morgan.com,12:18:31,GB,"$9,283.49",is,quidem.wav
f1:23:21:d1:f2:76,-91.908822,2005-06-15T14:42:47,db-03.gregory.com,07:34:05,GB,"$94,064.35",as,ipsa.pptx
0f:08:a4:a6:17:c4,-107.453285,1977-07-22T20:29:30,desktop-87.parkinson.com,01:40:13,GB,$295.70,xh,quam.wav
59:c2:b5:25:30:24,-34.247234,2008-12-08T02:59:49,web-10.lowe.net,04:16:08,GB,$1.38,ne,tempora.css
db:7c:a4:42:ad:2b,28.466418,1987-06-11T01:25:43,srv-47.john-potter.com,07:27:17,GB,$4.53,szl,libero.webm
61:b1:d7:02:62:9b,-148.875809,2013-06-10T00:14:28,srv-14.roberts-martin.com,04:15:09,GB,"$1,222.75",tg,placeat.bmp
88:76:15:fa:bf:69,-41.256972,1997-09-04T02:22:37,desktop-01.johnson.info,20:18:39,GB,"$65,045.81",ber,voluptatum.webm
8d:34:85:f8:eb:81,-86.005983,2001-06-22T04:47:49,srv-22.burton-harvey.com,11:41:34,GB,"$9,382.02",ko,molestiae.avi
1c:13:4f:9e:4c:71,113.884437,2018-11-15T21:44:58,web-83.nixon-evans.com,15:29:11,GB,"$8,686.67",sid,iusto.wav
