pricetag,date_time,file_name,city,bank_country,mac_address,hostname,time,language_code,timezone,date,language_name,company,country
$5.97,1979-09-21 00:40:36,iste.jpg,Hardingtown,GB,00:c9:90:e0:ff:68,db-28.jones.com,21:39:21,si,Africa/Mogadishu,2002-02-14,Tatar,Greenwood LLC,Turkey
"$27,673.98",2015-05-11 22:28:56,laudantium.jpg,West Kieran,GB,c4:1a:d0:be:5a:2d,desktop-99.white-oliver.com,23:24:27,sr,Asia/Thimphu,1982-04-22,Portuguese,"Evans, Green and Burgess",Qatar
"$4,527.44",1977-10-15 02:31:59,incidunt.css,Shawport,GB,6c:cc:49:1c:1c:a7,web-61.holmes.biz,05:09:56,hr,Africa/Banjul,1981-08-16,Hiri Motu,"Fleming, Smith and Woodward",Cuba
$4.93,1985-06-14 20:26:41,culpa.tiff,Evansmouth,GB,dd:07:ab:60:12:a5,laptop-49.fitzgerald.com,16:51:21,af,Asia/Qatar,1979-01-22,Kurdish,Jones Group,Vanuatu
$4.78,1997-03-15 21:28:04,fugit.avi,Lake Tobytown,GB,57:b3:9a:dc:2c:9c,desktop-47.graham-atkinson.biz,09:17:18,ug,Africa/Bamako,1996-02-21,Sanskrit,Murphy and Sons,Kazakhstan
$4.16,1983-02-12 13:51:02,accusamus.css,Martinview,GB,1f:b8:b9:af:09:07,email-44.quinn.info,18:09:55,pa,Asia/Jerusalem,1986-09-10,Bashkir,Sykes-Davis,Pitcairn Islands
$23.56,1988-09-29 05:02:35,sapiente.csv,East Leonardville,GB,6c:99:b6:9e:6b:ff,db-05.kaur.org,02:14:34,apn,Asia/Pyongyang,1989-01-26,Romanian,"White, Kaur and Kaur",Algeria
"$12,878.78",1994-11-06 06:05:13,nihil.pdf,Jacquelinemouth,GB,ed:88:1a:b1:bb:52,email-46.evans.com,20:02:21,ps,Asia/Karachi,2011-05-28,Tonga,"White, Metcalfe and Dickinson",Azerbaijan
$7.11,2002-05-17 03:28:44,quidem.txt,Watsonfurt,GB,90:d5:57:61:96:69,laptop-73.singh.com,05:00:55,hu,Europe/Sarajevo,1980-05-16,Kongo,Barker-Iqbal,Paraguay
$286.72,1986-05-22 20:43:39,fuga.flac,Owenside,GB,d4:e8:da:7a:54:53,email-41.graham.info,10:30:51,tn,Asia/Saigon,2008-05-23,Burmese,Phillips PLC,Mongolia
"$73,423.79",2009-11-22 10:13:05,quibusdam.doc,South Deborahside,GB,b7:99:48:ea:9c:76,email-04.morgan.biz,00:26:54,cs,America/Santo_Domingo,2006-05-12,Finnish,"Lee, Harris and Lowe",Cote d'Ivoire
$471.12,1981-02-01 14:19:04,fugiat.mov,Amyshire,GB,8e:29:5d:33:aa:99,db-51.dawson-quinn.com,10:34:00,am,America/Guatemala,1987-02-22,Kashmiri,Pickering-Thompson,Sweden
"$7,588.57",2004-10-21 00:57:58,molestiae.flac,New William,GB,0e:11:61:7f:d8:c9,desktop-37.bradley.com,18:12:36,uk,America/Rainy_River,1997-09-01,Kinyarwanda,"Townsend, Thompson and Bruce",Bangladesh
$51.02,2005-10-31 08:25:04,nulla.pdf,New Maria,GB,b7:7f:e9:30:7b:d1,srv-69.obrien-white.info,14:22:23,lb,Asia/Magadan,1995-04-06,Navajo,"Patel, Walker and Edwards",Guinea
"$44,995.62",2013-06-26 20:21:12,ex.tiff,South Leonard,GB,1e:03:8f:ad:88:af,email-36.norris-johnson.com,18:44:18,he,Europe/Tallinn,1983-04-24,Bislama,"Knight, Baker and George",Tajikistan
$28.89,2013-02-01 01:56:07,eaque.xlsx,Port Eric,GB,87:af:59:b6:1e:a5,email-08.mann.biz,16:45:20,bhb,Europe/Copenhagen,2003-01-03,Urdu,Welch-Moore,Mali
$974.84,2011-06-21 14:48:07,neque.avi,Careyfort,GB,f2:61:b6:93:54:dd,lt-50.clarke-jones.com,23:40:36,ff,Asia/Bishkek,2014-01-08,Northern Sami,"Parker, Barton and Weston",Niue
$515.13,1985-05-12 05:14:58,sed.mp3,Powellview,GB,c7:29:a6:27:ae:12,desktop-68.ross-davis.info,03:21:41,nso,America/Managua,1984-09-21,Wolof,Gardner Inc,Seychelles
"$40,183.20",1978-02-08 22:35:19,amet.mov,West Jordan,GB,dd:33:6b:90:02:18,laptop-77.obrien-little.net,19:17:39,tt,Africa/Sao_Tome,2001-01-26,Wolof,"Harris, Knight and Anderson",Peru
"$9,672.39",1990-07-13 14:28:01,sit.txt,Watsontown,GB,9f:72:51:ed:c5:20,laptop-90.brown.com,02:45:46,hak,Asia/Tbilisi,1971-10-19,Telugu,Taylor LLC,Nicaragua
$492.78,2020-11-27 06:22:57,odit.mp4,North Annetteburgh,GB,a4:0f:be:a7:11:fb,srv-85.johnson.info,05:28:56,niu,Europe/Tirane,1975-05-07,Spanish,Ahmed and Sons,Haiti
$37.53,1975-01-11 22:14:00,inventore.docx,West Leighchester,GB,82:e7:b5:84:1a:71,db-35.singh-ball.com,11:27:10,an,Asia/Karachi,2008-07-18,Welsh,Carpenter-Leonard,Guam
"$78,171.58",1976-05-11 06:36:15,deleniti.xls,East Annshire,GB,60:21:25:a2:5b:16,lt-73.robinson.com,07:27:26,mi,Europe/Monaco,1987-10-22,Walloon,Brooks-Walsh,Guernsey
"$52,662.96",1989-04-16 01:18:52,officia.wav,Whiteton,GB,ab:bd:7c:cf:34:7a,web-64.cooper.org,04:34:50,ks,America/Caracas,2005-08-17,Slovak,Hewitt Ltd,Cook Islands
$0.10,2007-02-19 14:22:49,placeat.webm,Griffithstown,GB,4f:59:c0:da:6c:b6,web-95.griffiths-davies.com,04:12:52,bg,Africa/Niamey,1981-11-25,Somali,Murphy-Dixon,Tokelau
$5.75,1989-03-10 02:30:58,a.webm,Port Mathewton,GB,91:87:e9:ba:b7:0b,db-62.hooper.com,07:33:23,oc,America/Argentina/La_Rioja,1972-05-28,Haitian,"Bennett, Grant and Thomson",Cambodia
"$9,601.83",2002-08-15 17:04:52,iste.wav,Christianfort,GB,e5:7b:6d:4b:bc:db,db-86.mitchell.com,19:37:41,bs,Africa/Bangui,2002-02-15,Ukrainian,O'Neill-Jones,Christmas Island
$851.30,1971-08-23 16:03:23,quisquam.docx,Lake Dylanburgh,GB,55:31:00:37:79:e4,desktop-51.williams.com,12:00:41,el,Asia/Dubai,2008-11-17,Faroese,Ball and Sons,Nigeria
$130.54,1974-07-15 05:05:46,eius.json,South Ashleighchester,GB,61:ca:2d:2f:dc:6a,srv-42.woods.com,14:17:49,ps,Africa/Djibouti,1978-10-28,Western Frisian,Ford-Evans,Hungary
"$4,061.79",2015-04-08 21:45:43,sunt.xls,East Anthonyfort,GB,fc:f6:6a:24:1f:48,srv-42.young.org,09:07:04,sd,Europe/Berlin,2003-07-14,Romanian,Collins PLC,Saint Helena
"$81,834.64",1979-12-26 12:25:29,atque.tiff,Careyland,GB,82:46:7f:1b:20:1f,db-01.robson-obrien.com,05:21:45,lzh,Asia/Katmandu,1993-07-09,Hiri Motu,"Edwards, Richards and Jones",United States of America
"$3,307.21",1993-09-28 21:00:19,suscipit.mp3,Wallacefurt,GB,94:b5:f7:3a:ab:16,srv-51.palmer.info,10:34:54,ig,America/Asuncion,1984-12-02,Finnish,"Doherty, Bennett and Patel",Eritrea
$98.47,1999-04-26 04:03:20,incidunt.js,Lake Jemmashire,GB,1b:cd:95:fb:fe:08,lt-01.jones.co.uk,00:43:23,kn,Africa/Monrovia,1989-02-02,Quechua,Day LLC,Latvia
$7.25,2019-07-13 17:26:29,nemo.flac,Danielburgh,GB,54:8c:8d:5a:a9:6e,srv-93.coles.com,13:39:43,tk,Africa/Accra,1998-02-05,Turkish,Hill Group,New Caledonia
"$4,562.44",2011-06-16 12:54:24,repellat.mp4,Maureenberg,GB,94:97:34:53:bb:0f,srv-20.taylor.com,07:54:38,sc,Africa/Douala,1993-01-21,Urdu,Lewis-Brown,Saint Helena
$203.41,1973-11-01 00:44:18,ipsum.wav,Morrisland,GB,82:f4:be:61:e9:fa,desktop-86.moore.info,11:31:48,be,Europe/Tirane,2006-09-16,Lingala,"Holmes, Bates and Harris",Nauru
"$98,712.43",1997-06-03 16:33:34,molestias.ppt,South Graeme,GB,44:77:78:93:e3:02,laptop-06.jackson.com,05:20:27,fil,Africa/Freetown,1985-06-17,Chichewa,"Parsons, Bell and Morris",Poland
$202.13,2015-03-07 04:11:02,voluptas.avi,Port Adrianburgh,GB,65:83:71:aa:ad:3e,lt-61.wyatt.co.uk,12:24:17,nb,Africa/Lusaka,2012-05-19,Malay,"Martin, Bradley and Williams",Palestinian Territory
$1.74,1990-11-02 14:26:18,harum.webm,Leemouth,GB,0c:59:ae:cc:5a:2b,lt-37.naylor-bradley.com,21:40:58,xh,Europe/Belgrade,2012-06-07,Pushto,Walters-Holden,South Africa
$582.37,2008-10-14 20:30:15,culpa.avi,New Tina,GB,ac:eb:28:43:7c:fd,laptop-56.greenwood-evans.org,17:40:27,zh,Europe/Malta,1997-10-03,South Ndebele,Williamson-Singh,Grenada
"$17,419.05",2006-03-18 12:24:03,aperiam.mp3,Ronaldfort,GB,58:92:09:66:41:e3,laptop-97.cook.com,06:28:13,ne,Africa/Lome,2014-06-27,Swati,Howard-Berry,Iraq
$8.49,1983-05-18 08:37:23,sit.wav,Burgessberg,GB,2d:f2:f7:0e:73:0a,desktop-47.heath-wright.info,15:16:42,li,Africa/Douala,1971-05-13,Marshallese,Baker LLC,Dominica
$61.41,2022-08-04 00:28:35,commodi.mp3,Patelton,GB,38:3f:a9:cd:82:a7,db-73.wheeler.info,06:48:10,kn,America/Jamaica,2022-08-27,Lingala,"Ferguson, Barker and Jones",Myanmar
$501.13,2006-06-01 13:28:48,at.gif,Hillside,GB,a4:b4:e9:54:bb:4c,laptop-36.warren.com,14:32:40,pt,America/Barbados,1989-06-11,Hebrew,Vincent LLC,Bouvet Island (Bouvetoya)
"$8,311.27",2022-11-29 13:59:12,eos.gif,East Sammouth,GB,f2:db:91:07:cc:52,web-38.jackson.com,07:34:21,sk,Asia/Thimphu,1985-07-18,Divehi,Davidson-Roberts,Mauritania
$8.53,2001-07-15 05:12:23,veritatis.bmp,Bennettside,GB,f7:21:eb:27:f4:e8,srv-86.hopkins.net,12:36:47,af,Pacific/Apia,1998-10-12,Zulu,"O'Sullivan, Ahmed and Ford",Croatia
"$49,239.13",2015-01-27 16:40:15,reiciendis.odp,West Joe,GB,74:81:fe:94:0b:18,srv-73.hicks.com,04:06:16,nb,Europe/Podgorica,1995-03-06,Western Frisian,"Watson, Griffin and Jones",Myanmar
"$99,102.01",1993-02-08 21:03:16,quisquam.txt,South Jayville,GB,09:a4:3e:f3:be:be,web-84.harrison.net,11:46:13,mai,Asia/Colombo,2011-10-05,Swahili,Sanderson-West,Cyprus
$647.03,1972-06-17 03:40:57,magni.jpeg,Terrychester,GB,41:84:7e:b5:36:85,web-83.thompson.biz,12:16:01,az,Africa/Porto-Novo,2016-11-13,Chechen,Clarke-Clarke,Guyana
"$1,853.59",1999-01-16 08:08:58,veritatis.odt,West Adam,GB,af:83:90:ba:40:78,db-04.williams-day.co.uk,05:53:39,sr,Asia/Thimphu,2008-06-13,Kuanyama,Hill Group,Uruguay
"$6,663.73",1987-10-25 02:20:58,a.mp4,Williamston,GB,0f:3c:75:26:81:6e,lt-69.smith.com,13:29:05,gl,Asia/Choibalsan,1997-04-03,Sindhi,"Hayes, Williams and Gardiner",Uzbekistan
"$28,957.67",1985-04-23 20:44:52,animi.wav,East Jenna,GB,71:b6:9e:02:cd:7e,laptop-35.hanson.com,17:34:39,ha,Africa/Lagos,1976-07-25,Akan,Williams Group,Paraguay
$8.00,2019-08-17 08:59:59,placeat.mp3,East Steven,GB,eb:bc:c9:95:c9:9e,desktop-57.wood-evans.com,19:09:40,ia,Pacific/Palau,1997-05-26,Xhosa,Woodward-Simpson,Seychelles
$3.49,2016-04-05 02:10:56,ipsa.bmp,Taylorfurt,GB,ac:d4:01:ab:45:8d,srv-30.smith.com,22:34:00,fr,Asia/Phnom_Penh,2020-07-16,Arabic,"Baker, Brown and Rose",Bahamas
$537.80,1994-07-15 11:08:36,necessitatibus.flac,Rahmanmouth,GB,61:e1:93:5f:38:2e,desktop-63.burton.org,09:55:24,ff,Africa/Dakar,2015-08-30,Haitian,Murphy LLC,Brazil
$304.05,2005-07-08 11:09:21,placeat.doc,Kennedyfort,GB,8a:0a:a1:c1:17:a5,web-27.richardson.org,00:08:22,id,Europe/Brussels,1997-09-05,Tagalog,"Richardson, Greenwood and Anderson",Venezuela
"$72,018.61",1994-05-26 10:27:04,ullam.tiff,North Vanessa,GB,e7:5d:4f:71:06:9f,srv-14.berry-wilson.com,02:13:46,km,America/Belize,1990-07-01,Uzbek,Kelly-Schofield,Equatorial Guinea
$22.98,1971-11-08 14:12:58,voluptatum.gif,Conorside,GB,a4:c2:fc:3a:75:53,email-44.morris.com,00:18:34,sv,Pacific/Funafuti,2012-04-03,Basque,Smith and Sons,Argentina
$2.48,1971-06-26 05:38:15,dolorem.png,Perryberg,GB,68:bb:b4:4a:78:b5,laptop-18.kay.com,04:59:24,ln,Asia/Phnom_Penh,1978-10-14,Chamorro,"Newton, Carter and Summers",Denmark
"$8,661.30",1972-10-03 23:55:10,vel.jpg,Deborahborough,GB,07:e0:41:c9:01:4e,email-88.andrews.net,15:06:21,pap,Pacific/Guadalcanal,1990-01-21,Malagasy,"Dixon, Davies and Powell",Georgia
$597.42,1983-08-16 04:50:08,pariatur.js,Port Elizabethtown,GB,6b:5f:ca:f0:cf:57,desktop-69.brown.com,08:48:05,my,Africa/Bissau,1982-11-22,Sichuan Yi,"Thompson, Howell and Bennett",Dominica
$20.95,2017-07-31 17:19:07,voluptatum.flac,Whiteland,GB,91:27:0b:82:13:7a,laptop-72.jones-hewitt.info,23:10:40,mi,Europe/Warsaw,1977-11-09,Kanuri,James-Tomlinson,Mauritius
"$1,677.10",2007-09-26 01:38:04,dicta.flac,East John,GB,69:ab:62:8d:97:96,email-88.williams.com,14:35:55,it,Asia/Samarkand,1986-08-30,Gujarati,"Patel, Miah and Fry",American Samoa
$404.75,1977-07-03 06:53:23,eum.docx,North Roy,GB,cb:f5:06:a5:bd:d8,laptop-52.jones.info,17:51:58,unm,Atlantic/Canary,1999-05-31,Ganda,Moore and Sons,Latvia
$89.42,1992-04-03 19:05:58,itaque.pptx,Williamsborough,GB,20:b7:0c:09:a9:d2,email-88.marshall.org,18:42:07,wa,America/Managua,1986-11-08,Nepali,"Ahmed, Mitchell and Richardson",Liechtenstein
"$23,766.15",2018-11-03 11:20:23,eius.csv,West Valeriemouth,GB,5a:90:79:74:ea:ac,desktop-29.owen-taylor.com,21:08:50,os,Europe/Tallinn,2010-09-29,Malay,"Simpson, Harris and Moore",Samoa
"$5,282.19",1991-10-25 20:04:09,consectetur.key,Port Vanessa,GB,4d:9e:2f:f3:14:f6,db-73.kirby.org,11:01:30,xh,America/St_Kitts,1973-10-28,Malay,Gibbs-Thomas,Nepal
$9.47,1995-02-19 04:33:07,perspiciatis.mov,Edwardshaven,GB,9a:b4:78:4f:0a:d3,db-74.blake.com,03:50:08,xh,America/Costa_Rica,2002-11-08,Shona,Lane-Page,Kazakhstan
$979.31,1991-04-15 02:03:06,est.webm,Lake Caroleville,GB,15:a9:e6:02:cf:85,email-61.taylor-carter.com,20:26:46,en,Africa/Dakar,1998-09-21,Welsh,"Carter, Kirk and Weston",French Southern Territories
"$31,357.68",2022-07-08 21:04:32,earum.html,Metcalfebury,GB,79:52:ec:0f:d6:25,lt-91.knight.net,16:46:04,or,Pacific/Chatham,1991-09-16,Chuvash,Peacock PLC,Estonia
$234.77,1996-09-01 17:15:48,ipsa.tiff,West Thomas,GB,65:7a:95:72:04:f0,laptop-15.lynch.org,17:23:07,li,Europe/London,2008-12-13,Hausa,Riley Inc,Palestinian Territory
"$10,154.11",1978-07-17 01:29:01,dicta.mp3,Gracehaven,GB,94:98:df:d3:41:37,web-23.patterson.org,15:16:46,fr,Africa/Dar_es_Salaam,1987-03-16,Nepali,Jennings-Price,Palestinian Territory
$75.25,2011-01-12 08:54:12,voluptatum.js,Port Lorrainemouth,GB,8c:7e:bf:19:91:ff,web-54.lloyd.org,19:57:31,kl,America/Asuncion,2019-09-29,Oriya,"O'Brien, Smith and Clarke",Belarus
"$57,554.09",2017-01-31 07:10:37,dolore.mov,Natalieland,GB,a9:49:16:fa:54:51,email-19.hill.biz,15:29:38,fy,Africa/Ceuta,1980-02-05,Navajo,Simmons and Sons,Madagascar
"$85,754.18",1994-07-25 07:18:21,id.webm,Annbury,GB,ce:0b:ff:21:8a:9b,email-50.smith.com,08:17:19,da,America/Havana,1994-08-22,Zulu,Lewis and Sons,Turkmenistan
$79.47,2007-09-28 00:11:32,tenetur.webm,Thomasberg,GB,8e:f4:8c:56:d4:f1,email-02.moran-austin.co.uk,01:18:22,byn,Africa/Monrovia,2010-11-11,Russian,Scott-Godfrey,Nigeria
"$4,457.78",2012-01-11 00:54:14,at.jpg,Louiseview,GB,c3:b5:cb:bd:3b:4b,lt-84.newman.co.uk,18:01:59,ar,Africa/Tunis,1983-06-17,Macedonian,"Baker, Harper and Davies",French Guiana
$436.55,1998-08-02 01:25:58,necessitatibus.pages,West Chloe,GB,38:5a:4f:a0:f3:01,desktop-77.murray.info,23:49:34,tk,Europe/Stockholm,1993-03-27,Chichewa,Miah-Watson,Saint Martin
"$1,695.25",2018-05-14 09:36:21,quas.webm,East Adambury,GB,5e:8d:14:3a:e1:08,web-52.wright-allen.biz,19:15:48,ve,Asia/Tokyo,2020-02-28,Kirghiz,Watson-Davies,Palestinian Territory
$8.22,1970-07-22 06:17:31,quisquam.mp3,Port Paigechester,GB,98:82:ef:5d:d9:d8,laptop-09.wells.com,03:01:37,az,Africa/Tunis,2019-11-05,Romansh,Jones LLC,Palau
$335.05,2013-07-18 20:29:25,cum.mp3,Lake Angela,GB,d0:f7:08:5d:bc:ab,lt-02.jones.com,19:57:12,kk,Europe/Budapest,2014-05-14,Church Slavic,"Parkes, Brown and Moore",Turkmenistan
"$1,329.37",1996-11-24 13:00:42,vel.flac,South Carolinefurt,GB,49:66:d8:05:83:aa,db-55.williams.info,20:27:14,ti,Asia/Calcutta,2012-04-30,Croatian,Armstrong and Sons,Norfolk Island
"$33,239.51",2023-08-07 06:35:31,blanditiis.pdf,Marcusmouth,GB,d1:1a:87:48:45:41,web-31.phillips-john.com,19:26:03,byn,Africa/Libreville,2004-03-09,Ewe,"Singh, Smith and Miller",Guinea
"$2,379.69",2003-12-22 23:20:57,similique.jpeg,Marychester,GB,3d:7f:0e:2e:f2:14,desktop-68.scott-newton.com,05:58:24,ga,Asia/Ashgabat,1992-09-11,Sichuan Yi,"Brown, Hall and Morgan",Dominica
$16.93,1974-12-10 09:19:05,quis.flac,Kathleenbury,GB,a5:6f:cc:ea:cf:a2,email-95.mistry-bull.com,11:58:06,ms,Pacific/Guadalcanal,2012-06-06,Swati,Middleton-Buckley,Uruguay
$82.81,2008-03-09 08:54:17,officiis.pptx,South Jeanview,GB,b9:2f:5c:c4:78:9f,web-01.evans.com,15:40:01,cy,Asia/Yerevan,1992-07-13,Tamil,Gregory-Robinson,Gabon
"$20,231.81",1971-02-17 12:11:55,quasi.txt,North Jasonside,GB,ba:2f:f1:c0:83:95,db-12.howell-bruce.com,12:05:37,ti,Asia/Ulaanbaatar,2013-08-18,Ndonga,Higgins-Grant,United Kingdom
$997.15,1990-07-22 00:53:49,quod.bmp,New Deborahbury,GB,4e:71:18:b6:33:00,desktop-48.bray.info,13:24:15,lb,Asia/Damascus,1981-01-20,Tonga,Thomas-Clarke,Marshall Islands
"$13,619.98",1983-11-07 08:47:31,perspiciatis.odt,Greenwoodtown,GB,a1:2a:65:3c:65:e4,laptop-91.walker.com,06:14:48,ug,Africa/Mogadishu,1997-01-30,Finnish,Sanders PLC,Angola
$66.35,2005-01-21 18:32:24,repellat.jpeg,Port Rebecca,GB,c9:77:de:85:7d:f9,db-91.jones.org,18:32:20,ts,America/Phoenix,1988-01-22,Basque,"Hyde, Edwards and Walker",Germany
$570.69,1987-02-15 12:58:12,dolorum.xlsx,North Frederickview,GB,9e:ff:cc:f1:c8:1f,srv-47.dyer.org,09:02:13,fr,Asia/Dili,2010-12-25,Gaelic,Green-Lee,Netherlands
"$17,251.17",2000-03-19 07:07:27,excepturi.pptx,Williamsshire,GB,a2:27:ce:74:5d:d7,lt-16.adams.com,12:19:43,apn,Europe/Zurich,2009-10-13,Kashmiri,Smith Group,Afghanistan
$658.96,1988-12-25 15:34:19,at.avi,Brownburgh,GB,d8:f0:b1:7f:61:74,web-69.chambers-rhodes.org,16:45:35,pap,Asia/Phnom_Penh,1991-10-13,Swedish,"Harris, Douglas and Gregory",Spain
$8.41,1970-03-31 17:32:15,eligendi.flac,New Nataliebury,GB,60:fd:d8:12:7a:b7,email-03.watts.org,00:23:53,gu,Asia/Manila,2012-05-13,Norwegian,"Barry, Rees and Hamilton",Hungary
"$6,442.01",1996-04-11 04:39:13,veritatis.wav,New Colinton,GB,d7:ea:6e:49:f7:47,srv-92.austin.info,00:23:27,es,Asia/Manila,2009-07-06,Croatian,Morris-Knight,Maldives
"$50,365.57",1982-12-26 17:16:15,inventore.js,Patrickborough,GB,7b:80:56:07:e1:33,db-07.morris.com,17:49:16,ps,Africa/Accra,1996-11-08,Chinese,"Bartlett, Hardy and Bentley",Serbia
$132.07,2007-05-18 09:16:35,esse.mov,Jenningsfurt,GB,8c:5a:c3:e8:fa:a7,laptop-22.wilson.co.uk,12:28:52,mai,Europe/Paris,1986-06-29,Xhosa,"Alexander, Murphy and Simpson",Armenia
"$98,885.80",2013-02-23 23:23:34,aliquam.wav,Collinston,GB,29:0a:cc:ad:c6:cd,desktop-04.iqbal.org,12:01:52,si,Pacific/Enderbury,2009-10-10,Avestan,Powell Ltd,United States of America
"$42,037.56",2021-01-21 03:53:08,excepturi.js,Kathleenport,GB,56:b1:9f:50:10:3d,web-30.hutchinson-young.co.uk,06:45:02,ta,Europe/Riga,1984-08-19,Gujarati,Jenkins Inc,Netherlands
$797.98,2002-01-25 12:40:16,ducimus.txt,Kaurtown,GB,8c:d7:85:36:b6:e6,laptop-56.harrison.biz,12:36:06,eu,Africa/Windhoek,1992-03-13,Sindhi,"Mills, Coles and Pearce",Indonesia
$31.97,2005-02-01 01:01:40,eligendi.jpg,Port Kimberley,GB,f6:89:ce:e5:f1:4b,web-77.ford.co.uk,20:53:40,hsb,America/Port_of_Spain,1982-02-24,Basque,Phillips-Harrison,Tuvalu
"$9,720.40",1975-02-08 12:38:12,beatae.wav,East Annafort,GB,b2:d7:1f:ae:dc:31,laptop-84.williams.com,09:46:32,fo,America/Lima,2012-06-11,Komi,"Marsden, Ahmed and Smith",Northern Mariana Islands
$8.29,1992-07-17 14:38:22,officia.mp3,Lake Jaystad,GB,82:32:45:cf:56:d5,web-91.vaughan.info,01:39:59,mag,Europe/San_Marino,2009-04-17,Xhosa,"Schofield, Davies and Birch",Oman
"$93,933.84",1991-08-24 07:43:32,recusandae.csv,New Francesca,GB,26:7a:88:bd:1e:a5,lt-62.morris-curtis.co.uk,09:42:35,af,Indian/Maldives,2013-01-28,Cree,"Parker, Ward and Haynes",Norfolk Island
$14.19,1982-09-06 07:09:29,quaerat.doc,North Russellland,GB,14:14:da:46:16:ff,email-03.robinson.com,16:48:40,csb,Pacific/Port_Moresby,1970-10-30,Herero,"Rogers, Short and Porter",Heard Island and McDonald Islands
"$96,557.15",1991-03-07 06:40:28,mollitia.bmp,Lake Conor,GB,78:41:49:10:a9:61,srv-54.cunningham.com,06:50:25,cs,Asia/Dubai,2001-01-15,Greek,"Cartwright, Hartley and Allen",Zambia
"$4,550.97",2010-10-25 20:48:10,dolorum.xls,Quinnfurt,GB,52:c8:e5:72:c6:7d,email-56.peacock.com,12:31:25,mg,Asia/Muscat,1977-05-19,Uighur,"Martin, Riley and Davies",Bouvet Island (Bouvetoya)
$6.52,1976-12-15 16:49:17,delectus.webm,Kellyshire,GB,76:54:72:c7:da:79,web-42.randall.com,07:38:41,lij,Africa/Johannesburg,1992-05-04,Komi,Archer and Sons,Hong Kong
"$8,935.56",1999-11-16 16:24:55,omnis.json,Lake Alexanderstad,GB,a1:17:31:e0:d7:fc,web-10.mitchell.biz,04:47:04,wo,Asia/Jerusalem,2014-11-24,Fulah,Stevens-Simpson,Benin
"$6,449.05",1988-03-17 13:36:47,vel.webm,Port Oliverstad,GB,88:00:52:ec:d9:9e,lt-06.thomson.com,15:12:52,lzh,Africa/Luanda,2008-06-12,Komi,"Marsh, Poole and Carr",Chile
"$42,847.41",1983-05-05 19:46:39,explicabo.wav,Port Kieran,GB,f6:4f:7f:1b:97:3b,db-90.moss-barnes.com,17:26:39,the,Europe/Rome,1993-01-22,Western Frisian,Whittaker-Jenkins,Saint Pierre and Miquelon
"$7,185.58",2013-02-26 01:05:57,nostrum.json,New Charles,GB,0c:e3:78:dc:88:2c,lt-99.lane.co.uk,18:14:26,wae,Europe/London,1985-10-26,Urdu,Buckley and Sons,Germany
"$8,039.29",1980-06-10 02:13:49,quia.avi,East Amandamouth,GB,63:34:35:63:c8:9d,lt-50.fisher.info,19:43:03,eu,Africa/Maputo,1986-03-10,Zulu,Gill Group,Cameroon
$86.12,1986-12-06 06:59:37,distinctio.mp4,Hughfurt,GB,4a:92:8a:62:64:35,db-83.johnson-richardson.com,19:01:51,ky,Africa/Ceuta,2009-08-28,French,O'Sullivan and Sons,Isle of Man
$0.47,1998-10-27 07:36:09,quis.ppt,Annburgh,GB,fc:d3:a6:d5:8c:22,db-14.johnson.com,17:02:43,bg,Africa/Algiers,1991-08-22,Xhosa,King Group,Honduras
$545.38,1993-01-09 14:16:52,aliquid.avi,South Beverleyport,GB,66:3d:0e:71:d0:dc,web-66.jackson.biz,03:49:19,hr,America/Antigua,2014-02-19,Occitan,Sanders Group,Madagascar
$67.36,1971-01-10 19:55:01,nam.gif,Stevensburgh,GB,57:f0:10:03:c9:58,email-32.evans-wade.com,16:14:26,wal,Pacific/Palau,1988-04-25,Oromo,Kemp PLC,Liechtenstein
$4.75,1989-09-18 21:36:24,architecto.avi,Charlieshire,GB,32:6a:33:da:ac:20,email-93.russell.com,18:06:18,tig,Indian/Mauritius,1981-12-30,Czech,"King, Brown and Power",Trinidad and Tobago
"$99,320.11",1995-08-14 13:24:23,eveniet.html,East Shannonborough,GB,ad:d5:48:17:a5:00,desktop-53.powell.com,09:34:14,an,Asia/Pontianak,2003-05-14,Japanese,Jenkins-Harris,Faroe Islands
"$35,059.72",1984-12-08 07:18:21,voluptatibus.mp3,Robertsmouth,GB,87:a9:c1:5a:a0:c1,web-90.wilkinson.info,17:44:52,nan,Europe/Zagreb,1978-09-30,Tamil,Grant Ltd,Dominican Republic
$950.03,1998-12-01 23:51:21,officia.pages,Port Hazel,GB,65:5e:97:3a:40:ab,srv-51.hicks.com,13:17:16,ks,Africa/Brazzaville,2019-04-05,Oriya,Wilson Group,Haiti
$2.07,1983-01-09 19:27:03,tenetur.odt,Douglasmouth,GB,ed:14:a0:5e:e9:a4,lt-05.farmer.com,18:08:26,ayc,Pacific/Palau,1989-04-28,Sundanese,Boyle-Lewis,Macao
$6.38,2010-05-06 21:12:53,officia.gif,Howardburgh,GB,c7:88:57:89:78:48,lt-98.mann-brown.com,12:52:31,tig,Asia/Seoul,1990-04-10,Burmese,"Taylor, Harding and Henry",Seychelles
"$2,039.42",1997-06-20 22:38:25,non.xls,Francisland,GB,f1:fd:0d:09:9e:94,db-62.reid.com,05:54:55,pap,Europe/Bucharest,1986-02-10,Wolof,Brown PLC,Guyana
