pricetag,language_code,hostname,date,date_time,city,bank_country,iso8601,mac_address,latitude,timezone,random_number,longitude,language_name,country,company,file_name
"$2,759.90",lij,desktop-77.steele.com,1993-05-31,1974-08-28 18:38:20,Port Mitchellport,GB,2015-11-05T10:57:56,20:92:0c:81:f5:25,-56.304530,Asia/Tbilisi,74,-155.763510,Chechen,Faroe Islands,Ward-Watkins,natus.mov
$386.29,tcy,email-36.harding-turner.info,1983-10-06,1996-07-10 23:52:56,Port Janet,GB,1994-09-30T15:30:51,74:6d:65:9d:54:97,42.5724195,Europe/Oslo,3313517,119.458155,Kanuri,Romania,"Hunter, Smith and Bennett",nulla.css
$232.30,oc,db-70.preston.info,1980-01-10,2022-10-21 10:12:49,North Hayley,GB,2021-07-11T18:07:29,43:fa:35:49:5c:17,0.417825,America/St_Vincent,4,-86.694052,Inuktitut,Armenia,Rose-Smith,quod.flac
"$10,887.23",nl,srv-80.warner.biz,2010-04-26,2008-02-21 04:16:00,North Terencemouth,GB,2017-07-25T01:11:38,9e:7d:f2:30:a1:a0,-19.7006545,Africa/Mogadishu,7631,-36.306654,Macedonian,Jamaica,James-Farrell,sit.webm
$90.55,ga,email-84.taylor.biz,2005-02-19,2009-06-24 18:03:37,Edwardsmouth,GB,1970-10-12T08:56:43,5b:cb:ac:8a:52:8c,-17.754483,Africa/Kigali,850,73.493413,Twi,Israel,"Turner, Johnson and Lee",soluta.mov
$413.99,ro,laptop-88.cooper-green.com,1970-03-30,1988-07-29 04:30:45,Cooperfurt,GB,1979-01-08T17:17:42,95:08:a6:ce:f5:2b,89.391366,America/Glace_Bay,42,-103.240371,Abkhazian,Saint Vincent and the Grenadines,Wall Inc,cumque.gif
"$2,706.98",bem,web-52.gould-palmer.com,2013-10-16,1978-06-24 21:35:13,Kellyview,GB,1974-10-06T03:21:18,ee:0d:21:df:6b:2e,-43.0510925,Europe/Vilnius,32,114.115040,"Sotho, Southern",Yemen,Adams PLC,quod.json
"$1,615.69",ar,laptop-00.hayes-hughes.info,1989-05-09,2011-07-13 22:55:55,West William,GB,2021-08-21T16:45:32,66:a9:3d:35:64:58,82.2453665,Africa/Dar_es_Salaam,54766021,116.705122,Hausa,Sierra Leone,"Goddard, Walker and Patel",tempora.mov
"$13,043.10",tg,desktop-45.parker-marshall.net,1986-11-07,2006-07-03 01:12:07,Katyburgh,GB,1971-04-24T01:50:04,d0:45:94:e3:38:bf,-32.1076255,Europe/Vatican,636584770,-68.223302,Kongo,French Polynesia,Thompson-Kirby,expedita.odt
$373.40,ar,db-28.wilson.com,2021-10-31,1978-06-23 21:25:06,West Lee,GB,1978-10-17T16:14:15,ae:b5:65:98:c9:c7,58.348197,Europe/Warsaw,239070040,-20.528845,Akan,Armenia,Williams-Matthews,facilis.csv
$799.20,cmn,laptop-58.ahmed-armstrong.biz,1993-12-17,2012-06-03 03:51:12,Port Stewart,GB,1980-02-19T10:53:04,1e:8a:2d:18:8e:ef,71.440529,Africa/Lusaka,501,170.290511,Hiri Motu,Saint Helena,Waters-Clarke,corrupti.jpg
$65.72,bs,web-55.taylor-collier.com,2003-12-04,2006-10-05 19:10:08,Nigelshire,GB,1998-03-04T20:01:00,4c:02:55:cc:50:ad,-1.253988,Africa/Nairobi,9982,149.252586,Catalan,United Arab Emirates,Wright-Palmer,unde.flac
"$6,972.66",eo,srv-37.burton.org,1977-02-07,1992-08-09 20:34:11,Port Karen,GB,1995-04-28T03:20:43,d2:80:01:c5:a3:f2,79.448766,Africa/Conakry,5,-135.155427,Tahitian,Greenland,"Kelly, Tucker and John",iste.mov
$8.97,kl,lt-76.allen.com,2014-12-05,1991-08-28 08:57:48,New Juneland,GB,1989-04-06T10:03:43,de:41:13:0f:7f:f6,64.8887695,Asia/Colombo,70867,99.953737,Bosnian,United Kingdom,"Bailey, Clarke and Read",repellendus.png
$891.54,sid,laptop-91.evans.co.uk,1990-06-29,2002-03-15 13:12:34,Reevesland,GB,2015-09-20T16:17:33,ab:9e:95:bf:59:55,79.6200265,Asia/Manila,27,-158.560582,Abkhazian,Poland,"Middleton, Barker and Wells",eaque.doc
"$8,993.96",sat,laptop-23.morgan-cross.info,1987-12-03,1991-09-24 03:05:44,Lake Douglas,GB,2003-12-17T04:15:32,5c:02:1d:2c:41:ec,-11.429471,Atlantic/Reykjavik,984,149.710938,Navajo,Saint Lucia,Hunter-Smith,voluptate.pdf
"$80,907.25",lzh,web-32.murphy-stone.biz,1970-07-31,2002-08-27 17:50:32,Marionshire,GB,2016-11-19T07:22:28,60:0c:88:2b:61:49,-66.186957,America/St_Lucia,1,118.883008,Bambara,Luxembourg,Sykes-Lewis,assumenda.docx
$155.92,ig,web-74.chapman.net,1995-03-02,2007-10-05 04:01:50,Lake Lynne,GB,2021-05-26T10:04:54,8e:62:8c:db:ba:49,-14.467522,Atlantic/Cape_Verde,6499,52.742434,Interlingue,Singapore,Moran-Taylor,dolorum.key
"$31,700.86",en,srv-56.foster.org,1973-09-19,1983-07-03 08:28:42,Port Clare,GB,1986-08-10T03:03:03,51:c3:e5:98:c2:e9,88.4375765,Asia/Damascus,32760239,-127.286577,Portuguese,Cyprus,Webb LLC,harum.ods
"$89,298.97",sd,laptop-94.white.org,1995-07-28,1980-12-15 13:27:40,Ryanside,GB,1994-12-22T20:59:21,7b:5f:00:43:c1:5a,55.1967895,Europe/Stockholm,753162,8.923246,Georgian,Maldives,Green-Wilkinson,ipsam.flac
$324.30,mag,web-93.hilton.info,1996-05-16,2003-06-01 21:13:14,Port Rachel,GB,2014-02-15T07:38:37,c8:20:3d:33:81:c3,-32.5804935,Asia/Hebron,4175,95.195303,Tibetan,South Georgia and the South Sandwich Islands,Archer Ltd,molestiae.flac
$704.19,pl,email-93.stone-smith.com,2002-04-22,1989-05-04 04:30:55,New Annetteborough,GB,2006-05-15T12:36:41,67:04:15:30:10:d6,-42.6241515,Africa/Freetown,10,-31.824045,Tamil,Slovenia,Anderson-Clark,iste.png
$959.23,sc,email-44.clarke.biz,2010-06-23,2022-09-04 11:25:14,Knowlesmouth,GB,1987-10-30T14:22:35,05:87:14:15:bb:dd,-80.853256,Asia/Beirut,39487689,112.270511,Bislama,China,Frost-Holt,at.pptx
$30.30,mhr,email-95.pritchard-phillips.net,1995-05-08,2013-08-04 14:59:08,Port Lindaland,GB,2002-11-17T02:19:49,b6:de:fc:ba:b2:e9,-24.846784,Europe/Belgrade,894224205,171.313697,Amharic,Finland,Matthews-Quinn,illo.doc
$39.09,de,web-57.brown.com,1994-03-18,2006-06-05 12:56:30,South Philip,GB,2021-12-16T16:39:03,9d:2d:6a:f2:34:3d,88.288856,Africa/Bujumbura,382700309,-175.375135,Turkish,Greenland,Davies PLC,in.ppt
"$96,306.64",cs,desktop-37.roberts.com,1982-10-21,1975-09-20 00:30:18,Conorport,GB,1998-04-24T14:15:21,51:f4:73:46:e3:84,85.1318125,Asia/Baghdad,4,65.280000,Komi,Egypt,Graham-Wright,cupiditate.bmp
"$98,752.66",ar,db-68.martin.net,1987-04-11,1998-04-07 05:55:14,Tonybury,GB,2019-10-18T21:35:32,e8:15:61:23:f3:a7,-38.6191435,America/Port_of_Spain,36,64.895109,Kuanyama,Tunisia,Miller-Fletcher,ad.ods
$580.51,fo,web-93.lyons.co.uk,2016-11-18,2002-03-21 00:32:27,Fosterburgh,GB,1978-11-14T20:40:58,af:be:6b:2b:7b:c7,11.5708325,Pacific/Kosrae,57932,-91.333286,Cornish,Poland,Osborne-Hill,natus.odp
"$57,455.81",fi,srv-56.marsden.com,1983-05-23,1994-04-09 03:05:13,Wilsonshire,GB,2010-01-05T13:43:25,33:7f:88:0f:cf:38,81.2610685,Asia/Hovd,6,45.193373,Haitian,Kiribati,Carr-Fox,eaque.tiff
$711.77,br,lt-23.anderson.com,1983-10-19,2005-04-03 20:51:08,North Teresa,GB,1992-06-06T11:23:09,e4:89:f0:28:58:97,2.828231,Europe/Paris,13,3.078279,Interlingue,Mayotte,Davies and Sons,facere.odp
"$19,593.33",fil,srv-22.thomas.com,1972-07-02,1971-02-11 09:45:16,Edwardsfort,GB,1987-07-11T22:49:10,b0:a7:66:ef:70:3c,-40.737172,Pacific/Kosrae,95748616,-40.259873,Tahitian,Brunei Darussalam,"Robinson, Taylor and Cooper",laborum.mp4
$158.42,te,desktop-67.khan.com,2010-05-16,1992-10-09 20:47:47,Jacobland,GB,1991-09-24T15:33:30,ad:89:2e:5d:50:46,-78.160376,Atlantic/Cape_Verde,18632,20.062998,Divehi,Qatar,"McDonald, Austin and Potter",quia.jpeg
$37.36,ca,laptop-87.williams-green.info,1986-04-06,1992-10-15 11:45:52,South Alan,GB,1982-10-13T20:01:56,8e:ee:f0:21:21:bb,-52.917639,Africa/Nairobi,59464797,150.038274,Sardinian,Sri Lanka,"Wilson, Skinner and Burns",quasi.mov
"$49,850.77",ckb,srv-10.martin.info,1974-04-29,2002-02-11 09:09:10,Ryanmouth,GB,1995-08-24T19:05:26,22:16:97:c6:b8:55,79.0093375,Asia/Hebron,4,108.957546,Slovak,Tuvalu,"Davies, Bell and Davies",dicta.mp3
"$2,339.59",ur,srv-31.dodd-roberts.com,1971-02-19,1988-07-26 13:25:32,Thomashaven,GB,2000-03-06T18:33:55,6f:ea:9a:28:69:e9,-73.397619,Atlantic/Reykjavik,57341,2.619436,Faroese,Reunion,Doherty-Baker,tenetur.png
"$96,704.84",sat,lt-90.payne.com,1986-01-11,1996-12-21 13:24:44,Smithburgh,GB,1980-10-21T05:34:10,02:ab:3c:12:ea:e9,73.5929075,Africa/Dakar,57058194,-93.227516,Haitian,Greece,Jones Inc,nostrum.ppt
$3.35,or,email-27.morris.com,2014-06-15,1987-11-11 20:46:54,Petermouth,GB,2000-02-18T04:01:39,8c:4d:e1:05:21:b1,64.9485885,Asia/Dubai,796,-40.921642,Ganda,Reunion,"Jones, Bond and Baker",ea.html
"$41,297.45",gv,desktop-61.simpson.org,2013-12-04,1979-07-13 18:31:25,Smithhaven,GB,2007-07-23T02:47:51,45:c1:61:62:36:78,17.696739,Africa/Algiers,8743,144.656566,Esperanto,Malawi,"Spencer, Williams and Joyce",cum.avi
$809.70,or,laptop-29.bond.com,1991-09-09,2022-07-08 20:44:44,New Tracyland,GB,1971-12-30T00:20:34,5d:e6:ad:b8:c6:37,1.4528475,Europe/Stockholm,294401,116.831390,Mongolian,Iceland,Dawson-Ellis,sequi.txt
$429.45,fy,email-39.jarvis-ingram.com,2017-04-12,1985-05-11 14:50:22,East Valeriemouth,GB,1972-06-14T22:42:00,da:77:c5:11:c5:c8,-46.843327,Atlantic/Cape_Verde,99701,-172.313043,Xhosa,Angola,Goddard-Turnbull,impedit.html
$9.06,apn,laptop-07.hall.biz,1979-02-08,1996-03-14 12:45:20,North Ross,GB,1983-02-14T11:22:48,e8:ec:72:63:1e:59,-13.3030595,Europe/Bratislava,9,-172.533445,Bulgarian,United States Virgin Islands,Booth Group,iusto.flac
$7.28,da,laptop-01.jones.biz,2000-04-04,2006-07-23 21:36:30,East Steven,GB,2005-02-10T14:39:00,43:49:aa:3e:e1:1e,-9.1220075,Africa/Harare,39,-96.504240,Sindhi,Eritrea,McLean Ltd,quas.jpg
"$1,873.20",ps,laptop-68.hill.com,1973-04-03,2011-04-25 18:31:26,North Jill,GB,1979-10-13T21:20:17,00:dd:1c:e1:29:cd,22.169580,America/Grenada,95013,53.563134,Abkhazian,Mauritius,"O'Neill, Stanley and Carr",molestiae.jpeg
$78.51,id,email-35.williams-wright.info,1980-06-02,1976-07-26 19:15:41,Bethanmouth,GB,1998-03-20T08:48:22,0e:e7:2b:9e:1f:3c,-45.4412215,Asia/Bishkek,96,26.460473,Polish,Samoa,"Bishop, Kay and Whittaker",reiciendis.flac
"$5,564.57",bho,desktop-41.taylor.info,2012-08-05,2014-03-09 14:56:27,North Keith,GB,1992-10-08T13:54:37,71:5d:c4:a1:c5:51,19.5492355,America/Port_of_Spain,496532,-171.390135,Inuktitut,Ireland,Ferguson-Evans,necessitatibus.gif
"$80,281.89",br,email-79.mellor.com,1986-09-29,1975-08-15 09:43:13,New Brandonstad,GB,1995-04-21T15:02:40,e3:d1:33:b9:46:1d,-4.0094545,Asia/Kuala_Lumpur,80591315,-166.752349,Uighur,Cyprus,Chadwick PLC,eaque.wav
"$4,807.66",de,email-28.francis-leach.com,1985-07-19,1985-12-08 13:45:27,Anthonyville,GB,1971-03-08T23:52:36,5d:06:d7:9a:73:da,78.0818015,Asia/Amman,4743676,166.721099,Greek,Solomon Islands,Brown LLC,dolore.png
"$2,792.38",ve,email-82.chapman.com,1995-09-15,2001-08-21 01:00:42,Smithville,GB,2002-11-10T13:05:59,95:1f:8b:44:f5:ad,-49.918536,America/Managua,850129,-148.838262,Serbian,Austria,"Kay, Evans and Johnson",inventore.flac
$6.87,se,web-92.morton-weston.co.uk,2009-08-10,2013-03-15 07:01:09,Port Kelly,GB,2001-01-13T06:15:34,19:62:3d:6d:75:3e,-33.7629585,Pacific/Kiritimati,6683758,13.736946,Abkhazian,Saint Vincent and the Grenadines,Taylor PLC,molestiae.mp4
"$9,508.35",wae,laptop-15.johnson.com,2015-03-30,2018-10-11 02:24:05,South Robertbury,GB,1986-10-21T12:20:52,04:16:98:3d:83:b8,-60.2053635,Africa/Harare,4758,-125.590616,Tatar,Nauru,Walker-Cooper,ex.numbers
"$1,169.53",as,srv-61.roberts.com,1997-10-25,2018-08-30 00:43:36,Port Josephhaven,GB,2002-02-02T09:53:38,a8:c1:e5:53:6b:76,14.0020795,America/Caracas,2025967,-93.166054,Igbo,Bhutan,Butler Ltd,saepe.png
$721.30,te,desktop-91.ali-cook.org,1989-01-26,2000-11-25 10:59:26,North Mary,GB,2019-09-01T13:24:37,2b:ec:2c:7a:c5:87,-26.4198925,Asia/Dili,7,-34.137491,Greek,Nigeria,"Rees, Armstrong and King",iusto.css
$26.60,ln,laptop-64.morgan-barnes.info,1976-07-07,1970-06-06 08:45:22,Crossfort,GB,2016-08-13T03:32:04,cd:97:95:e9:03:8f,9.0982085,America/Managua,7,-55.402598,Malay,Guadeloupe,"Andrews, Lewis and Baker",perspiciatis.wav
$0.38,ka,lt-19.birch.co.uk,2010-05-09,1977-08-14 12:26:31,East Kerryfort,GB,1980-12-05T08:19:37,2e:50:fe:86:c4:d6,13.5978805,Asia/Beirut,611829700,-63.613925,Kuanyama,Mauritius,"Cooper, Martin and Allen",voluptatem.avi
$6.58,ro,web-98.lawson.com,1983-07-06,2004-02-14 15:14:05,Abbiehaven,GB,2011-07-07T04:13:01,b2:17:97:42:df:07,-39.076981,America/Managua,3,-66.769658,Herero,Kenya,"Goddard, Barry and Dunn",sequi.mov
"$6,758.62",lt,desktop-58.abbott.com,2019-08-04,1991-11-17 23:48:03,West Jane,GB,2013-11-29T04:39:54,6f:b5:b7:37:80:cb,26.3047355,Atlantic/Cape_Verde,52,-158.086542,Kalaallisut,Svalbard & Jan Mayen Islands,Henry-Robertson,commodi.avi
$7.21,fy,laptop-12.powell-hicks.net,2014-06-10,1983-04-07 06:55:02,East Hazel,GB,2015-12-07T04:40:38,8f:33:8d:ac:a5:93,59.766843,Africa/Asmera,7,80.038614,Persian,Saint Pierre and Miquelon,Moss Ltd,nihil.mp3
$833.49,nhn,email-92.gould.com,1986-02-25,2015-12-02 15:05:41,East Charlieshire,GB,1987-10-05T12:04:12,d1:c1:36:c4:d5:92,-18.1537925,Europe/Moscow,4623523,-126.229547,Tigrinya,Germany,Law and Sons,dolores.flac
"$50,894.66",ta,lt-24.williams.com,1997-01-14,2017-11-24 07:52:01,Kingburgh,GB,1982-12-26T11:23:55,c6:ed:e8:6e:01:70,18.9914005,America/Dominica,71,-100.965336,Kashmiri,Bermuda,"Poole, Adams and Baker",placeat.csv
"$3,103.09",om,desktop-02.lee.com,1980-07-31,1994-04-12 06:45:52,Port Robert,GB,2001-03-10T06:09:46,7c:7f:65:a8:9d:60,66.0986315,Africa/Bamako,159708,58.491805,Kuanyama,Belize,Wood and Sons,omnis.html
"$6,401.58",sq,laptop-80.martin.com,2005-09-21,2005-02-15 21:05:30,O'Sullivanhaven,GB,1993-03-17T11:11:17,11:8e:fd:64:f5:e9,-51.9532125,Africa/Niamey,98077682,-159.729104,Luxembourgish,Denmark,"Nicholls, Begum and James",autem.mov
$76.71,vi,laptop-88.wright-bryan.org,1999-08-29,2008-03-24 11:25:55,West Samuel,GB,1970-02-21T08:33:19,a3:9f:b1:60:98:16,13.276213,Africa/Brazzaville,96,-35.144605,Welsh,Argentina,Ellis-O'Neill,nobis.avi
$37.55,mai,lt-26.godfrey.org,2009-04-28,1998-01-18 04:05:45,South Lesliechester,GB,1986-10-27T00:26:01,0c:1d:a0:00:ad:62,-24.204581,Africa/Lome,1703,-14.209122,Armenian,Kazakhstan,Morris-Moore,culpa.csv
$8.67,nds,desktop-21.bryan.biz,1980-10-09,1979-12-29 21:41:40,Parkintown,GB,1978-08-11T07:26:36,64:61:9c:8a:6c:51,-20.8341135,Africa/Abidjan,60338,60.542602,Guarani,Cape Verde,"Ward, Goodwin and Thompson",accusamus.jpg
"$19,227.03",cv,db-63.jenkins.com,2000-09-23,2017-10-06 03:50:15,Lake Rhysport,GB,2002-11-09T18:41:19,1c:75:66:e2:33:0a,19.917009,Asia/Baku,902959883,43.522102,Luxembourgish,Australia,Hopkins PLC,reiciendis.tiff
"$43,400.78",es,lt-05.banks.org,2007-05-26,1980-02-19 20:46:13,New Shane,GB,2022-10-07T21:51:03,93:b7:44:1e:fc:db,75.679221,Europe/Sarajevo,29489395,33.506125,Samoan,Italy,"Bell, Hughes and Pearson",tempora.flac
$765.31,ko,desktop-50.white-kerr.com,2007-06-22,2005-03-24 16:53:03,New Marilynfort,GB,2010-12-09T14:21:01,bf:fe:e7:b6:b8:14,-74.137080,America/Guayaquil,9884135,-125.058342,Sanskrit,Monaco,"Cox, Ward and Pugh",aliquam.mov
$356.12,sq,desktop-32.dawson-smith.com,1992-03-05,2003-04-24 19:52:02,South Beverley,GB,1989-02-08T03:18:24,d9:7b:25:a1:05:32,-46.085312,America/El_Salvador,8100184,9.822278,Mongolian,Namibia,"Robinson, Evans and Bentley",beatae.mp4
"$7,399.95",nan,srv-28.davis-dodd.com,2016-05-04,1992-08-18 12:11:32,Harveyport,GB,1997-05-11T14:11:42,17:4f:a2:ff:e5:7e,85.696551,Europe/Helsinki,2338712,152.273056,Chuvash,Hungary,Woods LLC,fuga.mov
"$84,297.52",fy,laptop-13.bird.net,1989-02-20,1975-12-19 05:58:12,Owenville,GB,2004-05-14T06:14:56,33:30:fe:a7:ac:05,6.698025,Pacific/Apia,38483766,-15.780112,Swati,Turkmenistan,Smith Ltd,distinctio.flac
$64.28,fo,email-97.fry.com,2021-01-30,2023-01-15 05:31:44,Chelseamouth,GB,2021-10-12T12:44:39,2e:a8:cb:d0:01:b2,-50.629919,Europe/Sofia,8854456,32.656885,Bislama,Luxembourg,Allen LLC,sunt.flac
"$1,706.09",kw,desktop-83.doyle.com,1973-01-03,1978-06-23 06:45:12,Millershire,GB,2006-01-18T20:33:24,2a:97:5c:12:9b:e0,81.9971795,Asia/Hebron,6663,111.347784,German,Finland,"Ward, Singh and Dean",odio.jpeg
$19.06,hi,lt-42.perry.biz,2004-09-02,1978-08-19 00:26:07,Vincentmouth,GB,1988-11-15T00:54:42,db:ee:33:6c:3f:0c,-10.9954155,Asia/Colombo,397353620,-160.235204,Vietnamese,Ecuador,"Wilkinson, Brown and Sanders",beatae.pages
$2.01,raj,lt-65.davey-greenwood.com,2014-08-05,2015-12-04 00:42:30,East Hilarybury,GB,1980-07-07T07:17:43,ac:69:04:65:2c:c6,-3.5722735,Africa/Douala,4,-155.299955,Kinyarwanda,Saint Barthelemy,"Collins, Gibson and Bell",provident.png
"$54,256.10",ks,laptop-55.cook.net,1984-01-31,1977-02-03 18:52:19,West Carolynton,GB,1972-10-13T10:08:42,e6:bb:1e:f5:20:83,-59.120101,America/Paramaribo,225,25.307448,Swahili,Bahamas,Vaughan LLC,odit.csv
$139.67,os,desktop-35.carter.biz,1978-11-10,1975-07-21 22:41:09,South Lydiatown,GB,2018-10-10T03:33:49,ff:bc:ab:42:61:67,52.8623175,Europe/Istanbul,419503839,-50.088171,Ewe,Bulgaria,Lewis Group,facilis.html
"$53,612.98",hy,web-19.lambert.co.uk,1998-01-06,2020-07-09 12:35:04,Walkertown,GB,1993-08-06T15:07:27,86:53:ab:7a:f6:1f,29.944593,Europe/Helsinki,814936233,128.499346,Slovenian,Hong Kong,"King, Carpenter and Holmes",eum.jpg
$79.77,th,db-66.morgan.com,2014-10-22,1978-01-27 04:58:56,Sallyport,GB,1978-01-09T02:11:47,33:0c:6a:69:cf:e3,15.100713,Pacific/Tongatapu,3,-59.603106,Oriya,Tajikistan,"Simpson, Cook and Hughes",et.pptx
$6.59,fa,lt-12.harris.biz,1972-05-14,2011-07-08 17:22:43,West Katy,GB,2012-02-14T14:48:35,be:e0:51:16:ea:0e,-37.2881795,Pacific/Chatham,20,-72.379517,Ndonga,Tajikistan,Holmes LLC,maiores.gif
"$91,359.41",id,desktop-35.booth-jones.com,1973-08-28,1997-07-30 07:10:33,North Hazel,GB,2007-02-23T03:04:27,8a:68:39:81:08:85,32.9933845,Africa/Mogadishu,64865413,-48.520543,Church Slavic,Maldives,"Robson, Brown and Brady",temporibus.txt
$8.44,ur,web-96.newton-jones.com,1982-08-19,2001-03-19 13:05:40,Fitzgeraldburgh,GB,1979-08-15T03:02:49,52:93:27:eb:e7:65,-24.601889,Asia/Saigon,247069,-128.805643,Serbian,Nepal,Berry and Sons,quos.tiff
$182.42,csb,lt-68.morgan.com,2010-06-04,2023-04-24 20:58:05,Lake Leah,GB,1997-01-16T11:51:49,86:a3:65:99:af:7b,-61.1081035,America/El_Salvador,12225,-167.997659,Gaelic,Aruba,"Collins, Hayward and Patel",iure.webm
$1.89,li,lt-99.curtis-turner.org,2001-10-01,1989-06-13 22:11:24,West Frederickview,GB,2014-04-17T18:12:08,1c:f0:0d:d4:ad:6f,35.7957755,Asia/Brunei,5,132.193437,Chinese,Senegal,Hammond PLC,excepturi.flac
"$51,871.34",id,web-35.morris-marshall.com,1998-05-12,2016-02-11 09:53:57,Sarahbury,GB,2001-11-29T08:01:30,e5:3c:78:be:ef:b4,41.751199,Asia/Dili,34367,-11.051791,Esperanto,French Southern Territories,"Thompson, Lewis and Little",maxime.jpg
$6.10,fo,srv-08.bishop.com,1980-02-25,2001-09-18 00:23:02,New Carole,GB,1983-08-21T19:12:10,ea:51:9b:0a:ed:a3,7.2185955,Asia/Kuwait,98601927,145.490217,Navajo,British Virgin Islands,Wright-Barnes,quidem.csv
"$44,009.80",mag,desktop-09.mckenzie.info,2018-03-06,1995-06-09 19:38:42,Jacobview,GB,2000-11-17T08:42:01,d4:57:9d:16:cd:07,42.2247055,America/Asuncion,62807,115.247602,Fijian,Togo,Clark-Taylor,iusto.tiff
"$12,289.10",et,db-53.green.co.uk,1976-07-08,1999-05-06 20:25:22,Frederickchester,GB,1974-06-27T12:24:51,09:48:5e:66:5b:0b,-4.1931055,Indian/Maldives,5410556,-174.587468,Tagalog,Andorra,Harrison Group,velit.wav
$97.84,sl,db-70.green-mason.com,1972-07-09,1979-10-06 06:57:31,Jacksonburgh,GB,1980-06-15T08:43:12,f8:e8:1f:92:f6:60,-53.562957,Africa/Lubumbashi,157,80.102787,Portuguese,Italy,Knight PLC,quis.webm
"$8,042.45",ms,desktop-45.clark.biz,2003-08-08,2001-08-02 08:32:58,Jonesland,GB,2005-10-30T14:33:07,15:f6:5f:d2:02:39,24.7127075,Pacific/Fiji,44,-166.849666,Bislama,Isle of Man,"Burgess, Ellis and Jackson",vero.mp3
$560.79,the,srv-92.marsden.com,2017-07-23,1986-02-02 15:51:59,South Maxchester,GB,2005-12-24T08:54:00,b9:86:7c:03:c7:7a,-19.8816025,Asia/Beirut,7,139.944749,Yiddish,Iran,Jackson Ltd,quisquam.wav
"$69,363.90",ia,web-23.powell-parry.com,1996-02-24,1979-02-12 13:32:09,South Conor,GB,2022-02-16T23:58:20,dd:0c:67:fc:dd:33,-34.584000,Pacific/Fiji,965354,126.322482,Inupiaq,Cape Verde,Sutton-Andrews,molestiae.txt
"$8,547.09",th,email-70.jones.biz,2018-05-17,2003-07-20 04:27:52,South Judith,GB,1983-12-05T15:57:36,e1:2d:e8:d6:67:e8,72.1184735,Asia/Colombo,8,65.728194,Turkish,Greenland,Sullivan and Sons,eveniet.jpg
$830.02,tig,email-97.donnelly-hawkins.com,1987-11-20,2022-07-21 15:27:06,Port Rosemary,GB,1973-12-07T04:37:48,58:6b:bd:b6:e1:5b,83.0039555,Europe/Podgorica,7792802,66.534911,Abkhazian,Comoros,Rose and Sons,vitae.webm
$832.86,ja,srv-23.roberts.com,1976-08-03,2018-10-12 01:31:43,Ryanborough,GB,2002-01-06T01:50:54,b0:c5:31:f7:f1:45,-2.5848475,Africa/Bujumbura,0,-151.386692,Czech,Moldova,Evans PLC,laudantium.gif
$4.54,ps,srv-55.richardson-jones.com,2005-03-26,1993-02-06 06:53:04,West Conor,GB,1975-08-29T18:34:23,79:ac:63:f0:5d:6e,66.423015,Europe/Luxembourg,8367382,-117.964360,Bashkir,Cayman Islands,Richardson LLC,nihil.mp4
"$12,550.15",shs,email-26.hall.com,1978-08-06,2019-10-20 08:46:19,Christinebury,GB,2010-11-01T09:25:44,d7:32:de:06:7d:24,51.2140485,America/Asuncion,13067,-22.415221,Bislama,Ireland,Matthews-Hardy,ab.flac
"$6,051.36",mt,laptop-04.robson.com,2018-11-29,2020-08-25 06:28:03,East Oliviaville,GB,2020-09-21T00:02:05,c6:7c:e3:de:7e:b3,-25.9137735,Europe/Vienna,892816,-53.434797,Telugu,Uganda,Hobbs LLC,vero.json
$0.51,lo,lt-62.naylor.biz,2015-08-25,2006-04-08 03:45:53,Charlietown,GB,2018-11-28T04:44:06,65:70:ad:f3:8f:4b,77.546468,America/Guayaquil,69265400,-88.258140,Persian,Seychelles,"Bibi, Ward and Williams",quasi.mov
$56.63,ar,desktop-19.anderson-shaw.biz,2002-09-06,2006-06-18 19:48:25,Port Brianborough,GB,1981-03-31T23:56:59,2d:c7:8b:27:78:0e,-80.192808,Africa/Malabo,770,-174.923437,Walloon,Ukraine,Brown and Sons,reprehenderit.mp3
"$18,525.04",ps,email-79.thompson.org,1991-04-26,1983-11-03 15:19:56,Junestad,GB,1987-10-20T11:48:49,a3:99:43:ed:d7:99,-72.505466,Africa/Lagos,62,155.346333,Dzongkha,Indonesia,Green-Marshall,similique.flac
$12.92,aa,laptop-82.savage.com,2018-07-28,2017-03-14 06:24:40,Jacksonview,GB,2020-10-16T21:13:44,de:b2:49:de:00:4a,-48.645123,Europe/Warsaw,399394,46.900276,Yiddish,Gambia,Moore Ltd,cumque.json
$14.42,hi,desktop-75.birch.co.uk,1970-03-30,2016-11-15 00:38:28,Port Shirleytown,GB,2010-11-13T01:57:24,99:46:e7:f2:65:d3,18.250950,Asia/Tashkent,9168219,-44.861084,Slovak,Reunion,Marsh Ltd,commodi.numbers
$0.90,ber,lt-08.white.info,1988-08-24,1979-06-03 09:39:58,Matthewbury,GB,1990-11-13T01:45:37,66:30:04:b1:af:22,-4.3318225,Asia/Yerevan,95578,60.593526,Luxembourgish,Turkmenistan,"Shaw, Fox and Woodward",maiores.csv
$828.65,pt,desktop-03.jones.com,1982-10-24,1989-04-03 14:49:47,Marshallland,GB,1977-08-05T03:41:52,98:62:89:27:be:a5,-19.2504105,Europe/Vienna,51,75.027535,Kongo,Mongolia,"McKenzie, Graham and Anderson",facere.xls
