date_time,date,language_name,pricetag,language_code
2010-12-12 14:34:25,1995-05-06,Azerbaijani,"98,81 €",my
1971-07-18 02:47:06,2011-06-16,Samoan,"7.301,11 €",hne
1992-04-28 12:19:48,2016-10-23,Malay,"4,24 €",sl
2016-05-06 18:26:21,1994-06-09,Malay,"53.306,64 €",ig
2016-02-04 07:58:24,2002-04-26,Swahili,"2.279,43 €",ky
1973-02-19 20:25:44,1976-10-09,Tswana,"6,51 €",am
1984-02-23 23:55:07,1978-06-16,Albanian,"49,46 €",wa
1984-04-29 15:23:14,2005-11-08,Swedish,"3,27 €",niu
2002-03-19 13:28:53,1983-03-11,Afrikaans,"6.325,85 €",ru
2008-10-02 16:50:24,1972-12-28,Uzbek,"40,22 €",pap
2012-10-03 08:30:14,2008-10-20,Inupiaq,"8.760,15 €",bs
2022-03-02 23:36:44,2004-01-19,Vietnamese,"59,53 €",os
1990-07-21 12:14:18,1997-11-09,Twi,"9.318,47 €",or
1974-06-05 22:37:53,2014-07-05,Malay,"7,46 €",crh
1980-10-12 19:14:46,1975-08-03,Chichewa,"374,84 €",mai
2000-02-28 17:48:20,2009-04-22,Avaric,"7,09 €",nl
2005-07-30 00:51:29,2010-10-28,Italian,"3,78 €",gl
2011-03-21 03:49:41,2001-09-08,Yoruba,"9.901,59 €",yo
1998-06-26 04:40:35,2012-10-11,Lingala,"884,91 €",ia
2013-02-27 05:19:47,1973-04-01,Bislama,"8.232,26 €",ckb
2018-08-10 07:04:01,1977-01-23,Russian,"408,26 €",sc
2002-10-03 23:18:48,2015-02-13,Tamil,"9.542,72 €",nl
1974-04-03 16:14:59,2009-01-23,Komi,"20,37 €",li
2019-12-11 01:35:56,1971-08-24,Yoruba,"422,03 €",mk
1982-09-25 12:10:26,2015-03-31,Occitan,"4,24 €",fi
2019-03-17 02:51:52,1974-04-02,Breton,"77.953,47 €",bs
2020-05-30 05:09:50,1976-09-03,Albanian,"9,18 €",af
2021-11-07 01:44:33,1987-11-23,Telugu,"3,11 €",my
2016-03-09 14:44:54,1975-01-05,Ido,"82,83 €",nan
1988-12-31 15:39:06,1997-06-22,Kashmiri,"307,68 €",lzh
1986-11-06 02:31:50,1998-01-23,Samoan,"326,94 €",szl
1986-01-24 07:31:59,2009-04-26,Kuanyama,"746,13 €",tt
1988-11-08 02:39:42,1998-12-06,Bengali,"63,88 €",bo
1986-07-08 00:26:38,1995-07-19,Ojibwa,"2.681,11 €",wae
2008-06-10 20:56:47,1993-04-13,Quechua,"634,37 €",szl
2000-01-08 22:47:53,2016-04-07,Sango,"20.683,53 €",lzh
2016-09-07 01:21:49,2010-10-12,Corsican,"1.691,39 €",ha
1973-04-12 20:29:40,1986-07-22,Azerbaijani,"78,68 €",sl
2010-05-12 04:17:00,2022-06-05,Burmese,"80,75 €",yue
2020-07-31 18:04:48,1990-09-14,Xhosa,"2.414,27 €",ha
1992-08-23 02:03:28,1971-07-10,Luxembourgish,"59.659,45 €",pl
2010-08-23 17:56:21,2005-03-31,Pali,"404,57 €",ia
2003-04-19 01:20:57,1991-05-19,Lingala,"9.717,11 €",ayc
1987-10-08 02:12:25,2017-05-03,Slovak,"250,81 €",bg
2009-03-07 12:55:57,1977-04-20,Shona,"1.428,95 €",nn
1999-07-02 02:19:07,1980-09-13,Icelandic,"777,57 €",iu
1983-03-03 07:25:41,1987-12-09,Herero,"2,79 €",szl
1988-04-17 20:17:59,1998-12-18,Sindhi,"8.595,09 €",mhr
2006-12-23 05:54:05,1997-11-28,Afrikaans,"13.225,15 €",dv
1984-11-05 02:42:11,2007-10-19,Inupiaq,"7,95 €",tk
1976-01-18 21:31:44,1990-05-05,Kuanyama,"40.632,89 €",hak
2015-08-09 05:28:02,1971-09-23,Ido,"1.422,43 €",ms
1987-08-27 16:11:46,1971-07-25,Swati,"8,07 €",wo
2000-06-20 10:51:47,1976-06-08,Dutch,"5,34 €",kk
1996-10-06 22:18:50,1998-10-30,Uighur,"825,51 €",ca
1979-04-02 06:54:23,1974-02-06,Tswana,"42,89 €",zh
1988-08-02 15:32:36,1974-11-27,Tajik,"8,08 €",nhn
2002-12-22 00:10:38,2021-03-24,Galician,"36,73 €",pt
1986-11-04 22:33:07,2004-11-25,Chuvash,"98.749,53 €",pl
2001-12-08 21:14:32,1970-09-16,Afar,"9,83 €",it
1986-08-05 21:07:56,2011-10-30,Icelandic,"74.755,96 €",ka
2013-11-28 22:25:09,1986-08-16,Dzongkha,"3.342,63 €",ca
1999-07-17 20:29:31,1972-05-05,Sanskrit,"47,44 €",tl
2009-05-18 06:20:15,1990-11-25,Hindi,"6,72 €",cy
2018-08-08 19:03:25,2015-05-31,Swati,"4.442,88 €",fa
1990-08-20 10:22:41,2013-01-02,Catalan,"272,21 €",mai
2004-07-11 12:42:58,2008-02-28,Gujarati,"9.335,90 €",nan
2006-09-12 12:05:56,2017-08-09,Tigrinya,"358,96 €",ce
2000-10-18 05:39:46,1995-11-09,Kinyarwanda,"0,57 €",bho
1988-12-04 05:13:49,2022-12-09,Kuanyama,"433,55 €",raj
1988-10-10 00:23:50,2015-02-06,Kashmiri,"1.631,37 €",am
2017-11-29 11:07:36,1990-09-25,Kurdish,"608,60 €",mk
2010-08-02 06:41:20,1985-07-18,Kinyarwanda,"45.023,92 €",sl
1981-02-17 04:14:40,2013-09-02,Maltese,"94.127,17 €",yue
2020-11-04 00:39:40,1996-03-09,Central Khmer,"1,63 €",bo
2023-02-05 06:39:25,2005-10-05,Kinyarwanda,"9.589,92 €",ig
2003-07-12 00:52:42,1979-09-20,Kurdish,"69.628,52 €",el
1996-03-15 05:50:11,2002-09-01,Romanian,"530,53 €",tcy
2019-02-08 18:45:34,2010-06-11,Japanese,"39,88 €",sa
2005-10-19 13:42:26,1978-09-24,Breton,"233,53 €",tt
2004-07-04 06:05:05,1974-10-22,Western Frisian,"132,67 €",bs
1999-04-03 16:45:59,1994-10-01,Western Frisian,"59.404,29 €",cv
1982-05-03 16:10:04,1976-10-10,Finnish,"147,28 €",ga
2010-07-10 03:50:04,1996-03-24,Welsh,"531,13 €",fil
2003-06-09 21:59:54,2019-09-18,Italian,"5,91 €",tn
2015-12-28 16:34:14,1980-04-08,Welsh,"4.404,12 €",mni
1993-07-08 18:07:01,2002-06-18,Chinese,"4,53 €",bem
1999-02-14 10:10:43,2002-07-08,Zhuang,"356,46 €",lij
2003-03-14 20:55:42,2012-01-26,Latvian,"95,51 €",mr
1974-02-17 03:33:27,2002-11-10,Belarusian,"70.707,49 €",raj
1996-05-20 22:24:58,1974-09-26,Divehi,"0,11 €",yue
1992-12-15 04:13:44,2008-01-08,Esperanto,"24.858,24 €",bn
1976-05-18 20:51:07,1975-05-22,Tonga,"7.687,22 €",sk
1988-08-16 18:22:04,1989-03-12,Tibetan,"4.795,72 €",ne
1988-03-19 22:49:54,2021-08-13,Bambara,"8.705,04 €",mhr
1994-12-06 17:12:42,1998-05-16,Mongolian,"83.590,92 €",ms
2004-11-24 08:31:24,1998-07-05,Occitan,"80,04 €",et
1997-03-14 17:58:00,2018-08-05,Portuguese,"5.088,91 €",vi
1975-10-26 14:17:14,1978-03-29,Western Frisian,"1,96 €",cs
1981-01-22 00:39:31,2017-04-28,Kuanyama,"92.157,10 €",apn
1986-02-27 19:35:45,2014-09-17,Tonga,"73,54 €",eo
1984-09-07 20:43:12,1989-02-01,Bengali,"90,67 €",yue
2013-11-29 20:13:27,1985-01-18,Japanese,"33.669,69 €",an
1984-11-23 08:18:01,1989-10-05,Interlingua,"5.605,50 €",te
1977-05-30 03:58:27,1992-10-29,Akan,"3.881,54 €",ha
2023-08-03 22:33:32,1997-11-23,Sindhi,"87,67 €",dv
2011-03-13 04:03:19,2004-11-26,Arabic,"61,89 €",mn
2006-05-31 08:27:01,1973-11-28,Tsonga,"503,96 €",nl
2012-09-23 07:35:56,2010-04-17,Avaric,"982,97 €",yue
1979-01-14 19:17:45,1987-10-18,Tibetan,"97.270,09 €",it
2021-01-06 23:18:20,2017-07-12,Czech,"27.692,87 €",ff
1988-10-14 13:59:02,1991-03-08,Western Frisian,"70.221,78 €",hsb
2019-01-10 23:34:32,1976-04-10,Interlingue,"72.822,17 €",kn
1974-09-20 21:14:33,2003-12-22,Greek,"5.729,85 €",hak
2003-02-03 10:40:26,2022-07-29,Belarusian,"90.047,05 €",csb
2004-08-13 11:36:45,1989-09-12,Malay,"64.521,15 €",sat
1972-04-19 20:36:07,2017-09-11,Slovak,"5,92 €",km
2001-08-02 15:17:49,1980-06-25,North Ndebele,"8,16 €",tl
1970-04-14 14:27:21,1993-01-24,Welsh,"59,66 €",ln
1987-08-15 08:01:48,2004-12-14,Hiri Motu,"86,02 €",rw
1997-07-07 11:10:11,1976-05-18,Javanese,"14,76 €",ky
1976-04-10 10:28:04,2002-05-07,Rundi,"25,12 €",lv
2021-02-14 10:33:05,2019-08-26,French,"18,25 €",gez
2000-03-31 16:45:31,1982-07-15,Bashkir,"791,42 €",ro
1970-04-21 19:48:37,2016-02-06,Interlingue,"4.907,64 €",ko
1981-03-02 08:09:54,1981-01-22,Walloon,"826,49 €",sid
2011-08-31 01:09:57,1970-02-21,Ossetian,"113,31 €",ce
2010-02-16 17:07:42,2004-01-10,Hindi,"30.418,54 €",bg
2012-10-02 13:01:50,1987-09-02,Occitan,"591,00 €",mni
1992-05-27 21:46:56,1970-10-29,Kuanyama,"2,75 €",ca
2009-02-14 04:28:16,1983-12-12,Walloon,"73.902,51 €",eo
1980-07-14 21:30:12,1979-04-04,Kongo,"80,33 €",sk
2005-01-04 07:36:06,1999-11-23,Danish,"85,51 €",sv
1982-09-16 12:01:36,2009-02-07,Central Khmer,"6.550,98 €",ce
1971-02-27 15:44:41,1983-04-03,Norwegian Nynorsk,"49.694,22 €",iu
2013-08-11 15:50:00,1981-08-06,Afrikaans,"3.449,38 €",ve
1999-11-06 05:09:48,1973-09-05,Swahili,"28.953,26 €",sq
2000-04-02 09:08:40,1989-01-28,Tibetan,"32.299,06 €",shs
2012-12-14 04:12:16,1984-07-29,Kashmiri,"404,38 €",sl
1981-01-20 05:01:23,2017-01-13,Basque,"82,66 €",sat
2010-01-06 05:39:08,2015-09-09,Bislama,"81.648,24 €",ln
1975-06-07 02:30:59,1972-07-14,Tahitian,"0,02 €",ak
1993-01-09 04:08:57,1999-03-23,Ndonga,"7.816,81 €",ca
1984-12-08 23:28:59,2017-01-06,Northern Sami,"947,57 €",si
1984-03-27 09:00:29,2008-06-10,North Ndebele,"43,80 €",az
1987-03-14 03:53:52,2013-04-30,Portuguese,"984,86 €",wo
1998-07-19 21:44:04,1973-12-20,Nepali,"1,29 €",ks
2006-08-10 14:46:27,2015-05-29,French,"72,95 €",hi
2022-08-29 12:00:53,1974-05-19,Kanuri,"42,90 €",fr
1973-05-20 16:48:05,1986-12-04,Bashkir,"8.853,18 €",bs
1991-03-23 18:27:12,2002-07-25,Igbo,"39,17 €",lo
1983-07-13 09:26:15,2016-08-17,Avaric,"42.419,59 €",fo
2008-12-07 20:13:20,2007-09-21,Dzongkha,"44,58 €",fo
1993-07-05 00:31:41,1980-10-31,Thai,"438,75 €",so
1974-08-11 13:40:53,1999-04-13,Danish,"39.841,18 €",tr
1998-11-23 09:29:14,2011-12-30,Zulu,"62.921,72 €",lt
1977-10-12 15:52:46,2002-10-08,Belarusian,"811,94 €",csb
1979-07-09 04:33:03,1974-02-23,Kikuyu,"51.536,42 €",lg
1994-04-22 02:02:41,1978-02-26,Interlingua,"48.716,00 €",mn
1988-03-04 07:05:45,2003-03-26,Luba-Katanga,"699,59 €",nb
2011-09-27 21:47:34,1982-11-04,Aymara,"8,23 €",km
1988-01-23 11:58:35,1985-03-26,Tamil,"5.147,68 €",nr
1990-07-12 14:13:57,1996-07-03,Kurdish,"62,73 €",ps
1983-06-15 16:43:54,1987-02-05,Burmese,"20.709,46 €",or
1973-02-24 14:39:09,1994-06-11,Uzbek,"7.544,98 €",mt
1993-08-06 22:15:08,1988-04-11,Tswana,"8,94 €",li
1990-10-03 08:07:03,2001-07-05,Basque,"8,03 €",ayc
2005-08-12 08:39:43,1975-08-13,Ido,"63,26 €",ar
1986-06-09 02:02:50,1973-03-25,Swahili,"418,02 €",zu
1980-09-20 07:50:13,2003-01-02,Japanese,"13.726,98 €",csb
1971-05-18 00:03:39,2020-12-16,Inupiaq,"851,37 €",uz
2005-01-08 03:52:31,1990-08-20,Fulah,"8,23 €",am
1997-10-25 16:47:20,1972-02-03,Malay,"6,69 €",az
1988-09-11 22:50:10,1982-11-02,Latvian,"2.023,66 €",mag
1972-11-12 23:26:22,2017-08-13,Lao,"99.217,67 €",id
1993-02-02 03:29:11,2001-09-17,Avestan,"20,75 €",uk
1986-11-18 11:44:41,1985-10-19,Welsh,"610,21 €",mk
1990-09-23 13:48:26,1980-05-08,Turkish,"2.888,31 €",wae
2005-10-23 06:28:05,2010-02-03,Ojibwa,"5.153,99 €",mhr
2006-12-31 06:02:32,1974-12-23,Chichewa,"722,18 €",sr
1975-02-24 13:02:01,2000-12-07,Haitian,"329,36 €",mi
2023-04-16 10:32:03,2019-10-03,Avaric,"3,34 €",st
2010-01-06 22:26:39,1988-09-29,Maori,"666,30 €",ss
1978-09-06 21:40:23,1970-06-19,Danish,"7.849,09 €",sw
1974-03-26 00:36:11,1988-05-01,Church Slavic,"50.129,49 €",ga
2000-11-09 07:40:19,2018-12-17,Bislama,"17.835,22 €",mt
2017-10-22 12:32:36,2005-01-09,Serbian,"17.757,48 €",bo
1997-02-10 06:33:11,1995-05-26,Sichuan Yi,"335,26 €",tk
1984-12-02 05:26:28,2009-09-02,Dzongkha,"23,10 €",an
1991-02-14 22:31:22,2019-05-14,Fulah,"2,83 €",bo
2012-12-04 20:26:35,1974-01-03,Uighur,"34,97 €",sid
1979-06-30 17:19:49,1997-09-03,Herero,"99,79 €",ro
1973-12-24 02:14:01,2018-05-14,Igbo,"64,00 €",as
1995-12-14 04:27:01,1990-06-08,Aragonese,"23.081,34 €",yue
1979-01-28 23:04:17,2023-06-25,Samoan,"664,31 €",mg
2002-02-01 04:51:24,2010-10-23,Yoruba,"7.142,65 €",gd
2023-02-27 22:34:29,1972-07-27,Fijian,"41.942,37 €",fa
2004-06-15 02:23:46,1978-06-18,Cornish,"9.490,07 €",am
1994-03-04 04:04:02,1975-11-30,Nepali,"95,57 €",byn
1993-11-11 10:42:48,1995-11-13,Japanese,"23.415,36 €",mhr
2016-10-09 16:58:12,1989-07-25,Czech,"59.887,90 €",th
1996-03-23 16:57:53,2006-11-20,Persian,"79,05 €",apn
1974-02-10 18:05:12,1972-05-02,Zhuang,"275,64 €",hy
1999-03-04 02:42:34,2017-03-16,Aymara,"2.368,08 €",vi
1991-06-19 23:37:28,2005-10-30,Kuanyama,"83,90 €",ss
1984-08-20 01:33:18,2023-05-13,Malay,"61,26 €",he
1977-05-31 12:33:23,2006-01-02,Wolof,"5.927,27 €",ka
2012-07-12 17:02:29,1995-04-19,Venda,"32.920,98 €",mk
2009-11-29 06:40:14,1970-08-14,Sindhi,"229,03 €",wo
1978-02-23 17:59:34,1997-07-06,Abkhazian,"4.863,67 €",de
2012-09-16 20:00:00,2014-01-26,Mongolian,"5,48 €",ku
1984-09-22 11:24:38,2012-04-20,Church Slavic,"29,34 €",kk
1988-06-05 19:36:46,2016-11-27,Polish,"73.853,55 €",sk
1979-05-21 19:00:08,1999-08-09,Slovak,"8,28 €",byn
1988-01-23 10:18:13,2000-07-20,Kalaallisut,"289,55 €",sk
2009-04-28 01:45:43,1972-08-03,Zhuang,"7.621,39 €",lt
1972-12-03 10:44:55,1988-07-23,Yiddish,"85,86 €",sid
2007-04-19 12:04:29,1982-12-07,Danish,"3.640,45 €",ur
1988-01-31 20:19:10,1994-08-20,Hausa,"3.341,61 €",lo
2018-04-20 23:02:47,1987-03-04,English,"8.549,47 €",sat
2005-11-04 21:00:31,1985-03-09,Tigrinya,"8,98 €",gd
1993-11-11 07:03:40,1992-03-21,Serbian,"902,89 €",iu
2015-09-03 12:49:07,1997-04-17,Ojibwa,"677,21 €",nl
1979-01-31 05:53:05,1999-06-22,Wolof,"5,62 €",tt
1989-01-05 01:30:29,1996-08-14,Limburgan,"9,97 €",kl
1997-01-14 00:14:39,2022-11-03,South Ndebele,"22,19 €",wo
2012-06-17 03:58:40,1978-07-18,Guarani,"3,95 €",fy
2004-11-26 07:28:30,1989-08-29,Dzongkha,"83.282,17 €",el
2007-02-26 17:15:34,1994-06-26,Akan,"98.917,19 €",kk
2009-12-17 15:02:16,1995-01-15,Kalaallisut,"6.406,35 €",sc
1992-07-22 12:51:18,2015-12-23,Ido,"74.508,51 €",bho
1990-03-03 23:36:38,2015-02-11,Samoan,"47,07 €",apn
2008-02-07 12:54:12,2013-07-26,Galician,"81,14 €",fa
2014-02-09 07:40:57,1990-08-04,Bosnian,"59.742,47 €",mk
2012-02-27 12:49:28,2005-02-28,Faroese,"83,49 €",he
1976-03-05 06:02:25,2001-05-20,Komi,"498,94 €",nn
1982-04-22 14:39:56,1984-10-11,Luxembourgish,"5,70 €",te
1986-06-26 15:28:36,1984-09-07,Chinese,"1,32 €",ckb
1998-10-23 11:54:54,1988-12-15,Ndonga,"75.292,52 €",kk
1978-05-29 03:31:42,1993-11-01,Swati,"989,81 €",or
2013-06-27 20:53:32,1971-02-21,Samoan,"99.572,27 €",gu
2022-05-10 11:21:07,1980-08-19,Azerbaijani,"17,81 €",nds
1979-11-23 19:20:02,1993-02-12,Tonga,"1,91 €",aa
2000-05-10 20:27:51,2012-10-10,Korean,"27,21 €",or
2019-06-15 06:34:24,1985-03-23,Kalaallisut,"9,17 €",ar
1995-05-01 13:24:48,1982-05-17,Faroese,"2,49 €",sl
1979-07-11 16:51:46,1982-07-31,Slovak,"9,09 €",ht
1970-03-17 00:58:02,1974-04-25,Azerbaijani,"62,97 €",kok
1999-08-13 10:27:56,1986-05-31,Cornish,"7.567,05 €",gv
2015-04-09 22:18:25,2016-07-08,Ganda,"6.959,61 €",te
1991-05-24 17:26:07,2020-10-23,Sango,"60.453,85 €",nr
2005-05-27 07:00:56,2020-03-02,Maltese,"26,81 €",tr
2002-01-02 13:20:24,1987-05-04,Central Khmer,"1.340,15 €",gl
1980-06-14 18:42:17,2019-07-24,Chichewa,"555,07 €",cy
1970-03-17 06:24:33,1973-11-07,Maltese,"60,22 €",os
2000-12-03 11:41:13,2014-12-07,Kalaallisut,"41.665,14 €",uz
1998-08-12 02:18:36,2009-04-10,Lithuanian,"58,85 €",bo
1992-02-23 07:08:10,1975-02-21,Tatar,"192,54 €",ig
2002-01-27 00:50:08,2006-05-22,Kongo,"1.085,44 €",aa
2023-08-26 20:36:43,1975-07-23,Dzongkha,"71.455,41 €",km
2014-10-11 02:03:06,1970-05-23,Lingala,"4.717,59 €",ha
1970-12-14 02:20:23,2007-10-28,Hebrew,"5,95 €",fy
1979-09-08 13:32:57,1978-02-23,Italian,"6.928,97 €",ln
1983-07-03 05:07:10,2021-09-22,Walloon,"5,77 €",et
1987-07-05 18:28:53,2000-04-17,Telugu,"10.894,62 €",gl
1991-01-21 17:16:12,2021-01-05,Hungarian,"62.390,99 €",sr
2007-11-17 02:48:04,2006-01-07,Norwegian,"1,28 €",tcy
1995-03-16 06:35:19,2016-07-28,Corsican,"6.282,45 €",gu
1993-08-02 16:20:18,1989-01-18,Macedonian,"11.736,27 €",et
1974-07-12 02:01:43,2007-01-03,Marathi,"3,85 €",id
2002-09-16 04:09:00,1987-07-05,Galician,"54,85 €",bo
1994-10-27 13:28:33,2000-08-11,Rundi,"736,46 €",ca
1991-09-03 05:13:38,2007-08-20,Bosnian,"3,06 €",sc
1972-10-31 03:55:04,2001-03-02,Hausa,"5.729,77 €",niu
2001-08-05 11:31:37,1995-08-22,Swati,"25,69 €",kw
1974-12-27 21:08:10,1979-01-21,German,"94,23 €",ln
1982-08-21 03:05:26,1983-08-14,Sindhi,"44,20 €",ky
1970-10-15 17:16:46,1983-05-20,Chuvash,"75,35 €",pl
2023-06-01 13:28:40,1998-04-13,Gaelic,"389,86 €",crh
1974-08-03 05:31:28,1979-07-17,Kurdish,"0,18 €",tcy
2010-12-24 20:06:48,1999-12-04,Limburgan,"64.338,06 €",kk
2000-07-28 19:30:02,1983-01-08,Tamil,"63,87 €",tg
1979-06-09 07:19:41,2011-09-22,Urdu,"61.443,45 €",pap
2022-02-27 10:55:32,1972-05-27,Oriya,"9,33 €",shs
1996-03-31 16:00:13,1978-01-28,Albanian,"8.642,59 €",cmn
1998-10-25 08:35:17,2007-06-17,Bashkir,"151,34 €",gez
2018-02-18 05:04:31,1990-01-20,Cornish,"6.187,40 €",my
2018-12-07 01:34:45,1976-11-05,Ossetian,"132,90 €",ayc
2004-02-13 06:12:59,1982-08-02,Marathi,"4.744,32 €",sc
1992-06-06 01:38:07,2020-08-04,Corsican,"355,28 €",uk
2016-07-23 18:18:18,2019-03-30,Mongolian,"962,47 €",bs
2018-10-29 10:22:41,1996-09-01,Marathi,"25,84 €",the
2001-07-30 15:06:59,2023-07-27,Malayalam,"4,98 €",st
2001-04-07 20:32:01,1991-05-08,Kikuyu,"498,41 €",ss
1979-04-20 10:33:55,2004-08-17,Welsh,"63,73 €",uk
2020-11-19 15:09:41,1987-01-30,Malayalam,"20.764,06 €",lo
1983-01-12 07:05:17,1974-03-09,Bashkir,"62.344,15 €",shs
1994-12-17 07:29:37,2006-03-12,Avestan,"81.865,30 €",ak
1975-07-29 16:25:53,1999-06-06,Galician,"884,93 €",bem
2020-03-23 03:51:13,2010-10-15,Hebrew,"132,07 €",apn
1984-05-16 19:07:05,1975-12-14,Persian,"0,70 €",ce
2000-09-14 10:50:05,2018-08-17,Haitian,"7.118,73 €",bg
1983-01-24 09:41:55,2015-07-02,Haitian,"32,43 €",yi
1985-03-27 03:01:31,2004-08-21,Burmese,"9.338,26 €",nso
1994-09-27 12:32:22,1983-07-19,Polish,"423,65 €",kw
2020-04-11 19:32:45,1999-12-27,Nauru,"7.485,78 €",os
2002-01-20 02:27:57,1989-11-30,Shona,"6,02 €",li
1982-09-05 17:15:14,1972-12-22,Kalaallisut,"898,61 €",sq
1990-07-21 12:16:18,2014-01-27,Urdu,"20,00 €",cmn
1997-01-06 22:33:13,1983-02-26,Pushto,"5.938,48 €",nl
1979-06-19 21:07:47,1981-07-29,Chichewa,"42.343,66 €",te
2022-12-25 18:18:26,2011-12-14,Norwegian Nynorsk,"7,94 €",ks
1984-06-02 06:26:30,1972-06-19,Belarusian,"53,34 €",wa
2016-08-31 04:48:00,2023-05-26,Akan,"5.410,24 €",fy
1994-03-11 08:20:02,2000-11-26,Lithuanian,"99.872,71 €",wo
1993-10-01 11:40:25,1970-01-05,Croatian,"781,97 €",hak
1973-09-27 18:16:24,1985-11-01,Kashmiri,"7.270,46 €",xh
2006-01-03 00:01:37,2008-08-17,Urdu,"27.774,19 €",ia
1996-01-08 07:56:55,1971-07-27,Inupiaq,"62,06 €",fr
1983-08-05 21:03:18,1989-04-09,Ganda,"62.528,74 €",kl
1990-09-08 13:05:15,2010-06-23,Oromo,"697,50 €",gez
1992-04-25 01:36:23,1995-12-19,Sinhala,"95,70 €",so
1986-01-23 11:46:56,2006-03-05,South Ndebele,"283,42 €",ast
1996-05-27 04:00:30,1997-07-09,Bengali,"48.407,41 €",ku
1973-06-12 01:49:46,1983-05-19,Kirghiz,"8.163,56 €",tl
1988-04-11 06:27:59,2005-03-10,Abkhazian,"858,43 €",fur
1983-01-25 22:12:25,2006-01-18,Abkhazian,"21.746,22 €",csb
1988-10-18 03:23:41,1984-09-17,Chechen,"9.951,21 €",ti
1974-12-29 20:51:43,2000-08-10,Ossetian,"40,44 €",tig
1995-01-15 07:07:44,1975-07-17,Herero,"6.099,23 €",as
1970-01-10 13:44:12,1976-08-31,French,"469,72 €",ru
2005-09-07 07:08:38,1979-03-01,Shona,"7,89 €",rw
2017-02-24 14:48:48,1989-08-05,South Ndebele,"4,34 €",br
1987-03-05 20:16:54,2019-12-17,Vietnamese,"6.502,23 €",ko
1973-04-29 08:01:13,2015-08-29,Estonian,"83.606,21 €",sk
2000-09-18 19:32:47,2023-01-03,Limburgan,"9,88 €",mk
1988-01-25 05:26:35,2011-05-13,Tatar,"928,54 €",nds
1986-12-25 09:20:39,1990-08-03,Afrikaans,"66.491,75 €",ti
1981-08-12 14:23:04,2003-08-07,Bosnian,"395,84 €",ln
1980-05-07 14:25:55,1972-01-12,Occitan,"8,79 €",uk
1989-01-15 02:36:21,1999-04-12,Venda,"5,04 €",ro
1984-12-15 06:21:21,2010-06-25,Samoan,"421,23 €",gez
2004-01-20 12:23:15,1987-11-15,Ido,"3,68 €",be
2000-06-28 01:21:13,1988-07-31,Chichewa,"8.524,34 €",an
2000-10-03 21:33:19,2014-07-19,Interlingue,"485,01 €",ce
