mac_address,hostname,file_name,latitude,city,date,pricetag,timezone
27:07:03:4d:d4:54,db-00.heinz.com,fast.webm,-49.7113385,Magdeburg,1993-05-15,"9,10 €",Africa/Abidjan
32:9e:32:dc:28:34,desktop-45.bloch.com,sind.bmp,1.968559,Königs Wusterhausen,1996-03-04,"4.092,72 €",America/Port_of_Spain
47:71:c3:d2:c1:58,desktop-92.hartung.com,mal.odt,-85.4958585,Grevenbroich,2003-05-08,"5,56 €",Asia/Rangoon
dd:b9:8b:3d:21:2a,web-60.gertz.com,nass.jpeg,-54.4238545,Gera,1990-10-27,"90,63 €",Pacific/Efate
55:9d:09:dd:8b:44,db-05.mans.com,es.mp3,12.889150,Neuruppin,2017-11-08,"812,25 €",Europe/Amsterdam
2b:6b:f5:46:1d:ee,lt-20.weimer.com,See.gif,51.506835,Ebern,1981-09-30,"98.405,32 €",Europe/Ljubljana
52:62:fd:fc:92:c4,web-64.gorlitz.com,Fisch.tiff,83.214741,Fürstenwalde,1977-02-25,"3,03 €",Europe/Amsterdam
d9:f0:be:7b:73:12,lt-33.juettner.org,alt.pptx,23.5059925,Düren,2004-12-14,"904,29 €",Africa/Dar_es_Salaam
2a:d4:30:9b:16:6f,laptop-21.martin.de,Zeitung.mp4,47.9616155,Stade,1993-05-19,"30,44 €",Africa/Libreville
a2:f1:a3:89:00:cd,srv-53.renner.org,Jahr.mov,-4.0211745,Dieburg,1999-09-03,"51.268,40 €",America/Grenada
21:94:83:9a:b6:7f,laptop-43.froehlich.de,Maus.pdf,33.789457,Mühlhausen,1992-10-29,"8.832,55 €",Asia/Brunei
b5:fa:c3:cf:fd:6c,laptop-14.jaekel.com,Stelle.jpeg,43.4620075,Neuruppin,2002-03-11,"7.889,34 €",Asia/Gaza
49:ee:e3:20:c8:71,laptop-58.mitschke.de,Freude.pdf,40.616220,Fürstenfeldbruck,2005-11-28,"28.648,57 €",America/Guatemala
60:ca:ae:2a:42:17,lt-94.beer.com,Wald.numbers,64.0043265,Zerbst,2012-12-23,"2.254,02 €",America/Managua
b3:cf:c6:f7:bb:62,desktop-78.scheibe.de,Bruder.numbers,10.651400,Olpe,2001-01-27,"601,44 €",Asia/Gaza
75:c3:15:ef:26:b0,srv-78.bien.de,hin.flac,-47.3440285,Melle,1970-01-11,"52.948,82 €",Africa/Casablanca
da:7a:3e:b5:b1:f3,srv-96.koester.com,nächste.ods,23.0280305,Malchin,1977-09-03,"16.272,02 €",Europe/London
5f:1d:ab:5c:b4:77,db-50.kohl.de,uns.avi,44.9872225,Genthin,1988-08-08,"996,77 €",Europe/Vilnius
c9:91:2e:6a:30:d6,db-53.schuchhardt.de,unten.mp4,65.709059,Erding,1975-02-14,"2,59 €",Africa/Conakry
6f:dd:87:ec:d6:72,srv-93.lachmann.de,sitzen.mp4,22.4418715,Gunzenhausen,2017-05-25,"919,11 €",Africa/Freetown
57:80:6f:0a:9e:2b,email-45.johann.com,steigen.pptx,52.8515935,Reutlingen,1999-02-17,"79.573,97 €",Africa/Ndjamena
89:ec:3b:bc:51:5a,srv-58.dehmel.com,sicher.html,78.380058,Hannover,1988-05-16,"8.478,67 €",Asia/Thimphu
e3:2e:d2:ee:ae:44,desktop-90.rust.com,leicht.mp4,-46.439150,Hoyerswerda,1998-11-07,"1,77 €",Africa/Brazzaville
e1:66:87:47:30:1a,lt-36.henk.de,schon.avi,18.041830,Strausberg,1997-08-15,"19,86 €",Europe/Tallinn
8e:97:79:ad:37:fc,desktop-63.holt.de,Sonntag.ods,-40.876406,Schweinfurt,1972-02-02,"8,62 €",Asia/Rangoon
d1:10:e6:7e:9e:9d,db-74.boucsein.de,durch.mp3,-79.712104,Haldensleben,2006-11-12,"928,15 €",Africa/Dar_es_Salaam
38:2c:c7:1a:4f:cf,desktop-62.doering.com,weg.csv,65.565098,Riesa,2023-04-26,"355,72 €",Asia/Phnom_Penh
e6:5c:76:e0:bc:18,desktop-31.atzler.net,dem.tiff,5.341989,Goslar,1978-05-04,"445,52 €",Asia/Amman
e4:db:75:64:11:15,db-91.herrmann.com,las.jpg,50.4115915,Bamberg,2017-10-20,"9.711,17 €",Africa/Tripoli
f2:7c:03:60:fd:f5,email-37.roemer.de,Name.mp4,12.067494,Grimma,2006-05-09,"8.865,33 €",Indian/Mahe
de:d5:c1:e8:42:bb,desktop-32.heser.org,Beispiel.pages,-46.751731,Lübeck,2005-01-10,"30,86 €",Asia/Urumqi
58:c9:6b:a1:eb:6e,web-89.heydrich.org,Uhr.avi,0.046684,Mühlhausen,2021-10-01,"3,01 €",Asia/Oral
9b:41:75:cd:50:8f,desktop-71.trub.com,Mann.avi,89.8610605,Eilenburg,1994-04-07,"102,76 €",Europe/Chisinau
de:96:79:0d:3b:dc,srv-98.knappe.de,aber.numbers,-47.951284,Bad Kissingen,1979-11-09,"77,53 €",Europe/Sofia
f9:4d:e4:7a:af:94,desktop-46.jopich.de,zeigen.pages,45.256608,Zschopau,2017-04-28,"4.957,94 €",Africa/Casablanca
8f:0e:1f:ea:75:b7,email-28.koch.org,hoch.doc,77.9717755,Waren,1985-02-19,"378,53 €",Africa/Blantyre
5f:38:9d:1c:4b:91,laptop-53.meyer.de,gehören.png,58.336281,Heiligenstadt,2014-04-09,"40.536,91 €",America/Santiago
99:8f:b0:3f:b6:32,laptop-40.trub.de,Weg.ppt,81.3744885,Beilngries,2011-06-17,"0,52 €",America/Santo_Domingo
c2:9c:fe:5a:14:f0,db-43.caspar.com,Mensch.flac,-60.0752475,Goslar,2023-03-02,"90.651,46 €",Asia/Thimphu
9a:5c:19:73:7a:7e,web-11.tlustek.com,Baum.jpeg,-6.479129,Passau,1987-09-29,"26,14 €",Europe/Minsk
ac:d8:6c:b8:1e:3b,srv-04.stoll.net,lustig.csv,-23.9823755,Bersenbrück,2019-07-07,"7,19 €",Africa/Niamey
04:bd:cf:b1:bc:ed,web-70.lindau.com,Monate.bmp,29.596429,Pegnitz,1975-03-07,"150,56 €",America/Lima
9b:62:62:31:e3:72,srv-03.lachmann.com,Freude.mp3,-42.154871,Vilsbiburg,1977-06-24,"7.608,31 €",Africa/Ouagadougou
f9:5b:68:81:3c:1a,srv-72.pergande.com,fehlen.txt,78.295346,Dinslaken,2014-04-06,"5.096,60 €",Europe/Lisbon
c6:5b:8e:87:f4:42,lt-77.nette.de,ob.doc,-69.5823795,Brand,1995-11-05,"4,57 €",Atlantic/Azores
12:c9:59:a6:58:bc,srv-78.lorch.de,werden.mov,12.4546895,Hohenmölsen,1976-04-18,"982,27 €",Africa/Gaborone
cf:bd:65:36:d5:02,laptop-83.henck.com,Klasse.mov,-46.018658,Kassel,1995-04-10,"5,20 €",Africa/Cairo
dc:f6:5d:4b:c2:1d,email-69.sontag.com,aus.wav,71.346065,Schleiz,1970-10-20,"42.474,54 €",Africa/Ouagadougou
62:e1:ac:38:15:55,srv-68.becker.com,gestern.mp3,-49.611521,Wernigerode,1992-03-09,"5.297,05 €",Europe/Amsterdam
9c:3f:17:d8:63:63,db-98.jopich.com,leicht.mov,-9.168937,Bersenbrück,1976-09-20,"331,72 €",Europe/Vatican
b2:2e:86:06:e4:ed,web-74.muehle.de,Zeitung.bmp,-65.8707865,Schleiz,1989-06-12,"855,94 €",America/Jamaica
00:53:70:d6:7c:a3,srv-30.oestrovsky.de,als.jpg,38.910561,Sulzbach-Rosenberg,2002-01-10,"238,51 €",Europe/Warsaw
70:f4:4b:31:26:68,lt-04.hoelzenbecher.com,Rad.mp4,-79.2567095,Recklinghausen,1977-07-30,"72.966,65 €",Europe/Belgrade
b4:db:c5:59:95:7e,db-83.junck.de,besser.js,47.8729335,Klötze,2018-06-08,"7.240,88 €",Europe/Helsinki
02:83:09:b0:8b:77,email-24.rogner.de,Feuer.key,-89.3339175,Bützow,1978-11-15,"5.500,19 €",Europe/Dublin
05:c5:35:13:40:c6,srv-29.stahr.com,See.avi,86.172363,Schwabmünchen,1984-12-23,"96,30 €",Africa/Niamey
c3:01:0c:92:d0:9c,laptop-55.bluemel.org,Fußball.csv,46.3862075,Weißwasser,1970-06-15,"73,42 €",Asia/Muscat
e2:6b:ab:d8:32:e6,web-71.gertz.com,sieben.mp3,-65.058404,Mainburg,1991-02-07,"91.053,90 €",Africa/Harare
52:a2:1a:aa:a9:87,desktop-14.meister.de,packen.js,15.6976535,Neunburg vorm Wald,1996-02-23,"2,42 €",Indian/Mahe
33:7d:3a:77:a3:50,db-97.steckel.com,oft.jpg,-88.1826145,Neustrelitz,1979-05-11,"50,72 €",Pacific/Palau
6e:fc:47:3c:c8:f6,laptop-71.mitschke.net,Schüler.png,67.605488,Neustadt am Rübenberge,1974-08-13,"514,52 €",Africa/Kigali
5f:57:4b:69:45:7c,lt-48.etzold.net,was.html,-82.889086,Rockenhausen,2017-03-08,"45,01 €",America/Tegucigalpa
59:44:be:f8:d1:08,desktop-72.baum.org,deshalb.png,64.7573765,Germersheim,1975-10-16,"86.697,71 €",Europe/Luxembourg
d9:ec:1a:ef:9f:8b,laptop-78.buchholz.de,Meer.mp3,15.620667,Eisenhüttenstadt,1992-06-05,"717,18 €",Pacific/Truk
bb:3e:96:97:b3:fa,web-10.hering.com,Spaß.numbers,33.772531,Zschopau,2017-12-17,"475,79 €",Africa/Khartoum
8e:c9:8e:c6:25:1b,db-04.hermann.de,selbst.webm,57.765472,Weißenfels,1978-06-17,"3.232,41 €",Asia/Bahrain
93:42:ba:07:8a:6f,db-92.hoerle.com,verstecken.mp4,42.1159255,Wismar,2020-08-17,"37.859,19 €",Pacific/Port_Moresby
65:ef:ab:c2:aa:c3,web-57.killer.net,Brief.mp3,10.422075,Eutin,1993-09-23,"6.298,16 €",Europe/Ljubljana
35:51:06:de:44:be,db-05.etzler.de,sieben.bmp,-25.1196925,Schongau,2014-06-01,"7,07 €",Asia/Nicosia
ab:f9:ff:81:d8:eb,srv-70.mentzel.de,sagen.json,67.014654,Merseburg,2021-06-03,"4.539,58 €",Asia/Jayapura
1d:8f:2d:64:61:f0,lt-09.gerlach.de,machen.json,43.301185,Weimar,2021-06-10,"35,99 €",America/Barbados
cb:15:63:96:05:f3,email-10.huhn.org,gesund.js,4.0925425,Böblingen,1995-02-18,"19,92 €",America/Jamaica
c6:47:33:15:55:26,email-59.steckel.com,Geld.pdf,23.563429,Vohenstrauß,2009-09-24,"5,71 €",America/La_Paz
b6:7e:bb:a2:83:51,email-72.loechel.net,allein.mp3,66.162994,Eichstätt,1984-03-03,"836,78 €",America/Lima
05:75:0f:36:09:d2,web-15.hethur.com,die.bmp,-40.867426,Lemgo,1977-01-14,"84,58 €",Europe/Zaporozhye
c0:da:a3:35:5b:ce,web-63.schleich.org,wird.mov,-49.6637155,Hamburg,1975-06-23,"1,72 €",Africa/Nouakchott
e1:52:10:fb:56:cc,srv-67.schuchhardt.de,Oma.bmp,-51.4728415,Mühlhausen,2009-10-15,"71,43 €",America/Santiago
f3:17:52:7f:94:e3,web-53.hecker.org,an.bmp,-44.4129495,Neuss,1993-11-10,"5,35 €",Europe/Tallinn
ca:e5:6f:17:d5:39,laptop-12.neuschaefer.de,krank.flac,-39.614269,Schweinfurt,1985-11-23,"2.839,30 €",America/St_Kitts
66:48:2f:e4:a3:7d,web-33.steinberg.net,vergessen.avi,-2.3190005,Zeulenroda,1972-10-19,"8.342,44 €",Asia/Nicosia
b4:34:82:1a:d1:2e,email-61.franke.de,ist.mp4,7.114893,Wurzen,1979-07-29,"68,33 €",Asia/Katmandu
56:8e:58:9c:52:13,laptop-44.pruschke.de,drei.key,-5.6515605,Strausberg,2023-01-13,"3,90 €",Europe/Bratislava
8d:f2:57:c5:55:7e,desktop-12.herrmann.de,Essen.html,15.6038015,Sankt Goarshausen,2004-04-19,"5,53 €",Pacific/Funafuti
ea:f5:97:38:de:67,desktop-43.trub.com,einfach.jpg,-34.0563545,Regensburg,2000-08-18,"2,80 €",Pacific/Tongatapu
cb:cb:79:d6:61:9b,email-95.hentschel.org,möglich.js,1.8639785,Nürtingen,1996-07-17,"84,06 €",Asia/Dushanbe
fd:81:67:06:14:53,db-19.textor.de,unser.jpeg,-70.139002,Wiedenbrück,1974-04-20,"66,86 €",Asia/Dubai
da:92:6f:98:70:c2,desktop-23.bachmann.de,hängen.flac,56.1866065,Donaueschingen,1973-07-09,"286,11 €",America/Grenada
12:80:29:79:87:bb,desktop-65.johann.com,neben.avi,88.553177,Fulda,2007-05-14,"3,52 €",Europe/Sofia
9e:1b:fc:2f:3d:f1,web-21.mans.net,im.html,-20.997660,Brand,2004-05-03,"680,52 €",America/Lima
8a:80:b7:cf:cf:41,email-50.baerer.de,Platz.avi,-68.5300255,Erding,2010-07-03,"25,90 €",Europe/Oslo
d1:f6:a0:2a:27:17,laptop-83.henk.com,schön.mp3,-61.640309,Lübben,2000-11-25,"369,00 €",Europe/Prague
52:6e:92:56:af:46,db-64.schlosser.de,Jahr.pptx,-80.807629,Forst,2003-07-26,"24.294,27 €",Africa/Dar_es_Salaam
e5:c7:e4:cf:6c:43,email-25.ziegert.de,Spaß.wav,-34.998571,Soltau,1985-05-23,"99.423,22 €",Asia/Taipei
88:77:b8:ad:e2:16,desktop-06.pergande.de,bekommen.webm,-6.0929375,Kehl,1988-04-18,"12.143,47 €",Europe/Vienna
43:74:b3:88:c7:59,email-38.albers.net,Maus.bmp,88.176296,Schweinfurt,2016-07-17,"34,57 €",Europe/Kiev
59:bd:38:1d:f0:ff,lt-09.neuschaefer.com,Jahr.docx,35.497211,Nürtingen,1981-05-06,"9.009,70 €",Europe/Lisbon
aa:44:e4:80:96:d8,db-58.scholz.de,nun.flac,-27.014184,Wittmund,1989-02-03,"59,30 €",Asia/Manila
d3:cb:ed:3e:38:06,email-98.atzler.de,wieder.js,-3.1261335,Bad Liebenwerda,2022-08-16,"42.170,56 €",Asia/Muscat
b9:5e:8d:48:9d:46,srv-99.schomber.de,offen.flac,-11.0731165,Cottbus,2006-07-15,"693,38 €",Asia/Baku
8b:c6:8f:93:3b:cf,srv-19.taesche.de,Stelle.mp4,-41.817030,Burg,1983-02-04,"4,71 €",Africa/Dar_es_Salaam
6e:8e:b5:d3:0d:b1,db-56.finke.de,Stadt.mp4,85.3369955,Klötze,2020-08-04,"212,51 €",Europe/Warsaw
bc:c8:dd:9e:f2:ac,lt-92.poelitz.de,Fuß.mp4,62.466100,Gardelegen,1974-04-05,"99,63 €",Pacific/Guadalcanal
3a:38:15:01:5e:6a,lt-77.hoefig.de,so.js,-39.004500,Celle,1991-07-15,"97,68 €",Pacific/Fiji
a9:6e:cc:00:a2:3c,desktop-22.budig.org,grün.numbers,-4.250953,Coburg,1978-12-11,"44,65 €",Asia/Manila
fc:51:2c:ef:ef:a0,db-94.misicher.com,da.ppt,85.5252625,Leipziger Land,1979-09-18,"7,00 €",Asia/Riyadh
29:30:ab:03:4f:8d,web-71.eberth.com,Licht.jpg,38.606178,Borken,2023-05-24,"7.319,26 €",Africa/Malabo
be:51:89:3a:a1:da,laptop-47.pohl.com,ganz.xls,-32.499940,Wurzen,2023-02-18,"388,36 €",Asia/Dushanbe
96:03:81:74:f0:e9,db-54.zaenker.org,drei.flac,76.3760765,Ansbach,1987-01-04,"95,93 €",Africa/Malabo
e2:62:b3:84:bc:59,desktop-07.zirme.org,mögen.ppt,-28.4095135,Göttingen,1980-07-14,"97,58 €",Africa/Porto-Novo
cf:76:e6:8c:d0:55,laptop-05.gude.de,Freund.css,35.327374,Herzberg,2006-06-15,"333,56 €",Indian/Comoro
53:40:b1:f2:3e:8d,db-85.roehrdanz.de,ins.jpg,-54.010115,Mainburg,1987-09-14,"43,51 €",Africa/Asmera
cf:5b:74:09:26:0f,db-98.weinhage.net,klettern.js,50.942258,Schwabmünchen,2010-01-24,"465,80 €",Asia/Bahrain
48:9a:ec:42:42:df,laptop-21.rohleder.de,Tisch.html,-45.0791835,Jessen,1992-03-19,"60.689,19 €",America/Asuncion
45:6d:05:c0:2a:60,web-54.stiebitz.de,fünf.pages,-75.057065,Illertissen,1983-04-21,"59.954,83 €",Asia/Kashgar
69:d1:63:9c:e2:2c,desktop-66.ziegert.com,sie.js,87.4954765,Regen,1978-06-18,"686,66 €",America/Santo_Domingo
24:95:ea:bf:8e:8b,web-72.tintzmann.de,wollen.doc,76.126666,Rudolstadt,1999-04-23,"8.468,00 €",Pacific/Fiji
b9:67:fb:f6:02:53,srv-02.aumann.com,dir.flac,-33.1903495,Eilenburg,2023-05-29,"15,27 €",America/Santo_Domingo
ab:d0:6e:bc:98:1e,srv-94.lindner.de,Glück.jpeg,-7.020905,Sangerhausen,1989-03-01,"6.444,32 €",Indian/Comoro
69:80:28:6b:0a:cf,web-58.soelzer.com,Affe.css,-86.8300735,Dresden,2013-09-19,"3.992,98 €",Europe/Amsterdam
af:33:39:9c:d3:4e,email-03.staude.de,See.pages,-8.982751,Bergzabern,2021-11-23,"47,67 €",Asia/Tbilisi
c6:20:b1:54:63:4a,db-43.seifert.de,heißen.wav,-59.120333,Eisenberg,1984-10-06,"60,76 €",America/Antigua
2d:62:9d:1a:95:b7,email-09.birnbaum.de,Woche.json,54.9227585,Altötting,1991-12-06,"73,79 €",Asia/Bahrain
70:71:18:d6:e7:a0,db-00.loeffler.com,gesund.html,-73.407880,Seelow,1981-12-14,"563,65 €",Europe/Vilnius
8c:7b:dc:03:77:43,srv-03.kreusel.de,Bett.mp3,-52.0642785,Wunsiedel,1981-03-16,"9.219,41 €",Australia/Sydney
2d:3e:7a:14:88:60,email-53.scholz.de,vorbei.flac,-72.6728035,Arnstadt,1976-04-16,"2.448,27 €",Asia/Manila
09:71:1d:13:e3:8a,desktop-81.peukert.de,Bett.gif,-69.4288905,Neuruppin,2005-04-17,"88,56 €",Africa/Bujumbura
18:4b:46:37:5c:f4,email-34.thanel.com,hier.flac,-77.8283155,Oschatz,1970-09-09,"40,59 €",Africa/Maputo
f6:28:9a:d5:b5:11,srv-80.schmidtke.de,Mensch.flac,44.3163895,Soest,2012-12-12,"123,59 €",Pacific/Enderbury
9b:3c:a9:0e:7a:df,srv-21.trueb.com,am.html,-72.1449835,Miesbach,2017-01-23,"765,91 €",America/La_Paz
5e:42:ed:7a:7e:34,email-08.roehrdanz.org,Wald.flac,-23.889992,Büsingen am Hochrhein,2022-08-01,"2,85 €",Asia/Saigon
86:ba:68:3a:44:5f,laptop-65.berger.net,suchen.avi,66.610743,Euskirchen,2002-02-16,"541,50 €",Asia/Bangkok
af:83:8a:51:7d:a2,lt-70.hoelzenbecher.de,liegen.docx,-36.9105585,Schwerin,2019-10-13,"39,55 €",Asia/Taipei
18:3a:02:0a:e3:75,lt-07.dippel.de,allein.odp,77.0253995,Kemnath,2009-08-17,"7.956,49 €",America/Guyana
7e:b0:83:2e:d0:5f,laptop-93.foerster.de,einige.json,66.8208895,Dachau,1980-09-20,"686,70 €",Asia/Damascus
e2:fd:db:ec:97:b1,lt-69.radisch.net,lustig.gif,6.8474375,Helmstedt,1993-04-28,"34.066,48 €",Africa/Kinshasa
2f:ac:8d:d2:8b:b9,desktop-36.seifert.org,Opa.flac,40.4936445,Aurich,2018-09-10,"16,04 €",America/Barbados
27:6f:1d:97:1f:c1,laptop-33.zobel.de,schwer.jpeg,7.941196,Gransee,1978-11-21,"66.902,06 €",Africa/Sao_Tome
92:bf:6b:ee:70:79,desktop-25.steckel.de,drei.mov,-64.5693815,Germersheim,2022-10-28,"1,91 €",Europe/Vilnius
46:56:d5:64:5a:4e,email-93.margraf.net,allein.pdf,-65.079667,Seelow,2003-07-10,"20,94 €",Europe/Zurich
36:65:5e:32:7f:1c,web-03.hendriks.com,Bauer.key,-83.887870,Moers,2016-03-01,"7,35 €",America/Manaus
97:5e:a2:1e:cc:51,lt-30.warmer.net,schauen.numbers,-25.459606,Riesa,2014-02-25,"65.968,96 €",Asia/Choibalsan
fc:81:16:7e:c6:d8,db-81.kohl.de,darin.png,78.649697,Schwandorf,2004-11-05,"58,59 €",Africa/Dakar
a0:23:e2:05:67:76,web-14.johann.org,Zahl.wav,-77.302358,Borken,2022-11-19,"4.447,32 €",Asia/Colombo
8e:07:05:a6:35:05,laptop-04.pruschke.net,Monat.mp3,-88.1353305,Halberstadt,2015-11-02,"5.487,00 €",Europe/Brussels
4b:bf:cb:a6:82:8e,db-71.harloff.com,Geschichte.odt,8.5366715,Neustadt am Rübenberge,1971-08-15,"8,37 €",America/Dominica
ab:75:aa:13:5b:09,lt-86.moechlichen.de,das.mp4,87.5612695,Hamburg,1994-06-30,"632,57 €",Africa/Casablanca
ef:7d:04:95:6e:27,laptop-67.junk.de,dich.webm,61.3826935,Gütersloh,1997-01-13,"1.331,60 €",Pacific/Apia
55:45:23:23:d2:dc,srv-65.foerster.com,Schwester.png,61.3633485,Warendorf,2006-09-21,"2.524,41 €",Africa/Asmera
a6:3d:f9:63:5a:23,email-24.wende.de,vor.ppt,17.349660,Suhl,1979-07-27,"2,66 €",Pacific/Funafuti
ae:01:15:e0:c2:56,db-37.kallert.org,baden.odt,-10.336748,Gunzenhausen,2018-07-21,"59.015,82 €",Africa/Tunis
af:11:e7:af:d7:5f,web-11.hethur.com,warten.wav,-55.221142,Lemgo,1973-04-03,"6.100,10 €",Asia/Muscat
78:2b:a8:4b:dc:db,db-47.juncken.de,Wiese.webm,-65.4144865,Kyritz,1981-10-20,"5.209,75 €",Asia/Saigon
d8:8c:4f:f9:bb:89,web-24.dehmel.de,weiter.txt,-52.272656,Grafenau,1972-04-21,"566,55 €",Asia/Saigon
85:9e:1e:03:ee:e7,db-73.bolander.org,dann.js,-7.889910,Niesky,1973-01-13,"1,35 €",Africa/Johannesburg
6c:78:6e:a3:31:8b,email-10.scholz.com,Schiff.mp4,3.7099075,Neuss,1986-08-20,"7,30 €",Asia/Manila
7b:9b:73:92:22:fb,email-83.stolze.de,immer.wav,-82.907696,Jüterbog,1984-06-30,"21,87 €",Asia/Bangkok
d8:1f:da:fc:54:49,email-90.wulf.com,vielleicht.mov,10.2885015,Stuttgart,2001-12-17,"41,25 €",Asia/Bahrain
46:4f:f1:f4:9a:00,desktop-02.fechner.com,Geschenk.xlsx,-20.488837,Fürstenfeldbruck,1983-11-18,"6.090,31 €",America/Montevideo
4d:9e:e7:69:ff:f9,web-85.hering.com,Stein.wav,78.3293115,Berlin,1989-03-08,"4,07 €",Pacific/Guadalcanal
ac:9f:f7:7d:6b:3c,srv-94.tschentscher.com,Hilfe.docx,-46.837762,Hansestadttralsund,2005-08-17,"92.293,71 €",Pacific/Easter
9b:d7:fd:1a:e9:fe,srv-20.soelzer.com,besser.ods,54.3940615,Uffenheim,1988-12-02,"19.998,19 €",America/St_Vincent
f7:95:f1:07:18:05,desktop-88.pohl.net,las.numbers,-89.2997175,Schwerin,2003-09-08,"0,58 €",Africa/Nairobi
2c:aa:04:1d:33:92,desktop-92.kade.org,drehen.jpg,-69.6510865,Kamenz,1989-03-31,"7.988,63 €",Africa/Tripoli
66:16:13:92:02:42,web-01.kambs.org,ruhig.mp4,46.418325,Deggendorf,2005-11-21,"511,71 €",Europe/Tallinn
f0:e1:40:a1:2d:8c,srv-23.misicher.de,Garten.html,-2.4536535,Lörrach,2010-01-12,"38.156,26 €",Europe/Podgorica
f0:e2:31:81:64:a5,laptop-60.metz.com,lieb.txt,-85.577599,Warendorf,1981-01-30,"4,15 €",Europe/Ljubljana
b1:a8:c0:d9:50:cf,email-83.kade.de,Auto.bmp,59.235100,Strasburg,2006-01-30,"7,75 €",Africa/Gaborone
0d:e0:52:9c:dd:3a,email-05.sauer.de,vergessen.csv,-3.900280,Soltau,1974-04-25,"136,96 €",Europe/Ljubljana
04:81:b4:48:a7:3c,db-76.hamann.org,Tisch.css,10.3945495,Uffenheim,1977-06-04,"7,67 €",Asia/Seoul
36:51:4f:c6:c1:e8,srv-71.klemt.com,können.mp4,-55.4245135,Moers,2005-08-10,"46,61 €",Europe/Athens
29:c8:8f:fa:d0:48,email-08.henk.de,hängen.css,-85.2859675,Sondershausen,2017-02-22,"8,21 €",Pacific/Kiritimati
7b:01:1f:b9:90:c1,laptop-99.gotthard.org,Papa.tiff,-63.3600945,Rastatt,2023-02-21,"8,32 €",Europe/Riga
de:ba:f6:42:4d:13,srv-62.pergande.de,richtig.xlsx,71.658521,Schlüchtern,2009-09-14,"2.937,65 €",Asia/Hovd
d8:14:be:98:e0:8a,email-81.poelitz.de,Freude.avi,23.237674,Kulmbach,1971-03-05,"49.683,67 €",America/Montevideo
66:40:e4:2c:7e:cf,laptop-13.thies.org,wahr.pdf,-62.6288885,Schwarzenberg,1973-07-22,"1,64 €",Asia/Hebron
49:29:cc:fb:36:c4,laptop-03.stroh.com,war.numbers,-87.6797775,Deggendorf,2016-05-29,"463,95 €",America/Montevideo
fb:c1:fb:d9:19:be,web-70.losekann.de,schon.jpg,5.339987,Neunburg vorm Wald,2000-08-06,"356,77 €",America/Managua
a0:7f:bd:f1:9e:bd,desktop-28.rosenow.com,Bild.js,71.8835815,Uffenheim,2003-08-13,"6,94 €",Pacific/Tarawa
48:bf:9c:be:56:dd,web-32.wilms.com,gehen.mp3,-54.6790485,Brand,1987-05-23,"2,20 €",Europe/Monaco
2c:0d:6c:b8:d6:78,srv-14.mueller.com,Papa.ppt,-56.161225,Strausberg,1993-05-16,"669,93 €",Asia/Beirut
1d:05:b5:d9:96:e3,lt-93.kambs.de,gefährlich.webm,-22.340777,Wunsiedel,1991-08-14,"88.718,21 €",America/Barbados
7a:53:88:48:41:d1,web-09.becker.com,verkaufen.avi,-82.4392455,Böblingen,2018-01-13,"9,32 €",Asia/Pyongyang
6d:47:a6:8a:5f:24,desktop-76.pieper.com,Zeit.flac,-26.086848,Melle,2014-04-02,"2,92 €",Asia/Dushanbe
8b:d3:7b:6a:3a:bc,db-78.stumpf.net,Fußball.webm,24.370702,Wittmund,1988-01-04,"852,53 €",America/Antigua
27:19:d8:11:a1:fa,web-72.koch.net,kurz.mov,-30.3343405,Ansbach,1984-09-04,"76,62 €",Asia/Seoul
9e:29:85:d5:f8:b6,web-90.carsten.com,böse.bmp,22.4585205,Bischofswerda,1985-10-08,"77,15 €",America/Paramaribo
60:c2:8c:31:0c:c2,laptop-79.graf.com,gegen.mp3,26.6281135,Greifswald,2020-02-06,"54,04 €",Europe/Lisbon
99:c1:27:28:4c:9a,desktop-40.dobes.de,ziehen.wav,24.0264205,Sangerhausen,2011-03-21,"867,29 €",Africa/Mogadishu
83:e7:ab:31:97:57,laptop-69.trueb.com,allein.mp4,29.4516045,Staßfurt,1971-03-13,"6.565,96 €",Asia/Colombo
37:9c:d1:89:77:6a,laptop-41.striebitz.com,nicht.ods,59.949282,Koblenz,1973-02-17,"3,17 €",Asia/Hebron
ea:6f:0a:03:36:2a,desktop-82.bien.de,Papa.html,8.452638,Torgau,2001-09-10,"5.183,47 €",Pacific/Ponape
c1:ee:39:82:2f:c3,laptop-73.geissler.de,im.mov,-70.651799,Viersen,1997-07-06,"32.639,45 €",Europe/Zagreb
90:c3:0e:d4:82:d0,lt-87.zirme.de,machen.mov,5.375505,Eichstätt,1972-11-08,"5,66 €",America/St_Lucia
3e:02:c5:41:d2:05,srv-83.fischer.com,verstecken.gif,22.8238225,Prenzlau,1998-09-30,"438,00 €",Australia/Hobart
25:9f:96:3e:55:97,db-75.hartung.org,scheinen.jpg,-39.5984245,Main-Höchst,2002-04-19,"70.137,26 €",America/Grenada
97:35:61:d2:7f:b4,db-12.trommler.com,nein.docx,40.1421455,Schwerin,1984-01-23,"41,13 €",America/Eirunepe
1c:3d:53:fc:41:eb,srv-48.adolph.com,ruhig.html,37.1868585,Badalzungen,1985-07-26,"646,39 €",Pacific/Nauru
