iso8601,random_number,latitude,language_name,language_code,time,date_time,bank_country,hostname,file_name,city,company,longitude,country
2009-01-06T06:53:39,7475625,-13.334615,Abkhazian,sa,12:58:49,1978-04-01 03:14:51,CH,web-65.stauffer-lehmann.com,totam.mp3,Bellinzona,"Burri, Fischer and Hürlimann",124.986233,Monaco
2018-05-05T01:47:17,164,-88.972251,Pali,kok,19:44:09,2001-09-30 22:40:04,CH,desktop-96.senn.biz,quidem.json,Carouge,"Egger, Fehr and Kuhn",-76.873912,Ukraine
1979-05-29T08:41:23,65220344,60.1712445,Luxembourgish,de,00:05:11,2007-09-26 14:40:04,CH,web-43.weibel.net,quam.png,Sursee,Kaufmann-Stucki,34.092334,Republic of Ireland
2002-05-24T07:31:22,676172,-33.500944,Gujarati,pap,23:16:22,1984-05-01 21:07:26,CH,lt-18.aebi.com,optio.jpg,Binningen,Erni-Widmer,96.137393,Democratic Republic of the Congo
1987-12-10T17:40:10,5740951,7.223254,Avaric,wa,09:30:53,1979-06-29 20:11:19,CH,web-02.haas.net,exercitationem.flac,Emmen,"Kaufmann, Stauffer and Gerber",-38.560898,Democratic Republic of the Congo
2009-09-09T06:43:19,85,11.748556,Avestan,ka,20:25:56,1986-03-04 22:30:57,CH,db-59.zingg.org,sed.pptx,Herisau,Scheidegger-Burri,-47.526781,Belize
2016-06-30T18:01:44,26696929,66.3396025,Romansh,xh,04:48:21,2003-01-15 21:05:29,CH,lt-12.hunziker.org,id.js,Spreitenbach,"Pfister, Meier and Koch",-141.506310,Trinidad and Tobago
1990-09-30T11:10:16,3,-49.317878,Turkmen,wae,19:59:16,2006-06-20 12:03:23,CH,srv-61.zollinger-wirz.org,consequuntur.tiff,Olten,Bianchi Inc,132.106052,Albania
2001-04-17T22:06:52,29,-33.595981,Azerbaijani,raj,20:22:42,1987-02-04 15:33:59,CH,srv-48.wettstein.net,mollitia.ods,Le Grand-Saconnex,"Widmer, Maier and Steiger",-142.674586,Jordan
1979-10-03T02:09:40,7455751,81.3757495,Inuktitut,nl,22:28:15,1981-01-24 12:55:02,CH,db-19.battig-herzog.biz,rem.avi,Dietikon,"Pfister, Felber and Stauffer",-70.179151,Laos
2021-07-01T07:57:07,2,69.0629405,Divehi,fi,06:20:50,1997-04-01 16:14:22,CH,lt-18.zehnder.com,distinctio.mp4,Muttenz,Kern-Schneider,-8.029344,Bangladesh
1995-10-14T08:39:20,0,9.0143725,Albanian,st,16:53:42,1987-11-06 16:05:37,CH,lt-70.brun.com,totam.flac,Genf,Hermann Ltd,137.355558,Costa Rica
1997-10-07T04:41:05,49405,43.9506875,Polish,tig,11:07:08,1995-03-12 12:46:57,CH,web-19.merz.com,reprehenderit.tiff,La Tour-de-Peilz,Seiler Group,48.367912,Cape Verde
1983-05-26T06:28:18,12013,-64.6330745,Igbo,he,06:26:58,1981-06-17 04:02:41,CH,web-12.jenni.net,accusantium.numbers,Freiburg,Bauer-Stettler,-124.933894,Croatia
2000-10-28T09:05:15,579867361,-61.1003655,Polish,lb,05:16:14,2013-11-28 14:33:21,CH,web-40.merz.com,ipsam.jpeg,Ebikon,"Zingg, Wyss and Fuchs",48.947409,Georgia
1991-02-07T18:31:10,60,37.0829085,Malay,hy,06:50:40,1987-02-20 18:15:10,CH,lt-80.favre.net,laudantium.flac,Meyrin,Blum and Sons,-94.491349,San Marino
2016-06-11T11:31:29,63073,3.4825675,Hausa,nds,15:51:28,2000-07-12 22:50:10,CH,lt-68.baumgartner.com,voluptatum.pdf,Aesch,Bieri Inc,86.331191,Marshall Islands
1983-06-08T09:37:40,2,-42.215061,Dzongkha,ks,20:24:41,1980-03-13 09:42:34,CH,web-43.leunberger-probst.info,nobis.flac,Romanshorn,Frick-Stucki,-170.402242,Barbados
1985-03-02T01:52:26,5,31.983090,Albanian,pt,00:10:03,1978-06-19 02:08:33,CH,lt-68.egger.org,beatae.avi,La Tour-de-Peilz,Giger and Sons,-78.243051,Switzerland
1980-06-01T23:11:23,979990834,67.7695965,Interlingua,my,02:32:50,1980-09-16 19:10:19,CH,web-15.stocker-wirth.info,debitis.avi,Worb,"Zehnder, Kuhn and Bernasconi",-170.995690,Spain
1970-08-09T23:55:04,53,49.563039,Limburgan,dv,03:36:00,1998-05-24 18:36:52,CH,db-40.beck.com,corrupti.wav,Männedorf,"Frey, Peter and Winkler",168.947182,Central African Republic
1982-03-31T22:55:21,2,15.708686,Czech,wo,17:07:19,1997-03-15 11:36:30,CH,email-75.zimmermann.net,excepturi.xlsx,Kloten,Lustenberger LLC,-164.695966,Finland
2003-11-19T12:00:40,101212923,-75.445940,Romanian,tig,00:16:23,2002-12-04 13:31:46,CH,db-16.sporri-mader.info,nulla.txt,Flawil,"Vogt, Baumgartner and Hunziker",87.854064,Slovenia
1993-03-19T00:30:59,53,42.6943365,Yoruba,mag,11:40:31,1984-12-26 02:12:38,CH,db-38.schneider-michel.biz,exercitationem.avi,Muttenz,Frey-Leunberger,125.309260,Myanmar
1977-09-16T23:28:32,497709,69.107899,Tahitian,fo,21:03:27,1973-04-12 11:11:04,CH,srv-94.schuler-hermann.com,saepe.numbers,Aarau,Wagner-Tobler,0.661552,Luxembourg
2014-09-18T22:44:15,58668527,29.457053,Somali,wa,16:10:25,1980-06-15 01:51:18,CH,web-42.eichenberger.biz,animi.csv,Vevey,Wehrli PLC,55.946365,United States
1978-05-27T09:54:41,4245,-62.8199565,Akan,gd,00:05:28,1970-03-03 06:46:50,CH,lt-62.ernst.com,explicabo.docx,Wil,"Iten, Hoffmann and Kern",-137.086864,Lithuania
2014-04-07T21:30:36,12565,-28.885639,Bihari languages,ti,11:24:29,1995-08-06 14:44:34,CH,desktop-02.bauer.biz,veniam.jpg,Binningen,"Gloor, Brunner and Haas",-105.080169,Cambodia
1981-03-31T19:57:11,196960,-15.388054,Slovak,mt,16:41:35,1989-10-31 13:57:44,CH,lt-89.suter.com,ipsum.css,Veyrier,"Frick, Ferrari and Schoch",-155.262044,Zimbabwe
2005-05-27T05:34:20,7680622,-89.9594235,Bambara,ast,14:07:57,2006-02-28 06:35:44,CH,lt-63.stocker.com,explicabo.gif,Glarus,Meyer PLC,136.575001,Cuba
2012-11-16T07:34:38,32,0.5992015,Navajo,sw,13:09:02,2020-09-19 14:18:24,CH,srv-85.steiger.com,culpa.png,Zug,Lüthi Inc,135.522691,Togo
2021-06-24T10:46:32,90390,-5.106342,Latin,pa,15:00:53,1994-05-23 17:31:19,CH,email-24.grob.com,perspiciatis.flac,Stäfa,Fehr LLC,-166.670514,Papua New Guinea
1976-09-06T06:10:33,986,-58.3588345,Ewe,so,01:06:23,2011-11-28 01:03:36,CH,email-06.roos.org,quasi.key,Lausanne,"Hartmann, Bianchi and Sutter",-28.292437,Australia
1986-07-30T16:05:19,34,46.9092385,Hiri Motu,th,16:41:35,1995-06-07 05:18:12,CH,desktop-01.favre.com,mollitia.webm,Suhr,Bauer-Leunberger,166.480736,Bosnia and Herzegovina
1983-08-13T09:22:07,5972706,-0.092983,Panjabi,zu,08:08:35,1987-12-21 20:34:19,CH,desktop-88.siegrist.info,dolor.mp4,Vernier,Hürlimann-Pfister,-40.116810,Slovenia
1974-09-29T04:11:23,67669260,6.4323745,Kashmiri,niu,08:49:37,1981-01-14 08:42:46,CH,srv-13.brun.com,veniam.avi,Freiburg,Lüscher Group,-37.239739,India
1978-01-11T07:09:08,941605619,10.6948655,Hungarian,ja,21:18:11,1980-04-19 23:54:05,CH,db-39.braun.com,animi.mov,Gossau,"Winkler, Hartmann and Ernst",-122.308204,North Korea
1993-11-16T04:07:03,1557,-4.590994,Ukrainian,ff,02:42:46,1979-03-12 11:22:36,CH,db-82.hofmann.com,debitis.bmp,Möhlin,"Lüthi, Graf and Stocker",144.168290,North Macedonia
2021-04-09T19:12:16,49744291,-55.826228,Danish,dz,06:01:35,1995-09-13 08:54:46,CH,email-08.schaller.com,eaque.wav,Zollikon,"Lüthi, Hofstetter and Walder",-4.230787,Portugal
2007-01-08T11:37:46,38,56.493781,Swati,mi,18:32:37,1976-09-06 20:31:13,CH,db-70.kaiser-schoch.com,doloribus.doc,Carouge,Haas-Hodel,-94.739915,France
1995-10-14T18:27:12,4,-50.6944445,Bulgarian,kl,22:46:01,2000-03-02 20:37:13,CH,laptop-28.lutz.net,vitae.webm,Freienbach,Erni Ltd,-136.522609,Switzerland
2003-10-12T14:24:01,5,-23.713894,Sardinian,my,23:28:26,1987-05-12 11:21:18,CH,desktop-28.kaser-hauser.org,nesciunt.txt,Onex,"Steiger, Schnyder and Schärer",45.657571,Lithuania
1989-07-04T05:32:44,66,5.6843935,Tswana,oc,23:25:06,1978-05-17 08:56:18,CH,lt-45.hofmann.com,neque.mp3,Köniz,"Giger, Mäder and Schoch",-88.050587,CÃ´te d'Ivoire
2018-12-26T03:26:43,6091,62.713383,Sindhi,byn,21:03:16,2000-06-17 10:23:26,CH,srv-09.lanz.net,illo.pdf,Einsiedeln,"Hofmann, Bär and Weber",-129.189375,Bangladesh
1973-09-05T21:26:19,0,-59.1708635,Russian,gu,12:42:29,1995-01-25 16:33:19,CH,web-83.seiler.biz,excepturi.mov,Liestal,Keller-Kägi,99.650189,Egypt
2023-04-25T12:19:45,462209788,-49.123859,Tatar,vi,13:59:57,2019-05-12 05:35:13,CH,laptop-22.fankhauser.info,molestias.numbers,Cham,"Felder, Hürlimann and Stöckli",-71.639910,Mozambique
2014-09-20T16:47:46,6654,-23.730425,Hindi,fr,01:43:16,1986-09-07 23:52:48,CH,laptop-90.sporri.com,facilis.flac,Schaffhausen,Seiler Inc,158.295510,El Salvador
2018-12-12T04:19:18,70,-47.930522,Albanian,pl,22:36:09,1992-04-08 10:14:12,CH,laptop-12.kern-schoch.info,dolorem.wav,Birsfelden,"Kaufmann, Steinmann and Jenni",26.940623,Iceland
2017-05-22T00:26:16,22499,41.896187,Kurdish,os,05:31:52,1996-10-22 16:56:37,CH,laptop-81.steffen-ruegg.com,voluptates.avi,Affoltern,Brunner Ltd,4.915240,Italy
2015-03-18T13:37:06,8508113,78.044592,Oromo,mk,00:55:35,1980-09-08 04:07:15,CH,lt-66.hug.com,voluptas.avi,Uzwil,Sutter-Hauser,-129.600090,Central African Republic
1970-07-22T00:33:43,45,-64.2259315,Thai,ia,19:52:21,1992-05-03 23:40:34,CH,laptop-31.forster.com,dolores.bmp,Bülach,"Schenk, Schmidt and Erni",150.213652,Costa Rica
1978-07-04T08:44:14,378,-43.594713,Shona,hu,14:02:28,1989-06-12 01:28:35,CH,srv-83.steffen.biz,voluptas.mov,Dübendorf,Favre-Rüegg,86.268166,Austria
1972-02-11T03:10:41,766889,-63.362807,Limburgan,uz,07:21:44,1975-09-20 01:23:51,CH,desktop-46.gloor.com,sed.key,Gossau,Bühler-Hug,-140.065129,Ukraine
1982-11-16T11:36:28,1,-46.268149,Tibetan,te,00:22:07,2015-04-22 22:22:27,CH,lt-62.baumgartner.com,cumque.odt,Gland,Bucher-Hirt,74.225240,Albania
1974-10-12T23:14:13,730990250,38.148344,Albanian,ur,16:13:36,2021-06-28 09:00:57,CH,laptop-44.gross.com,asperiores.docx,Bulle,"Meili, Tanner and Fehr",-118.214969,Canada
2002-08-31T09:42:05,537,2.795405,Tamil,niu,23:15:26,1979-09-28 14:24:12,CH,web-80.fluckiger.com,adipisci.png,Emmen,Kohler-Stalder,-35.396822,Barbados
1984-06-21T01:26:42,241,-32.137332,Georgian,el,07:52:11,1990-11-04 09:54:35,CH,laptop-15.hofer.net,officia.mp3,Bern,Frey-Schenk,-121.506291,Azerbaijan
1977-12-08T20:22:02,517,-24.941612,Kashmiri,he,00:07:33,2002-06-21 20:57:32,CH,laptop-97.bauer.info,neque.png,Val-de-Travers,Seiler Group,132.957447,Maldives
1981-01-01T12:08:39,41697183,58.772476,Maltese,lb,05:16:55,2010-03-04 07:14:10,CH,email-43.walder-vogel.com,nemo.js,Küsnacht,Walter-Blaser,100.310410,Venezuela
2022-06-15T05:15:32,1894706,55.596650,Inupiaq,br,04:13:53,1998-08-30 04:43:02,CH,web-16.wegmann-seiler.com,sapiente.txt,Stäfa,"Egli, Wirz and Schärer",75.559971,Venezuela
1982-06-27T11:37:33,41,81.2332675,Aragonese,bs,01:53:55,1986-04-18 22:09:37,CH,srv-76.eugster.com,eum.css,Yverdon-les-Bains,"Lang, Aebi and Kessler",165.249537,Swaziland
2010-05-19T23:33:31,3,70.3464475,Latin,zu,11:29:15,2000-03-23 23:18:31,CH,laptop-73.eichenberger.com,soluta.mov,Vernier,"Hofer, Wyss and Gerber",172.171142,Ukraine
1984-01-18T13:32:43,86487989,50.5023195,Belarusian,sw,21:20:45,1996-08-05 20:47:03,CH,desktop-79.widmer-gloor.com,at.mp4,Schlieren,"Kern, Stettler and Schäfer",-70.978705,Slovenia
1982-08-03T17:29:56,86,10.804186,Kashmiri,nso,03:33:32,2012-11-17 00:49:28,CH,lt-47.kung-ammann.com,laborum.key,Olten,"Vogt, Kunz and Lüthi",71.835802,Myanmar
2007-11-20T11:42:52,95543,33.7677935,Catalan,ga,19:30:52,2016-10-21 09:43:01,CH,desktop-22.pfister.info,officiis.css,Risch,Bieri-Müller,104.625619,Latvia
2019-08-09T23:42:42,99713,-69.4316935,Swahili,cy,18:17:17,2019-10-22 05:26:57,CH,desktop-63.haas.biz,atque.html,Flawil,Favre Group,-156.939494,CÃ´te d'Ivoire
2022-01-14T18:28:43,6266881,47.869737,Kinyarwanda,hy,07:02:26,2020-02-22 01:04:23,CH,lt-82.mayer-geiger.biz,quae.docx,Bernex,"Spörri, Zingg and Maurer",-137.168972,Malawi
1994-04-24T02:17:07,9344,-19.7395145,Mongolian,fur,15:25:37,1984-04-04 10:12:15,CH,email-11.gut-mader.com,at.css,Maur,Stutz PLC,165.600283,Chad
1994-05-31T11:49:42,11267,69.433114,Kongo,sq,10:51:49,1999-07-07 08:44:48,CH,lt-34.gross-lanz.info,dolor.wav,Allschwil,Zimmermann LLC,-126.386599,Maldives
2000-05-24T00:57:41,9396168,-33.6512625,Pali,tl,19:14:08,1998-08-16 22:59:09,CH,desktop-85.wenger.com,possimus.odp,Volketswil,Furrer-Steffen,93.176105,Poland
2011-02-17T20:48:32,61785854,26.7989055,Greek,lg,16:11:40,1976-11-22 09:34:58,CH,web-50.peter-ritter.com,ex.mp3,Mendrisio,Ackermann PLC,-127.887029,Niger
2007-04-16T07:18:18,15005058,-5.680710,Marathi,ne,20:01:29,2013-06-18 04:11:10,CH,srv-77.hurlimann.com,velit.webm,Frauenfeld,"Meyer, Ernst and Walter",-84.565242,Taiwan
2003-11-01T16:40:24,234750,-19.827356,Western Frisian,ln,00:33:33,1980-03-09 07:12:55,CH,lt-77.martin.biz,dolorum.css,Oberwil,Arnold Group,-0.669931,Spain
2005-07-27T11:15:36,6963,-7.962061,Somali,az,11:18:13,2021-06-06 10:14:16,CH,desktop-63.gfeller.info,totam.png,Thun,Felder and Sons,-9.651210,South Africa
2011-02-20T03:36:31,30085,-79.216924,Luba-Katanga,bg,15:19:33,1993-07-21 02:17:24,CH,lt-69.arnold.info,quod.jpg,Chêne-Bougeries,Hotz LLC,49.588146,Sweden
1987-07-06T02:18:17,96,-56.591024,Spanish,quz,22:46:39,1981-07-12 07:06:50,CH,desktop-27.michel-forster.com,molestias.avi,Dietikon,Thommen-Gerber,16.409278,Kenya
1997-10-05T17:33:42,26502725,78.3749865,Irish,quz,07:41:00,1996-09-21 21:58:55,CH,laptop-94.furrer.net,eligendi.numbers,Villars-sur-Glâne,Gasser LLC,13.438548,Rwanda
1978-03-02T17:00:41,16927,-84.2575245,Abkhazian,si,01:27:38,1971-09-14 23:30:01,CH,laptop-56.mader-hodel.com,doloremque.wav,Belp,"Friedli, Egli and Widmer",-58.413513,Venezuela
2014-07-20T18:30:06,95339170,-67.8805195,Japanese,kk,02:40:00,2022-06-05 23:30:54,CH,db-72.stockli-hermann.com,delectus.mov,Ecublens,Huber Inc,-118.768720,Albania
1998-03-17T03:02:02,459,30.1703295,Catalan,ht,15:33:22,1994-05-25 07:47:51,CH,db-67.sigrist.com,hic.bmp,Freienbach,"Peter, Leu and Braun",47.287247,Montenegro
1988-01-08T13:19:06,487909316,21.3532085,Lingala,mt,20:17:30,1981-09-17 04:14:59,CH,laptop-74.baumgartner.com,eos.docx,Langenthal,Hotz-Hirt,-21.206084,Luxembourg
2021-09-14T00:14:58,1130002,-18.4399495,Hindi,da,06:58:13,1971-05-19 00:09:02,CH,laptop-34.beck-meier.info,iusto.wav,Kloten,Blaser Group,-135.665814,Mongolia
1970-03-28T17:28:28,36,46.5387295,Tahitian,fa,01:17:18,2006-12-11 20:55:30,CH,web-75.mayer-ammann.com,consequuntur.tiff,Cham,Zimmermann and Sons,-54.785232,Qatar
1987-08-06T01:18:11,686,-63.619403,Avestan,cmn,23:43:05,2000-08-11 23:49:59,CH,web-84.seiler-merz.net,illum.docx,Horw,Stalder and Sons,-150.038309,United States
2007-08-12T05:17:33,205190,-21.8845845,Faroese,so,21:31:22,2015-09-05 12:58:03,CH,email-88.knecht.com,quae.jpeg,Langenthal,Merz and Sons,-70.630467,Panama
1992-11-09T00:49:23,384497985,59.002264,Tsonga,vi,13:54:39,1988-03-15 13:43:04,CH,desktop-10.moser.net,explicabo.flac,Arbon,"Seiler, Bühler and Beck",174.703073,Bahrain
1980-11-01T01:25:06,1121,27.901623,Sinhala,bs,16:45:59,2016-08-30 06:08:41,CH,db-60.portmann.com,molestiae.flac,Worb,Lanz PLC,174.409543,United Arab Emirates
1989-09-21T05:54:55,132132,-19.186445,Kirghiz,ko,01:02:13,1990-02-20 21:06:14,CH,email-67.schaller-felder.com,cupiditate.mp3,Lugano,Steiner Inc,-174.055483,Mauritania
1997-02-04T14:18:27,6471865,-69.6501565,Kuanyama,raj,23:34:21,1972-08-06 10:25:04,CH,email-69.sidler.info,sequi.png,Gossau,Meier Inc,18.336234,Bhutan
2014-10-10T19:15:03,443,-13.952226,Czech,ha,08:38:37,1996-12-25 01:34:01,CH,lt-04.michel.com,et.xlsx,Morges,Zingg-Jäggi,-89.467931,Algeria
2005-04-23T18:46:16,66989,89.393875,Indonesian,xh,23:12:09,2001-02-05 16:37:23,CH,lt-77.lustenberger.com,nostrum.txt,Oberwil,Probst PLC,133.368810,Switzerland
1980-01-29T03:26:16,7,55.678053,Guarani,sk,02:56:50,2004-02-27 19:47:17,CH,web-73.pfister-koch.com,perferendis.jpeg,Pratteln,Zingg-Hofstetter,11.228956,Federated States of Micronesia
1992-07-18T12:15:41,164,-0.330289,Turkmen,bs,18:37:24,1983-03-28 06:10:41,CH,email-91.merz-schwab.biz,necessitatibus.json,Bülach,Küng-Hodel,-54.838811,Vatican City
2023-06-27T20:23:21,39,-57.8247425,Akan,ar,01:59:23,1970-08-24 07:25:35,CH,db-53.isler-knecht.net,repellendus.webm,Zofingen,Gasser Inc,139.602618,Zimbabwe
1975-05-18T12:47:10,289453,19.188269,Ganda,ur,15:31:47,1974-02-17 19:12:30,CH,email-45.hauser.com,error.webm,Freienbach,Ott and Sons,-43.135623,Cape Verde
1976-04-14T13:24:21,4248,-35.365714,Azerbaijani,dz,16:44:40,2012-08-25 23:25:12,CH,desktop-68.wirz.net,quas.flac,Brugg,Wirth PLC,131.197074,Botswana
2023-04-09T21:33:05,118282,5.9384315,Gujarati,hak,18:49:32,1990-03-24 08:35:37,CH,laptop-39.hofmann.org,tenetur.html,Morges,Bauer-Sigrist,-140.307424,Burkina Faso
1985-08-31T12:33:01,647276,-82.498790,Hindi,sq,09:14:12,1971-02-17 15:31:16,CH,web-71.haas-baumann.com,quibusdam.js,Wil,Steffen Ltd,-70.962073,Andorra
2000-06-11T03:00:05,1859335,-50.526624,Persian,dv,12:11:44,1974-08-03 04:51:29,CH,laptop-65.gross-meili.com,tempore.txt,Gossau,Bättig PLC,-111.067570,Peru
2019-03-29T22:14:39,207469578,-49.061788,Vietnamese,nso,23:00:39,1996-05-20 14:13:21,CH,laptop-66.sutter.com,vitae.avi,Frauenfeld,Schmid LLC,20.945399,Vatican City
1996-12-09T07:36:40,86,70.559055,Telugu,sc,11:37:12,1991-02-25 07:21:24,CH,desktop-38.isler-furrer.biz,consectetur.ppt,Volketswil,"Grob, Schär and Zimmermann",63.942120,Papua New Guinea
1986-09-27T02:37:59,9089376,2.7176825,Urdu,fur,01:57:53,1981-11-18 23:55:06,CH,email-34.scheidegger.info,reprehenderit.mp4,Neuenburg,"Bachmann, Arnold and Jost",-63.641488,Czech Republic
1996-02-22T14:11:57,97352387,21.313077,Vietnamese,id,07:17:25,2015-03-16 06:53:15,CH,desktop-68.ackermann.com,possimus.odt,Münchenstein,Schweizer PLC,14.507365,Saint Vincent and the Grenadines
2016-09-22T16:53:57,7407,-48.4885465,Arabic,el,07:23:06,2017-06-10 16:51:51,CH,laptop-95.vogel.com,debitis.bmp,Wetzikon,Forster Group,75.105366,Belgium
1976-03-01T06:39:10,391502401,-21.1964765,Hindi,km,14:11:57,2006-12-12 06:10:46,CH,laptop-04.leunberger.info,ducimus.mov,Luzern,Schäfer LLC,78.288589,Zambia
1990-09-08T12:46:37,408885370,63.3607525,Chichewa,ss,22:03:07,1975-07-19 09:53:46,CH,srv-67.favre-weibel.com,doloremque.pages,Basel,Steiner LLC,-4.552140,Iceland
2006-11-18T00:39:34,75,-87.2960825,Inupiaq,tk,12:27:30,1988-03-26 04:43:04,CH,laptop-79.mader.com,consectetur.jpg,St. Gallen,Bernasconi-Koch,77.352067,Mauritius
2015-10-02T21:22:39,7897394,53.966488,Interlingue,iw,11:08:35,1974-11-19 07:33:47,CH,desktop-94.gasser.com,consectetur.wav,Veyrier,Isler-Küng,-98.766066,Seychelles
2012-05-27T21:45:21,7226421,27.5397075,Kirghiz,tn,16:29:22,2019-03-08 15:25:15,CH,lt-35.bieri.com,minus.docx,Oberwil,"Stucki, Hofmann and Fischer",107.487186,Liechtenstein
2020-06-21T13:50:45,416785,71.351244,Bislama,apn,20:57:31,1975-08-10 09:35:13,CH,laptop-94.senn-wyss.com,veritatis.tiff,Nyon,"Zimmermann, Küng and Tobler",48.219434,Vietnam
1982-04-23T22:41:01,7081,30.2943415,Ido,lg,14:29:09,1995-12-10 05:26:13,CH,web-17.egli.com,quisquam.jpg,Gland,Stadelmann-Lang,57.467971,Uzbekistan
1980-03-03T12:25:04,137,60.4594465,Japanese,cy,00:25:28,1974-01-26 02:02:17,CH,desktop-44.imhof.biz,delectus.pdf,Gland,Ritter and Sons,97.598411,Mauritius
2023-05-26T22:34:27,5232718,-75.091790,Cree,af,18:57:29,1976-11-09 17:32:55,CH,web-33.mettler.info,hic.gif,Rheinfelden,"Ferrari, Steinmann and Wolf",152.399974,Guinea-Bissau
2023-07-08T16:10:36,9844763,-27.0396035,Kalaallisut,th,06:24:11,1998-12-01 03:32:29,CH,email-58.hofer.com,tempore.xlsx,Horw,"Lustenberger, Bachmann and Hodel",-174.444527,Burkina Faso
1993-02-11T14:38:19,914,-32.7918965,Greek,bn,21:07:34,1980-08-04 10:41:55,CH,email-48.zingg.biz,temporibus.flac,Vernier,Wegmann and Sons,64.759663,Bangladesh
2014-10-26T09:58:33,72804,31.0546085,Zulu,eo,18:27:14,2022-09-10 22:49:37,CH,desktop-57.erni.com,tenetur.avi,Flawil,"Schuler, Schenk and Wirth",49.734114,Malaysia
1978-10-17T08:11:01,329,49.9367135,Hebrew,br,14:24:29,1994-05-16 19:18:14,CH,db-99.rey-hofer.com,temporibus.html,Bulle,Küng LLC,137.315194,Iceland
2002-09-04T14:52:08,45,-75.012906,Fulah,ka,23:09:09,2008-01-06 04:18:33,CH,lt-43.stocker.com,provident.flac,Locarno,Meister LLC,-2.961070,Tunisia
1992-07-11T03:56:17,840549148,-30.451625,Occitan,wo,23:49:46,2007-07-16 01:12:44,CH,email-07.lutz-mettler.com,fugiat.txt,Köniz,Bianchi-Burri,-91.338243,Greece
2002-11-22T21:31:22,40454,-36.5541705,Kannada,fil,01:51:53,2015-01-14 08:48:14,CH,db-96.schlatter.info,commodi.docx,Arbon,"Ernst, Fankhauser and Thommen",61.657687,Austria
1979-09-04T11:09:46,66558,69.1464045,Telugu,os,20:28:45,1976-10-28 17:23:35,CH,laptop-53.zingg.com,doloremque.odp,Emmen,Gasser PLC,-88.724493,Central African Republic
1989-07-29T01:52:04,954234,28.872094,Inupiaq,hy,11:47:28,1992-08-11 22:08:46,CH,db-47.friedli.net,molestias.flac,Allschwil,Berger-Schneider,-70.852667,Andorra
1988-08-11T13:21:24,135350,-20.941471,Kinyarwanda,os,14:49:14,2007-12-16 05:59:05,CH,lt-92.wenger.com,nesciunt.txt,Arth,Benz-Lutz,165.797556,Djibouti
2013-12-03T19:24:15,50245539,75.791991,Tajik,pt,19:22:09,1993-10-12 13:54:38,CH,email-67.mettler.net,ab.pages,Wallisellen,Scherrer Ltd,120.016929,South Korea
1987-04-04T17:46:44,8497,76.3243855,Malay,sk,11:44:46,2017-05-03 00:50:37,CH,desktop-77.eichenberger-lang.com,similique.jpg,Möhlin,"Egli, Scherrer and Schwarz",-173.576238,Sudan
1988-03-06T08:03:29,265,-33.375849,Western Frisian,ug,19:35:19,2009-04-17 19:49:31,CH,lt-83.hofmann.biz,ullam.mp4,Zollikon,"Bättig, Portmann and Schürch",-162.752625,Canada
2021-12-14T01:09:36,6752,57.8007185,Chichewa,ig,14:02:05,2000-04-15 16:21:26,CH,laptop-55.kunz.com,quo.html,Belp,Baur PLC,25.313947,Jamaica
2010-01-20T05:27:02,773761865,86.157590,Quechua,szl,23:56:59,2020-06-06 02:23:05,CH,srv-77.battig.biz,quam.jpg,Binningen,"Furrer, Ackermann and Favre",-20.275189,United States
1996-03-01T17:07:22,72510295,18.1796195,Latin,tk,00:18:07,2022-05-11 12:21:19,CH,db-08.hermann-schenk.org,vitae.json,Schaffhausen,Hofmann Ltd,114.758274,Republic of Ireland
1983-12-01T04:30:54,50,62.2596765,Cree,fur,01:19:53,2011-06-12 11:50:47,CH,db-76.bernasconi.net,rerum.mp3,Belp,Staub LLC,-53.782098,Ukraine
1983-10-30T07:22:55,782709676,62.116296,Fulah,sl,11:56:51,2019-07-18 09:13:21,CH,lt-82.rey.com,minima.webm,Küsnacht,Schnyder-Eugster,40.641180,Iceland
2018-08-03T08:12:25,978,-25.168462,Tonga,ig,05:41:45,2019-05-21 17:05:45,CH,web-83.schwab-schneider.com,natus.wav,Bernex,"Ammann, Mayer and Schumacher",-54.766270,Moldova
1984-08-04T07:27:35,839569,-87.4398095,Fulah,hak,11:01:51,1976-03-19 01:35:34,CH,desktop-81.brun-hofstetter.com,similique.bmp,Versoix,Weber Ltd,-142.703088,Cyprus
1987-03-25T08:14:49,173923,61.600398,Hungarian,hu,23:24:40,1975-08-18 16:34:00,CH,web-90.luscher.net,dolorum.wav,Buchs,"Hodel, Kälin and Maier",48.541265,Haiti
2022-07-17T23:28:09,58,-49.151921,Gaelic,is,12:07:57,1974-10-21 08:10:58,CH,desktop-06.huber-christen.com,sed.ppt,Opfikon,"Lehmann, Iten and Martin",119.899255,Philippines
1974-08-31T23:31:31,5810935,-0.4940395,Avestan,apn,03:21:20,1980-11-26 06:02:39,CH,laptop-35.hirt-kessler.net,temporibus.mp4,Horgen,Mettler Group,-27.861076,Poland
1987-02-02T07:54:02,54844187,-83.0158495,Turkish,et,07:59:11,1972-10-09 12:40:22,CH,web-91.wirz.com,distinctio.webm,Monthey,"Zbinden, Rey and Näf",-164.418184,El Salvador
2013-11-13T09:55:19,226206,54.683844,Wolof,kok,03:06:19,2017-10-11 08:47:02,CH,db-62.schumacher-hofstetter.biz,quas.pages,Delsberg,Herzog-Zürcher,15.303871,Slovakia
