Africa/Ndjamena,1976-03-21 12:54:19,f4:a6:01:0a:cb:e2,"Bolliger, Seiler and Tobler",tr,"$1,443.29",1983-04-24T18:49:52,Bulle,46.437841,25.5378425,Paraguay,1993-06-06
Europe/Monaco,1999-06-24 21:33:35,11:ea:c8:92:d5:5d,Baur-Imhof,mni,$413.49,2020-10-03T02:49:21,Ecublens,128.966899,1.484995,Zimbabwe,1996-03-04
Atlantic/Reykjavik,1971-05-11 00:58:00,ee:5b:24:df:af:d0,Pfister-Kuhn,szl,$37.87,2017-09-05T02:06:40,Münchenstein,-66.905060,49.9294445,Singapore,1989-05-21
Africa/Accra,1989-10-06 18:52:32,9b:b1:c8:dd:44:a0,"Geiger, Weibel and Schürch",mhr,"$48,472.77",2018-09-27T06:18:56,Rüti,35.545727,-50.428952,Switzerland,1993-12-28
Europe/Andorra,1993-11-01 20:49:34,ae:34:3c:aa:a0:d6,Kaiser-Zingg,nn,"$3,879.17",1970-08-29T06:46:57,Thônex,-162.562689,27.482320,Venezuela,1978-05-01
America/Asuncion,2021-08-11 18:45:40,0e:e6:26:12:ac:c9,Brunner-Hofstetter,ts,"$9,479.73",1993-01-30T17:04:45,Frauenfeld,-53.704224,44.4890015,Saudi Arabia,2005-12-19
Africa/Bujumbura,2014-01-31 01:45:44,11:d5:b9:0d:ac:84,"Ernst, Walter and Maier",ia,$88.99,1999-10-05T07:42:51,Pratteln,84.951518,29.2234205,Chad,2009-12-12
Asia/Dushanbe,1984-11-25 13:07:18,ac:94:da:c0:df:2c,Schneider LLC,hne,$83.80,2003-05-18T22:34:39,Kloten,-139.848590,-82.5307865,Germany,1970-05-25
Africa/Lome,1996-11-18 09:11:13,62:39:34:c8:8a:46,"Maier, Schwab and Ferrari",lzh,"$1,721.30",2000-03-19T10:51:49,Genf,93.873008,24.210403,Central African Republic,1972-04-20
America/Tegucigalpa,2008-02-12 09:10:24,0a:af:29:dd:8a:bc,"Marti, Lutz and Bauer",gu,"$76,801.15",1992-01-06T23:55:21,Steinhausen,136.357346,63.306442,Republic of the Congo,1991-07-24
Europe/Vaduz,2015-01-24 20:56:15,37:57:f0:d0:5f:dd,Meister Group,ne,"$2,462.68",1972-02-11T04:57:40,Locarno,-62.926800,-9.709819,Sweden,1979-02-24
Africa/Bujumbura,1994-01-13 08:33:54,0d:90:fd:6e:a5:23,Lehmann Ltd,bn,$748.94,1977-04-16T14:26:03,Wädenswil,-148.172254,1.262087,Australia,2002-08-08
Asia/Saigon,1991-01-20 21:25:08,d5:4b:79:a3:79:f7,Bianchi Group,szl,$15.91,1975-12-22T23:57:24,Meilen,119.510444,9.225574,Seychelles,1995-07-10
Atlantic/Cape_Verde,1994-01-14 13:21:00,42:6b:84:3c:ef:19,Mäder-Zbinden,gd,$501.43,1997-04-27T02:27:41,Reinach,51.002411,-66.8444235,Antigua and Barbuda,2006-09-11
Europe/Athens,2016-09-14 04:19:23,11:0f:a8:28:2f:11,Zehnder-Steiner,xh,"$65,079.39",2020-07-08T03:48:54,Schaffhausen,-10.431534,-64.3499745,Seychelles,1983-06-28
Asia/Amman,1986-07-23 09:08:16,de:aa:d8:da:48:13,Stutz-Felder,ln,$390.61,1976-10-21T03:26:10,Cham,175.493205,-30.3710235,Tanzania,2018-02-14
Africa/Porto-Novo,2019-10-06 16:23:45,6f:5c:a9:98:42:df,Hoffmann Group,unm,$65.67,1999-01-10T21:31:35,Sitten,-79.074564,84.0785225,Bahamas,1989-11-17
Africa/Kinshasa,1991-08-22 23:14:03,8b:ae:71:61:9f:8a,Blaser-Schweizer,bho,$30.30,2010-01-31T18:39:41,Meilen,75.839039,73.4874715,North Macedonia,2002-11-05
America/Santiago,2002-08-10 17:56:19,87:17:4b:8d:97:5f,Widmer-Huber,xh,$2.75,1998-03-24T02:59:05,Thun,-164.855465,86.322369,Egypt,2002-09-22
Pacific/Tongatapu,1992-07-16 03:01:50,52:a7:05:29:50:3e,Bianchi-Schweizer,ky,$116.78,2003-07-02T13:00:02,Biel/Bienne,-108.151468,27.512541,Myanmar,1992-07-02
Asia/Colombo,1990-11-07 05:45:52,03:27:ad:46:5c:0f,Vogel-Leunberger,unm,"$18,449.54",2022-10-07T06:32:34,Schaffhausen,42.582959,-40.7430875,Slovakia,2012-05-16
Africa/Monrovia,1977-12-31 17:23:36,1e:ca:d5:08:21:d4,Bucher Group,kok,"$37,478.24",2005-05-20T00:51:26,Payerne,-66.558299,12.736831,Sri Lanka,2021-11-17
Asia/Tehran,1981-09-14 16:06:56,d5:4f:da:fe:c5:d0,Sigrist Ltd,ar,"$5,940.57",2009-05-19T02:04:53,Romanshorn,141.428233,74.8184615,Cuba,2016-04-06
Asia/Dubai,1984-05-31 21:24:39,3a:25:c2:44:31:6c,Schwab-Studer,xh,$861.32,1996-12-04T03:56:20,Zug,133.854479,54.561184,Kyrgyzstan,1984-10-01
America/Caracas,1972-11-01 06:53:25,42:26:4c:22:07:5d,"Spörri, Hürlimann and Steiner",tg,$42.02,1993-10-05T22:19:15,Dübendorf,43.100509,-15.804438,Cuba,2011-06-08
Africa/Lusaka,2012-07-17 10:56:56,44:2e:9c:af:2d:31,"Spörri, Fuchs and Blum",wo,"$85,032.47",2003-06-23T06:06:43,Aarau,-158.800920,38.966177,Uganda,2000-10-02
America/Merida,1988-10-07 17:26:49,2a:d6:9c:98:eb:de,Betschart Group,sr,$5.87,2016-04-12T18:49:06,Bassersdorf,-66.871862,38.6766415,Ukraine,2016-03-08
Atlantic/Reykjavik,1999-12-17 19:03:14,ca:8c:81:e4:17:90,"Ernst, Favre and Bianchi",ta,$875.44,1983-08-06T08:00:04,Bassersdorf,-159.397716,-42.929870,Denmark,1971-01-09
Europe/Brussels,2012-07-25 04:38:15,d0:94:c3:b5:e5:be,"Hug, Lehmann and Fehr",xh,"$61,967.33",2008-04-30T12:12:40,Cham,64.497014,-30.7948895,Morocco,2016-01-18
America/New_York,1992-02-03 04:38:06,96:64:53:fa:5b:ef,Wenger Group,ku,"$2,402.37",2018-02-04T20:40:23,Zürich,-34.134116,46.418818,Croatia,2018-06-29
Asia/Bangkok,1993-10-01 09:02:32,db:6a:16:9b:74:6a,Kessler and Sons,byn,$5.72,2000-11-22T12:01:14,Schwyz,47.008014,-41.159270,Maldives,1976-06-27
Asia/Pyongyang,1992-10-29 18:06:02,18:78:ab:99:5d:44,"Schwarz, Bucher and Jenni",mt,"$2,721.45",2016-08-15T22:36:34,Sarnen,-152.443780,66.915697,Kingdom of the Netherlands,1999-07-12
America/Dominica,2015-03-26 04:22:02,2e:63:d0:4f:74:49,Wehrli-Albrecht,gl,"$68,245.02",2003-03-26T16:18:55,Bellinzona,84.203253,-50.2192535,Nauru,2023-05-31
Europe/Berlin,1978-03-15 04:09:04,ee:4d:7d:68:18:4b,Schlatter Ltd,kw,"$95,158.18",2008-04-17T17:25:16,Veyrier,87.233631,11.022303,Bangladesh,1997-11-09
America/St_Kitts,1981-06-30 11:49:44,04:d1:80:4d:0b:49,"Ferrari, Bader and Leu",ckb,$56.36,2004-06-26T21:01:31,Zollikofen,136.267380,-58.390174,Marshall Islands,1979-06-22
Europe/Prague,2000-08-06 23:05:25,28:28:2a:fb:01:c0,"Lüscher, Lüscher and Schäfer",ss,"$7,235.74",1978-08-27T23:23:37,Nyon,106.722601,30.014607,Vietnam,2015-04-08
Africa/Ndjamena,1983-09-23 14:52:48,9a:a2:59:96:21:00,"Blum, Schoch and Gut",nn,"$89,230.65",2005-03-23T09:14:42,Burgdorf,70.672496,-57.6785175,Mauritania,1974-10-26
Europe/Tirane,1985-03-22 15:51:13,47:bc:19:e9:7d:00,Kohler-Hermann,cv,$329.03,2011-08-14T20:26:33,Wallisellen,53.032248,-37.2722855,Serbia,2018-02-03
Europe/Minsk,1971-03-26 13:22:08,05:e5:a4:c9:7e:8e,Peter-Gut,hu,$37.14,2010-08-27T06:43:02,Naters,81.730722,-86.0160325,Guatemala,2012-02-28
Europe/Prague,2006-05-26 19:08:24,94:4b:02:e6:58:25,"Stettler, Bieri and Hirt",nan,$27.97,2012-03-28T03:10:57,Payerne,-103.591742,-5.639288,Tajikistan,2021-04-17
Africa/Freetown,2007-01-10 08:11:42,e8:2b:84:5a:84:7b,"Tanner, Giger and Zimmermann",sd,$0.33,1989-11-25T00:34:02,Münchenbuchsee,74.080173,-61.719249,Costa Rica,1971-10-08
Asia/Gaza,2023-02-13 19:41:42,32:cc:f1:9c:31:f9,Stettler-Grob,tl,$458.63,2007-02-28T01:28:51,Zug,-109.882625,-44.4262475,Zimbabwe,2006-03-22
Africa/Accra,1988-10-30 20:43:25,b3:1d:98:16:82:c4,Zollinger-Spörri,ce,"$1,395.76",1989-09-30T02:28:17,Lutry,113.091743,11.055159,Mauritius,1990-12-11
Pacific/Chatham,2012-01-16 13:53:55,04:34:7a:bb:5f:b5,Hoffmann Inc,wae,"$28,239.01",2000-09-21T09:14:40,Wädenswil,175.652212,54.168159,Cyprus,1977-02-16
Africa/Mbabane,1979-05-21 23:52:07,49:19:68:47:89:9c,Frei-Kuhn,hak,$2.27,1983-08-13T15:04:55,Villars-sur-Glâne,-94.528983,82.1735765,Sri Lanka,1996-10-17
Europe/Monaco,2012-09-28 23:26:10,e1:b3:b8:44:8e:06,Geiger Inc,da,$1.56,1970-06-11T01:33:38,Belp,50.219616,-72.469770,Austria,1989-02-17
America/Bahia,1971-04-07 01:55:32,45:68:13:87:39:04,Schäfer LLC,tn,$97.23,2020-06-26T02:40:05,Küssnacht,-30.447829,-21.978828,Hungary,1996-07-16
Europe/Stockholm,2007-02-02 18:50:28,da:ae:0c:9f:38:2b,Frick-Näf,hsb,$20.12,2008-08-20T15:02:48,Baden,-120.980195,36.5494225,Burundi,2023-06-05
Indian/Mauritius,2017-02-09 04:49:02,7c:03:2e:24:da:be,"Schuler, Beck and Ernst",gl,$0.13,1978-04-11T11:39:19,Aesch,122.750017,-72.4318225,Namibia,1993-09-12
Asia/Taipei,2004-09-06 03:51:52,b2:89:bc:64:3f:6b,"Vogel, Bader and Walter",be,"$43,211.42",2005-03-11T14:22:17,Risch,-112.204356,-33.0755105,Papua New Guinea,2002-01-27
Europe/Rome,2018-09-09 10:11:56,55:cd:94:85:8e:50,Wehrli-Felber,et,"$37,993.96",2022-03-12T15:49:56,Arbon,-31.329092,2.9326535,Moldova,1996-08-06
Europe/Kiev,1977-05-18 12:34:16,a0:91:5b:f5:1c:27,"Sidler, Schneider and Felber",en,"$9,855.79",1999-02-19T06:49:01,Morges,-59.056406,-86.714095,Slovenia,1999-08-06
Africa/Johannesburg,1994-08-07 07:57:12,5d:f6:11:28:f6:30,Knecht-Schwab,mn,$517.68,1979-01-02T14:31:06,Zollikofen,83.854762,30.934713,Uruguay,2002-01-13
Europe/Copenhagen,2021-05-26 11:44:12,82:b7:bc:b3:c2:fc,Meyer-Brun,lg,$94.58,1982-12-08T08:27:44,Möhlin,-13.359307,87.1538185,Cambodia,2020-06-22
Africa/Asmera,2020-12-19 17:57:06,b6:36:9c:78:a7:cd,"Bianchi, Egli and Berger",mr,"$3,348.80",2010-12-16T06:13:19,Siders,-116.868533,50.2453385,New Zealand,1989-08-03
Asia/Kabul,2009-06-27 17:51:32,27:a1:db:f5:02:f1,"Hauser, Huber and Jenni",is,$247.53,1990-05-24T06:42:04,Allschwil,-149.499430,-32.7491005,Pakistan,2000-10-02
America/Santiago,1973-08-02 00:49:28,21:36:93:f2:45:fd,Häfliger-Haas,csb,"$3,910.24",2014-06-06T07:18:24,Birsfelden,178.238972,68.1503605,South Africa,2002-02-19
Africa/Algiers,1996-09-25 13:23:10,de:fa:ee:84:94:30,Stucki LLC,sv,$522.13,1980-12-27T19:40:29,Solothurn,-101.983155,-76.3685915,El Salvador,2004-06-23
Europe/Tallinn,2000-06-14 04:01:42,27:3f:4a:68:53:5b,Kaufmann LLC,id,"$21,691.61",2005-01-16T03:57:34,Binningen,-70.075716,-15.553931,Democratic Republic of the Congo,1989-11-10
Africa/Bujumbura,1971-07-26 21:38:55,ac:d3:87:45:0e:7b,"Ernst, Zollinger and Baur",lb,"$19,010.92",2018-11-28T00:35:25,Steinhausen,106.491500,34.776934,Poland,1979-07-11
Asia/Urumqi,1972-11-06 22:34:36,94:a3:ba:3e:cf:88,"Wüthrich, Haas and Amrein",sk,$132.53,2011-10-28T11:32:05,Gossau,-123.888653,-62.472332,Jordan,1990-04-22
Pacific/Nauru,2014-10-10 07:45:04,4a:f2:b4:46:c8:54,"Sidler, Wirz and Maurer",an,$359.75,1975-01-02T15:03:00,Kriens,-83.467251,12.0820855,Federated States of Micronesia,1988-12-05
Africa/Mogadishu,1992-06-10 13:29:27,b7:0d:bd:c3:e1:d2,Bauer-Tobler,gl,"$3,377.16",1970-12-05T10:02:49,Oftringen,-109.340076,76.007377,Belgium,1986-07-14
Asia/Nicosia,2009-04-26 23:25:17,19:ff:82:0e:4b:ee,"Zbinden, Forster and Roos",unm,$4.02,1976-06-23T02:34:19,Münchenbuchsee,-12.487374,16.6468135,Russia,2019-07-20
America/Managua,2021-04-13 13:44:25,20:6f:d3:0f:44:54,Sidler-Friedli,my,$145.67,2017-07-06T00:39:00,Nyon,73.374417,48.976496,Cuba,2012-04-29
Europe/Chisinau,1994-09-10 13:01:07,14:4b:10:91:ce:19,Gfeller-Bühler,ne,"$47,659.29",1989-01-26T06:41:20,Wetzikon,177.765588,11.2023315,Somalia,2006-07-02
Africa/Kinshasa,2002-03-02 00:36:36,ad:06:c4:3b:91:ae,Ott and Sons,be,"$33,320.13",2000-02-15T12:55:08,Zürich,92.640604,48.005266,CÃ´te d'Ivoire,1991-10-20
Asia/Vientiane,1988-09-05 07:05:03,dc:a0:6a:e2:c1:b0,Gasser Group,es,$96.06,1983-10-01T21:35:23,Wetzikon,-95.562835,77.9305925,Uruguay,1999-09-18
Europe/Lisbon,1999-02-22 17:43:18,5a:51:89:10:0f:44,Lutz-Giger,nl,$8.93,1997-02-19T13:44:42,Einsiedeln,-15.803324,56.426547,Japan,1974-01-23
America/Indiana/Petersburg,1997-12-13 23:47:29,90:ab:e5:81:c5:19,"Rey, Stettler and Schenk",sa,"$75,470.09",1988-01-08T20:13:52,Küssnacht,-4.917906,2.7094665,Brazil,1990-08-28
Europe/Andorra,2016-01-18 14:11:45,03:4e:5a:7c:95:ea,Haas Inc,da,$85.53,2014-08-09T07:09:00,Vevey,140.649496,-35.6341495,Saint Kitts and Nevis,1986-04-22
Africa/Conakry,1985-07-04 23:41:18,fe:b7:6c:bd:bd:48,Frey-Schoch,ayc,$64.12,2012-01-18T11:13:13,Thalwil,42.319190,-15.555446,Brazil,2019-12-15
America/Anchorage,1991-10-16 18:12:23,7d:62:26:c0:90:86,Grob Ltd,nso,$30.15,2017-02-06T04:26:29,Kreuzlingen,-54.966751,64.9125405,Niger,1981-03-04
Europe/San_Marino,1981-09-18 00:02:12,ff:c3:83:38:63:fa,Probst-Jenni,fil,$4.23,2023-01-04T06:02:20,Glarus,-157.095621,36.8456745,Bangladesh,2017-02-10
Africa/Mbabane,1999-07-23 03:53:05,7e:e4:08:57:be:ca,Gasser-Flückiger,nr,$7.39,2017-11-19T12:54:15,Hinwil,-41.416601,83.6715115,Venezuela,1980-10-07
Europe/Istanbul,1996-02-05 09:02:21,16:f6:59:7b:65:d5,Blum-Hafner,ug,"$44,982.89",1997-08-12T21:48:00,Bern,-155.211602,0.8004815,Zimbabwe,1990-08-03
Europe/Riga,1987-12-12 04:44:57,df:85:29:5b:e5:33,"Jäggi, Braun and Stutz",mag,$9.25,1986-02-13T01:31:01,Aesch,-28.373801,57.455973,Germany,1982-10-13
Asia/Muscat,1986-10-09 22:30:32,55:25:89:2a:04:79,"Schumacher, Herzog and Kaufmann",sid,"$92,731.30",1997-10-16T05:09:28,Allschwil,177.538658,7.340602,Slovakia,2010-11-09
Europe/Helsinki,1978-03-28 20:49:24,02:26:b8:a6:ee:78,Schwarz-Ziegler,brx,$6.73,1998-04-11T01:53:52,Grenchen,-107.865469,48.7830245,Armenia,1972-09-08
America/Nassau,2012-11-27 04:06:21,1c:68:67:27:89:30,Wegmann Inc,tt,"$55,852.52",1971-06-19T00:42:28,Kriens,142.020573,40.413340,Republic of Ireland,2013-07-12
Africa/Johannesburg,2008-10-23 14:13:42,40:7e:0d:c0:e7:58,Schneider Inc,hi,"$3,551.08",1980-12-05T18:45:57,Vernier,-29.788290,68.828461,People's Republic of China,1981-02-03
Africa/Douala,2009-06-29 04:03:10,ad:fd:72:03:9f:88,Schenk LLC,hak,"$87,724.69",2012-08-15T04:18:32,Cham,-54.260714,83.546546,Taiwan,1989-08-02
Asia/Manila,2004-12-12 05:00:41,60:53:09:d5:c0:f7,Lüthi-Brun,dv,$977.62,1997-08-14T10:17:05,Arth,89.091501,18.109853,Luxembourg,1990-07-17
Asia/Singapore,1997-12-09 00:25:40,06:d1:4e:6a:e0:9c,Schmid-Gut,si,"$2,397.51",1975-05-09T21:57:27,Arth,-68.108691,-12.414286,Pakistan,2015-03-05
Europe/Bucharest,1974-05-01 16:26:20,a4:8f:0f:9e:dd:8e,Maier and Sons,uz,"$8,970.17",1992-04-17T19:32:16,Plan-les-Ouates,59.480471,-14.307630,El Salvador,2021-10-31
Asia/Baku,2006-05-01 21:45:16,7b:ef:f6:eb:8f:b8,"Meister, Furrer and Wirth",ms,"$8,427.12",1981-02-09T20:34:10,Horgen,26.224159,6.9236175,East Timor,2019-05-06
Asia/Riyadh,2001-05-16 00:05:50,de:71:4b:12:09:ce,"Maurer, Weibel and Schär",ja,$381.31,2021-05-07T04:29:10,Gossau,-60.967235,-72.887044,Federated States of Micronesia,2016-03-08
America/Argentina/Mendoza,1994-03-14 08:10:09,32:d9:c6:2b:d5:76,"Burri, Stadelmann and Felder",ak,$964.56,1984-12-01T16:37:38,Hinwil,49.980841,-43.9627305,Chile,1978-01-10
Africa/Algiers,2012-10-06 02:41:38,b4:cb:d4:8f:55:69,Wettstein Ltd,fa,$9.70,1987-11-06T10:15:21,Einsiedeln,75.891281,-34.2900045,Taiwan,1983-10-13
America/Cancun,1986-03-12 11:36:13,80:f9:03:59:4b:b3,Lüscher-Seiler,cy,$985.51,2021-07-30T19:23:54,Carouge,88.096402,-5.5821235,Malaysia,2020-01-12
Africa/Khartoum,2022-07-19 15:42:52,c3:73:c1:00:5a:75,Lüscher-Stadelmann,mai,$13.99,1970-09-17T22:40:22,Steinhausen,-39.140624,8.7855825,Azerbaijan,1971-04-15
Africa/Harare,2016-01-23 23:24:35,8b:4b:95:f5:3b:d7,Mettler Inc,lo,$35.56,1984-05-25T16:41:36,Dübendorf,-110.766573,-2.2366745,Algeria,1992-08-29
America/Santiago,1992-08-08 08:55:04,b2:06:03:0f:2d:d3,Küng-Felder,br,$48.01,1994-04-07T14:07:03,Gossau,0.716415,35.772721,Egypt,1985-12-23
Europe/Andorra,1979-03-27 03:46:01,e2:22:8a:e7:56:4f,"Gfeller, Fuchs and Bianchi",id,$545.80,2008-08-31T10:40:44,Winterthur,-60.370487,76.3016725,Bhutan,2017-11-27
Asia/Saigon,2013-05-30 03:44:56,0f:c8:8c:15:3b:d9,"Pfister, Sigrist and Eugster",iu,$6.81,2008-09-29T14:04:52,Regensdorf,-85.893087,17.6468975,Belgium,2022-03-24
America/Dominica,2014-01-01 11:30:52,f2:d5:8e:e9:d8:18,Meister-Keller,szl,$1.76,2007-02-27T23:55:06,Altstätten,-80.997626,77.108085,Dominica,2009-01-22
Europe/Copenhagen,2007-11-01 18:00:16,db:80:08:6b:c1:78,"Roth, Kägi and Wettstein",uz,"$9,535.01",2008-06-22T13:14:32,Steinhausen,118.456898,59.5154035,United Kingdom,2006-05-27
Africa/Blantyre,2001-10-15 17:07:07,8d:e6:0c:44:af:10,Bühlmann Inc,hne,"$55,549.32",2001-02-26T19:02:16,Liestal,-74.436414,-87.2381315,Qatar,1985-11-30
Africa/Accra,1980-01-14 10:36:29,44:ad:1d:76:2c:74,"Kohler, Frei and Kaufmann",mr,$787.69,1990-01-31T10:23:57,Plan-les-Ouates,-140.447673,47.8765295,Albania,2006-01-30
Europe/Zurich,2013-03-12 05:57:51,e9:66:d4:2d:3a:9f,Meister Group,zh,"$62,837.27",1987-02-25T01:37:21,Allschwil,-0.423355,-0.281237,Uganda,1973-02-08
Europe/Vilnius,2013-10-22 07:58:20,49:04:5b:5a:c2:fd,"Huber, Gasser and Benz",niu,"$22,832.85",1988-10-05T14:18:08,Versoix,177.544740,-34.3648415,Azerbaijan,1989-11-02
Africa/Khartoum,1982-02-07 21:40:38,48:91:7c:42:e1:e0,Grob-Roth,my,"$31,286.87",1976-11-22T18:20:50,Suhr,130.548087,-87.175552,Romania,2003-09-07
Asia/Rangoon,1970-07-04 01:49:40,ed:bc:36:4b:59:c5,"Kern, Hasler and Arnold",lt,"$3,558.90",2010-12-13T09:35:33,Bülach,59.176503,36.5643625,Liechtenstein,1970-12-24
America/Antigua,1973-11-10 10:44:38,5a:e9:7f:e3:d0:30,Bianchi and Sons,gl,"$74,376.53",1992-04-23T18:38:41,La Tour-de-Peilz,-150.428998,-50.623344,Argentina,1999-09-28
Asia/Aden,1980-12-16 13:17:07,6e:1b:ac:bd:ff:83,"Hofmann, Zingg and Schürch",pl,$767.66,2016-09-03T14:16:24,Sarnen,74.265677,8.4397455,Madagascar,1990-01-30
Asia/Bishkek,2009-07-06 22:11:19,50:0a:25:12:43:b4,Mäder-Probst,nn,$234.03,2018-03-23T22:00:53,Plan-les-Ouates,141.867857,50.846646,Armenia,1988-04-22
Africa/Dakar,1992-07-02 08:08:10,bc:6a:d1:e6:41:6c,Grob PLC,eo,$15.15,2021-06-18T10:44:45,Hinwil,-38.043857,30.065463,Albania,1990-12-31
Africa/Monrovia,1981-11-27 22:00:26,87:13:cb:ab:53:2d,"Schürch, Frey and Gerber",so,"$8,624.79",2014-12-24T21:40:39,Langenthal,-106.861564,44.137107,Venezuela,1994-04-26
Asia/Manila,2010-03-16 00:15:24,69:2b:cc:ee:f5:35,"Schärer, Senn and Hermann",sc,$29.64,1981-06-28T09:39:12,Kriens,-135.861295,81.573292,Sri Lanka,1983-10-10
Africa/Khartoum,2017-06-26 02:20:35,3e:51:bd:94:6d:6b,"Bachmann, Häfliger and Hermann",fo,$78.39,1979-10-27T14:12:18,Vevey,71.714741,-17.219459,United Arab Emirates,2019-04-02
Asia/Aden,1987-03-30 14:34:28,2a:f3:fd:a3:96:5b,"Wirth, Fischer and Walter",mag,$1.45,1976-05-21T01:42:12,Meyrin,112.546429,-26.5775125,Indonesia,1972-03-05
Africa/Douala,2001-12-26 18:55:09,c9:04:0a:82:25:db,Grob-Fankhauser,ka,"$2,844.37",2020-04-20T04:53:31,Wettingen,-66.614746,2.912542,Moldova,1993-06-29
America/St_Lucia,1975-12-10 12:25:30,28:2f:75:c9:d3:b7,"Bühler, Albrecht and Hunziker",lij,"$9,575.60",1994-12-07T21:11:25,Suhr,-30.599600,13.5256385,Albania,2013-02-19
America/La_Paz,1979-08-08 07:13:06,e7:57:c2:93:16:68,Schenk-Staub,ce,$26.58,2004-06-25T06:51:01,Chêne-Bougeries,149.865942,78.519644,Kiribati,1990-10-29
Asia/Ashgabat,1980-09-12 22:39:56,44:7a:96:b7:55:e5,"Knecht, Häfliger and Schärer",tg,$3.90,1988-12-25T23:25:12,Schwyz,106.320811,-43.282439,Mongolia,2001-09-21
Asia/Pyongyang,1994-10-16 12:03:02,cd:83:48:ea:d6:c9,Haas-Studer,sl,$273.69,1983-11-28T10:57:44,Luzern,-45.377047,30.679998,Barbados,1979-02-07
Europe/Tirane,2004-06-09 08:54:15,56:dc:9c:46:5a:42,"Wüthrich, Studer and Lang",sr,"$7,106.41",2010-09-29T13:54:29,Steffisburg,67.550078,60.6845675,Argentina,1987-10-18
Africa/Bamako,1996-06-12 12:44:08,68:12:f5:98:a8:43,"Lüthi, Steiner and Michel",rw,$98.59,1991-08-14T12:10:07,Horw,-71.072736,-48.027056,Iran,2000-12-20
Asia/Dhaka,2012-05-01 03:31:14,da:4a:00:84:4b:a4,Suter Group,dz,$5.51,1987-02-14T03:22:04,Freiburg,-114.084195,86.780956,Solomon Islands,2008-06-25
Africa/Malabo,2006-09-13 05:59:07,ed:95:61:1b:97:38,"Hunziker, Küng and Stocker",mk,"$4,967.78",2002-03-14T06:45:39,Nyon,-63.429187,13.4928715,Bhutan,2004-06-23
Europe/Oslo,2023-04-27 21:41:01,a7:77:34:a7:b0:57,Egli-Herzog,ht,$6.32,1985-11-08T02:20:07,Lancy,-152.265883,-89.990339,Botswana,1999-01-18
Africa/Niamey,2020-10-25 12:42:18,5c:f8:47:82:8f:26,Wenger-Eichenberger,ky,$297.87,1980-11-29T02:14:03,Pully,134.857044,42.685832,Argentina,2000-06-12
Africa/Ceuta,1990-05-11 06:58:34,2f:e4:ca:78:13:65,"Hodel, Christen and Weibel",fr,$0.69,1973-05-29T19:44:05,Plan-les-Ouates,2.721614,58.3747725,Belarus,2002-05-10
Europe/London,1970-12-01 05:48:28,15:62:1f:e4:de:65,"Gloor, Rüegg and Steiger",gu,$6.73,1974-02-23T04:35:13,Adliswil,17.033675,-28.349714,Nepal,1990-09-28
Europe/Tirane,1997-08-22 18:51:45,c4:b8:73:7d:12:8f,Schaller-Flückiger,ig,"$6,467.42",1993-04-18T07:57:03,Carouge,33.114600,-84.840692,Libya,2003-11-26
Africa/Sao_Tome,2015-06-05 13:58:45,2c:d4:b8:a7:4d:e0,Kuhn Group,lv,"$4,215.28",2007-02-07T00:49:53,Münchenbuchsee,60.726359,-38.948555,Tanzania,2014-03-13
Indian/Comoro,1994-07-15 02:21:55,6c:df:94:14:69:33,Tanner-Weber,vi,"$29,264.09",2014-11-20T12:10:04,Münchenbuchsee,168.186044,-72.108019,Andorra,1974-07-06
Africa/Algiers,1975-05-25 11:32:14,4f:27:a2:0e:c6:df,"Jenni, Jost and Leu",ss,"$6,483.78",1986-01-25T22:41:25,Lutry,-56.421912,18.8021605,Guinea-Bissau,2020-07-14
Europe/Berlin,2004-04-01 01:01:02,a7:06:95:0c:ae:0c,"Schneider, Stutz and Hartmann",ik,"$5,478.04",2021-03-12T14:48:05,Brugg,26.034424,3.470449,San Marino,1982-04-26
Africa/Casablanca,1978-06-19 13:02:45,84:48:92:22:16:dd,Siegrist-Martin,is,$8.49,2005-11-09T02:58:11,Rapperswil-Jona,-54.572366,-42.420802,Ghana,2007-05-31
Asia/Dhaka,2016-10-05 11:39:03,92:d5:b2:90:19:d5,"Wehrli, Rey and Wenger",doi,$85.63,2022-11-05T11:56:07,Arth,133.695756,-5.0524255,Bolivia,2009-07-23
Asia/Thimphu,2002-10-06 08:48:34,77:b8:2c:ff:1f:69,"Portmann, Seiler and Probst",hr,$8.93,2006-01-21T13:04:24,Küsnacht,-78.516152,1.9545025,Kenya,2023-08-05
Asia/Ulaanbaatar,1972-02-01 00:56:59,f6:c1:b5:0e:65:4f,Grob-Steffen,wa,"$5,838.36",1994-10-02T21:20:53,Stäfa,154.502136,-15.537297,Andorra,1996-08-05
Europe/Paris,2019-01-04 23:54:24,d9:1a:49:e4:45:51,"Senn, Staub and Friedli",ig,$6.41,2023-01-30T10:07:49,Wil,80.187191,88.4668305,Sudan,2002-10-03
Europe/Vienna,1981-11-11 03:28:30,5f:1a:e6:fa:8d:66,"Walter, Zimmermann and Hofer",th,$3.93,1987-01-25T09:22:59,Binningen,-91.157888,-79.9822555,Sierra Leone,2013-07-10
Africa/Niamey,1984-09-13 01:47:25,1d:6e:a0:79:9c:53,Schwarz LLC,vi,$50.60,1987-01-30T07:16:26,Lausanne,133.294909,7.239240,Honduras,2018-12-09
