longitude,country,time,iso8601,date_time,pricetag,language_name
70.384302,Bahamas,23:13:27,1973-08-18T20:36:07,2005-07-31 17:19:53,"46,76 €",Tibetan
-121.444823,Amerikanisch-Ozeanien,15:25:25,2022-12-05T10:29:55,1971-10-11 22:19:31,"0,95 €",Somali
-166.003751,Panama,23:43:16,1980-08-10T05:24:22,1973-11-30 20:52:51,"12,10 €",Catalan
151.749228,Puerto Rico,11:29:47,2006-12-12T11:01:59,1998-12-14 00:06:51,"5,13 €",Sango
57.737600,Andorra,00:00:41,1996-03-09T12:48:25,1993-01-02 15:17:14,"5,12 €",Chichewa
-78.921468,Bahrain,12:03:15,1980-10-09T07:42:23,1975-02-22 10:38:30,"930,59 €",Abkhazian
25.017710,Australien,05:44:52,2007-07-20T03:10:21,2002-09-13 14:51:34,"10.940,04 €",Nauru
-115.801091,Kiribati,12:01:25,1995-01-19T17:26:51,2000-06-15 00:21:40,"1,10 €",Malagasy
97.177764,Finnland,20:47:44,1985-01-18T01:20:33,2017-11-16 08:39:40,"8,60 €",Aragonese
71.957823,Marshallinseln,13:19:16,1990-06-24T08:03:07,1990-01-07 11:50:36,"51,21 €",Oriya
-140.838266,Libyen,07:13:49,1987-07-03T11:28:53,1987-04-28 02:12:54,"8,01 €",English
-117.556155,Peru,17:45:30,2008-11-16T08:35:56,1972-10-17 03:15:56,"73,18 €",Mongolian
39.573797,Zentralafrikanische Republik,23:36:50,1989-11-04T01:02:43,1972-08-18 20:30:59,"7,20 €",Corsican
-6.265219,Mongolei,13:20:57,1985-09-04T22:06:44,1978-03-07 08:31:43,"146,10 €",Norwegian
144.291724,Brasilien,06:22:34,2018-01-21T05:57:38,1990-03-27 11:20:27,"6,73 €",Arabic
-84.255737,Mosambik,09:14:28,1986-08-02T18:21:45,2009-05-17 22:02:02,"22,32 €",Haitian
-75.068104,Pakistan,11:56:10,2009-07-12T00:33:37,1987-10-11 22:21:43,"27.181,23 €",Avestan
-34.803811,Sonderverwaltungszone Hongkong,14:32:49,1995-09-24T16:49:39,2004-05-29 03:27:34,"0,19 €",Estonian
-145.241802,Belize,02:51:09,2000-07-19T11:17:00,1993-11-08 12:48:17,"60.042,77 €",Kannada
-77.680565,Bhutan,22:25:24,1971-07-18T02:33:07,2009-10-25 07:33:51,"6.372,45 €",English
-143.272165,Palau,14:41:07,2013-01-20T13:56:38,1993-01-08 12:28:32,"80.696,44 €",Quechua
82.410430,Bahrain,05:47:37,1971-12-03T09:48:47,2009-06-27 23:09:49,"827,01 €",Kinyarwanda
-14.877332,Nördliche Marianen,02:41:11,1995-08-23T10:08:13,1979-06-14 18:31:43,"8.789,15 €",Manx
-119.798910,Ungarn,17:11:35,2005-08-15T23:32:08,2016-09-28 17:52:13,"26,63 €",Irish
-109.799850,Brasilien,12:58:17,2005-02-08T17:44:07,1973-02-16 13:14:57,"26,02 €",Latin
72.345696,Osttimor,22:11:26,2009-08-19T15:21:12,1980-09-29 20:40:17,"8.177,63 €",Lithuanian
111.405633,Italien,12:28:51,1994-03-21T11:37:00,2004-10-06 22:55:35,"5,20 €",Maltese
127.340203,Antigua und Barbuda,14:04:17,2019-07-04T04:57:58,2023-08-30 15:49:24,"61,50 €",Assamese
176.337438,Jemen,00:23:37,2007-05-04T18:02:48,2006-04-17 00:09:12,"888,56 €",Rundi
138.861051,Vietnam,17:36:28,2005-12-19T10:27:33,1998-03-01 15:19:48,"4,06 €",Zulu
-78.856973,Niederländische Antillen,16:26:21,1992-09-02T02:32:14,1987-09-13 06:52:19,"90.998,86 €",Yiddish
142.208127,Westsahara,13:33:00,1983-07-23T02:18:49,1991-09-18 12:45:24,"16.856,88 €",Tonga
-101.993789,Cookinseln,07:46:50,1989-08-31T19:52:36,2017-11-12 21:50:56,"85.847,67 €",Walloon
58.234404,Grönland,03:10:11,1987-03-09T17:49:39,2022-02-14 09:52:49,"4.806,98 €",Tswana
82.779990,Jordanien,00:00:56,1980-11-25T18:42:13,1999-01-25 16:45:32,"303,24 €",Burmese
47.430356,Monaco,09:59:03,1974-01-20T06:52:45,1985-03-12 00:53:34,"4,44 €",Sindhi
29.968984,Litauen,01:42:55,2003-09-29T22:44:01,2022-04-12 03:34:53,"80,48 €",Chuvash
11.830338,Kokosinseln,16:39:16,1986-08-30T09:54:58,1996-11-01 16:39:57,"680,30 €",Bosnian
-115.548812,Antarktis,18:43:32,1982-09-10T20:32:49,1984-08-22 22:49:58,"67,70 €",Sichuan Yi
51.943556,Vereinigtes Königreich,02:57:25,1974-10-15T20:36:32,2006-09-14 10:27:58,"4.362,51 €",Romansh
22.527095,Republik Moldau,20:46:43,1983-06-10T15:19:34,1971-12-19 13:27:53,"175,92 €",Serbian
66.231785,Barbados,03:25:45,2020-05-12T15:39:58,1971-10-24 19:52:55,"669,47 €",Turkish
-53.128902,Myanmar,19:02:22,1972-08-20T01:43:34,1987-07-08 08:02:39,"68,90 €",Divehi
-149.452697,Bahrain,02:43:47,1997-03-02T05:53:40,1989-07-24 23:50:06,"38.050,88 €",Chichewa
-82.780361,Togo,12:07:25,1993-07-08T15:00:25,2008-07-28 19:32:51,"555,67 €",Tonga
173.585578,Algerien,16:27:32,1992-08-13T13:08:55,1997-07-01 14:15:57,"5,88 €",Uzbek
91.696222,Svalbard und Jan Mayen,21:08:56,2015-02-01T13:44:18,2003-11-23 00:17:46,"93,01 €",Macedonian
60.430463,Estland,14:41:45,1998-01-31T15:32:20,1998-11-01 18:59:23,"429,84 €",Turkmen
-53.314499,Anguilla,11:01:04,1997-09-01T06:23:47,2017-08-26 12:25:17,"50.152,50 €",Igbo
-63.590298,Britisches Territorium im Indischen Ozean,17:26:07,1977-06-11T15:43:51,2017-07-07 08:22:26,"94,01 €",Malay
-175.605670,Neukaledonien,21:28:23,2022-03-04T10:36:16,1981-04-14 07:35:49,"5.555,43 €",Church Slavic
97.520702,Taiwan,19:18:02,1999-09-27T07:02:00,1970-08-27 04:39:38,"42,15 €",Sardinian
-17.577414,Turks- und Caicosinseln,01:18:43,2004-08-04T13:27:50,1991-01-30 14:59:18,"86.800,99 €",Ukrainian
-140.102456,Italien,10:47:36,2000-07-17T21:26:18,2002-01-02 08:34:05,"69.493,84 €",Ossetian
162.332434,Marokko,00:06:40,1989-07-13T01:53:36,1997-08-05 09:50:48,"3,87 €",Amharic
115.578215,Saudi-Arabien,02:10:22,1971-02-19T07:36:10,1989-11-16 06:34:43,"79.478,75 €",Tswana
-175.287800,Tunesien,19:28:06,2013-08-21T17:07:56,1997-11-06 00:24:12,"61.051,69 €",Danish
137.034728,Nepal,18:51:36,1970-07-12T17:11:37,2020-06-11 10:31:28,"75,32 €",Croatian
58.596857,Puerto Rico,16:08:20,1992-03-13T11:05:09,1972-04-04 05:40:54,"4.528,65 €",Chichewa
-53.898003,Puerto Rico,17:13:03,1998-03-28T23:36:57,1973-07-02 21:22:37,"727,01 €",Turkish
119.589564,Svalbard und Jan Mayen,14:06:25,2016-08-08T09:14:10,2007-01-10 05:21:49,"341,05 €",Wolof
-69.895326,Salomonen,08:10:47,2011-06-12T04:39:09,1984-03-12 09:01:49,"7,24 €",Tamil
36.791762,Bouvetinsel,17:44:29,2004-05-15T21:17:57,1975-09-02 00:18:42,"59.914,71 €",Ido
-118.594184,Äquatorialguinea,17:10:02,1970-08-13T20:00:07,2008-01-17 00:05:43,"60.702,33 €",Bosnian
147.556528,Serbien und Montenegro,23:30:58,1985-05-16T21:19:08,1983-11-05 18:04:31,"8.453,46 €",Church Slavic
73.241727,Luxemburg,05:16:36,1974-04-17T23:07:46,1995-01-25 11:17:56,"76.048,83 €",Bislama
162.054350,Burkina Faso,18:08:15,2023-05-08T19:14:07,1996-09-09 13:24:58,"5,83 €",Persian
-57.630165,Niger,06:59:03,2021-07-04T13:15:29,1994-11-15 12:10:18,"0,16 €",Tamil
3.414838,Niederlande,19:33:43,2000-09-14T01:03:00,1982-05-02 11:49:24,"894,25 €",Abkhazian
166.612819,China,00:17:25,1972-02-02T07:26:13,1985-01-14 21:50:48,"586,70 €",Croatian
45.851657,Oman,17:08:09,1974-10-04T17:41:51,2014-08-11 17:11:32,"4.225,27 €",Chuvash
31.414773,Myanmar,06:48:26,1972-03-19T00:11:27,1991-01-19 07:19:55,"15.839,78 €",Aragonese
26.264048,Kambodscha,10:24:38,2008-08-22T01:20:47,1982-03-20 06:06:04,"65,86 €",Kirghiz
48.680782,Brunei Darussalam,20:57:22,1982-01-07T08:33:49,2001-06-28 10:10:06,"9.517,70 €",Finnish
-127.858490,Guernsey,23:49:30,2008-01-31T16:54:49,1988-09-15 23:27:46,"82,41 €",Somali
-176.895920,Libanon,00:04:55,1970-11-07T13:12:49,1979-11-03 21:34:54,"4.471,66 €",Tahitian
-147.817379,Island,14:41:54,1982-05-03T01:59:25,1993-02-28 02:42:00,"434,89 €",Avaric
84.451492,Slowenien,04:55:42,2002-10-14T10:07:26,1996-11-16 04:54:46,"249,02 €",Faroese
43.850322,Singapur,10:32:27,1994-03-22T00:51:43,1974-11-15 17:49:05,"91,26 €",Guarani
-89.614582,Isle of Man,03:19:04,1970-05-24T13:12:08,1974-06-26 17:44:37,"60,71 €",Sinhala
99.050962,Iran,04:38:33,2004-09-06T09:34:52,1972-11-18 19:42:39,"938,23 €",Japanese
-135.061147,Singapur,03:54:53,2012-07-19T21:32:48,1997-07-19 18:30:50,"394,14 €",Kirghiz
-168.343795,Komoren,15:57:58,2013-08-13T19:04:26,1970-01-18 04:49:59,"12.283,66 €",Bulgarian
-157.696256,Laos,07:51:16,1979-09-26T21:54:28,2012-11-09 00:52:56,"39,78 €",Marathi
-25.607037,Kongo,10:31:05,1987-07-16T12:10:23,2003-12-04 11:49:00,"99.101,53 €",Kashmiri
-141.066875,St. Pierre und Miquelon,19:06:43,1993-01-31T15:49:32,2015-02-21 12:29:50,"83.008,47 €",Dutch
29.114407,Kongo,15:37:05,2010-06-25T21:20:16,2008-03-26 13:34:49,"8,47 €",Kongo
42.238778,Belize,08:54:12,1991-03-05T04:58:42,2007-02-08 03:39:34,"5,51 €",Interlingua
174.967624,Niger,04:52:56,1970-08-02T12:20:31,1980-02-18 16:40:45,"63,74 €",Lithuanian
-16.071771,Slowakei,09:28:18,1993-02-26T16:46:50,2017-07-25 09:58:00,"5.341,69 €",Avestan
152.025010,Kaimaninseln,02:40:18,1998-11-03T21:36:00,1971-12-04 03:51:58,"3,70 €",Nepali
71.539825,Burkina Faso,12:52:18,2019-08-26T16:30:55,2001-10-24 05:50:36,"26.620,76 €",Oriya
154.893606,Jordanien,08:23:19,2021-10-09T12:23:17,1982-07-16 09:38:16,"85.121,59 €",North Ndebele
144.578386,São Tomé und Príncipe,13:30:23,2017-03-26T15:28:54,1988-03-05 07:23:09,"6,09 €",Burmese
15.342161,San Marino,14:31:02,2010-06-08T00:41:17,1992-06-30 01:34:17,"31.407,00 €",Mongolian
1.845813,Spanien,02:24:16,2015-02-11T16:24:22,1990-08-08 10:06:52,"6.009,61 €",Macedonian
-76.105075,Vereinigte Staaten,09:09:11,1991-11-27T01:41:43,1970-05-02 01:52:25,"72,29 €",Luba-Katanga
157.344091,Weihnachtsinsel,01:46:42,2005-10-20T07:16:40,2014-12-06 04:49:59,"299,85 €",Greek
-21.754445,Kongo,03:19:15,1973-05-23T08:59:28,1985-10-18 16:34:48,"40.685,91 €",Rundi
-135.135128,Ruanda,12:31:58,1996-07-13T13:00:55,2021-11-28 20:27:47,"71.929,06 €",Divehi
129.350573,Tunesien,02:58:40,2017-01-21T14:12:35,2017-03-09 03:21:29,"4.146,57 €",Akan
86.242893,Britische Jungferninseln,00:20:08,1970-09-09T12:59:08,1996-07-03 21:57:48,"745,03 €",Central Khmer
121.051680,Irland,03:52:00,2019-06-24T15:11:57,1991-01-04 08:58:22,"46.388,05 €",Latvian
20.263200,Côte d’Ivoire,04:04:00,1982-04-18T04:10:18,1987-07-12 10:18:51,"96,89 €",Corsican
-160.519039,Côte d’Ivoire,04:28:13,2021-02-25T00:07:53,2009-08-10 22:13:43,"8.981,31 €",Albanian
167.523961,Republik Moldau,19:42:46,1972-05-05T14:47:05,1980-07-13 16:45:00,"4,65 €",Romansh
-20.689183,Nordmazedonien,16:03:40,1973-05-25T19:08:21,2017-04-06 10:57:01,"12.389,67 €",Samoan
155.003180,Türkei,04:51:20,2003-06-29T11:40:33,2011-09-20 14:10:17,"0,80 €",Serbian
45.101686,Mikronesien,05:23:07,1981-11-29T00:06:30,2021-09-19 18:44:57,"4,58 €",Afar
-64.249635,Ungarn,10:59:01,1976-07-24T10:37:12,2014-07-25 19:14:52,"3.814,53 €",Breton
-3.161147,Griechenland,16:17:41,2008-01-23T20:03:29,1991-05-07 03:40:29,"216,62 €",Fijian
99.582278,Portugal,14:57:14,2008-01-22T16:30:11,1985-09-28 19:54:38,"163,95 €",Czech
33.464122,Vatikanstadt,11:37:55,2013-03-24T21:13:04,1990-09-24 17:02:14,"1,58 €",Haitian
-85.974297,Palästinensische Gebiete,05:37:54,1980-01-29T07:46:04,2008-08-21 08:05:34,"94.181,23 €",Chuvash
77.488435,Mayotte,06:20:28,2012-03-19T12:01:33,2011-07-27 01:12:05,"1.188,91 €",Bosnian
-81.269914,Belize,02:54:15,2013-04-02T16:21:28,2010-04-14 05:06:31,"41.209,91 €",Tajik
-157.322461,Palau,08:06:47,2022-02-23T14:55:53,2013-12-22 18:37:08,"978,45 €",Swahili
-117.888058,Guernsey,15:07:44,1982-09-06T10:04:47,1985-08-11 22:35:22,"9,89 €",Quechua
-139.756844,Guadeloupe,16:12:31,2007-04-29T01:13:09,1998-09-18 22:35:07,"98,28 €",Aragonese
10.304080,Zypern,12:56:47,2016-12-19T07:32:52,2016-03-14 02:46:36,"64,13 €",Ndonga
85.867678,Lesotho,00:08:28,2006-07-09T22:31:36,2010-02-06 08:51:07,"897,01 €",Maltese
99.662268,Dominikanische Republik,19:50:49,2009-05-13T16:45:52,1985-02-07 11:24:18,"79,98 €",Yoruba
-121.695342,Uruguay,20:03:12,1990-10-12T22:59:42,1995-01-12 17:02:03,"425,44 €",Inupiaq
21.486313,Tuvalu,14:22:22,2018-12-12T01:51:54,2003-11-21 23:03:36,"8,32 €",Corsican
127.576230,Guam,00:09:21,1984-12-08T17:11:46,2014-12-04 15:42:58,"29.538,69 €",Interlingua
136.131098,Haiti,06:16:19,2009-01-12T20:05:57,1993-06-28 19:10:37,"988,81 €",Sardinian
62.999743,Amerikanische Jungferninseln,04:50:53,1971-11-16T07:22:59,2017-11-01 14:58:39,"8.604,39 €",Malay
173.966823,Turkmenistan,03:17:05,2021-12-04T01:20:08,1988-04-12 19:06:20,"4.399,84 €",Persian
162.261202,Syrien,05:02:19,1977-08-18T02:52:56,2010-02-21 03:03:52,"30.209,83 €",Malayalam
124.489277,Belarus,21:29:23,2009-05-23T20:11:03,1994-04-05 10:47:40,"63,99 €",English
159.531852,Bolivien,05:34:06,2003-02-22T20:39:18,2001-03-01 07:14:24,"1.519,35 €",Ndonga
114.262225,Honduras,11:20:32,1987-02-23T05:48:55,1990-01-26 04:42:58,"87.749,58 €",North Ndebele
-116.305344,Tansania,07:34:21,1991-09-28T14:33:11,1993-07-01 22:06:55,"2,71 €",Yoruba
-119.571517,Réunion,16:39:48,2015-10-21T01:05:10,2015-08-15 14:32:11,"81.103,22 €",South Ndebele
12.754523,Französisch-Polynesien,13:05:38,2015-02-25T02:53:08,1999-07-06 14:25:42,"7.879,50 €",Finnish
-19.545135,Puerto Rico,19:11:14,1978-12-15T01:17:30,2022-02-17 14:56:46,"8.302,86 €",Tamil
113.878222,Philippinen,00:43:11,1999-04-27T20:55:58,1972-03-25 03:22:00,"8.728,39 €",Tsonga
54.228206,Französisch-Guayana,21:49:04,1983-09-28T21:51:49,2009-11-03 22:01:13,"24.119,06 €",Urdu
-99.397332,Australien,04:17:21,2014-12-09T08:16:41,2015-03-15 18:06:34,"2,33 €",Sanskrit
-17.766751,Syrien,17:34:58,1991-06-03T04:07:48,2012-08-29 00:26:43,"8.277,52 €",Abkhazian
-163.551045,Mauritius,01:08:36,1970-03-17T05:39:34,1979-11-17 21:36:14,"94,02 €",Ukrainian
-149.890296,Osttimor,20:00:08,1972-05-22T23:15:02,1978-07-27 22:40:54,"4.692,30 €",Avestan
157.353962,Republik Moldau,10:39:14,1988-07-08T17:41:02,1974-10-17 01:56:42,"6.567,13 €",Avestan
-24.238448,Dänemark,17:48:47,1991-11-15T20:03:05,1990-09-06 18:30:33,"20.152,38 €",Belarusian
119.931504,Bahrain,08:28:31,1974-03-13T07:22:20,1997-07-04 12:50:36,"47.536,85 €",Gaelic
98.407026,Kap Verde,05:06:26,1983-03-09T02:38:20,2018-04-17 11:21:08,"129,17 €",Swahili
-33.306918,Montenegro,11:50:56,2012-01-10T05:55:14,1993-08-11 07:25:09,"39,93 €",Sanskrit
93.405965,Vatikanstadt,16:26:57,1991-04-27T12:09:37,2017-06-25 18:04:33,"81.496,40 €",Malayalam
-71.074655,Britische Jungferninseln,00:50:36,1972-08-15T19:23:29,2003-02-28 22:20:03,"1.807,43 €",Chechen
-87.668294,Puerto Rico,09:17:53,1985-05-25T23:46:33,2001-09-29 03:07:47,"66.680,93 €",Hindi
178.686159,Slowenien,07:10:26,2021-04-26T21:07:37,2017-05-04 06:52:20,"5,64 €",Zulu
73.394438,Svalbard und Jan Mayen,14:07:27,2019-05-09T05:51:20,1984-01-30 18:04:35,"335,82 €",Portuguese
9.223987,Uruguay,13:22:27,1980-10-03T22:09:20,2002-06-18 18:31:09,"916,37 €",Hausa
-173.655612,Grenada,21:39:41,1998-10-21T12:36:52,2009-03-26 02:14:43,"5,03 €",Chamorro
83.711805,St. Barthélemy,13:21:36,2022-10-05T12:41:31,1995-11-26 07:21:07,"1,80 €",Pali
-46.004975,Nigeria,12:05:57,1995-11-15T14:19:04,1970-03-22 13:03:04,"157,90 €",Arabic
-49.144717,Sri Lanka,04:29:26,2003-07-29T03:29:09,1994-10-23 14:39:11,"741,18 €",Welsh
-151.216178,Vatikanstadt,05:12:38,1985-04-01T20:48:12,1980-07-19 01:46:12,"9.882,84 €",Romansh
134.730420,Aserbaidschan,01:40:06,2016-12-05T05:41:32,1985-04-16 02:04:05,"769,41 €",Persian
-13.906645,Guernsey,22:44:15,1999-05-26T10:22:15,2016-05-17 04:04:12,"519,24 €",Aymara
87.115987,Ghana,08:23:58,1975-04-05T20:49:19,1977-09-10 14:47:34,"82.992,67 €",Gujarati
-138.788053,Kuwait,12:53:00,1994-05-24T15:41:25,2005-03-14 23:23:03,"2,65 €",Korean
-17.943548,Kanada,23:12:44,2017-07-22T23:52:50,1975-07-29 20:09:20,"665,74 €",Tajik
162.272523,Burkina Faso,12:52:56,2010-12-16T06:29:02,1989-10-30 09:06:32,"961,39 €",Aragonese
-49.928939,Sri Lanka,02:52:11,2004-09-11T10:25:49,1999-02-16 20:56:08,"22,31 €",Sindhi
-28.910673,Jordanien,03:45:56,2021-11-09T07:08:47,2011-09-28 07:47:13,"37.947,19 €",Sango
-130.198821,Côte d’Ivoire,07:27:35,2000-09-15T23:17:39,1989-03-10 07:31:54,"20,34 €",Luba-Katanga
164.222562,Ghana,09:55:59,2023-07-05T03:01:05,1979-09-23 07:22:22,"5,70 €",Kalaallisut
69.300432,Suriname,01:03:44,2012-01-27T06:14:43,1996-07-09 23:10:09,"2,16 €",Igbo
-32.492034,Vatikanstadt,09:01:25,1996-08-11T17:24:02,2013-01-25 00:19:56,"2.252,74 €",Haitian
-134.773276,Jamaika,02:59:02,2017-03-06T22:54:09,2005-01-22 17:47:58,"7,86 €",Javanese
-137.928854,Tansania,10:33:54,2019-05-04T06:47:20,2013-04-27 03:50:42,"1,80 €",Norwegian
160.972024,Palau,16:12:42,1972-02-26T01:53:27,2010-08-24 00:29:33,"8.722,75 €",South Ndebele
-57.652261,Amerikanisch-Samoa,08:07:38,1995-01-13T15:14:09,1975-09-12 12:16:04,"2.452,62 €",Yoruba
-49.120828,Niederlande,20:21:02,2004-08-29T19:33:43,1992-07-15 08:07:13,"13.877,72 €",Latvian
121.274560,Tonga,22:39:14,1973-05-29T23:00:21,2011-11-03 10:08:28,"417,84 €",Interlingua
82.472496,Kokosinseln,04:37:12,1977-10-06T02:25:17,1974-08-15 22:30:57,"3.794,73 €",Danish
121.619398,Alandinseln,13:00:30,1978-06-15T13:29:08,2017-03-26 05:08:51,"54.706,11 €",Finnish
159.900518,Mali,08:04:21,1970-09-05T05:47:32,1983-01-27 15:41:19,"13.466,80 €",Hungarian
69.864472,Namibia,17:28:39,2016-01-05T08:39:39,1980-05-12 02:31:37,"20,84 €",Kanuri
122.943691,Niue,14:38:16,1999-11-27T01:35:30,2000-05-17 17:06:30,"70,11 €",Ndonga
108.420597,Brunei Darussalam,02:00:37,2005-06-15T05:36:06,1980-01-05 07:24:29,"25,31 €",Interlingue
-81.975806,Iran,20:36:27,2019-01-02T09:19:39,1982-08-21 07:16:15,"6,05 €",Inuktitut
119.767916,Mosambik,07:26:00,1981-10-29T21:41:38,2016-05-25 10:24:43,"900,34 €",Swahili
-141.794657,Tadschikistan,18:14:28,1985-07-16T03:27:03,2013-08-16 21:11:47,"46.911,77 €",Tahitian
42.947770,Island,11:43:12,2012-09-16T14:43:31,2008-01-10 06:31:00,"2,74 €",Manx
-141.929565,Mosambik,18:19:22,1970-06-02T14:21:01,1987-12-11 01:24:33,"93.048,70 €","Sotho, Southern"
-72.339403,Komoren,02:43:51,2000-12-17T07:47:43,2012-04-24 17:12:01,"4,82 €",Chamorro
124.115560,Brunei Darussalam,06:41:18,2003-09-17T17:57:42,2000-04-23 11:25:02,"5.622,40 €",Oromo
42.829627,Belarus,09:27:23,2000-08-24T10:15:55,1977-08-07 15:02:21,"9,86 €",Walloon
-21.685020,Tunesien,07:17:35,2010-03-30T04:43:23,1972-10-18 22:01:42,"8.630,16 €",Inuktitut
20.952770,Belarus,22:40:43,1972-05-01T06:26:31,1988-03-30 17:09:22,"67,75 €",Shona
-17.367027,Liechtenstein,21:50:48,1971-11-29T09:32:22,2000-03-22 13:13:28,"9,76 €",Divehi
129.668097,St. Barthélemy,07:52:40,1979-10-30T20:08:25,2019-04-13 10:25:39,"24.401,11 €",Irish
-63.275762,Isle of Man,01:42:32,1995-10-15T04:25:15,1979-07-05 19:57:07,"5.064,86 €",Breton
165.310751,Malta,20:37:14,2013-09-04T01:49:28,2013-06-20 03:24:25,"97.098,00 €",Italian
56.651964,Vereinigte Arabische Emirate,04:04:57,2021-01-13T10:06:24,1985-10-28 18:27:41,"667,07 €",Norwegian Nynorsk
114.425111,Kuwait,07:21:41,1977-10-08T01:08:50,1973-01-27 23:09:08,"6.391,28 €",Georgian
52.020841,Ruanda,13:59:12,1979-10-26T15:07:17,1980-01-30 06:16:38,"877,60 €",Chuvash
-56.004630,Algerien,10:37:13,2014-01-05T03:38:50,1985-12-13 13:08:49,"85.902,79 €",Irish
-154.860020,Algerien,05:19:06,2020-03-07T17:20:30,1994-11-14 17:34:29,"60,95 €",Slovenian
-7.896781,Vereinigte Arabische Emirate,13:23:49,1995-02-01T18:03:25,2016-11-17 02:39:19,"0,01 €",Bihari languages
-164.069478,Norwegen,14:15:38,1984-06-17T19:47:08,2020-04-17 13:40:32,"799,52 €",Aragonese
34.454269,Sierra Leone,07:39:28,1988-05-19T06:44:20,2000-07-31 12:22:19,"9,56 €",Afar
-24.304808,Guernsey,20:21:01,2012-01-15T19:43:26,1984-05-07 02:16:52,"47,73 €",Spanish
-83.187130,Republik Korea,08:19:03,1980-09-10T08:46:57,2008-11-29 02:05:24,"80,94 €",Burmese
13.211505,Montenegro,08:58:28,1993-10-14T13:03:20,2019-11-02 14:55:17,"297,81 €",Vietnamese
83.577844,Niederländische Antillen,16:29:14,1986-09-21T01:36:21,1986-06-06 03:55:13,"86,69 €",Hindi
-99.733189,Ukraine,12:54:29,1980-03-20T17:37:12,2011-03-13 09:02:35,"63,25 €",Estonian
-95.173373,Nigeria,12:07:48,2010-08-18T19:43:37,2023-05-03 10:08:32,"509,74 €",Urdu
41.490855,Haiti,08:32:10,1998-02-04T23:30:58,2011-04-15 06:12:44,"1,97 €",Ganda
-30.933219,Demokratische Republik Kongo,15:09:00,1982-07-25T18:23:47,2011-12-22 07:33:26,"134,25 €",Tsonga
-159.003316,Turks- und Caicosinseln,11:35:17,1973-05-07T12:10:44,2011-09-29 07:15:02,"37,20 €",Dutch
-97.070728,Südgeorgien und die Südlichen Sandwichinseln,17:31:31,1993-12-20T13:05:18,1995-07-27 22:58:15,"771,73 €",Urdu
-26.227972,Malediven,19:01:00,1976-02-04T02:26:38,2019-01-25 09:56:15,"7.564,24 €",Divehi
75.606119,Malediven,17:49:26,1992-05-19T14:47:09,1993-12-31 20:19:58,"2,58 €",Hausa
-108.173728,Nigeria,18:41:31,1993-11-03T16:53:14,2022-08-29 14:47:31,"407,34 €",Inupiaq
-175.428693,Marokko,04:50:14,1977-02-10T03:04:44,1978-05-29 01:14:59,"97.127,02 €",Gujarati
24.838684,Andorra,15:30:07,2023-04-08T01:25:24,1982-10-16 12:56:18,"446,98 €",Uzbek
131.865114,Bolivien,10:23:44,2009-03-03T16:31:42,2021-03-03 05:10:45,"9,38 €",Shona
-96.241562,Chile,23:49:13,2006-04-18T05:28:32,1982-11-24 03:21:16,"5,58 €",Javanese
41.854829,Färöer,09:46:31,1972-04-19T02:52:34,2007-12-08 02:51:09,"7.979,24 €",Finnish
-91.547334,Kasachstan,17:12:22,1977-10-29T07:00:18,2013-08-19 02:04:31,"97,69 €",Uighur
24.632208,Belize,13:36:12,2011-12-04T20:04:28,1971-10-17 09:32:50,"29,97 €",Macedonian
166.359604,Niederlande,07:43:30,1997-12-14T22:40:24,2005-04-08 08:08:47,"9,42 €",Sundanese
3.526917,Kasachstan,17:48:58,1979-03-04T13:55:35,1990-05-21 09:50:08,"9,65 €",Shona
91.732805,Montenegro,10:00:14,1972-05-03T13:52:54,2016-02-28 05:39:26,"3.008,75 €",Nauru
176.980698,Nordmazedonien,03:33:30,1972-06-18T07:16:55,2008-06-18 20:44:47,"2.341,30 €",Korean
68.701276,St. Vincent und die Grenadinen,14:12:53,1981-12-03T06:56:03,1984-11-15 01:48:34,"27,93 €",Tibetan
127.725259,Liberia,19:01:32,2020-10-22T07:57:23,1981-11-20 11:00:24,"716,12 €",Nauru
72.954702,Mikronesien,05:21:31,1970-03-04T12:58:01,1996-10-17 03:52:19,"59.794,00 €",Walloon
168.327552,Togo,15:51:18,1973-10-19T10:30:29,1995-11-04 14:40:46,"311,70 €",Norwegian Nynorsk
74.103839,St. Barthélemy,01:19:59,2011-02-24T02:04:54,2020-11-17 23:05:23,"6,12 €",Avaric
-102.963095,Amerikanisch-Samoa,07:32:02,2002-12-09T06:39:29,2005-03-31 16:01:12,"4.666,56 €",Dzongkha
124.551370,Komoren,01:57:49,2016-01-09T06:51:34,2020-06-16 09:08:58,"336,26 €",Northern Sami
-14.509609,Südgeorgien und die Südlichen Sandwichinseln,03:56:40,1977-03-19T19:31:47,1996-03-07 08:25:28,"68,96 €",Esperanto
63.188590,Bhutan,08:32:12,2015-06-11T03:25:25,1986-05-07 01:46:59,"88.055,67 €",Yiddish
-33.024727,Türkei,16:11:10,2017-12-29T13:58:30,2022-01-23 21:32:17,"27.819,50 €",Luba-Katanga
170.668234,Togo,03:04:59,1984-05-24T04:48:00,2023-04-19 11:08:36,"8,30 €",Burmese
-36.769345,Spanien,18:23:29,1991-10-17T03:27:02,1979-01-29 04:22:01,"61.259,46 €",Turkish
-12.586897,Laos,16:27:37,2021-07-24T12:45:09,1985-10-07 21:36:15,"360,46 €",Kurdish
