city,latitude,bank_country,iso8601,mac_address
La Tour-de-Peilz,59.5974855,CH,1978-10-14T07:23:57,ed:32:ee:46:1f:29
Kreuzlingen,-69.6326485,CH,1986-01-02T02:21:14,85:63:68:9c:40:99
Freienbach,-36.4843035,CH,2019-12-17T00:27:52,9d:67:53:7d:2a:93
Luzern,-29.1546495,CH,2010-07-05T06:14:02,ae:9f:76:1b:6f:d2
Schaffhausen,63.375071,CH,1972-06-26T07:39:46,bd:df:cd:12:f2:6a
Einsiedeln,5.4650675,CH,1970-12-05T00:37:26,9e:fd:67:04:56:a4
Bassersdorf,-23.552173,CH,2021-06-09T23:34:11,eb:05:8d:32:61:b8
Flawil,-69.7976085,CH,2021-10-31T23:40:53,c0:7d:04:58:10:75
Spiez,11.771415,CH,1986-06-15T00:56:18,8f:f0:6c:d4:28:bd
Münchenstein,-83.934623,CH,2018-03-25T18:01:19,8b:c4:a1:28:cb:70
Chur,47.3083605,CH,2012-03-30T07:12:51,2d:ab:9d:d8:d8:ed
Kloten,39.8677205,CH,1983-10-12T10:25:33,3a:fe:e0:02:f7:37
Worb,68.359613,CH,1991-04-30T17:31:59,d5:19:bb:40:57:57
Oberwil,64.929930,CH,1976-06-19T16:05:51,21:6d:e0:87:02:7a
Steffisburg,-31.463568,CH,1985-10-05T09:57:27,aa:80:13:95:f1:2d
Winterthur,82.0039745,CH,2013-10-06T17:52:14,b7:9d:34:84:ec:6a
Lausanne,-13.8820085,CH,1990-10-28T13:20:41,d3:cc:ad:98:87:26
Rüti,22.048716,CH,1982-03-18T07:41:31,13:e9:f6:1a:ff:9c
Affoltern,69.7245015,CH,2022-08-13T07:49:24,98:8f:06:ce:b8:6f
Freiburg,-9.936957,CH,1971-03-03T17:25:09,c0:be:c5:c8:dd:01
Meyrin,-18.1358585,CH,1980-06-01T17:17:38,16:3d:d4:a8:7b:01
Nyon,-75.864049,CH,2004-07-07T11:22:32,4e:1a:16:14:3a:4c
Brig-Glis,85.8382755,CH,1988-08-25T05:12:43,c0:22:1c:17:22:15
Worb,-47.7300265,CH,2012-08-23T07:27:40,7c:f1:e9:a2:da:53
Aarau,-73.058891,CH,1975-04-08T12:56:19,45:0c:94:d0:e4:cc
Burgdorf,69.4401445,CH,2011-11-20T16:24:08,53:01:e6:6b:d5:9c
Küsnacht,-40.352428,CH,2005-07-27T09:55:39,bc:67:f8:21:5b:79
Lyss,-34.450444,CH,1998-01-30T17:48:10,d9:31:74:0b:fe:2b
Bassersdorf,-41.045458,CH,1990-01-27T23:41:16,8a:af:9c:78:48:c6
Belp,67.675801,CH,2001-09-25T02:10:05,54:df:24:4c:a7:c6
Zürich,53.259952,CH,1981-01-08T14:42:42,19:0d:f3:40:48:0a
Lancy,-38.1669425,CH,2021-04-05T14:43:57,ea:b4:4d:54:2a:16
Lancy,86.998259,CH,1984-11-19T14:05:27,65:4a:ca:1a:f9:88
Cham,78.7643905,CH,1999-02-20T19:56:28,dc:0e:82:0e:f9:d2
Einsiedeln,-84.0339975,CH,1986-06-30T13:26:01,00:21:ce:13:3b:1b
Wohlen,78.193330,CH,1991-08-12T08:36:26,b7:36:6c:d9:2e:c2
Crans-Montana,2.449623,CH,1977-01-02T00:50:48,c0:57:19:92:c5:21
Rheinfelden,69.090573,CH,1985-02-05T05:42:42,49:70:1f:95:5c:1d
Val-de-Ruz,-6.597861,CH,2008-11-22T07:24:33,ce:f5:78:b1:d8:23
Wallisellen,-20.087575,CH,1978-11-06T23:38:35,23:3c:97:4d:f7:18
Gland,-29.2554085,CH,1988-05-22T21:32:01,15:25:40:53:a0:70
Köniz,78.737742,CH,1981-03-09T02:02:16,da:06:48:a9:3e:4d
Liestal,-1.520119,CH,1990-07-27T02:08:02,21:41:ff:59:29:05
Morges,-78.645262,CH,1994-11-26T18:47:55,7c:e6:56:ba:61:d5
Spiez,-42.8336995,CH,2022-09-05T11:21:24,9a:ac:57:bd:2a:45
Herisau,2.904578,CH,2018-01-26T10:30:31,61:0c:3e:e3:10:68
Burgdorf,20.932153,CH,2002-03-16T12:41:24,0b:57:d1:1d:cf:32
Luzern,-45.9823605,CH,2005-09-10T09:04:52,b1:30:58:eb:da:35
Glarus,11.8554695,CH,2018-05-05T06:40:14,2a:8e:87:1e:00:4e
Zollikon,42.295080,CH,2017-04-14T15:33:00,e6:50:31:b8:1f:e1
Dietikon,-4.646853,CH,1981-03-01T10:04:27,c3:36:7c:a1:4d:2c
Liestal,-65.869840,CH,2002-05-04T15:21:34,f3:f2:47:9c:d2:a0
Schaffhausen,-30.251728,CH,1983-02-28T05:42:12,bc:f1:61:90:7b:a2
Cham,-11.169852,CH,2020-08-06T05:51:40,ab:62:3e:60:ad:f5
Meilen,7.6339635,CH,2001-03-26T05:15:08,3c:c0:40:cb:3a:63
Wallisellen,-56.582637,CH,1987-01-05T14:41:18,f1:36:86:b5:92:67
Reinach,0.0425395,CH,1992-03-19T02:49:00,8f:92:f7:76:da:b8
Chêne-Bougeries,-82.9421945,CH,2022-05-24T01:41:23,52:42:86:10:b6:7b
Prilly,-61.4766105,CH,1988-04-10T02:43:31,e3:c3:b1:48:05:a7
Glarus,-8.5351375,CH,1985-04-14T05:19:09,ee:3a:69:4e:76:14
Kriens,-72.5857175,CH,2001-02-13T14:29:31,16:79:6f:f0:d0:64
Arth,55.742906,CH,1979-09-27T16:53:32,0a:09:2d:7a:09:e0
Le Grand-Saconnex,-41.872110,CH,1975-03-10T05:59:44,64:fd:da:ff:e7:88
Burgdorf,-0.3746035,CH,2000-06-03T15:33:24,63:77:4e:86:4e:24
Neuenburg,66.0023575,CH,1978-10-05T09:00:57,b9:d2:ed:d2:c4:c6
Arbon,88.7206025,CH,1980-07-24T02:13:54,55:df:b9:5c:bf:3d
St. Gallen,50.824895,CH,1974-05-13T00:03:05,52:54:3a:5c:58:10
Lenzburg,-83.6216655,CH,1999-02-03T00:41:57,ed:3f:ec:00:57:a5
Oberwil,-22.095503,CH,1986-10-27T16:09:41,db:4e:c4:da:99:99
Küsnacht,-88.9317215,CH,1975-05-28T17:18:01,6d:0a:82:dc:05:9b
Thônex,27.5646475,CH,1997-07-26T13:04:59,eb:90:37:84:25:82
Lenzburg,-21.500567,CH,1974-01-22T08:36:04,69:fe:7f:e2:ac:91
La Tour-de-Peilz,-6.9522065,CH,2011-09-14T04:37:55,c9:1a:36:e4:88:d5
Belp,-52.012069,CH,2010-07-06T21:00:21,a3:30:57:07:24:fd
Worb,-33.8459975,CH,2017-09-03T07:37:56,85:23:e0:7b:5a:24
Reinach,-76.0010845,CH,1995-07-21T20:53:02,74:8a:25:b5:f0:54
Wetzikon,10.340503,CH,1986-01-22T23:31:58,fa:b8:fd:97:dc:8f
Chêne-Bougeries,68.1989015,CH,1976-03-18T16:37:47,f0:d9:5f:9a:00:ab
Volketswil,-73.074792,CH,1986-11-23T04:38:02,df:bd:1f:27:0c:dc
Langenthal,0.8924555,CH,2000-08-11T13:08:31,ed:a8:d1:c5:34:c7
Regensdorf,-76.323313,CH,1982-05-30T06:53:07,b0:7e:4a:48:23:e7
Prilly,19.7354245,CH,2013-05-06T03:42:37,45:db:9c:ba:b1:dd
Val-de-Ruz,-49.465808,CH,2008-05-14T22:21:04,37:1d:b7:b2:5e:14
Wettingen,-49.0531535,CH,1982-05-09T12:13:36,fb:8b:a3:0a:6d:58
Genf,19.4975065,CH,1980-07-16T03:04:50,c2:92:6e:0f:22:01
Steffisburg,29.230431,CH,2001-04-27T16:00:09,ce:64:be:73:bf:84
Pully,-13.4536615,CH,2021-02-14T02:34:41,1e:83:65:c0:2c:20
Freienbach,-4.4264615,CH,2006-02-20T16:48:41,78:91:a4:aa:3b:fd
Adliswil,64.1753435,CH,1995-12-16T11:33:54,2b:18:be:20:44:94
Carouge,21.010903,CH,1984-04-02T16:38:18,2a:fd:48:cd:8b:90
