date_time,bank_country,language_name,mac_address,date,language_code,country,city,longitude,latitude,random_number,company,timezone,iso8601
2017-12-13 00:08:00,CH,Fulah,e2:91:48:91:af:ea,2003-06-15,ig,Barbados,Rheinfelden,110.800761,36.5173615,615,"Steinmann, Weibel and Friedli",Asia/Seoul,1999-03-06T19:36:17
2005-11-13 19:57:25,CH,Hausa,8d:64:e1:75:89:29,1994-11-04,pap,Ukraine,Freiburg,-115.883767,-75.5636795,34180300,Zingg PLC,Africa/Brazzaville,1997-09-30T18:52:56
2020-09-26 11:55:55,CH,Japanese,59:c8:8d:7a:2d:e0,2018-10-13,ks,Eritrea,Sursee,141.125187,-45.2184035,653045,"Merz, Amrein and Schäfer",Asia/Damascus,2014-06-16T08:00:29
2012-08-28 06:39:34,CH,Sango,68:6e:8d:c9:d2:d7,2001-03-28,or,Angola,Arth,-142.102707,12.6005085,829511745,Lutz Inc,Pacific/Chatham,1995-09-26T04:58:44
2013-11-01 21:25:35,CH,Yoruba,b0:16:1f:ee:77:b5,1987-12-03,sl,Cape Verde,Zollikofen,-118.205742,-68.669846,428223,Winkler Inc,Europe/Belgrade,2005-06-15T09:28:05
1989-09-20 20:42:47,CH,Rundi,6a:57:76:76:ef:4c,2004-11-27,yi,Panama,Frauenfeld,-51.035015,52.7916705,119009926,Frei-Häfliger,America/Guatemala,2013-08-12T04:40:32
1990-12-19 04:05:40,CH,Bihari languages,7c:3e:a8:27:ab:f0,2015-10-23,gu,Pakistan,Bellinzona,169.405363,-40.977980,875,Wüthrich-Küng,Asia/Rangoon,1992-08-08T11:22:52
2022-03-30 16:05:59,CH,Javanese,bb:24:05:13:58:5a,2008-12-16,sr,Uzbekistan,Maur,-73.027960,35.457439,318380,"Keller, Sigrist and Michel",Europe/San_Marino,2004-02-23T11:33:38
1984-06-19 10:46:52,CH,French,0d:f3:ad:dc:01:4a,1977-07-19,an,Taiwan,Thalwil,129.829370,-77.706657,747010546,Wehrli-Portmann,Europe/Andorra,2015-03-22T02:06:24
1981-08-02 19:09:25,CH,Finnish,6c:95:60:bd:72:a8,1980-01-26,tl,Sweden,Muttenz,-130.733616,-70.310733,9224926,Braun Inc,Asia/Amman,2022-05-18T23:00:35
1973-09-07 19:04:23,CH,Northern Sami,69:0f:aa:53:b6:80,1971-01-11,lij,Argentina,Birsfelden,-92.426660,-3.547735,7893293,Bachmann Ltd,Africa/Bangui,1973-09-22T19:45:22
2005-07-05 00:03:26,CH,Rundi,60:83:c2:30:e8:5e,1983-06-11,se,Mauritius,Frauenfeld,23.348495,-22.0482125,6946405,Isler-Rey,America/St_Kitts,2016-08-16T08:45:56
2008-10-28 16:43:12,CH,Tswana,a9:3a:2d:95:29:e0,2023-03-18,quz,Angola,Brig-Glis,28.941987,77.8310095,798,"Wehrli, Martin and Gasser",Pacific/Nauru,2010-10-27T14:58:11
1972-03-10 04:01:29,CH,Malagasy,ef:03:fb:71:62:29,1996-10-01,yo,Bosnia and Herzegovina,Risch,-172.887337,62.9886825,6285646,Eichenberger Group,Africa/Kigali,2008-05-30T06:43:41
2001-06-11 05:01:00,CH,Hiri Motu,20:3f:84:04:01:40,2010-09-08,sat,Oman,Dietikon,-116.388377,-36.1435135,0,Bernasconi-Wüthrich,Asia/Dubai,2000-02-15T17:01:03
1999-09-22 13:20:51,CH,Japanese,c2:f2:a7:cc:6b:ba,2020-09-12,he,Rwanda,Pfäffikon,-179.576618,3.486503,2224847,"Baumann, Vogt and Pfister",Africa/Malabo,2015-06-08T00:54:59
2022-04-23 15:25:08,CH,Interlingua,38:67:97:b2:92:a6,2018-10-17,niu,Costa Rica,Küsnacht,-108.092239,-2.513801,180341481,"Stutz, Stauffer and Knecht",Europe/Brussels,1974-11-12T07:31:33
1979-05-08 07:03:37,CH,Sinhala,a0:ba:ec:cf:39:16,1976-11-21,sl,Papua New Guinea,Spiez,153.454905,78.0974115,354,Benz Group,America/Caracas,1973-10-14T17:42:25
2022-08-04 05:01:18,CH,Ganda,cd:cd:f4:98:40:dc,2014-03-11,li,Kenya,Nyon,17.773642,56.169401,41458135,Hofmann-Stöckli,Africa/Kinshasa,2000-04-28T06:17:43
1994-09-20 18:42:47,CH,Abkhazian,02:a8:74:8f:8f:f2,2011-07-24,nr,Senegal,Winterthur,25.607825,-80.0547005,628873,"Hürlimann, Schoch and Benz",Europe/Sarajevo,2021-09-05T11:11:30
1981-08-01 07:17:00,CH,Malay,fc:d7:7e:63:f1:8c,2017-04-18,ta,Belarus,Stäfa,129.111245,-36.8101255,7,Meili-Kessler,Europe/Skopje,1972-01-09T01:09:12
1997-12-03 23:44:40,CH,Quechua,be:5f:8e:4f:27:1a,1978-10-10,ln,Bahrain,Lugano,-47.504271,40.295706,33233026,"Schürch, Sutter and Albrecht",Africa/Sao_Tome,2020-05-07T15:00:27
1994-03-14 23:51:06,CH,Aymara,30:42:54:fd:7c:81,1999-02-28,kk,Iraq,Emmen,-47.485395,80.943955,0,"Arnold, Mäder and Michel",Europe/Brussels,1989-06-14T00:26:49
1979-08-14 11:58:13,CH,Tahitian,15:86:13:e1:28:a7,1996-07-31,crh,Yemen,Möhlin,24.859701,79.6400505,618,Hunziker Group,Europe/Prague,1989-12-23T00:28:21
2018-07-13 12:14:06,CH,Kannada,ae:59:44:89:37:78,2017-02-26,ts,New Zealand,Lyss,18.041068,-38.955583,181030,Ferrari-Imhof,Europe/Monaco,1999-06-15T06:21:00
1992-10-27 17:16:14,CH,Sinhala,8a:dd:2e:20:77:de,1983-12-26,cv,Uganda,Locarno,-29.370925,74.8085425,935857323,Grob Ltd,Asia/Bangkok,1992-09-01T02:32:15
2009-01-24 03:38:41,CH,Tigrinya,3a:23:11:a1:ac:5f,1992-08-13,ga,San Marino,Amriswil,-136.895495,11.9249705,3486361,"Schoch, Blaser and Zollinger",Asia/Hebron,1971-08-31T13:47:56
2017-08-01 01:58:25,CH,Kongo,a1:f8:03:77:ef:20,2011-01-15,bhb,Moldova,Biel/Bienne,-109.403473,-47.0338095,5323189,Staub-Schwab,Europe/Skopje,2001-12-12T01:27:14
1999-12-10 11:56:41,CH,Bulgarian,ec:52:22:27:a2:12,2016-03-17,ta,Trinidad and Tobago,Urdorf,96.291657,-67.424381,7,Hartmann-Burri,Africa/Addis_Ababa,1991-03-08T12:25:12
2003-06-10 01:14:34,CH,Hindi,30:66:86:43:3f:98,2009-02-07,ky,Turkey,Lyss,137.319591,4.1280085,490793,"Bauer, Wirz and Wehrli",Africa/Maseru,1996-03-20T10:36:00
1974-03-31 06:22:11,CH,Occitan,d1:e6:45:5c:1f:e9,1978-09-05,ha,Mauritania,Liestal,175.482437,63.808149,628,"Scherrer, Meister and Moser",Asia/Riyadh,2002-07-10T12:57:25
2002-07-11 13:21:24,CH,Occitan,6b:68:47:14:47:4b,1983-12-29,os,Uganda,Montreux,25.479683,79.7026905,50322,Schmidt-Müller,America/Port_of_Spain,1974-11-25T22:05:43
2023-07-03 06:25:24,CH,Tahitian,14:0c:c1:e0:d4:ab,1971-10-27,tn,Mali,Ebikon,56.153206,42.3869605,42433,Hermann LLC,Africa/Blantyre,1988-09-21T01:28:04
2015-07-27 00:30:48,CH,Ojibwa,69:ef:65:f3:29:ba,2019-02-01,nso,Nicaragua,Dietikon,-40.192439,-8.047018,417379,"Marti, Jäggi and Wagner",Africa/Niamey,1975-09-25T07:10:38
2002-06-15 20:48:05,CH,Ido,9f:51:b7:a9:a6:95,2015-02-02,ja,France,Bellinzona,121.626678,-14.197717,5866371,"Forster, Wüthrich and Weibel",Africa/Mbabane,2008-10-14T08:28:38
1989-07-09 11:33:52,CH,Bambara,47:b0:fa:90:2b:be,1992-07-31,gl,Republic of the Congo,Grenchen,139.329769,40.9164195,954134,"Koch, Graf and Zbinden",Africa/Conakry,1982-09-28T02:45:05
2015-10-17 14:36:54,CH,Interlingue,d1:db:1f:35:69:6f,1977-08-29,ky,Uzbekistan,Glarus,70.529601,82.6597495,14024,"Bianchi, Staub and Beck",Asia/Kabul,2000-05-22T11:08:15
2000-12-11 20:47:30,CH,Kuanyama,2f:32:3d:1d:23:94,2011-05-04,ps,Eritrea,Thun,55.456174,-82.722484,4735,Flückiger-Braun,Africa/Bissau,1991-11-21T17:19:53
1987-04-01 23:23:13,CH,Aymara,2c:02:2c:7a:06:4c,2005-10-08,fy,Maldives,Aigle,77.740292,-56.681272,88437618,Gloor Inc,Africa/Abidjan,1984-01-20T07:35:11
1974-10-24 11:25:28,CH,Nepali,c0:db:9e:db:1f:d7,1983-05-31,ml,Eritrea,Baar,-21.932051,18.192701,8967,Arnold Group,Asia/Dushanbe,2006-03-09T09:58:57
1993-02-14 04:29:52,CH,Turkmen,31:e5:be:06:d9:90,1978-01-28,li,Mauritius,Solothurn,-167.597817,-81.291909,1841,Lüthi Group,Europe/Vilnius,1988-09-24T00:27:23
1982-01-24 09:00:40,CH,Igbo,f8:08:90:bb:e6:4f,2003-04-04,ne,Swaziland,Dietikon,12.397242,-83.3645435,794651474,Arnold PLC,Asia/Harbin,2005-03-21T19:45:31
2002-03-20 04:49:03,CH,Central Khmer,ae:96:99:f5:5c:3e,1971-12-24,wo,Vatican City,Herisau,-106.360811,35.6914765,4474399,"Gloor, Bättig and Keller",Atlantic/Azores,1994-11-04T08:48:28
1991-04-05 03:23:44,CH,Azerbaijani,06:b1:dc:e0:ba:89,1982-05-06,hy,Greece,Genf,65.926595,-27.248516,637,"Pfister, Suter and Lutz",Indian/Maldives,1986-02-26T11:41:24
1998-11-28 04:12:53,CH,Latin,e4:5a:70:66:4b:61,2008-03-09,niu,Jordan,Morges,-79.226158,63.1115305,441275,Baumann-Wenger,Europe/Monaco,2001-08-20T17:36:14
2013-08-17 04:57:41,CH,Occitan,8e:c6:c9:6e:78:70,1976-12-28,ti,Guinea,Regensdorf,138.067129,34.051477,811869,Schäfer LLC,Europe/Madrid,1971-09-03T20:15:29
1987-07-07 16:04:06,CH,Assamese,99:8d:e9:53:3f:bc,1979-06-11,lzh,Malawi,Kloten,163.979261,80.1472645,476296,Scheidegger Inc,Pacific/Funafuti,2016-11-24T22:18:43
1984-09-16 15:03:58,CH,French,fa:54:fa:d0:eb:16,2005-01-14,wo,Mozambique,Pully,-71.724155,85.5288095,43361849,Schmidt Ltd,Europe/Sarajevo,1975-04-28T19:44:36
1994-04-21 22:48:47,CH,Manx,1d:a0:a0:ef:8c:f5,1995-11-07,mn,Finland,Monthey,-153.984893,-67.613622,6627005,Sidler-Hotz,Indian/Comoro,1982-03-20T11:02:54
1997-07-19 19:40:58,CH,Albanian,8a:c7:62:5c:43:46,1975-10-06,ms,Vanuatu,Glarus,-48.666265,-65.9993565,4183371,"Aebi, Thommen and Schenk",America/Argentina/La_Rioja,1971-03-16T09:12:02
1977-03-13 00:35:35,CH,Interlingua,d6:5f:3d:7b:fb:ac,2003-09-05,wa,Namibia,Zollikofen,60.453691,33.2605925,2895,Steiger-Blum,Europe/Ljubljana,1975-06-11T07:00:00
2012-09-28 18:34:38,CH,Rundi,47:01:08:89:2b:ac,1990-08-26,bn,Chad,Adliswil,-49.731354,-70.048141,75,Michel-Meyer,Asia/Aqtau,2003-12-31T04:21:24
1973-05-29 16:32:08,CH,Swahili,96:cc:f5:c4:9f:f4,2004-12-01,sv,Moldova,Glarus,-40.287970,55.0789775,802,"Baumgartner, Kuhn and Schneider",Asia/Taipei,1996-10-20T21:05:17
2003-05-26 18:10:36,CH,Interlingua,0e:7d:0a:3b:93:28,1989-11-01,am,Cameroon,Horw,-65.878390,-62.720024,3,Jenni-Schär,Europe/Rome,1992-05-26T19:10:31
2020-10-22 13:46:07,CH,Komi,fe:b2:49:b1:c3:40,2002-12-02,oc,Nauru,Muttenz,-142.317181,-76.6544805,33745,"Senn, Frey and Lehmann",Europe/Berlin,1982-12-15T21:07:06
1997-05-07 08:25:09,CH,Romansh,f2:92:a8:47:9d:d6,1982-10-27,th,SÃ£o TomÃ© and PrÃ­ncipe,Brugg,-177.808927,88.0038925,96645,Maurer-Schaller,Africa/Bujumbura,1999-11-18T19:25:00
1988-10-08 21:53:23,CH,Belarusian,86:0c:d2:42:12:ba,1989-04-22,ga,Sudan,Morges,-164.080192,-28.3414725,94291,Gut Inc,Asia/Dili,1983-12-31T22:54:29
2008-12-17 06:59:05,CH,Wolof,50:22:57:64:ca:c8,2009-01-06,li,Iraq,Rapperswil-Jona,8.527522,73.8309105,879941971,"Tanner, Steiger and Ott",America/Panama,1977-09-18T04:59:03
2007-02-06 07:38:00,CH,Kashmiri,0a:f5:5f:13:62:9a,1972-08-18,ff,Cuba,Steinhausen,67.445112,39.2110215,8,Scherrer-Schneider,Asia/Colombo,1977-07-12T19:20:48
1973-03-07 14:01:09,CH,Corsican,28:55:0c:a5:8f:3f,2017-01-01,tcy,Brunei Darussalam,Belp,-111.196359,-60.5490475,1,Fischer LLC,America/St_Lucia,1981-06-03T22:24:15
1993-04-18 04:09:53,CH,Faroese,de:15:35:fd:b4:7f,1984-10-07,brx,Tanzania,Pratteln,-108.163452,85.216279,750,"Wenger, Herzog and Kägi",Europe/Copenhagen,1991-06-03T06:29:29
2004-04-12 11:33:03,CH,Kazakh,5f:15:e9:c7:fb:1b,1992-01-09,ne,Eritrea,Genf,19.410007,72.779782,16229,"Giger, Gloor and Hafner",Africa/Banjul,1970-08-10T07:01:52
2020-02-14 11:37:25,CH,Interlingue,01:23:23:64:39:0a,1999-08-05,mg,Libya,Volketswil,129.597413,-37.795498,890,"Lehmann, Näf and Stutz",Asia/Baku,2008-03-18T00:23:33
2007-10-18 04:09:59,CH,Sinhala,a5:5c:30:e1:6a:9b,2001-02-17,ckb,Grenada,Vevey,-57.672407,1.256477,541823,Hess PLC,America/Caracas,1984-04-21T01:00:47
2007-09-10 06:20:47,CH,Yiddish,1f:b7:75:d8:25:de,1976-10-27,uk,North Korea,Herisau,132.682986,55.012153,914566,"Zbinden, Steiner and Aebi",Europe/Prague,1998-01-22T02:22:55
2012-08-16 08:50:46,CH,Armenian,71:01:9f:aa:35:23,2001-10-20,an,Cambodia,Steinhausen,81.090750,-31.327553,337803405,Bättig LLC,America/Thunder_Bay,2018-12-28T16:34:04
1988-12-19 05:01:46,CH,Tibetan,35:a0:2a:d0:78:ae,2003-05-06,ss,Sri Lanka,Männedorf,-175.307242,-79.6686845,9727367,"Gfeller, Burri and Schumacher",Africa/Lagos,2014-07-16T01:56:33
1986-03-13 10:02:01,CH,Tswana,ff:4b:d1:ed:0d:de,2000-03-01,gv,Ghana,Risch,144.564145,-27.1240535,871660,Wolf LLC,Pacific/Apia,2020-08-04T06:25:52
2014-06-29 11:38:29,CH,Armenian,06:f9:88:fa:8d:b9,1979-10-14,is,Jordan,Meyrin,-67.998535,26.9275615,6,"Schlatter, Käser and Brun",Africa/Bangui,1994-09-27T07:49:16
1977-10-15 08:44:54,CH,Portuguese,cd:69:48:2d:e8:d7,1975-08-25,pt,Comoros,Brig-Glis,-53.237052,87.505201,29,Hasler-Albrecht,Africa/Kampala,1989-05-21T05:22:27
1971-05-01 19:36:57,CH,Lithuanian,01:b0:f2:80:c3:3d,2016-03-12,bem,Mozambique,Ebikon,-177.034757,43.665304,9966,"Hermann, Lehmann and Jäggi",Africa/Nouakchott,2020-12-13T05:07:47
2004-07-17 03:11:48,CH,Herero,44:11:ac:ea:cf:e0,1977-02-06,te,South Africa,Wetzikon,92.393280,11.694380,57664,Baur Inc,Africa/Luanda,1984-06-06T18:09:41
2004-04-07 18:35:00,CH,Basque,b8:4a:c1:22:5a:64,1998-06-05,gu,Slovakia,Richterswil,-29.952833,40.423345,156087,Berger-Stöckli,Africa/Nairobi,2017-05-05T02:27:23
2009-06-01 10:16:21,CH,Kazakh,e4:f8:87:42:0d:5e,2012-12-10,it,Poland,Freiburg,2.862232,25.928685,30,"Schärer, Wirth and Leunberger",Europe/Chisinau,2021-09-02T19:57:38
1986-12-09 00:18:26,CH,Tibetan,6f:58:e7:c6:2a:ba,1983-12-26,om,Oman,Neuhausen,175.178661,-27.7146515,10727,Gfeller-Schuler,Asia/Taipei,1992-04-11T05:58:36
2014-09-05 10:04:38,CH,Azerbaijani,47:4e:74:1d:54:15,2006-03-24,gd,Afghanistan,Pratteln,-178.034496,-33.2369225,1198,"Fankhauser, Lüthi and Vogel",Africa/Ouagadougou,1990-12-10T20:24:41
1994-11-29 20:53:58,CH,Faroese,dc:5a:6e:31:9b:9c,2004-10-05,ml,Georgia,Freienbach,-87.757700,68.3086525,369,Steinmann Group,Africa/Kigali,2004-09-19T15:52:43
2019-12-27 22:33:35,CH,Italian,30:d9:59:d7:27:8e,1996-08-01,om,Tanzania,Maur,-178.963214,-59.413564,403716,Walder Inc,America/Chihuahua,2005-03-26T04:38:03
2002-11-23 11:26:58,CH,Marathi,47:66:03:05:9f:cd,2021-07-07,om,Estonia,Spreitenbach,-13.786729,8.7836385,5324876,"Gasser, Lustenberger and Stöckli",Asia/Damascus,1984-05-14T10:57:59
1982-06-27 05:33:03,CH,Chichewa,89:54:91:2b:ee:b3,2002-10-29,eu,Serbia,Pfäffikon,90.478249,69.5879655,14787090,Ernst and Sons,Europe/Tirane,2014-07-17T11:09:43
1999-11-18 06:48:08,CH,Tamil,5f:df:2e:c5:7d:32,2020-09-13,ur,Denmark,Biel/Bienne,-49.639666,-1.2973945,28,Wyss LLC,Indian/Mauritius,2021-01-31T07:48:28
1989-05-08 14:00:28,CH,Lithuanian,84:82:d5:0d:8e:22,2017-05-21,gez,Papua New Guinea,Bülach,-121.782457,18.2020775,7753444,Wettstein and Sons,Asia/Tokyo,1977-08-15T07:59:16
2017-08-08 00:22:49,CH,Irish,a5:e9:3a:d9:07:9e,1987-09-24,pl,Portugal,Thalwil,-106.808205,-0.767710,24790,"Walter, Seiler and Michel",Pacific/Chatham,1976-10-08T17:58:29
1996-09-13 14:11:44,CH,Marshallese,ec:bc:78:3c:eb:c6,2002-02-04,mni,Serbia,Lausanne,120.003876,84.439993,51980,Lang Inc,Asia/Qatar,1975-02-08T23:15:24
1970-01-10 07:05:20,CH,Inuktitut,94:1a:2e:75:d3:73,1996-11-27,te,Ukraine,Davos,-32.441626,-71.9931995,5307977,Hofmann Inc,Indian/Maldives,2012-12-20T17:00:04
1997-06-15 04:05:42,CH,Zhuang,3e:e1:6f:0b:d1:79,1979-08-30,en,Mauritius,Brig-Glis,-10.664411,20.759086,312,Siegrist PLC,Asia/Baku,1979-03-23T22:40:09
2009-12-09 17:50:12,CH,Georgian,e2:82:60:05:63:46,1986-02-16,shs,Cambodia,Liestal,17.474079,-28.302658,6207754,"Isler, Hirt and Huber",Asia/Amman,2012-12-06T18:06:01
2008-12-09 12:51:11,CH,Georgian,88:a2:d5:cc:f8:1c,2005-12-06,te,Guinea-Bissau,Bern,-164.750333,29.8669615,423185,Baumann-Brunner,Europe/Monaco,1997-11-17T12:49:56
1972-09-24 16:21:23,CH,Somali,7b:4e:4f:8d:01:5e,1993-06-14,sd,Argentina,Olten,-178.760536,71.400469,408411030,"Ott, Roth and Hofstetter",Europe/Monaco,1980-01-31T06:16:54
1984-11-27 14:28:43,CH,Tonga,ba:ad:8c:fe:a9:e8,1992-06-07,apn,Cambodia,Montreux,-78.745087,-9.991241,45497595,Meyer-Brunner,Europe/Prague,1972-07-04T22:42:12
2003-10-06 00:38:02,CH,Mongolian,78:6b:37:8e:d9:b6,2017-03-31,hi,Chile,Dietikon,-170.717151,-44.607980,7333100,Moser LLC,America/Jamaica,1990-03-26T00:20:10
2020-07-30 21:25:32,CH,Panjabi,be:d1:19:71:00:7b,1991-08-05,gd,Portugal,Muttenz,150.751140,49.1722785,787617,Wüthrich and Sons,America/Asuncion,1999-05-11T19:27:38
1985-09-30 08:39:59,CH,Tahitian,92:13:06:f0:41:86,2006-12-09,sr,Botswana,Wädenswil,62.865959,5.8996175,4646,Kälin-Wegmann,Asia/Katmandu,1981-07-01T09:29:32
2004-07-14 15:14:20,CH,Ewe,07:b7:26:87:16:8e,2018-06-05,tk,Sweden,Gland,-60.858623,26.2228205,5125472,Friedli and Sons,Asia/Nicosia,2017-12-18T21:05:43
2020-10-22 00:01:03,CH,Bosnian,78:24:94:d1:34:ae,1979-01-25,nan,France,Muri,-61.259654,-66.795529,29165380,"Bader, Burri and Peter",Europe/Monaco,1972-02-24T12:45:28
2006-01-26 01:53:13,CH,Sundanese,57:88:f9:fe:76:3e,1996-04-03,hi,Tajikistan,Chur,101.535030,19.1833795,7817,Hofstetter-Wehrli,Asia/Gaza,2022-03-28T03:53:35
1973-05-28 02:15:46,CH,Wolof,35:96:f7:07:bc:db,2000-08-17,uz,Luxembourg,Illnau-Effretikon,-38.472362,24.464551,86247808,Wirth Group,Europe/Minsk,2006-11-24T06:31:37
1971-11-13 12:54:46,CH,Yoruba,06:51:28:d8:c5:08,2015-01-20,kl,Marshall Islands,Bellinzona,130.140899,80.8532755,21208373,"Wagner, Merz and Brun",Atlantic/Reykjavik,1980-11-27T12:32:38
1992-06-19 03:32:52,CH,Hungarian,c8:bb:eb:1f:1d:eb,1986-08-21,or,Zimbabwe,Frauenfeld,117.140578,29.931280,528,"Lustenberger, Forster and Peter",Europe/Brussels,1973-06-06T19:19:32
1970-04-24 03:23:41,CH,Rundi,c6:df:e0:e3:3b:01,2012-12-16,doi,Bhutan,Onex,-171.468765,9.5525065,58479,"Portmann, Leu and Steiner",Europe/Berlin,2012-12-29T17:35:01
1974-11-06 17:43:30,CH,Bengali,f0:a4:36:61:2f:47,2006-09-18,niu,Jamaica,Wallisellen,-74.350878,-63.0103055,785,Stocker-Lüthi,Indian/Mauritius,2014-01-13T05:45:49
2023-01-11 03:01:17,CH,Quechua,c1:59:60:f1:7f:d3,2008-08-18,cs,Yemen,Münsingen,133.820288,-86.5786795,745985542,Weibel-Kaiser,America/Asuncion,2022-06-08T22:08:54
2022-06-14 21:28:23,CH,Azerbaijani,02:38:92:7d:7a:1a,1976-12-19,ayc,Canada,Freienbach,91.501423,-82.9081035,329,Imhof Ltd,America/Paramaribo,1991-04-03T07:27:37
2000-02-09 21:46:18,CH,Tatar,f8:27:66:7f:40:78,1989-03-25,sv,Portugal,Wallisellen,-39.122560,47.1882205,286,"Brun, Bernasconi and Steinmann",Europe/Copenhagen,1986-10-15T11:00:22
2011-10-24 06:53:59,CH,Mongolian,8b:23:67:5a:8b:f4,1981-10-24,kk,Tanzania,Wohlen,-74.095370,49.403921,694538,Herzog Group,Europe/Stockholm,1974-09-10T01:53:29
1994-08-29 04:42:02,CH,Dzongkha,8a:75:00:9b:5b:ed,2005-08-26,sv,Dominica,Hinwil,-59.816552,26.7616675,9630820,Bolliger-Iten,Europe/Amsterdam,1992-07-15T04:04:45
1980-02-11 04:53:24,CH,Tahitian,de:3c:0a:b5:c9:aa,1979-09-05,sc,Jamaica,Solothurn,-119.687148,-75.8289125,1,Bachmann-Huber,Asia/Qatar,2017-07-25T13:43:41
1978-05-24 09:33:04,CH,Sardinian,a9:45:06:7e:eb:9c,1971-07-31,or,Eritrea,Lugano,-79.794804,17.2929645,267204425,Hirt Ltd,America/Jamaica,1993-02-24T02:59:46
1986-08-16 18:27:17,CH,Malay,30:d2:ea:81:62:7c,1978-02-08,ha,Pakistan,Illnau-Effretikon,-101.334324,48.6090595,485,Mäder-Schmid,Indian/Mauritius,1991-06-10T12:50:48
1995-11-22 17:19:10,CH,Basque,d1:cb:07:24:1a:63,1980-08-18,sid,Norway,Bern,47.125194,-36.969192,872052376,Hofmann and Sons,Europe/Warsaw,2002-07-18T09:51:36
2001-06-19 20:10:06,CH,Tigrinya,e7:b9:13:82:fc:3c,1996-09-30,mt,Fiji,Solothurn,-142.483291,28.0629105,344299,Schaub-Ackermann,Europe/Amsterdam,1979-03-23T17:46:34
1977-01-26 18:17:42,CH,Irish,d3:b4:51:b8:5e:18,2007-11-05,ur,Barbados,La Chaux-de-Fonds,-147.025556,16.976874,6,Stucki Group,Asia/Qatar,1985-04-03T21:00:43
1984-06-27 21:06:18,CH,Ewe,57:6f:d2:2e:67:a6,1970-01-05,tr,Botswana,Schaffhausen,-21.757890,-85.858303,7323273,Lang Ltd,Asia/Qatar,1976-09-13T17:33:38
1985-05-28 18:30:15,CH,Icelandic,d7:8e:b7:56:9a:f4,1981-10-08,doi,Morocco,Belp,131.362444,-3.098780,8752,Tanner PLC,Europe/Vatican,2018-12-05T02:40:55
2011-03-08 11:28:05,CH,Lithuanian,d5:9a:ae:6e:70:5e,2006-06-18,kn,Slovenia,Meyrin,-52.217682,-58.199705,536,"Winkler, Zbinden and Furrer",America/Lima,1979-06-10T15:13:44
2020-11-11 22:17:42,CH,Slovenian,83:13:5d:b9:37:3f,2017-02-07,et,Andorra,Küssnacht,-26.772414,-44.561070,45,Rey-Vogel,Europe/Helsinki,1995-10-15T12:59:05
1996-08-13 14:16:52,CH,Romansh,c1:cb:59:01:b2:b7,1984-01-18,ve,Dominican Republic,La Chaux-de-Fonds,-52.656375,88.718308,512797331,"Martin, Bieri and Friedli",Asia/Yerevan,2016-12-26T17:09:07
1991-03-03 10:37:17,CH,Kuanyama,15:62:7e:e2:37:c2,2005-12-10,hy,Montenegro,Chêne-Bougeries,114.786640,60.360084,1,Isler PLC,Africa/Casablanca,2009-01-02T19:10:49
1982-10-02 16:13:24,CH,Nauru,42:49:7e:72:0c:ad,2019-06-18,ia,Japan,Val-de-Ruz,-23.257696,45.6009775,3496,"Fuchs, Schaller and Gross",Africa/Windhoek,2014-01-03T06:50:52
2022-03-12 10:52:39,CH,Arabic,6e:0f:11:ab:86:80,1990-09-16,tk,Antigua and Barbuda,Biel/Bienne,96.188220,84.1258215,983,"Küng, Hafner and Blum",Europe/Skopje,2005-04-28T12:46:54
2006-09-11 12:49:28,CH,Northern Sami,7d:41:c2:48:91:af,1978-12-12,kok,South Korea,Lausanne,-125.072352,10.008315,920,"Ackermann, Iten and Kohler",Africa/Maputo,2014-12-01T23:49:30
2012-01-22 02:49:12,CH,Rundi,b4:af:22:85:7d:c3,2010-04-17,ga,Uzbekistan,Bulle,128.571640,26.1176105,592,Winkler-Baumann,Asia/Jayapura,1988-08-04T09:32:50
2007-01-25 01:32:47,CH,Samoan,2f:b8:08:6c:de:00,1993-06-17,dv,Nauru,Muri,123.358818,-79.1152545,502728,Schär Group,Asia/Karachi,1978-01-18T17:50:42
1982-10-04 00:40:21,CH,Kurdish,14:e0:9b:db:93:ef,1974-03-20,th,Poland,Le Grand-Saconnex,-140.381213,88.4932315,591573772,Sutter-Hürlimann,Europe/Sarajevo,1979-05-17T21:50:13
1995-03-29 07:11:04,CH,Malay,eb:b4:b1:60:94:3b,1984-08-16,id,Kazakhstan,Rheinfelden,10.065818,-43.1220065,1007930,Hirt Ltd,Europe/Helsinki,2012-06-21T10:34:38
2019-07-09 19:58:25,CH,South Ndebele,b5:17:67:af:f1:e4,1990-10-25,wa,Argentina,Nyon,-101.012751,-44.4163695,931299470,"Meili, Stadelmann and Brun",Africa/Libreville,2014-03-28T23:21:59
1971-11-24 00:57:47,CH,Pali,1b:f9:db:da:5f:ba,2006-02-28,tn,Myanmar,Val-de-Ruz,110.043660,-69.822412,908,Vogt-Keller,Africa/Casablanca,1988-04-12T14:59:46
1976-07-03 11:41:59,CH,Aymara,f2:6d:e1:e2:10:a0,1975-04-20,as,Cuba,Aesch,69.895582,-14.739690,84428,"Gasser, Hirt and Ackermann",America/Dominica,1999-02-11T06:53:26
1971-02-15 14:38:04,CH,Bashkir,05:e5:c6:14:f7:53,2019-04-25,ar,Rwanda,Luzern,-161.747743,19.8331775,596100,Staub Group,Asia/Qatar,1996-07-15T07:37:10
