iso8601,pricetag,company,timezone,language_code,date,date_time,file_name,country,city,latitude,bank_country,hostname,mac_address,random_number
2019-04-22T14:12:08,"10,54 €",Zirme Etzold GmbH,America/St_Lucia,nso,2016-07-10,2004-10-09 02:06:12,wollen.flac,Benin,Delitzsch,60.5386905,DE,lt-92.putz.com,3e:44:20:f5:3c:e7,753
1980-08-01T19:29:09,"5.831,50 €",Neuschäfer Henck GmbH & Co. KGaA,America/Guatemala,ml,1986-03-21,2014-12-29 08:32:47,wahr.doc,Bosnien und Herzegowina,Stendal,68.4730855,DE,email-19.seidel.de,ab:f7:67:26:83:5d,49861531
1997-07-20T14:50:43,"23,44 €",Bärer AG,America/Nassau,sv,2015-07-19,2003-04-30 21:06:41,ins.js,Kambodscha,Hohenmölsen,41.1349175,DE,srv-77.trommler.de,0d:b9:f7:67:ca:c9,46617
1989-05-29T13:15:10,"361,98 €",Börner OHG mbH,America/Belem,pap,2007-06-07,2015-08-23 22:16:48,fertig.json,Sierra Leone,Recklinghausen,12.046863,DE,laptop-17.fiebig.com,af:38:46:b0:33:1c,15595
2009-12-29T03:10:47,"38.375,48 €",Rogge,Africa/Tripoli,sl,2006-12-22,1995-02-15 22:20:00,ihr.avi,Äthiopien,Angermünde,68.8936055,DE,laptop-99.davids.com,fc:6f:e7:52:15:c1,60
2011-10-23T04:29:09,"2.357,92 €",Henck,Africa/Brazzaville,dz,1978-04-01,1972-01-21 01:52:05,Blume.html,Papua-Neuguinea,Wolfenbüttel,-34.0228225,DE,desktop-18.bolzmann.de,28:45:29:70:4c:5a,142528
1992-11-13T22:28:13,"61,87 €",Kobelt AG,Asia/Katmandu,nan,1984-10-07,2021-10-23 10:32:45,neun.png,Taiwan,Saulgau,82.854460,DE,lt-32.mitschke.com,11:57:15:84:33:be,72628
2007-10-06T22:13:14,"6,62 €",Bloch,America/Whitehorse,lv,2016-09-29,1971-05-26 13:49:56,wichtig.jpg,Salomonen,Gelnhausen,-69.321641,DE,laptop-99.wilmsen.net,a2:83:14:cf:55:be,5753
2010-07-19T00:40:39,"15,62 €",Aumann Klemm GbR,Africa/Maputo,th,1987-10-18,2018-07-07 11:37:54,Auge.flac,Kuba,Fürstenfeldbruck,-24.072849,DE,srv-72.jockel.com,64:d4:7c:02:0b:0d,3975386
2015-10-26T14:53:08,"74,80 €",Zahn,Europe/Vaduz,sl,2019-12-01,1974-06-27 09:52:48,dunkel.html,Angola,Aschaffenburg,41.6571575,DE,desktop-55.wagenknecht.com,bc:97:52:99:e6:11,6501213
1989-08-17T12:08:52,"9,95 €",Ullmann e.G.,Asia/Muscat,ts,2007-01-28,2017-03-25 07:13:50,Himmel.csv,Jersey,Backnang,57.060703,DE,email-82.weiss.de,31:6e:6b:f2:f2:50,3539288
2004-02-03T22:23:56,"722,11 €",Karge AG,Asia/Magadan,lv,1984-08-14,2000-04-02 18:09:15,Sache.mp3,Republik Korea,Querfurt,-22.524111,DE,web-26.davids.net,2a:cb:02:65:35:94,84576082
1986-08-30T00:48:45,"56,96 €",Karz,Asia/Taipei,csb,1999-01-23,2001-01-30 18:21:11,Fenster.json,Bermuda,Zerbst,-41.900322,DE,srv-79.heser.de,ee:da:ca:36:9b:f1,4
2006-04-21T16:52:40,"79,40 €",Mälzer GmbH,Indian/Maldives,id,2011-07-31,1970-07-30 05:41:37,ziehen.xlsx,St. Barthélemy,Tecklenburg,38.3723725,DE,srv-48.etzler.com,73:f6:10:06:f6:58,39602784
1977-07-31T23:09:47,"4.886,72 €",Bärer Caspar AG,America/Paramaribo,fo,1999-07-25,1982-12-30 23:16:10,wichtig.json,Papua-Neuguinea,Burgdorf,87.4186955,DE,srv-31.mohaupt.com,29:a7:87:71:23:27,63470909
1996-11-14T13:56:23,"197,57 €",Noack Jockel AG & Co. OHG,Asia/Kuching,am,1988-01-20,2006-03-03 10:27:41,sie.jpg,Martinique,Emmendingen,-5.451888,DE,web-03.trommler.com,09:4b:e5:3a:73:ab,57853
2003-10-08T04:53:39,"78.893,47 €",Löffler,Africa/Cairo,fur,1978-12-19,2012-11-24 08:16:43,Schnee.numbers,Guatemala,Neustrelitz,-87.578691,DE,desktop-73.hoffmann.com,6a:1c:75:b2:2a:5c,56266028
1977-01-03T11:30:10,"52,67 €",Butte GmbH & Co. KG,Africa/Lagos,lo,1978-04-11,1996-05-09 15:48:01,antworten.html,Griechenland,Witzenhausen,23.836766,DE,laptop-39.stahr.de,ab:0a:d0:a0:4d:da,181834
2013-09-24T14:03:54,"256,62 €",Bonbach,America/Costa_Rica,az,1984-06-23,1984-02-05 19:57:24,nehmen.gif,Brasilien,Klötze,-51.160272,DE,laptop-60.dippel.de,03:72:d3:98:86:aa,38484380
1991-03-15T15:04:24,"3.317,72 €",Löwer,Asia/Samarkand,tr,1977-07-06,2013-07-12 02:14:38,Boden.mp3,Republik Korea,Herford,-54.451133,DE,srv-41.jungfer.com,c9:36:fd:ab:f6:ab,5332
2005-12-22T03:24:08,"3.964,24 €",Gnatz GmbH,Europe/Lisbon,mi,1985-07-18,2011-12-26 23:08:27,traurig.jpeg,Sierra Leone,Neustadt am Rübenberge,-81.415867,DE,lt-12.girschner.org,7d:a4:5f:ad:d8:3a,694859966
2014-05-19T18:04:04,"85,77 €",Krein GmbH & Co. KG,America/Managua,lb,1972-06-26,1970-06-06 15:34:46,danach.avi,Australien,Northeim,15.6226035,DE,db-25.raedel.net,e5:7d:c5:a8:9c:2e,55792275
2019-03-25T08:45:52,"751,50 €",Wulf AG,Africa/Bangui,tcy,1975-01-18,2022-10-01 01:08:22,dumm.flac,Lesotho,Sömmerda,-23.844235,DE,lt-57.schlosser.com,68:9b:c9:6c:cb:4c,92982129
2016-08-14T16:55:58,"70.812,04 €",Karz GbR,Europe/Stockholm,hak,1997-09-03,1987-09-18 13:53:13,rot.png,Tonga,Bremen,-65.6161685,DE,desktop-48.heydrich.net,50:54:04:9e:5b:3e,7705586
1979-01-11T12:52:12,"49.978,90 €",Fritsch Pärtzelt AG,Europe/Kiev,mai,2019-01-23,2018-07-28 05:45:48,Lehrerin.flac,Malediven,Gelnhausen,0.735163,DE,srv-39.lange.de,57:70:f1:cf:94:fd,3317
1989-06-26T14:54:55,"784,09 €",Gude,Africa/Libreville,tg,2006-11-13,2013-01-16 07:51:53,Geschenk.jpg,Nicaragua,Erding,25.145358,DE,web-21.roskoth.com,de:1b:a3:36:2b:92,34921288
1999-03-31T04:12:13,"7,98 €",Hethur,Africa/Porto-Novo,pa,1998-03-31,1978-07-13 19:01:22,fangen.bmp,St. Kitts und Nevis,Amberg,75.1431625,DE,srv-30.doering.org,a5:b5:d4:be:8f:ff,8991397
2021-07-10T19:52:13,"74,82 €",Weinhold Seip GbR,Pacific/Apia,quz,1978-08-28,1978-09-30 04:49:05,fressen.mp4,Kokosinseln,Altötting,-73.8562905,DE,laptop-63.heintze.de,02:4f:9d:45:bd:c2,9484975
1990-10-23T06:22:29,"10,49 €",Hermighausen,Asia/Choibalsan,ayc,1981-09-30,1977-10-15 13:26:15,bin.jpg,Amerikanisch-Samoa,Miesbach,64.0301445,DE,srv-30.reuter.de,18:d8:33:4b:2a:25,70452
2023-05-30T20:00:22,"89.454,57 €",Drewes,Asia/Calcutta,bs,2010-03-29,2012-08-13 09:06:27,Zahl.mov,Russische Föderation,Pasewalk,54.5451035,DE,laptop-49.putz.com,fe:b6:f0:2e:55:3b,91045877
2004-08-12T02:07:45,"76,69 €",Röhrdanz AG,America/Paramaribo,es,1979-07-21,2017-02-22 01:50:12,waschen.css,Südgeorgien und die Südlichen Sandwichinseln,Rudolstadt,26.473348,DE,web-68.wilmsen.com,3c:0e:22:c9:00:0f,60553750
2002-03-12T21:43:37,"47,67 €",Kreusel,Asia/Brunei,uk,1973-07-26,2017-11-10 04:16:00,Mann.json,Dominikanische Republik,Gräfenhainichen,-73.555077,DE,laptop-77.graf.net,96:9f:63:28:b1:d5,87137
2001-12-27T19:01:37,"201,16 €",Scholl KG,Europe/Andorra,hne,1987-02-01,1990-04-04 04:25:30,vorbei.webm,Türkei,Gelnhausen,-30.506283,DE,laptop-81.ackermann.de,c2:95:64:95:41:be,21
1997-01-21T07:34:56,"7,06 €",Barth Ritter GmbH & Co. OHG,America/Bogota,bem,2016-02-03,2012-08-28 15:55:09,Hase.mp3,Demokratische Volksrepublik Korea,Kleve,-58.435277,DE,email-92.luebs.com,1e:d4:4a:a6:c5:dd,622724
1987-11-15T02:14:04,"295,65 €",Gunpf Eigenwillig GmbH & Co. KG,Africa/Kampala,wae,1984-06-14,2004-07-17 15:53:25,weg.js,Vereinigte Staaten,Eilenburg,55.0882415,DE,db-19.schuchhardt.de,56:fd:96:0e:00:8c,78
1973-04-20T03:08:27,"193,07 €",Hermighausen,America/Caracas,lt,1984-05-13,1999-08-19 11:55:28,braun.txt,Kuba,München,68.2673955,DE,desktop-88.hendriks.de,a2:54:f4:6d:83:33,8881
1998-08-28T09:07:01,"8.073,10 €",Hermighausen e.G.,Africa/Lome,ayc,2003-10-18,2010-10-28 14:56:04,Auge.flac,Montenegro,Parchim,42.4755945,DE,laptop-85.hein.de,3f:31:e8:25:e1:f7,966557193
2021-01-27T10:21:48,"4.061,62 €",Margraf Trüb e.V.,Asia/Dubai,en,1970-08-07,1973-09-14 01:32:04,um.xlsx,Malta,Leipziger Land,-12.5701245,DE,email-52.hauffer.de,b3:2c:0d:2e:aa:a2,559294
1970-09-29T20:10:53,"413,14 €",Roskoth GbR,Europe/Tirane,ku,2001-06-23,1993-07-12 10:59:09,gerade.bmp,Italien,Pößneck,89.1446835,DE,laptop-19.riehl.com,1a:de:50:8a:70:d1,649836
2006-11-18T15:22:00,"95.084,88 €",Reinhardt Sontag AG & Co. OHG,Europe/Skopje,ber,2015-10-25,2022-05-31 01:48:52,hoch.jpg,Mauritius,Bergzabern,-76.9946635,DE,lt-07.saeuberlich.de,7a:14:44:5e:ad:b1,9
2021-06-30T20:46:41,"44.686,42 €",Adolph Mangold KG,Europe/Warsaw,gl,1973-04-16,2005-07-18 02:51:07,Name.csv,Costa Rica,Saulgau,-1.0521485,DE,desktop-76.hoelzenbecher.com,de:09:1a:59:1e:77,977839
2005-11-15T02:14:19,"6.985,80 €",Ortmann GmbH,Europe/Tallinn,fi,2010-03-05,2009-10-17 16:02:26,sollen.numbers,El Salvador,Bad Mergentheim,29.0536965,DE,srv-13.junken.net,65:72:67:f4:06:57,777697
1991-02-13T19:26:34,"152,11 €",Franke AG & Co. KGaA,Pacific/Truk,fa,1990-01-01,1994-10-10 10:13:01,Glas.mp3,Albanien,Badalzungen,-75.9880405,DE,laptop-07.baehr.com,c9:b8:af:0e:e2:ad,0
2010-01-21T11:53:51,"466,55 €",Rörricht Stiftung & Co. KG,Asia/Aden,or,1971-09-16,2010-11-22 22:40:24,böse.bmp,Ukraine,Starnberg,-75.510802,DE,db-96.rogner.de,66:6f:2b:61:12:4b,513
2021-04-16T18:25:25,"644,71 €",Schaaf GbR,Africa/Bujumbura,hi,1974-01-27,1988-05-09 17:28:11,Welt.ppt,Niue,Marienberg,-47.639042,DE,laptop-21.stiffel.com,88:0c:63:ea:9d:2c,8794308
1992-10-13T10:52:57,"9,66 €",Beyer Steinberg GbR,Asia/Singapore,sl,2003-02-17,1979-12-28 21:23:26,Freude.avi,San Marino,Belzig,14.614588,DE,desktop-71.kranz.de,6c:28:3d:ae:28:85,952
2019-03-03T03:40:12,"6,60 €",Drub,Europe/Andorra,se,2000-07-11,1991-05-05 01:05:24,gehen.csv,Französisch-Polynesien,Mühldorf am Inn,-55.2911415,DE,laptop-12.hentschel.net,74:a1:e4:21:29:2b,828767
1989-09-27T07:51:30,"156,78 €",Loos,Europe/Ljubljana,eo,2023-08-15,2009-07-07 17:35:23,anfangen.mov,Peru,Lobenstein,-55.927121,DE,srv-16.grein.de,88:da:78:04:98:49,100
2005-02-09T11:53:33,"68,01 €",Mohaupt Biggen GmbH & Co. KGaA,Africa/Ndjamena,km,1984-08-15,1986-06-14 06:51:55,Land.png,Usbekistan,Quedlinburg,-54.295603,DE,web-33.stumpf.de,59:37:5d:ba:74:c3,752697113
1980-10-06T05:13:02,"227,83 €",Löwer,Europe/Stockholm,ht,1973-10-25,2014-07-28 05:41:07,gibt.mp4,Turks- und Caicosinseln,Schwerin,-8.2131375,DE,laptop-61.ullrich.com,1e:3a:03:ca:9d:95,9
2013-08-03T09:29:49,"27.649,13 €",Striebitz,Europe/Amsterdam,ts,1985-02-07,1991-07-18 21:22:53,gut.jpg,Bouvetinsel,Wolfratshausen,-42.6893795,DE,laptop-09.fliegner.com,43:ed:3e:95:e2:c0,8864
1997-09-18T13:50:24,"876,46 €",Heser Ruppersberger OHG mbH,Europe/Tallinn,sc,2013-03-24,1970-04-03 04:48:38,grün.pages,Osttimor,Bad Liebenwerda,35.760059,DE,srv-79.kobelt.de,29:17:9c:54:09:c5,6
1992-04-08T23:12:26,"292,39 €",Kostolzin AG & Co. KGaA,America/Havana,yo,2015-08-12,1976-09-11 22:36:24,fertig.ods,Salomonen,Luckenwalde,1.5151375,DE,web-59.roskoth.de,a7:ec:6b:f3:75:d3,3362
2014-02-26T03:17:38,"3.892,84 €",Radisch,Africa/Gaborone,nn,2009-08-12,2016-06-19 05:11:40,fressen.pptx,Heard- und McDonald-Inseln,Jülich,29.790119,DE,lt-91.herrmann.de,9d:2d:de:5f:6e:af,75192
1981-12-12T12:07:28,"8,24 €",Preiß,Africa/Conakry,mt,1971-04-30,2021-10-22 00:49:06,helfen.pptx,Togo,Eggenfelden,-1.8661225,DE,laptop-23.rogner.com,2b:63:85:ed:f1:a3,597439594
2013-09-25T10:20:28,"79.483,39 €",Schinke,America/Santiago,tl,1990-06-30,2017-10-25 07:38:03,suchen.avi,Philippinen,Bayreuth,2.8423935,DE,lt-42.fechner.com,2f:f2:26:0a:a3:2b,9065100
2016-03-16T23:36:50,"24,66 €",Schottin Hellwig AG,Australia/Currie,el,2005-07-03,1986-06-29 09:29:52,braun.jpeg,Mexiko,Wetzlar,13.312533,DE,email-86.scholl.net,a0:cb:ba:32:e6:11,3503832
2013-07-14T07:20:00,"3,65 €",Lehmann,America/Managua,ts,1999-09-29,2003-03-18 15:14:05,Haare.docx,Nauru,Belzig,45.7062655,DE,desktop-47.loewer.com,76:11:e0:72:f1:7a,428410887
2014-05-04T09:46:23,"40,56 €",Nohlmans Rädel GmbH & Co. KGaA,Europe/Andorra,uz,2007-02-09,2015-09-22 01:52:56,Ding.pdf,Kolumbien,Aue,-48.1743745,DE,db-58.schuchhardt.com,29:b7:46:13:2d:a0,8
2021-08-09T13:56:25,"347,35 €",Kreusel Gute e.V.,Asia/Manila,gl,1995-07-07,2003-04-07 17:59:39,darin.flac,Britisches Territorium im Indischen Ozean,Hohenstein-Ernstthal,88.288818,DE,desktop-97.kaester.de,28:d7:4f:f5:6d:ee,50299
1993-02-22T09:23:27,"31.302,65 €",Junken GmbH & Co. KG,Pacific/Efate,wo,1999-06-02,2023-08-10 06:15:02,ohne.gif,Saudi-Arabien,Sankt Goarshausen,-18.889532,DE,desktop-12.weller.com,a2:f9:98:6f:00:ed,62
1994-07-23T03:43:37,"71,69 €",Dobes,America/Nassau,pl,1982-07-05,1998-10-14 20:11:53,wohnen.jpg,Amerikanisch-Samoa,Hamburg,-81.894894,DE,email-53.schaefer.de,e8:1c:2b:01:1b:b1,1
1983-09-26T20:31:12,"8.410,23 €",Paffrath KG,Africa/Dakar,ky,2011-04-18,1983-06-30 05:00:31,zwischen.txt,Vietnam,Wanzleben,-10.394067,DE,db-64.koch.de,06:c5:78:b9:6c:0f,49
1985-06-17T06:58:23,"48,33 €",Losekann AG,Europe/Warsaw,hy,2018-10-10,2011-04-15 17:15:12,wird.css,Schweiz,Donaueschingen,39.0788655,DE,srv-77.ruppert.com,76:92:3e:a1:8b:d3,74
2014-12-31T19:22:41,"4.725,07 €",Girschner Beer AG,Europe/Amsterdam,pt,2016-10-08,2022-12-30 17:55:39,ohne.mp3,Grönland,Forst,6.534826,DE,srv-27.thies.de,7a:65:cd:e3:16:5c,1155
2016-05-08T04:39:31,"3.752,65 €",Gutknecht,Africa/Bangui,lo,1994-02-01,2012-08-21 09:40:08,bin.webm,Gambia,Hofgeismar,44.306795,DE,laptop-42.giess.com,ac:71:e5:ee:2f:4f,52099498
2007-08-01T09:50:40,"9.757,47 €",Mentzel Ruppersberger GmbH & Co. OHG,Africa/Ceuta,sk,1991-08-03,2012-10-11 09:17:02,nass.js,Französisch-Guayana,Artern,-42.3249335,DE,web-74.kusch.com,ca:a2:b4:89:33:bf,9
2004-09-30T15:22:18,"66.217,24 €",Fischer GmbH & Co. KG,Asia/Baku,nhn,1989-07-31,1977-01-12 10:02:47,fährt.numbers,Estland,Eichstätt,-42.4669645,DE,email-49.jungfer.com,57:90:bc:0b:99:7f,3551
2021-01-15T03:47:59,"44.489,00 €",Kroker AG & Co. KGaA,Europe/Amsterdam,id,2006-06-22,1991-07-24 08:24:52,dunkel.webm,Kanada,Sondershausen,75.9681335,DE,laptop-75.grein.org,a0:08:49:4f:8f:bf,592
1997-09-17T12:46:25,"3,59 €",Schleich Gieß GmbH,Europe/Amsterdam,lv,1986-02-27,2009-03-07 07:48:55,fehlen.json,São Tomé und Príncipe,Erding,44.6518675,DE,lt-75.rohleder.org,80:b2:8a:ae:01:9e,26728
2010-07-17T07:51:58,"82.575,23 €",Kuhl GmbH,America/Panama,sv,2016-02-12,1985-02-13 04:38:10,Wissen.wav,Ghana,Berchtesgaden,-37.588668,DE,desktop-54.holt.com,2e:39:70:11:14:91,609549333
1989-09-13T17:06:06,"7.805,31 €",Gotthard AG & Co. KG,America/Havana,be,2014-01-21,2020-07-27 15:55:01,dein.bmp,Kanada,Jena,50.373517,DE,web-87.gute.net,07:5e:a3:1c:02:de,25139326
2021-08-15T23:16:50,"96.798,36 €",Mans,Australia/Darwin,or,2007-03-22,2002-02-15 13:10:32,heraus.numbers,Madagaskar,Melle,-20.9189035,DE,srv-74.staude.de,64:e6:e9:34:8e:a4,2142
2008-07-23T01:04:39,"5,47 €",Oestrovsky,Europe/Vienna,nan,2022-10-11,2020-03-17 20:49:50,ihm.numbers,Katar,Kyritz,-16.4008015,DE,db-95.ditschlerin.de,41:c8:69:58:a5:34,206172
2014-03-17T14:54:43,"1,47 €",Hänel AG,America/Guatemala,li,1982-08-23,1987-10-10 20:11:10,hinein.gif,Serbien und Montenegro,Staffelstein,-1.793059,DE,laptop-84.buchholz.com,d7:d4:9b:68:46:2c,58580574
1978-10-09T04:19:58,"5.285,68 €",Biggen,Africa/Djibouti,ga,2018-07-08,2003-08-26 15:28:53,rennen.flac,Afghanistan,Cloppenburg,-3.287090,DE,lt-47.knappe.org,51:cf:43:98:a3:ad,4060
1991-10-18T02:23:08,"631,09 €",Pohl,Asia/Qatar,tl,2011-05-03,2023-05-16 13:43:55,ihr.jpg,Kroatien,Großenhain,74.4646855,DE,desktop-29.riehl.de,a0:85:4c:63:00:46,44
1998-01-28T16:02:38,"766,08 €",Faust,America/Dawson,eu,2013-01-13,1988-05-09 11:34:06,Mama.pages,Tokelau,Osterburg,-86.908982,DE,srv-87.ring.com,5d:24:bd:fa:13:56,67
1999-04-16T20:23:01,"871,98 €",Junck GmbH,Indian/Comoro,cv,1986-08-11,2007-08-27 15:42:26,erzählen.mp3,Panama,Neubrandenburg,88.679269,DE,db-52.mueller.com,30:c4:9b:13:e4:b8,24438
2009-04-17T01:15:43,"8,79 €",Häring e.V.,Asia/Brunei,kk,2023-05-06,1994-06-11 12:53:25,überall.js,Indien,Bergzabern,86.043356,DE,web-11.loos.com,aa:40:9c:02:ca:3f,68
2006-11-20T16:11:46,"136,16 €",Anders,Africa/Nouakchott,fi,1988-03-04,1992-02-12 12:48:20,ohne.mp4,Tunesien,Sankt Goar,66.834650,DE,email-80.bolander.com,5d:81:84:83:d5:37,9
1992-12-31T11:24:12,"40,62 €",Junken,America/Managua,tk,1984-10-09,1976-10-23 16:59:36,warten.key,Somalia,Northeim,-49.854515,DE,db-81.seidel.com,e8:50:d0:39:1b:b2,2
2004-08-17T18:24:31,"5.161,25 €",Förster AG & Co. KG,Africa/Casablanca,ug,2015-07-07,1996-02-24 01:15:53,ohne.xls,Liechtenstein,Teterow,85.2033555,DE,laptop-79.dowerg.com,ba:8c:d8:3d:b7:19,69
1987-08-21T23:34:53,"95,49 €",Möchlichen GbR,Africa/Lusaka,kl,1988-03-22,2012-06-14 11:19:59,anfangen.flac,Vereinigte Arabische Emirate,Aue,-43.843942,DE,web-94.heintze.com,11:3d:1c:3e:c4:aa,83
2018-03-15T19:24:21,"1.371,11 €",Röhrdanz,Europe/Copenhagen,is,2023-01-15,1997-04-24 11:17:59,ist.csv,Sonderverwaltungszone Hongkong,Wertingen,44.254834,DE,email-55.seidel.net,2a:25:5c:fe:24:06,7251
2013-09-01T07:29:59,"509,06 €",Drewes AG & Co. KGaA,Asia/Samarkand,fur,1978-12-19,2002-03-26 21:29:11,mit.flac,Guadeloupe,Sankt Goarshausen,0.477737,DE,db-77.fischer.de,70:13:a8:c2:d4:bd,3460852
1991-07-24T12:47:22,"0,37 €",Mosemann AG,Africa/Lusaka,bho,2003-11-21,1971-11-25 06:24:13,fünf.mov,Tokelau,Kamenz,-82.6994105,DE,db-43.dussen.com,c9:09:b2:4f:66:39,9425
2019-01-17T19:12:27,"85,57 €",Thanel Hettner e.G.,Asia/Bangkok,hr,2002-01-02,1991-04-02 21:20:20,heute.xls,Aruba,Düren,-7.265466,DE,email-60.foerster.net,fb:c7:5e:f3:37:82,68
2001-06-29T07:48:09,"78.818,68 €",Linke GmbH & Co. KG,America/Bogota,the,2001-07-16,2020-02-14 10:38:48,natürlich.odt,China,Lüdenscheid,-34.2101135,DE,desktop-80.eberhardt.de,a0:95:20:48:14:04,27940
2010-07-20T02:56:29,"2,32 €",Gutknecht,Africa/Harare,ce,1972-11-03,1986-04-02 18:30:09,seit.docx,Island,Bremen,66.029152,DE,lt-61.hoelzenbecher.de,d7:4e:fa:f7:eb:68,8980707
2008-09-29T12:37:22,"1,74 €",Dörr KG,Europe/Andorra,kn,1987-11-26,1995-07-08 20:55:00,dann.js,Mexiko,Marienberg,-78.8335345,DE,lt-42.schleich.org,a4:f7:35:cd:da:03,6
2016-03-07T13:37:19,"456,30 €",Klemt Schmidtke Stiftung & Co. KG,Africa/Mbabane,mhr,2013-04-13,2021-03-21 01:02:46,sehen.webm,Dominikanische Republik,Hofgeismar,-41.972120,DE,desktop-03.berger.com,43:58:10:ff:d5:cb,2
2022-06-30T22:53:13,"46,07 €",Bähr GmbH & Co. KGaA,Africa/Bujumbura,hr,1992-04-02,2009-01-20 02:16:42,böse.odp,Belarus,Olpe,-12.035627,DE,desktop-73.riehl.com,10:42:18:25:d8:b8,1
1991-06-05T06:21:43,"19.298,47 €",Meyer,Africa/Nairobi,ro,2022-12-28,2012-09-24 06:13:21,Mann.mov,Französisch-Polynesien,Gera,-64.8810465,DE,web-95.fritsch.de,26:a5:ca:06:8d:c0,842
1971-09-19T12:17:23,"963,13 €",Striebitz,Asia/Jakarta,mg,1999-03-31,2004-04-05 13:10:09,merken.webm,Namibia,Döbeln,48.800516,DE,srv-77.huebel.com,09:df:b1:16:bb:b5,88629817
1977-03-27T18:04:22,"9,11 €",Seidel,Africa/Khartoum,bho,1981-08-27,2022-01-28 05:19:33,Abend.pdf,Indonesien,Staffelstein,20.4171225,DE,db-46.tschentscher.com,11:3e:5d:d0:b3:25,978
2007-01-19T14:15:09,"35.766,60 €",Lorch GbR,Asia/Damascus,pl,1986-09-10,1987-02-23 02:18:34,bauen.flac,Montenegro,Wolfratshausen,-33.956561,DE,desktop-41.fechner.de,2d:a3:88:a8:47:d6,8
1996-01-13T08:04:52,"43.948,05 €",Haering OHG mbH,Europe/Malta,hne,1994-05-22,2016-11-09 07:19:16,suchen.mov,Tonga,Ueckermünde,77.551770,DE,laptop-71.mans.de,56:89:1d:94:e2:00,5544
2014-05-26T03:51:29,"5,83 €",Weinhage GmbH,America/Caracas,hu,1982-06-30,2022-07-28 05:30:39,müssen.mov,Brasilien,Bremervörde,-43.5319935,DE,srv-20.loos.com,89:ee:a3:2c:46:5d,4486
2006-06-19T08:38:39,"10,41 €",Caspar Anders e.V.,America/Lima,mi,1994-12-11,1992-11-20 04:09:12,verlieren.ppt,Griechenland,Schwäbisch Gmünd,-29.9109455,DE,db-85.heidrich.net,83:74:1d:b1:a2:22,709757
2015-03-02T07:24:51,"53,17 €",Kaul Spieß GmbH,America/Asuncion,ur,2019-12-02,1984-10-26 20:10:52,lassen.pdf,Suriname,Celle,-58.314637,DE,laptop-61.barth.com,e8:7d:18:c6:db:76,28
2015-11-12T12:32:27,"258,79 €",Gutknecht Bärer GmbH,Africa/Libreville,se,2021-08-05,2019-05-09 16:15:49,las.bmp,St. Vincent und die Grenadinen,Ochsenfurt,-43.8335315,DE,desktop-05.muelichen.com,49:ea:9e:31:7f:73,5315
1992-05-30T23:35:09,"6.386,14 €",Holsten Jacobi Jäckel GbR,America/Havana,et,1977-11-03,2017-10-02 17:57:23,tot.xls,Honduras,Backnang,17.128821,DE,web-58.matthaei.de,7a:3a:d0:a0:54:43,51557111
1973-05-13T03:45:33,"446,12 €",Zobel GmbH & Co. KGaA,Africa/Tripoli,fy,1992-10-18,2018-01-08 13:10:24,essen.csv,Nördliche Marianen,Kitzingen,37.864445,DE,email-24.weinhold.com,d4:4e:41:ca:37:71,313
2021-08-20T15:28:15,"1,35 €",Birnbaum Seip e.G.,America/Nassau,or,1972-03-26,2016-04-16 23:03:21,ist.tiff,Vereinigte Staaten,Oranienburg,-35.1757925,DE,email-75.losekann.net,cd:6f:ae:46:d6:de,984
2004-03-15T13:14:17,"150,51 €",Barth Schmidt GmbH,Pacific/Kwajalein,unm,2001-10-21,2009-03-12 12:03:22,bei.js,Anguilla,Stollberg,-80.5428025,DE,laptop-00.bauer.de,47:04:87:94:0f:01,80131357
2018-05-03T15:08:19,"432,43 €",Jockel AG,Asia/Nicosia,ks,1970-09-02,1998-12-31 02:12:26,Sommer.tiff,Turkmenistan,Hofgeismar,43.9665475,DE,laptop-15.pruschke.com,fe:68:99:6a:c3:64,73181166
1974-12-08T05:38:34,"7,91 €",Wagner GmbH & Co. KGaA,Africa/Ceuta,lv,2006-09-21,2010-09-10 14:17:57,Leben.bmp,Ghana,Auerbach,75.4804225,DE,web-48.mohaupt.net,77:74:d5:e6:9b:14,3290
1973-12-27T18:41:44,"2,59 €",Ebert,America/Santo_Domingo,hr,1984-09-09,2019-10-24 01:05:36,zum.mp3,Belgien,Moers,-19.9785865,DE,laptop-91.tintzmann.de,0c:00:b9:e3:f1:cf,59401028
1970-08-18T16:28:20,"859,45 €",Lübs AG & Co. KG,Indian/Antananarivo,fo,1987-05-23,1986-11-08 21:13:41,grün.png,Dschibuti,Meißen,-3.7938205,DE,web-60.geissler.de,d2:2a:77:cf:cd:3b,3164
1970-02-04T08:13:58,"69.061,72 €",Pruschke,Asia/Dhaka,doi,2014-12-09,1995-02-25 10:20:55,kam.tiff,Tuvalu,Geldern,6.7959525,DE,web-18.bolzmann.de,03:b9:7e:74:ea:a6,8
2013-08-14T11:09:20,"31.455,94 €",Geißler GmbH & Co. KGaA,Africa/Bangui,nds,2009-08-09,1980-10-16 19:08:54,glauben.avi,Senegal,Euskirchen,-41.215574,DE,db-93.henck.de,1a:be:bc:41:53:e9,8
1976-03-14T19:05:18,"50.128,98 €",Trub Stiffel KGaA,Indian/Mahe,el,2016-08-23,1980-02-05 09:40:18,den.mp4,Ruanda,Schongau,-23.2260975,DE,email-92.weiss.org,4f:09:5c:c4:9a:7f,15230
