date,date_time,file_name,pricetag,company,random_number,longitude,mac_address,language_name,city,timezone,language_code,time
1998-01-30,1983-07-14 16:51:54,dignissimos.css,$8.88,Ritter PLC,1,-25.030696,e8:31:d4:37:00:f8,Spanish,Richterswil,Asia/Manila,bs,01:42:30
1976-10-09,2022-03-23 03:09:21,nobis.doc,$50.66,Zollinger-Berger,51100324,-58.006017,55:b6:2c:d9:f0:ef,Marshallese,Gossau,Atlantic/Cape_Verde,raj,07:58:45
1974-12-24,2011-10-06 22:11:04,error.wav,"$52,325.84",Hürlimann-Hoffmann,60603394,133.123735,7c:0d:1c:b8:dc:92,Chamorro,Pully,Asia/Vientiane,doi,12:06:55
1991-09-28,2013-08-27 13:42:47,sapiente.mp4,$82.29,Graf-Beck,173998444,53.815348,42:a3:64:db:55:07,Burmese,Pfäffikon,Asia/Dushanbe,ks,19:43:14
1998-06-25,2005-01-05 06:05:14,cupiditate.odt,"$48,174.35",Furrer Ltd,9664,7.196480,83:d4:91:2c:f8:5a,Church Slavic,Ebikon,Asia/Manila,id,01:17:49
2020-10-21,1977-10-05 07:22:32,occaecati.xls,$977.77,"Bieri, Geiger and Wegmann",88422609,-95.348739,ac:e8:b9:26:49:4e,German,Belp,Africa/Maseru,tr,13:56:27
2009-03-18,2004-01-18 21:59:10,laborum.wav,"$5,412.59",Hodel Ltd,7,71.579597,c7:58:1e:e2:27:46,Latvian,Renens,America/Tegucigalpa,sa,10:43:54
1974-07-31,1976-10-01 10:53:23,tenetur.doc,"$98,908.38",Amrein Ltd,51833898,169.323546,f1:82:cb:b5:54:d8,Bashkir,Sitten,America/Halifax,ik,10:13:32
1995-12-27,2002-01-19 19:40:13,nesciunt.html,"$41,987.99",Bättig PLC,32104084,-40.422674,2e:7d:fb:4b:98:0d,Croatian,Le Grand-Saconnex,Europe/Prague,gv,10:47:54
1992-09-28,1983-04-04 13:56:04,quidem.odt,$5.05,Beck-Fischer,525028833,108.169582,26:60:0a:4c:31:25,Tagalog,Villars-sur-Glâne,Europe/London,uk,11:49:58
1997-12-12,1985-04-07 15:42:07,maxime.json,"$86,401.72",Ammann Ltd,5721604,167.142102,98:2b:f5:d4:a2:0b,French,Gossau,Africa/Maseru,th,12:54:30
2016-12-06,2020-02-28 21:44:12,perferendis.mov,$7.39,"Wagner, Scherrer and Zürcher",7695,40.794954,6e:c2:b0:87:cc:0b,Fulah,Lyss,Asia/Hebron,gez,20:06:18
1992-09-22,1996-01-18 21:30:58,nobis.mp3,$891.68,"Wolf, Steffen and Mayer",42763126,-168.108109,10:5c:1c:e3:1f:72,Herero,Flawil,Europe/Volgograd,ar,12:05:34
2002-06-05,2013-08-12 08:51:01,dignissimos.flac,"$7,647.65","Senn, Kessler and Hug",436325,109.901935,dc:e5:ff:04:4c:b9,Avestan,Stäfa,Pacific/Chatham,iu,13:28:11
2010-06-17,2015-05-25 09:05:41,veniam.json,"$25,815.49",Christen Inc,98798,-139.967389,c6:63:b7:09:63:21,Burmese,Flawil,America/Lima,si,08:00:20
2001-08-31,1980-01-30 08:30:22,tempore.flac,"$1,035.04",Bär Inc,18807,132.498163,5d:a4:0d:42:5e:09,Aragonese,Meyrin,Europe/Amsterdam,tt,16:02:45
1978-10-19,1970-12-21 09:27:48,reprehenderit.jpeg,$16.38,"Amrein, Bauer and Knecht",61,-112.491985,76:a2:9b:0d:c8:82,Czech,Solothurn,Asia/Baghdad,sid,11:31:42
2012-03-27,1980-06-18 22:19:35,quasi.mp3,$2.83,Kessler PLC,564154616,-6.179069,17:22:d7:4e:4e:aa,Javanese,Köniz,Asia/Aden,mn,14:19:45
1989-12-04,2004-01-12 15:22:31,vero.wav,$52.49,Herzog-Steiner,82937,-160.718217,38:42:26:2c:ac:3b,Bislama,Ecublens,Asia/Amman,km,19:13:48
1975-08-07,1980-03-17 10:15:08,error.png,$621.09,"Arnold, Schärer and Burri",5407700,89.576540,bb:f9:7f:77:cc:d6,Maori,Plan-les-Ouates,Asia/Jerusalem,nhn,00:24:24
1983-10-07,1989-05-22 06:41:03,doloremque.odt,$67.20,Kaufmann-Hug,3925717,169.289976,56:70:66:33:29:7f,Basque,Chur,Africa/Harare,ayc,04:49:22
1987-05-23,1978-03-25 13:36:38,ad.txt,$8.51,"Wehrli, Weber and Benz",26665,-146.262664,ea:38:e2:e2:f5:bf,Ukrainian,Ittigen,Asia/Dushanbe,zu,19:17:09
1979-12-12,1986-07-31 06:13:45,voluptatum.numbers,"$20,504.04","Ernst, Michel and Stauffer",960949888,163.178571,e7:81:44:fe:76:e6,Esperanto,Zürich,Asia/Dili,eo,23:32:22
1983-09-18,1999-05-20 07:13:28,eius.avi,$628.97,Stalder Inc,4317319,133.339525,e4:41:54:1d:3c:64,Malayalam,Köniz,America/Belize,ks,08:28:13
1974-05-21,2015-03-05 19:59:34,accusantium.flac,"$44,546.36","Steffen, Weber and Gut",774610909,-70.409767,b5:95:f0:ba:4b:e0,Tswana,Le Grand-Saconnex,Europe/Ljubljana,es,06:29:29
2008-04-28,2007-05-23 07:59:16,eum.csv,"$6,254.79",Bucher Ltd,227938,123.748328,95:d6:65:68:52:a7,Slovak,Pfäffikon,Asia/Tokyo,vi,16:11:39
2017-01-25,2006-10-24 04:34:31,officiis.webm,"$13,737.78",Lustenberger-Kägi,550167163,-29.336368,ff:9d:41:7e:46:fe,Tajik,Bern,Asia/Dubai,mt,05:18:45
2014-07-24,1991-03-16 05:29:01,corporis.gif,$38.87,Grob PLC,884159963,-155.213631,f8:9e:02:26:87:82,Ganda,Grenchen,Asia/Hebron,ja,14:45:11
2015-12-31,1976-08-25 22:35:45,laboriosam.pptx,$43.64,Benz LLC,8525873,-84.640381,78:79:af:46:50:12,Rundi,Onex,Asia/Dushanbe,nds,06:49:22
1979-04-25,1989-04-15 06:23:06,culpa.tiff,$2.30,Hoffmann Ltd,51424936,150.626291,9e:2c:b9:b3:79:a0,Slovenian,Schlieren,America/Tegucigalpa,lij,09:44:48
2009-07-21,2023-01-18 16:39:05,nihil.xlsx,"$7,071.94",Schlatter-Wolf,455,48.538697,6c:cf:19:c4:b4:c9,Armenian,Onex,America/Lima,bo,11:27:26
2019-04-06,1979-05-01 10:53:23,commodi.mp4,$366.41,Knecht Group,349,30.831867,e6:d3:21:f7:5d:f8,Dzongkha,Grenchen,Europe/San_Marino,iu,12:10:27
1991-08-18,2018-06-12 08:43:05,odit.flac,"$93,031.83","Schär, Widmer and Berger",84,126.998341,82:dc:ea:7f:55:df,Russian,Prilly,Europe/Riga,ik,03:42:24
2014-01-26,2017-12-05 19:19:32,incidunt.jpg,"$3,297.80",Kälin Group,9357,106.373362,3b:31:19:a3:22:46,Herero,Lyss,America/Paramaribo,tn,09:48:57
1996-09-09,1991-08-25 21:45:39,rem.pptx,"$46,253.15","Vogel, Felber and Hofmann",46,-6.524332,24:2c:59:06:50:73,Chechen,Cham,America/Panama,iw,05:25:46
1971-09-13,1974-08-05 12:46:55,vitae.gif,"$5,615.21",Ackermann-Wettstein,26,119.559077,7b:e2:de:96:ae:0c,Fulah,Nyon,Africa/Abidjan,quz,14:17:01
1980-09-12,1986-11-12 12:45:15,cumque.flac,"$2,900.29",Rey and Sons,2,-68.223584,7c:8f:ea:6e:8e:2e,Nauru,Lausanne,Africa/Nouakchott,ia,07:50:47
1975-11-30,2007-10-21 15:12:04,similique.jpg,"$4,216.21",Grob-Hofer,2691,-127.742444,83:1a:68:e8:08:01,French,Münchenbuchsee,Africa/Gaborone,bo,13:09:52
1999-09-20,2002-07-21 10:31:38,dolore.json,"$1,156.26","Fehr, Studer and Albrecht",39407949,24.460085,f8:df:0c:e8:67:b8,Kikuyu,Lancy,America/Grenada,hr,22:27:14
2022-07-14,1988-09-01 05:21:18,libero.mov,"$17,375.59",Hofmann-Widmer,308,2.902305,7f:f6:37:5c:ef:6c,Chuvash,Monthey,Asia/Kuching,kn,07:41:27
2017-03-12,1995-07-02 17:11:30,consectetur.avi,"$58,363.00",Baur-Bär,129124194,165.316253,f9:bf:2b:ad:1f:14,Tajik,Sitten,Asia/Calcutta,mag,03:26:31
2000-01-22,1993-10-20 14:34:13,mollitia.flac,$57.34,Wüthrich and Sons,892,170.771262,dd:58:7d:f0:5d:fe,Bosnian,Flawil,Asia/Beirut,nl,05:40:16
2011-06-25,2006-08-20 22:23:17,aspernatur.pages,"$4,267.45",Jenni Inc,3087,68.998064,e0:fa:a5:a9:9a:9c,Portuguese,Morges,Europe/Budapest,brx,15:44:43
2017-07-17,1976-05-30 13:05:25,magni.flac,$720.56,"Widmer, Gut and Maier",26441,129.598507,75:24:cf:d6:21:0b,Turkish,Reinach,Africa/Addis_Ababa,sid,23:28:54
2000-04-21,1999-06-30 15:43:55,sed.odt,$7.53,Sidler-Furrer,44155,105.964654,73:66:b2:9f:80:70,Sichuan Yi,Prilly,America/El_Salvador,gd,22:56:22
1991-09-25,2010-09-25 08:09:14,nesciunt.jpeg,"$3,910.42",Kaiser-Walder,4375,87.981100,ec:6a:2a:ba:62:f8,Swati,Val-de-Travers,Africa/Ndjamena,el,15:15:55
2023-06-22,2001-05-05 00:19:57,nemo.docx,"$9,494.07",Küng and Sons,677,-67.124995,ca:91:dd:47:00:06,Kuanyama,Urdorf,Europe/Copenhagen,sr,13:11:48
1993-07-28,2005-04-24 19:34:08,quia.csv,$57.58,"Jäggi, Herzog and Erni",8283,94.290311,96:28:6a:16:f8:55,Sardinian,Sursee,Pacific/Apia,ia,03:41:24
1977-04-06,2013-09-05 02:55:58,ipsum.mp3,$98.85,"Schumacher, Haas and Giger",98764598,174.982461,bc:9d:d2:80:c2:ea,Malagasy,Flawil,Europe/Vilnius,kl,17:04:29
1995-10-29,2011-04-30 06:40:45,excepturi.wav,"$63,599.58",Spörri PLC,732,128.388478,1b:d1:f3:6d:ce:58,Kanuri,Küsnacht,Asia/Manila,sl,23:10:32
1998-06-26,2004-10-21 05:55:00,illum.jpg,$365.15,"Gasser, Ernst and Hasler",3367074,41.539103,b7:02:77:9a:e6:ba,Venda,Basel,Asia/Dubai,pl,20:44:31
1971-01-10,2015-08-22 08:05:07,numquam.mp3,$318.73,"Schäfer, Schnyder and Hofer",97703964,171.428704,30:ef:4c:67:10:ae,Finnish,Arth,Africa/Lusaka,ss,00:32:00
2012-06-20,1971-09-08 22:25:42,officiis.avi,"$6,343.80",Schaller Group,70918089,143.155451,c7:e2:71:0f:98:cf,Komi,Glarus,Europe/Malta,ur,14:00:40
2001-03-15,1983-05-02 23:50:49,veniam.txt,$38.63,"Fischer, Fuchs and Hirt",90372689,-103.087776,53:1b:a8:6e:ca:8b,Arabic,Thalwil,Asia/Baghdad,ce,04:16:13
1989-06-15,1988-03-21 14:28:57,fugit.mov,$7.43,Spörri Inc,46850518,-15.774734,c7:a9:d3:cc:56:14,Dutch,Langenthal,Asia/Nicosia,ur,09:00:44
1976-04-18,2016-03-03 14:16:20,quos.numbers,$728.95,"Imhof, Bianchi and Mettler",5918,-139.575329,3c:18:41:09:db:8a,Kikuyu,Einsiedeln,Pacific/Port_Moresby,ks,07:34:14
1984-07-06,1992-11-18 11:48:06,aliquam.flac,$1.60,Schnyder-Hug,470,-79.011587,76:6c:96:e9:3c:19,Norwegian Nynorsk,Bern,Asia/Yerevan,bho,02:58:00
1991-05-31,1982-04-01 06:36:00,dolorum.js,$2.04,Hess-Hofmann,225,-11.600879,ad:9c:ec:8b:74:69,Mongolian,Wohlen,Asia/Bahrain,lt,14:39:26
2012-12-14,1984-11-30 23:55:29,quibusdam.gif,$63.09,Bachmann PLC,391469,24.112314,c7:91:c2:00:a3:32,Romanian,Neuenburg,Europe/Sofia,bo,16:39:42
1996-01-11,2020-07-15 18:14:41,vel.jpg,$99.42,Hirt-Herzog,776,-22.516661,b0:10:31:55:52:e0,Interlingue,Muttenz,America/Argentina/La_Rioja,ks,13:35:16
2011-08-17,1993-07-10 11:59:54,exercitationem.numbers,"$2,803.11","Bär, Hirt and Iten",24629,-124.389340,7b:a7:19:f2:bc:7b,Sanskrit,Oftringen,America/Bogota,af,23:31:10
1976-09-12,1997-04-26 10:10:02,ut.pdf,$600.56,Hunziker-Kälin,23521,40.369942,63:98:8a:c3:1d:96,Ganda,Maur,Asia/Bishkek,az,11:44:33
2008-03-23,1980-09-07 13:16:25,quaerat.flac,$517.04,Schneider and Sons,9,-34.652300,6c:a9:a4:4c:70:bc,North Ndebele,Meilen,America/Antigua,dv,23:46:56
2017-12-23,1981-08-11 16:28:13,adipisci.tiff,$60.05,"Scherrer, Erni and Ritter",295,9.446082,96:16:d3:77:08:a2,Pushto,Wetzikon,Europe/Luxembourg,iw,08:01:57
2000-10-06,1982-04-07 08:47:29,accusamus.key,$7.54,Häfliger Ltd,0,-79.630431,b0:42:15:42:0f:ac,Latin,Richterswil,Asia/Jayapura,mag,13:25:56
1971-04-29,1986-11-23 18:16:55,quidem.mp3,$14.56,Kuhn-Roos,472,32.982100,c8:78:e7:f6:03:df,Maori,Ebikon,Africa/Bissau,dz,20:35:02
1983-10-17,1991-05-09 07:54:00,ipsam.html,$5.39,Rüegg-Müller,947,-25.420010,35:0a:54:fa:5e:33,Fulah,La Tour-de-Peilz,Europe/Dublin,ti,17:07:29
1985-12-20,2023-02-27 06:50:16,quo.mp4,$16.80,Bolliger PLC,2601,95.434582,69:f7:0e:61:90:fe,Sichuan Yi,Val-de-Ruz,Asia/Pontianak,tk,16:24:12
1974-02-21,2020-09-22 08:44:45,quos.mp3,$92.97,"Favre, Kern and Ott",91,-92.796018,82:2a:e6:4b:69:a3,Nauru,Emmen,Asia/Kuwait,ta,07:23:01
2015-10-24,1996-09-29 20:18:45,hic.jpg,$754.42,Stucki Ltd,7847508,173.577402,11:ed:a0:8e:f5:8d,Oriya,Grenchen,America/Santo_Domingo,ast,00:38:06
2006-04-24,1976-11-08 18:31:14,placeat.js,"$1,485.12",Wettstein-Koch,754,-70.662678,88:4f:58:19:9f:04,Irish,Sursee,America/Lima,doi,23:51:18
2017-01-26,1995-02-25 18:51:10,hic.key,"$6,161.29",Lehmann-Fuchs,300544404,10.993040,8e:64:5e:3a:a2:bf,Ndonga,Ecublens,Indian/Maldives,ar,16:42:55
1984-11-14,2021-02-27 02:27:37,autem.jpeg,$9.77,Albrecht Group,23030,126.105096,ec:6b:58:f0:5b:62,Oriya,Lenzburg,Asia/Nicosia,mt,12:37:38
2015-09-06,2000-07-21 20:19:26,totam.gif,"$95,070.14",Marti-Gut,631,139.225558,da:17:e0:47:29:69,Rundi,Lugano,Asia/Baku,id,06:07:48
1971-01-04,1998-04-08 02:37:53,dolorum.csv,$306.19,Stöckli Group,5206827,16.318561,ef:de:71:e2:9b:db,Cree,Küsnacht,America/Guatemala,gez,12:39:04
1981-10-04,2016-04-12 00:07:38,et.css,"$16,785.58","Kägi, Wirz and Hofmann",761796,-0.820625,25:a3:ee:cd:66:3b,Fulah,Ecublens,Pacific/Ponape,cy,12:05:56
2004-10-04,1987-07-16 19:08:24,libero.webm,$8.81,"Herzog, Steiger and Kessler",1289,-10.548340,75:ec:61:df:f4:aa,Luxembourgish,Val-de-Travers,America/Havana,sd,02:53:31
2002-02-07,2016-04-11 14:08:49,dolorem.flac,$91.91,Bühlmann and Sons,8,33.976721,46:dd:05:05:48:4c,Chichewa,La Tour-de-Peilz,Europe/Zurich,nds,12:00:08
1976-08-08,1975-06-03 00:49:50,ullam.css,$56.02,Schaller-Haas,58008,142.898587,ef:97:b6:a9:56:c0,Georgian,Morges,Pacific/Majuro,ar,03:23:18
2008-08-07,2016-10-23 23:49:10,tenetur.avi,"$7,610.93",Brun Group,8,99.450830,00:00:75:25:6c:ca,Ukrainian,Bernex,Europe/Warsaw,oc,15:10:40
1983-10-10,2005-09-27 21:36:54,quae.jpeg,$19.64,"Weibel, Walder and Lüthi",3,120.510626,8d:ea:be:08:74:fd,Quechua,Vernier,Africa/Libreville,fi,17:42:30
1982-11-15,1991-03-25 11:02:49,vitae.mp3,$964.21,Mäder-Thommen,5,-158.472377,69:fb:a8:cc:d9:52,Pushto,Veyrier,Europe/London,es,10:26:43
1990-08-20,2019-10-28 06:26:30,eligendi.tiff,$6.72,"Schaub, Bucher and Eugster",774,36.889259,9b:3c:e2:36:50:e7,Sindhi,Basel,Europe/Monaco,xh,19:51:47
1983-06-18,1973-05-24 01:07:47,rerum.flac,$237.02,"Wagner, Bolliger and Kunz",76800,105.276167,a4:fd:d2:bc:3a:09,Kurdish,Crans-Montana,Africa/Cairo,rw,07:33:38
1999-01-16,2005-07-23 23:58:00,architecto.jpg,"$1,465.43",Friedli-Hürlimann,4187,-0.172183,8c:62:ab:10:6c:9b,Sindhi,Lancy,Africa/Gaborone,bem,00:30:20
1975-01-12,2009-04-16 02:23:36,officiis.csv,"$23,208.08","Meili, Seiler and Tanner",91,23.925354,d5:c4:4c:63:78:92,Sichuan Yi,Steinhausen,Asia/Riyadh,gu,10:15:42
2021-09-11,1999-05-24 12:55:42,iure.avi,$50.12,"Hasler, Hauser and Albrecht",48,116.289292,f0:e6:6a:df:04:47,Hungarian,Belp,Africa/Blantyre,rw,08:07:24
2007-10-30,2002-02-07 15:44:40,magnam.txt,"$18,559.59","Hug, Mäder and Marti",1,45.368711,25:5a:32:a2:95:99,Hebrew,Adliswil,Europe/Rome,lg,03:49:32
1970-12-07,2011-04-12 11:16:21,corrupti.numbers,"$4,990.40",Leunberger PLC,6,151.614802,31:28:e7:e2:f0:6f,Uzbek,Payerne,Asia/Baghdad,ik,13:01:29
1998-04-02,2007-05-30 16:52:27,praesentium.wav,"$26,164.06",Fankhauser Group,3878654,77.018493,84:71:68:c3:9a:8c,Esperanto,Arbon,Europe/Berlin,ur,06:20:32
2007-08-03,2013-10-27 02:17:44,iste.pptx,$454.84,"Hafner, Martin and Iten",86,116.782890,ab:2f:06:c7:08:f7,Tahitian,Wald,Europe/Warsaw,sd,16:01:12
1982-02-23,2015-05-23 21:25:33,ducimus.csv,$7.33,"Meili, Frei and Kägi",59689170,-70.073492,14:ef:b8:05:4b:0e,Kinyarwanda,Biel/Bienne,Africa/Freetown,pap,05:46:55
1982-07-01,2014-01-28 16:03:58,mollitia.wav,"$5,815.87",Wirth-Schaub,585,-78.182198,12:d4:de:d9:3a:c4,Kikuyu,Burgdorf,Asia/Amman,gd,21:34:24
2012-11-07,1993-10-11 09:08:59,in.avi,"$7,940.75",Walder-Fehr,55424,-105.907790,22:9c:38:af:0b:57,Haitian,Sursee,Asia/Ashgabat,ig,15:40:57
1995-06-11,1981-12-05 00:22:23,a.csv,$34.88,Ammann Group,775820387,-53.502934,34:5a:ce:58:0d:e5,South Ndebele,Lugano,America/Boa_Vista,fr,01:13:13
2007-10-11,2022-03-19 11:27:01,adipisci.wav,"$6,348.91",Stauffer Group,8459,-29.682011,4f:96:00:9a:4f:ab,North Ndebele,Worb,Europe/Stockholm,de,14:49:33
1998-02-09,1982-02-22 19:18:18,magnam.avi,$429.09,Hirt-Hürlimann,59189720,43.471839,be:47:f4:63:90:2e,Western Frisian,Küsnacht,Europe/Zaporozhye,fa,01:22:23
2006-08-24,1979-03-29 22:39:18,repellendus.txt,$314.68,"Marti, Hunziker and Blaser",338,-35.455705,9f:5a:6f:8a:b9:c0,Albanian,Frauenfeld,Atlantic/Azores,pl,03:07:48
1981-01-20,1998-03-05 17:56:22,libero.avi,$0.17,Ott-Berger,7623544,172.076676,9a:ca:48:ac:8f:5d,Chichewa,Glarus,Asia/Baku,brx,19:17:32
2009-01-28,2000-01-22 04:03:00,occaecati.css,$1.03,Meyer Ltd,80443914,-7.390658,9c:6c:cc:32:ac:1e,Yoruba,Pfäffikon,Asia/Ashgabat,he,00:35:36
1999-04-29,1978-11-10 10:39:47,perferendis.gif,"$67,957.95",Bucher-Mäder,7,26.669257,a7:96:78:4f:0c:fd,Persian,Bülach,Africa/Mbabane,kk,21:34:38
2014-08-24,2006-12-30 05:53:22,incidunt.xls,$736.41,"Pfister, Benz and Fischer",561731,120.644181,5c:2d:98:2c:9f:c6,Lingala,Uzwil,Africa/Sao_Tome,hak,13:58:14
1978-10-21,2013-01-23 01:00:20,exercitationem.flac,$459.43,Gut Inc,18918741,-143.235581,ea:96:7a:fb:d8:a1,Akan,Brugg,Africa/Maseru,fur,11:15:45
1983-11-03,1988-05-02 10:00:54,laborum.mp4,"$7,607.87",Schärer Group,10,55.668006,2c:fb:85:5b:33:1f,Western Frisian,Crans-Montana,America/Belize,gd,11:28:27
1976-06-22,1997-06-25 11:30:31,eius.webm,$3.21,Lang-Müller,322612575,-46.081471,7f:d4:89:86:14:1b,Sango,Zofingen,Europe/Paris,as,15:15:57
1977-06-18,1973-04-07 03:27:03,quam.mov,"$7,196.22","Walter, Suter and Widmer",437335536,77.811958,12:ad:11:0b:4b:25,Maori,Wallisellen,America/Antigua,ug,12:36:17
1991-09-16,1994-06-11 19:16:22,minima.ppt,"$4,535.77",Bieri-Schmidt,456,-68.277258,9e:86:eb:37:dc:bb,Ganda,Montreux,Pacific/Kwajalein,eu,22:23:26
2005-07-27,2002-01-19 04:21:47,adipisci.css,$9.13,Meister Ltd,15256,11.934932,23:62:85:60:6f:a8,Western Frisian,Vevey,Africa/Khartoum,quz,01:12:11
1979-09-19,1983-07-07 02:55:47,impedit.mp4,$499.47,"Hoffmann, Steiger and Wirz",9574,-150.001953,d3:a2:dc:6d:03:3c,Tswana,Steinhausen,Europe/Zaporozhye,si,14:36:42
2012-04-25,1995-01-25 13:53:01,consequatur.mov,$6.84,"Lüthi, Lang and Schneider",737951297,66.367412,96:4d:e1:36:54:9a,Lingala,Adliswil,Asia/Ulaanbaatar,mag,15:18:11
2022-07-27,2003-08-30 17:04:48,ducimus.doc,$19.35,"Lang, Bianchi and Weibel",52250,-52.822100,aa:e0:5b:ee:29:52,Chichewa,Uster,America/Dominica,mg,11:06:58
2010-03-19,2002-06-02 08:38:30,esse.flac,"$59,695.91",Furrer-Müller,3,-123.483287,69:c0:d1:e0:5c:58,Slovak,Luzern,Europe/Monaco,ayc,12:39:25
1990-04-13,1982-08-19 07:09:30,eius.jpg,"$6,236.74","Bader, Meyer and Ernst",82,-124.827963,6e:da:35:c2:12:ab,Kalaallisut,Oberwil,Europe/Vienna,si,13:21:26
2021-12-07,2014-04-19 08:24:59,magni.mp3,$554.79,"Studer, Kälin and Lüscher",1,-137.342503,ab:3d:38:90:cb:dc,Western Frisian,Meilen,America/Guatemala,is,15:00:38
1975-04-17,1991-10-12 20:40:24,veniam.csv,"$29,255.00",Walder Inc,218124,137.678728,a6:9f:58:b7:1c:71,Church Slavic,Küsnacht,Europe/Bucharest,wa,11:02:26
1988-11-27,1983-10-27 23:38:54,vero.pptx,"$1,216.75",Felder Group,432437,-15.795390,de:01:1f:25:05:03,Croatian,St. Gallen,America/Guyana,ku,08:56:47
1989-04-24,2005-10-02 11:34:57,sequi.key,$325.80,Schumacher-Wehrli,720050,-5.077087,df:11:bc:41:66:19,"Sotho, Southern",Freienbach,America/Panama,nso,11:12:29
1991-12-29,1999-08-02 02:04:43,natus.flac,$10.52,"Weibel, Näf and Studer",185885504,-169.166782,39:55:78:e6:81:d8,Norwegian,Nyon,America/Argentina/Cordoba,de,20:58:43
2018-09-01,1979-12-10 22:52:15,odit.png,"$7,766.51","Blaser, Schär and Kunz",683,-164.088738,d4:e5:b4:4d:b7:28,Igbo,Winterthur,Africa/Malabo,gu,06:41:12
1979-03-23,2008-07-05 02:47:20,sapiente.wav,$23.46,"Bauer, Egger and Schmidt",61074618,-73.910793,21:0f:c5:eb:2e:9d,Guarani,Rüti,Europe/Dublin,ast,07:24:26
2000-06-23,2002-02-28 17:54:12,odit.pdf,$56.89,Egli Ltd,6497133,-101.110605,ee:37:6f:18:e4:d5,German,Rüti,Asia/Jerusalem,ha,05:54:00
2014-06-10,1992-02-17 04:54:45,porro.jpeg,$0.91,"Hürlimann, Bader and Stauffer",57624,101.274573,bc:33:4c:a6:99:34,Sinhala,Ittigen,America/Bogota,iw,03:13:44
1996-08-24,2006-05-13 16:11:46,iure.mp3,"$98,433.87",Hess and Sons,22486,-41.463426,79:43:36:85:b8:0a,Turkmen,Val-de-Ruz,Pacific/Guadalcanal,st,10:41:33
1980-05-31,1986-05-08 03:43:31,consectetur.mp4,$6.24,Brunner-Schuler,467444,-172.160510,d8:9e:03:28:47:d8,Dutch,Kloten,Africa/Lome,ce,02:07:54
1977-08-18,1995-08-28 20:18:11,laboriosam.css,"$9,650.18",Lustenberger LLC,32407705,16.376454,5e:82:01:e2:40:2f,Ewe,Zollikofen,Europe/Kaliningrad,byn,17:34:22
2017-01-09,2002-04-09 07:08:55,temporibus.ods,$459.66,"Zimmermann, Kaiser and Stalder",212,-116.662328,48:97:bc:58:03:f2,Indonesian,Arth,Africa/Accra,uk,17:03:32
2012-03-12,2004-03-10 22:46:35,recusandae.wav,$94.33,Wirth and Sons,58642,-81.097321,b3:ec:27:3b:7c:25,Tibetan,Gossau,Europe/Podgorica,the,21:16:40
2021-02-20,2000-08-25 15:43:08,libero.mp3,$38.87,Betschart Group,40519642,32.200734,6e:cc:62:bc:47:3d,Tahitian,Meyrin,Pacific/Easter,tg,00:27:35
2023-01-01,1996-03-26 02:15:59,aspernatur.pages,$60.03,Bachmann PLC,51590,-173.179506,3e:c9:6e:51:a1:97,Hausa,Volketswil,Asia/Dili,ln,14:28:26
2020-06-18,2004-08-07 16:54:37,inventore.mp3,"$1,090.93","Ziegler, Schäfer and Leunberger",825608980,-108.232073,b9:63:27:ac:1a:30,Shona,Sarnen,Atlantic/Reykjavik,nan,07:32:57
1975-05-08,1991-07-03 11:09:56,sit.avi,$70.37,Ott Ltd,4,1.531586,f9:fd:c6:08:e6:15,Sinhala,Freienbach,Asia/Baku,zu,13:08:25
2023-01-30,2020-07-11 22:35:42,molestiae.webm,$290.55,Huber-Lüthi,660029,-129.450358,7e:2a:12:b9:83:c5,Ganda,Meyrin,Asia/Tbilisi,hy,17:31:35
1976-10-20,2012-05-16 20:22:53,voluptas.flac,"$29,832.27",Mäder Ltd,3132068,2.781202,79:ca:9c:d9:28:ad,Uzbek,Bern,Europe/Bratislava,ml,17:56:54
1975-06-13,2006-11-05 18:59:26,molestiae.pdf,$9.90,"Ott, Jost and Lustenberger",856,-33.563526,fc:41:0c:e4:10:da,Urdu,Küssnacht,Africa/Freetown,is,10:54:55
2022-02-15,1971-02-17 00:26:42,placeat.flac,"$3,301.38",Frey Ltd,910,38.901126,5d:40:ea:70:f9:a7,Abkhazian,Bern,Asia/Tehran,rw,16:30:39
2018-11-19,1976-05-26 23:05:13,ab.css,$2.09,Zbinden Group,584,-37.250228,ee:c3:81:c9:43:09,Turkish,Chêne-Bougeries,Pacific/Majuro,cs,19:50:16
2017-08-25,2017-02-09 16:56:25,sapiente.xlsx,"$42,466.08",Zingg-Leu,9,116.206941,c3:ae:8b:e7:5a:a6,Uzbek,Wädenswil,Europe/Vilnius,shs,05:25:22
2020-10-29,2016-04-22 09:39:06,repellat.mp3,"$91,377.46",Schwab-Portmann,7,-14.061894,85:39:1c:63:b9:9e,Inuktitut,Köniz,Africa/Nairobi,fi,02:09:36
1976-02-25,1985-06-30 01:13:33,similique.flac,$497.16,"Erni, Leu and Schürch",293,126.142248,6e:12:b0:83:38:7f,Bengali,Luzern,America/La_Paz,ckb,11:29:59
2020-04-13,2011-08-21 13:46:47,ea.png,$8.60,"Weibel, Flückiger and Wyss",81538120,-108.157960,cc:88:ae:e3:61:6b,Maltese,Lausanne,Africa/Mbabane,iw,12:00:18
1996-07-22,1990-06-27 16:49:17,ipsum.bmp,$5.36,Sidler Ltd,6391735,-60.836071,47:3a:80:b0:b9:f2,Swedish,Schwyz,Africa/Tripoli,lo,03:24:26
