date,city,pricetag,date_time,hostname,iso8601,timezone,file_name,bank_country,latitude,mac_address,language_code,time
2014-10-28,Erfurt,"10,72 €",2019-04-17 12:19:22,srv-27.flantz.de,2020-05-31T04:35:33,Europe/Rome,Eis.key,DE,-87.2114995,00:9b:7f:a6:12:80,tig,00:30:14
2008-12-08,Warendorf,"92.219,90 €",2004-09-03 06:09:45,db-92.stiffel.net,1986-01-08T01:58:13,America/Barbados,Schnee.flac,DE,-10.4311705,c5:a7:10:57:81:42,id,18:14:26
1970-12-16,Main-Höchst,"5,24 €",1981-12-22 22:46:35,db-48.roskoth.com,2022-03-09T07:26:55,Pacific/Majuro,lustig.png,DE,-20.8583025,24:1d:d0:a4:6f:1d,aa,19:06:26
1987-01-13,Ebern,"36,38 €",1982-04-09 13:39:00,laptop-76.saeuberlich.com,1971-02-16T15:18:30,Africa/Tunis,weinen.flac,DE,42.0655205,69:e0:65:63:fa:88,byn,21:33:04
2006-02-17,Teterow,"56,59 €",1982-08-27 08:21:05,lt-66.kaul.com,2023-01-17T13:48:07,Europe/Madrid,Bauer.ppt,DE,29.001768,4a:e5:87:e2:c9:ef,et,19:34:33
2022-06-21,Brandenburg,"9,43 €",1997-04-04 03:15:09,web-16.siering.net,1985-03-09T14:27:54,Africa/Dakar,für.flac,DE,-55.2300105,94:19:ac:9f:75:08,tr,22:41:22
2009-10-09,Klötze,"390,21 €",2010-08-13 19:41:43,lt-23.misicher.com,1996-12-20T01:11:14,Europe/Dublin,lernen.wav,DE,53.6810935,38:eb:2d:3b:59:8f,lo,13:59:36
1978-05-04,Hainichen,"7.923,08 €",1982-09-08 11:59:48,web-10.mude.de,1970-04-26T23:29:31,America/Caracas,also.xls,DE,-34.718694,59:e4:50:d2:34:c8,szl,19:47:28
2010-04-20,Erbisdorf,"771,15 €",1976-07-17 11:34:52,web-60.schinke.com,1995-02-21T05:07:00,America/Guatemala,Boden.pages,DE,57.9728275,b3:2c:0c:30:07:95,st,16:27:09
1990-05-29,Deggendorf,"44.678,82 €",1989-12-08 21:07:04,srv-57.riehl.com,1972-12-19T12:37:31,Africa/Tripoli,dumm.css,DE,29.679745,62:ce:9a:0c:40:fe,be,13:39:46
1986-11-10,Eutin,"7.229,15 €",1999-08-25 09:07:32,web-64.birnbaum.de,2009-02-11T10:52:04,Africa/Kigali,mal.wav,DE,22.8403705,be:a7:4d:d2:4d:29,nan,12:11:11
2013-03-14,Kitzingen,"68,65 €",1977-06-14 00:36:45,laptop-77.gotthard.net,2013-11-27T20:12:30,Indian/Mauritius,los.js,DE,-55.916425,ae:8c:c9:88:04:51,dv,10:37:57
1974-12-23,Bayreuth,"941,99 €",1977-10-24 01:32:27,lt-72.kuhl.com,1992-01-02T01:34:33,Europe/Vatican,unter.mp4,DE,12.057015,85:9b:31:f4:69:6c,dv,21:00:21
2019-12-26,Delitzsch,"4.602,81 €",1998-06-06 08:11:52,lt-77.rudolph.de,1989-10-24T03:50:23,Asia/Calcutta,her.mp3,DE,-22.893923,99:09:57:12:10:d4,eo,06:59:44
1982-07-24,Lüdenscheid,"75.388,54 €",2023-08-15 04:26:18,srv-26.mies.de,1998-11-20T07:27:50,America/Lima,dick.webm,DE,10.551096,f0:22:6c:83:6c:00,et,17:38:55
2014-08-10,Pfaffenhofen an der Ilm,"9.498,12 €",2011-03-29 14:40:01,lt-89.eberhardt.com,2010-06-11T00:19:07,America/Guyana,gehen.flac,DE,-72.536837,e6:12:6a:1a:b7:6c,nr,01:41:26
1991-01-13,Havelberg,"773,76 €",2021-02-02 03:25:00,lt-55.drewes.com,2018-04-23T04:03:07,Europe/Malta,leise.jpg,DE,-77.8156055,d8:37:91:8a:93:d6,crh,09:48:44
1983-05-12,Bogen,"4.617,17 €",1973-03-01 02:28:49,srv-87.ortmann.com,2015-05-31T23:28:57,Asia/Aden,Brot.webm,DE,-27.3805395,33:05:f3:08:31:51,ug,10:13:31
2004-10-27,Hofgeismar,"449,24 €",1999-12-23 08:48:17,lt-53.hertrampf.org,1981-09-04T14:09:06,Africa/Tunis,nämlich.avi,DE,-57.5069015,0c:8b:c9:2f:ff:65,ht,14:15:14
2004-10-26,Duderstadt,"23,90 €",2018-08-25 12:58:45,lt-64.hamann.org,1996-01-10T05:52:42,Asia/Kuching,bringen.mp4,DE,-42.4665725,46:f9:6f:ba:29:b7,nb,17:15:38
2009-09-10,Herzberg,"2.138,47 €",2011-08-27 15:11:58,lt-86.hentschel.com,1984-10-18T00:40:04,Asia/Beirut,das.wav,DE,-14.517060,86:3a:9e:82:b4:c3,ro,16:41:51
2022-09-17,Schleiz,"11.872,11 €",2008-02-18 09:33:19,email-72.kaester.de,1996-05-15T05:17:37,America/Bogota,Weg.odp,DE,78.240892,e0:19:d0:3a:ec:67,yue,16:27:05
2013-02-21,Rothenburg ob der Tauber,"725,68 €",2019-01-14 10:50:11,laptop-04.liebelt.org,1990-05-05T12:35:16,Pacific/Kosrae,drehen.xlsx,DE,-29.6604595,ab:f3:81:54:1d:3c,af,06:40:16
2021-11-25,Heinsberg,"2.536,57 €",1998-04-25 09:54:02,lt-18.raedel.org,2014-06-15T09:07:23,Europe/Bratislava,Ball.bmp,DE,-38.763485,5d:25:32:55:f1:65,mn,18:55:20
1996-08-24,Rothenburg ob der Tauber,"94,09 €",2009-05-27 18:43:14,desktop-08.kobelt.de,2021-05-25T08:28:58,Europe/Brussels,Tür.webm,DE,-61.432863,78:e7:06:83:e2:af,yue,05:20:37
2009-07-28,Gelnhausen,"6,81 €",1979-06-22 22:36:32,srv-75.weinhold.org,1975-01-27T01:19:54,Asia/Qatar,neun.txt,DE,-49.072641,3c:71:7c:f3:65:e9,ka,03:53:37
1989-04-07,Neuruppin,"76,94 €",2017-09-23 07:51:46,desktop-49.froehlich.org,2009-03-01T22:40:45,Europe/Vienna,Ball.xls,DE,-0.3102845,1f:ed:a7:01:ed:dd,lo,01:34:47
1987-11-01,Northeim,"225,53 €",1985-06-04 02:57:02,db-77.zirme.de,1999-05-05T22:54:11,Asia/Kuala_Lumpur,holen.jpeg,DE,64.1271265,f9:2f:91:61:92:47,as,20:57:38
1993-07-28,Klötze,"77.040,38 €",1977-05-22 03:58:04,srv-06.mude.com,2016-01-30T03:04:21,Asia/Hovd,nächste.png,DE,83.0868985,c4:74:aa:9f:44:dc,dz,19:39:33
1999-10-11,Rochlitz,"938,34 €",2019-11-02 12:56:06,desktop-72.stumpf.com,1972-09-24T00:28:03,Africa/Maseru,arbeiten.gif,DE,61.9215375,b3:73:3a:fb:3d:93,iu,17:22:57
1987-04-18,Flöha,"80,62 €",2005-02-16 20:32:06,lt-01.bender.com,1974-08-12T23:37:47,Europe/Uzhgorod,packen.json,DE,-80.868675,87:3e:b5:f2:75:bb,mg,09:32:34
1978-08-21,Fulda,"0,03 €",1974-09-12 12:42:33,lt-50.etzler.org,1997-05-28T11:23:16,Asia/Seoul,selbst.mov,DE,81.712024,a2:c7:96:3f:37:dd,zh,18:10:46
2000-05-25,Aachen,"564,31 €",2022-01-20 11:51:26,lt-63.winkler.com,2013-03-21T10:47:37,Asia/Brunei,bringen.xlsx,DE,74.744137,8f:9a:76:dd:14:f6,iw,10:05:44
1975-05-07,Northeim,"4,21 €",1976-04-08 00:46:17,srv-00.ditschlerin.com,1971-08-05T01:54:17,Europe/Ljubljana,Stein.mp3,DE,71.236659,81:d4:9c:e9:bf:00,zh,04:21:56
2020-02-24,Hersbruck,"51,22 €",1975-11-25 12:06:21,desktop-11.kabus.com,1972-04-28T14:35:51,Asia/Dubai,wieder.avi,DE,15.680610,0e:96:1c:92:24:0c,mn,02:19:26
1978-09-06,Hoyerswerda,"82.104,43 €",1979-07-28 20:37:19,desktop-92.baerer.de,2018-12-29T08:20:43,America/Santo_Domingo,Welt.xls,DE,3.471653,22:a0:f0:1d:30:d9,hr,00:31:54
2021-05-20,Hoyerswerda,"78.966,21 €",2003-03-18 18:41:09,laptop-66.walter.com,2013-09-05T01:44:16,Europe/Monaco,fährt.flac,DE,64.457168,9c:bc:73:f5:a2:44,ht,12:52:09
1999-02-15,Aschaffenburg,"91,53 €",1979-04-30 16:58:20,desktop-68.anders.de,1995-03-22T06:21:13,Africa/Blantyre,denken.gif,DE,-9.585986,ad:6f:51:83:da:5f,raj,14:47:39
2002-01-08,Zschopau,"5.824,28 €",2021-09-17 14:29:50,web-03.rudolph.org,2015-05-29T09:42:13,Asia/Ashgabat,fest.pages,DE,7.1331385,db:b0:e5:62:e4:52,cv,17:30:14
2016-04-09,Wismar,"538,05 €",2002-10-08 23:01:50,desktop-07.barkholz.com,2021-07-09T05:29:19,Asia/Jerusalem,dafür.json,DE,-50.730677,38:f7:2d:c4:22:f4,gv,13:36:45
2015-06-30,Neu-Ulm,"790,42 €",1994-08-06 05:24:40,email-31.benthin.de,1996-08-09T23:55:10,Africa/Abidjan,machen.mp3,DE,-80.441378,78:7f:76:c9:5e:6d,uk,07:28:57
2001-12-01,Rottweil,"134,30 €",2008-02-29 07:59:32,laptop-74.eimer.com,1988-08-10T09:04:46,Pacific/Nauru,doch.json,DE,-79.0904165,b8:3f:15:4b:cc:99,tl,05:21:44
1994-07-05,Melle,"34.701,29 €",1976-06-08 14:26:19,web-71.boucsein.de,1997-06-15T16:08:53,Africa/Lubumbashi,müssen.txt,DE,-82.3278405,23:1b:35:ed:ff:a3,cs,15:55:03
1974-05-13,Riesa,"99.240,12 €",2020-03-30 19:48:46,desktop-65.doerr.de,1999-11-01T06:36:48,Europe/Amsterdam,ihm.key,DE,74.8478835,66:cc:f9:e0:d1:39,id,03:08:27
1991-02-16,Bitterfeld,"6.972,48 €",1981-03-28 08:45:29,web-48.bolnbach.de,2010-10-08T22:54:16,Africa/Bissau,sehr.odt,DE,75.3995535,fe:65:fa:f1:dd:2e,tcy,21:24:10
2015-10-16,Staffelstein,"6.546,32 €",2001-09-09 00:40:43,lt-65.schuchhardt.org,2012-05-29T22:26:28,Africa/Malabo,fragen.avi,DE,-42.960262,1d:9a:74:bd:fa:de,cmn,04:49:10
1973-02-04,Main-Höchst,"3,77 €",2012-10-17 02:40:21,web-10.stiebitz.com,2013-05-05T16:10:31,Pacific/Chatham,etwas.pdf,DE,-60.1998525,63:8c:b9:b6:80:8e,mhr,15:02:51
2007-02-07,Uelzen,"41.840,19 €",1982-02-10 22:26:27,email-96.groettner.net,2005-03-17T20:37:52,Asia/Riyadh,dumm.mp3,DE,-52.1330095,75:6c:49:b6:ed:f9,sw,01:32:08
2014-04-02,Ebersberg,"55.890,67 €",1977-03-29 09:12:42,db-49.trueb.com,2004-05-26T09:46:50,Africa/Asmera,fest.mp3,DE,19.444074,3a:59:13:8b:26:56,ar,20:54:58
2005-09-21,Zschopau,"696,48 €",2019-12-16 11:57:00,web-69.karge.org,2006-11-21T03:31:22,Africa/Cairo,schaffen.js,DE,46.4761085,c5:a0:17:c1:e0:35,ne,01:18:15
1970-07-30,Geldern,"3.124,28 €",1988-05-26 03:19:20,db-72.steckel.com,2014-02-27T13:52:59,America/Lima,vielleicht.webm,DE,1.562013,96:69:66:b4:de:2d,om,23:16:55
2017-02-11,Recklinghausen,"3.869,80 €",2013-07-01 08:09:51,srv-34.rudolph.com,1990-11-27T17:00:53,Asia/Dubai,Lehrer.bmp,DE,81.4789855,14:ae:cd:a6:49:eb,gd,03:19:52
2010-07-23,Nördlingen,"8.078,29 €",2008-12-05 12:26:08,lt-15.gutknecht.net,1977-11-07T22:11:55,America/Tegucigalpa,ist.json,DE,-71.4312935,d3:79:7d:82:53:22,af,08:24:22
2016-03-25,Osterburg,"71,14 €",1981-01-14 10:15:19,lt-86.klotz.com,1995-04-23T14:49:45,America/Asuncion,Wissen.jpg,DE,-17.2752165,1c:b2:1a:13:c9:34,mni,06:55:35
1989-11-13,Bad Liebenwerda,"339,73 €",2011-12-05 04:14:45,lt-54.stiebitz.net,2015-09-06T14:47:25,Asia/Nicosia,um.numbers,DE,69.7147475,36:04:aa:45:0b:9a,dz,21:24:07
2000-07-21,Gadebusch,"40.358,96 €",2012-08-11 21:52:32,desktop-96.kroker.org,2002-04-15T14:28:46,Asia/Singapore,erst.bmp,DE,-48.812671,08:83:c6:2b:1d:dc,ms,18:12:36
1986-04-17,Gunzenhausen,"752,97 €",2023-01-01 06:59:14,web-97.klemm.com,2008-02-28T01:06:07,Indian/Mahe,braun.csv,DE,-66.428739,69:1a:5f:62:6f:50,cy,14:51:05
1971-01-22,Fallingbostel,"3,61 €",1976-04-27 04:50:48,db-60.fliegner.de,2013-05-06T15:18:22,Asia/Qatar,man.js,DE,-65.531629,20:28:c7:da:cd:ad,zu,23:48:09
1975-07-20,Burglengenfeld,"7,66 €",1979-10-09 18:10:58,db-88.textor.de,2006-06-28T18:09:29,Europe/Copenhagen,warm.gif,DE,-2.7426335,cb:66:12:0b:5c:ac,mk,14:13:41
1986-08-11,Genthin,"6,94 €",1976-12-17 13:43:50,lt-25.trubin.de,1993-03-13T04:25:51,Africa/Lubumbashi,Schüler.txt,DE,-77.597059,0a:3f:90:f3:2e:73,hu,05:33:52
2021-08-25,Gardelegen,"2,34 €",1977-04-30 23:07:54,lt-34.gute.net,1984-02-21T20:21:12,Africa/Bujumbura,stark.wav,DE,-13.499232,56:42:62:c8:18:70,tl,05:05:39
1987-04-19,Gerolzhofen,"10,19 €",1970-08-05 23:14:26,laptop-27.wirth.com,2019-11-30T17:39:48,Pacific/Easter,zu.flac,DE,8.419206,94:7a:cf:6d:3a:cb,hr,09:24:54
1998-04-16,Grimmen,"20,44 €",2005-07-10 23:30:37,lt-66.adolph.de,2014-12-12T01:59:01,America/Barbados,können.json,DE,-22.701663,e5:22:c7:6a:e8:31,cy,04:00:14
1985-08-26,Altentreptow,"25.570,22 €",1982-07-16 06:02:19,lt-89.zimmer.org,2004-12-14T05:05:22,Europe/Chisinau,schlimm.bmp,DE,-47.1103395,ca:1f:47:5e:e4:45,byn,12:56:36
1989-07-02,Aachen,"84,71 €",1994-11-14 15:04:55,db-37.froehlich.com,2022-12-06T23:57:45,Asia/Kuala_Lumpur,ob.webm,DE,-56.653231,dd:b4:ec:ee:90:74,gu,16:09:27
2004-01-27,Cuxhaven,"35,35 €",2012-10-07 23:21:20,email-04.stahr.de,1983-12-11T04:00:48,Asia/Dushanbe,dann.mp3,DE,75.9153145,8d:2a:5b:06:5c:1a,ku,11:21:16
1977-03-22,Ahaus,"496,14 €",1984-11-15 03:11:04,db-85.trommler.com,1978-05-28T13:08:05,America/Chihuahua,mehr.tiff,DE,-54.7319175,6c:f8:ff:ac:73:c3,hi,14:11:42
1989-04-06,Sulzbach-Rosenberg,"3.186,89 €",1997-07-10 09:23:41,lt-13.jessel.de,1979-10-02T08:54:07,Asia/Phnom_Penh,ich.avi,DE,-19.299699,4c:51:15:b2:ff:a6,ro,17:13:33
2000-06-09,Weimar,"68,92 €",1983-02-21 18:31:10,desktop-56.ziegert.de,1985-10-08T11:09:04,Asia/Yerevan,beide.pptx,DE,54.993450,f0:16:5d:10:57:1f,de,01:16:09
2016-03-10,Erbisdorf,"0,63 €",2003-10-30 09:27:45,email-00.beier.de,2004-06-24T07:34:14,America/La_Paz,hier.png,DE,-20.418389,e0:b4:b9:12:96:ec,crh,03:34:56
1989-10-18,Gotha,"73.415,21 €",2022-11-11 13:45:40,web-00.finke.com,1994-08-14T02:22:30,Europe/Paris,neun.xlsx,DE,-66.827842,7f:d5:d3:93:92:6c,gd,01:12:46
2002-09-12,Greifswald,"16,34 €",2018-09-20 07:23:25,desktop-83.hoelzenbecher.com,2013-07-20T20:01:57,Asia/Samarkand,fährt.mp3,DE,-78.8651425,34:f3:db:ce:66:db,ber,14:23:46
1972-02-22,Duderstadt,"10,66 €",1991-01-30 08:09:31,web-96.koester.com,2006-03-27T11:37:07,Atlantic/Reykjavik,wichtig.wav,DE,24.0007175,fd:98:0f:ae:7e:14,crh,11:28:08
1998-04-14,Teterow,"34,19 €",1983-06-09 00:04:40,db-59.bolander.com,1988-09-22T00:35:05,Africa/Luanda,was.xls,DE,-77.7440505,9a:37:92:44:6b:bb,ve,22:26:07
2012-12-20,Hansestadttralsund,"8.789,28 €",1975-04-26 08:59:06,desktop-95.haenel.com,2015-06-07T22:13:35,Pacific/Kosrae,los.mp3,DE,-53.262761,c3:e9:67:0e:6c:0b,cs,20:35:25
1986-01-16,Saulgau,"45,98 €",1991-08-09 21:48:53,desktop-64.binner.de,2004-11-21T00:32:20,Asia/Calcutta,endlich.avi,DE,-59.0136225,de:4a:2d:e7:6c:b2,wal,02:03:36
1993-10-13,Gütersloh,"7.702,20 €",2014-10-18 17:58:34,db-29.salz.de,1982-06-01T00:52:35,Africa/Nouakchott,gehen.mp3,DE,73.352219,68:8e:f8:cd:1d:24,tcy,08:37:01
2015-09-10,Mainburg,"27,64 €",1972-11-21 05:43:22,lt-03.jaekel.com,2014-12-23T14:06:57,Asia/Saigon,scheinen.wav,DE,-27.919464,7e:10:a6:ed:55:fe,ber,08:16:43
1994-10-22,Jülich,"492,89 €",2008-10-14 19:31:32,lt-93.briemer.de,1979-04-06T06:39:12,America/St_Kitts,groß.png,DE,60.0497535,f8:45:c5:20:4f:28,ak,10:00:46
