mac_address,language_name,iso8601,file_name,hostname,bank_country,country,time,date_time,pricetag,timezone,longitude,date,city,random_number,language_code,company,latitude
ac:8c:c6:5e:c5:94,Georgian,2020-11-16T12:48:54,Spaß.jpeg,email-71.bauer.net,DE,Estland,01:44:38,2001-02-19 00:16:35,"48.553,77 €",Europe/Warsaw,-120.534791,1991-12-10,Crailsheim,688,cy,Sölzer AG,6.1309555
8e:c9:51:a9:33:01,Zhuang,1970-07-21T14:47:37,bald.mov,lt-70.karge.de,DE,Französisch-Guayana,09:28:54,2006-06-27 01:02:47,"845,28 €",America/Lima,-132.229308,2003-12-23,Suhl,67254,iu,Rohleder,87.830778
cd:a7:83:77:c3:12,Lithuanian,1990-01-25T06:13:09,lassen.mp3,laptop-77.doehn.com,DE,Dschibuti,17:39:23,1976-11-09 17:00:14,"703,59 €",Africa/Banjul,-170.740192,1979-05-28,Delitzsch,931359,the,Mosemann Scheuermann KGaA,29.5855325
69:fb:66:47:3e:cf,Vietnamese,1977-04-05T19:40:50,erschrecken.jpeg,email-15.eberth.net,DE,Chile,07:13:35,1971-11-22 11:29:32,"770,37 €",Europe/Vaduz,-101.594176,2023-09-08,Schwabmünchen,407241573,eo,Henschel KG,79.4209455
41:40:f4:9d:e5:98,Dzongkha,1988-12-21T14:17:13,leise.wav,desktop-87.fiebig.de,DE,Martinique,16:12:14,2014-02-23 00:43:25,"5,46 €",Europe/Bratislava,-84.250198,1997-01-02,Freital,389549902,et,Hartmann Neuschäfer Stiftung & Co. KGaA,19.704975
20:4f:9d:47:5a:4d,Limburgan,2017-02-07T23:24:48,leicht.jpg,srv-09.tintzmann.com,DE,Namibia,03:57:24,1986-02-09 12:11:53,"452,62 €",Asia/Seoul,-89.307808,2019-06-08,Neubrandenburg,3820,tr,Boucsein,53.4219845
fa:d2:39:83:a4:6f,Tigrinya,1979-09-13T20:40:36,Rad.css,web-86.seidel.de,DE,Barbados,18:42:27,2011-07-11 01:36:31,"774,02 €",Europe/Tallinn,33.609843,1972-07-18,Wurzen,27426070,sl,Freudenberger AG,51.784008
b1:d8:6b:fa:36:0b,Kalaallisut,1970-11-28T23:44:47,dein.flac,web-73.nette.com,DE,San Marino,12:48:31,1989-10-12 14:43:28,"7.174,44 €",Africa/Maputo,-114.273935,2015-11-18,Kronach,43,sq,Säuberlich Gierschner KG,-49.4365445
ae:fc:d8:47:0c:a3,Sichuan Yi,2019-01-06T09:50:58,können.png,lt-81.albers.com,DE,Nicaragua,13:29:54,2007-04-12 08:23:04,"5,09 €",Asia/Amman,-67.142642,1977-05-04,Bad Freienwalde,93,kw,Peukert,-71.515731
11:ee:83:4c:23:ae,English,1975-05-01T17:17:33,deshalb.mp3,email-79.schoenland.com,DE,Kuwait,23:53:57,2009-12-13 12:08:01,"7.268,44 €",America/Port_of_Spain,82.395200,2007-06-01,Aue,309,mhr,Heß Hermann GbR,-52.7451235
39:99:c2:cc:8d:c8,Tonga,1971-01-15T05:46:44,aber.mp4,email-05.holt.com,DE,Singapur,03:10:33,2023-09-01 06:24:11,"22.359,55 €",America/Merida,64.497290,1997-10-06,Ebern,4348,tl,Dörr,-38.787955
db:5b:24:05:77:0f,Luba-Katanga,2006-08-16T04:01:34,hoch.wav,desktop-27.gunpf.de,DE,Serbien und Montenegro,07:28:45,1981-08-03 05:09:12,"44.808,08 €",Africa/Monrovia,-57.268423,2006-12-31,Schwäbisch Hall,701,iu,Koch,-26.455155
8f:6a:d9:94:c8:28,Gujarati,2004-03-27T06:59:27,Feuer.html,web-96.hertrampf.com,DE,Spanien,20:33:08,1981-10-06 01:19:41,"457,25 €",Africa/Asmera,-157.212417,1989-03-07,Sömmerda,0,yue,Meyer,-39.0343355
cc:77:60:c6:7f:e5,Gujarati,1978-10-05T09:14:54,sehen.csv,lt-68.reuter.org,DE,Nicaragua,21:29:14,1991-07-08 08:53:15,"72,98 €",Africa/Dakar,50.533985,1973-09-12,Roth,31387,en,Junck AG,87.2243935
54:23:8b:1d:5f:b7,Serbian,1989-07-11T10:56:16,Dorf.flac,laptop-63.ackermann.com,DE,Äußeres Ozeanien,18:38:52,2022-11-15 19:10:33,"10,77 €",America/St_Vincent,-154.349769,1991-03-23,Koblenz,481983,nhn,Krein AG & Co. KG,37.992061
d6:f7:66:92:d0:33,Venda,1973-03-01T03:44:11,Freude.ods,email-37.haering.net,DE,Guernsey,10:27:45,2001-05-26 16:52:48,"2,56 €",Europe/Riga,28.024894,2004-03-17,Gadebusch,682114,fil,Scholl KG,31.318956
ff:29:c0:6b:bd:eb,Bambara,1996-03-11T16:10:34,lange.mp4,lt-93.baum.de,DE,Katar,02:06:11,2002-09-06 23:46:21,"49.380,99 €",Europe/Riga,-162.223770,2014-05-22,Lübz,5,ig,Drewes Ehlert AG & Co. KG,-14.9286205
20:a1:31:f3:2d:b1,"Sotho, Southern",2011-08-10T17:42:55,finden.ppt,db-90.vollbrecht.de,DE,Serbien und Montenegro,09:50:53,1992-08-24 10:09:29,"3,78 €",Europe/Oslo,-132.071017,1970-12-17,Roth,7332324,ku,Heinz,59.877104
65:cc:94:e7:e9:ee,Navajo,2017-02-16T20:37:13,Dorf.csv,email-81.preiss.com,DE,Vereinigte Staaten,06:21:04,2021-02-01 00:41:12,"41,72 €",Europe/Malta,117.365995,1990-05-13,Halberstadt,40,mag,Schmiedt,-13.5247035
d6:39:a5:05:5a:aa,Thai,2007-07-25T18:30:33,lachen.jpg,srv-17.scheuermann.com,DE,Burundi,19:23:57,1971-10-20 01:52:54,"79.751,14 €",Africa/Niamey,120.228682,2021-06-04,Wolmirstedt,72917535,niu,Bohnbach OHG mbH,3.672137
06:dd:5e:5c:95:53,Tamil,1983-11-26T05:58:30,Glück.flac,laptop-94.muelichen.de,DE,Kasachstan,16:35:13,1987-12-06 11:04:53,"6.693,68 €",America/Antigua,-85.982568,2020-03-31,Kötzting,31846,ta,Röhricht Mälzer KG,-51.6752225
9c:08:b9:e2:72:40,Maori,1992-07-06T00:38:47,Stunde.txt,lt-81.hentschel.com,DE,Bahrain,06:39:28,1987-10-12 13:42:23,"6.610,99 €",Europe/Athens,161.022231,2003-08-09,Schwäbisch Hall,592,ia,Roht Rogge e.G.,-53.712900
c8:0b:42:28:ab:87,Luba-Katanga,2017-08-06T01:13:58,unter.html,laptop-64.heidrich.net,DE,Litauen,04:45:51,1992-06-16 15:59:32,"72,66 €",Pacific/Funafuti,98.452749,2018-06-10,Brandenburg,972,ig,Schacht,5.695079
b1:9c:6e:dd:7a:3b,Manx,2023-08-11T13:55:31,Name.mp3,email-34.scheel.com,DE,Falklandinseln,14:03:10,1995-04-18 21:25:32,"3.524,97 €",Europe/Paris,136.624220,2005-08-12,Duderstadt,64049,eu,Haering,85.1780695
69:b6:01:f3:52:83,Inupiaq,2018-07-23T20:07:59,können.pptx,db-67.paffrath.de,DE,Guyana,08:19:44,2013-03-14 17:01:24,"226,66 €",Asia/Riyadh,-153.181147,2004-07-16,Melle,247613742,doi,Tlustek,-59.781696
53:27:af:02:14:15,Western Frisian,1981-01-27T11:41:30,haben.tiff,web-06.hermann.de,DE,Thailand,20:31:39,2007-11-20 09:45:26,"753,08 €",Asia/Saigon,-72.307372,1979-12-19,Kassel,859112844,wo,Schuster,-20.9653645
12:b8:e4:f5:1c:43,Uzbek,1972-02-24T23:17:46,verstecken.key,lt-68.budig.com,DE,Réunion,20:29:45,1988-08-14 04:24:16,"673,65 €",Pacific/Efate,42.048737,1983-11-19,Wesel,344,en,Ruppersberger,-67.795525
ed:2f:c5:21:21:2f,Lithuanian,2020-10-11T20:24:44,baden.mp3,laptop-30.roerricht.com,DE,Argentinien,12:25:36,2002-11-12 15:23:34,"93.983,53 €",Africa/Khartoum,-150.431841,1978-04-13,Mühlhausen,0,iw,Schlosser GmbH,33.1657775
cf:bb:75:73:fb:0e,Cree,1983-12-18T01:49:07,fast.avi,web-26.haenel.com,DE,Sri Lanka,05:05:31,1970-02-16 08:39:58,"20.668,65 €",Europe/Chisinau,164.683086,1977-08-23,Konstanz,17228,wa,Schäfer,-21.5025695
c6:9e:4c:63:09:f9,Persian,2011-07-31T01:23:05,gar.jpg,db-60.kade.net,DE,Bouvetinsel,00:59:54,1993-04-17 02:49:29,"56,22 €",Pacific/Guadalcanal,140.356728,2008-06-09,Ribnitz-Damgarten,445093917,cy,Scheuermann AG,-49.1998055
16:0a:e8:26:51:af,Limburgan,2018-11-25T11:59:39,Beispiel.bmp,db-91.langern.net,DE,Tuvalu,13:58:10,2009-10-03 14:01:41,"597,22 €",Europe/Minsk,21.173389,1983-03-14,Erbisdorf,134,lb,Siering Christoph e.G.,-1.4517055
e2:0c:a0:4e:b4:63,Urdu,1976-01-02T12:24:47,für.flac,email-06.schmidt.net,DE,Irak,20:11:02,2020-10-10 07:37:34,"91.138,91 €",Europe/Sarajevo,173.188253,1981-03-24,Roding,67,ln,Häring,45.9969335
1a:c2:12:1c:36:72,Icelandic,2005-04-08T01:06:37,der.doc,desktop-15.conradi.com,DE,Äthiopien,11:06:03,2018-12-16 01:21:13,"627,25 €",Asia/Beirut,-99.262045,1970-07-04,Kusel,4,ne,Zänker Schmiedt GmbH,15.526009
7a:80:cb:6e:c6:c4,Cornish,1983-12-05T02:29:33,glauben.txt,desktop-57.geisel.com,DE,Britische Jungferninseln,19:29:43,1984-10-13 01:08:58,"59,47 €",Asia/Tokyo,-63.466826,2006-06-21,Halberstadt,348924,sc,Beckmann Stey AG,-23.3295195
a2:16:f0:f4:72:b7,Javanese,1986-10-24T13:04:30,früher.tiff,email-39.hering.com,DE,Ägypten,08:24:23,2021-11-19 11:42:38,"5,09 €",Europe/Malta,36.499191,1985-11-10,Geldern,9588819,ca,Drubin KG,-72.0062445
9e:4a:31:9c:98:4f,Yiddish,1983-07-09T08:12:23,ich.mp3,email-65.bonbach.de,DE,Gambia,00:53:05,2000-06-19 21:56:07,"0,47 €",Asia/Kabul,127.638946,1999-02-21,Brandenburg,443908053,mhr,Niemeier,-41.410855
3b:18:95:97:bf:4d,Galician,1997-06-26T21:38:10,kurz.mov,srv-67.steinberg.de,DE,Lesotho,20:59:49,2022-01-12 01:17:14,"13.983,38 €",Africa/Cairo,-58.963697,1973-09-15,Döbeln,9450894,ko,Mälzer,3.5263385
f0:8b:1b:ce:64:4d,Croatian,1970-02-11T23:50:58,überall.png,email-20.kruschwitz.net,DE,Samoa,10:00:27,1982-01-23 18:53:41,"247,78 €",Africa/Bangui,-162.585931,2012-07-16,Burgdorf,76167,pap,Heß e.V.,20.841973
4a:13:57:ca:96:02,Somali,2000-10-20T16:16:44,Lehrer.png,db-34.huebel.com,DE,Ecuador,14:23:38,2019-07-11 08:59:22,"18.470,26 €",Africa/Banjul,99.415677,1993-08-24,Tübingen,233,hsb,Kaul,-48.3563895
e8:17:cd:13:3a:53,Chamorro,2010-03-23T07:48:06,offen.pptx,srv-45.metz.com,DE,Frankreich,13:17:41,1994-04-12 07:32:28,"5.919,81 €",America/Havana,6.083944,2020-01-10,Sangerhausen,2742,uk,Conradi Bähr Stiftung & Co. KGaA,-36.424739
d8:28:b6:10:cb:79,Vietnamese,1987-06-29T02:55:36,auf.png,email-57.stoll.com,DE,Brunei Darussalam,01:12:23,2001-10-26 08:25:49,"8.806,55 €",Asia/Qatar,97.578904,2012-11-06,Dinkelsbühl,1652,sq,Hövel,-21.0092975
1d:dd:f9:75:7b:bd,Persian,1975-07-28T05:03:43,drehen.mp4,desktop-39.gerlach.net,DE,Bhutan,02:46:32,2001-02-19 17:36:28,"99.391,63 €",Europe/Copenhagen,-36.888089,1974-02-25,Leipziger Land,717799494,ia,Trüb,-8.788588
0f:3e:1d:fd:01:df,Herero,1975-10-06T16:40:54,gibt.webm,email-71.kobelt.net,DE,Vereinigte Arabische Emirate,21:22:13,1995-01-18 13:18:52,"3.436,51 €",Africa/Mbabane,-64.976150,1971-05-13,Biedenkopf,53094,crh,Etzold Weller KGaA,-3.635471
cb:c3:9a:ee:e5:1d,Interlingue,1992-11-24T04:05:30,rot.flac,laptop-45.hoffmann.de,DE,Botsuana,21:41:48,2005-02-02 21:00:33,"396,77 €",Asia/Hebron,84.461244,1978-05-09,Sankt Goar,863311270,lzh,Hethur,62.4134985
87:33:0b:62:92:12,Tonga,1997-03-09T22:41:46,gewinnen.flac,db-26.scholtz.org,DE,Brasilien,11:40:39,2019-12-07 10:01:06,"82.936,90 €",Africa/Conakry,2.250292,1998-12-18,Hersbruck,685815,ml,Mans GbR,-76.883831
e4:b7:32:f5:bf:85,Wolof,2010-11-19T05:29:26,waschen.mov,desktop-38.troest.com,DE,Guyana,12:23:04,2002-03-13 07:11:34,"1,84 €",Europe/Rome,-159.298065,1975-10-16,Ebermannstadt,94,mt,Scholl,87.246971
10:37:c4:95:21:14,Afar,1972-03-02T17:30:44,was.jpeg,desktop-45.schenk.com,DE,Madagaskar,08:48:49,2003-08-10 04:44:27,"48,06 €",Europe/Dublin,-116.563195,2003-12-09,Sangerhausen,816070552,niu,Fröhlich,-79.2248385
e6:ca:f3:b2:97:69,Quechua,1994-12-10T15:26:02,dann.css,web-53.renner.com,DE,Mosambik,21:08:12,1983-11-10 23:29:14,"17.201,67 €",Europe/Bratislava,144.918175,1981-08-30,Uelzen,60820,nds,Höfig AG & Co. KG,3.253819
f5:f5:bb:55:6e:05,South Ndebele,2015-10-09T16:33:12,ob.wav,db-96.heuser.com,DE,Antarktis,19:34:15,1970-12-26 00:58:19,"5,92 €",Asia/Kuala_Lumpur,-23.930286,1972-01-04,Grimmen,77129221,mg,Schenk GmbH & Co. OHG,32.0038565
99:1a:6b:af:89:10,Irish,1983-07-11T03:21:55,weit.png,desktop-01.rogner.de,DE,Usbekistan,22:04:44,2019-01-29 16:49:59,"4.057,83 €",America/Barbados,19.800479,1976-04-29,Burg,3591660,ca,Hering KG,-11.129967
9a:b4:3c:98:24:95,Chuvash,2015-12-24T19:10:37,seit.xlsx,laptop-85.zobel.net,DE,Kolumbien,05:03:08,2011-08-04 02:34:22,"8.948,83 €",Asia/Samarkand,-169.497378,1997-12-28,Malchin,562,nl,Lübs GmbH,20.6052535
cc:0e:61:7f:32:2d,Yiddish,1994-09-02T19:01:47,Schule.mp4,lt-45.schuchhardt.de,DE,Niger,18:07:28,1973-07-05 18:46:12,"61,13 €",America/Port_of_Spain,-137.850343,1996-02-12,Sulzbach-Rosenberg,528410,the,Austermühle GmbH & Co. KG,72.6303105
e3:e9:b8:0c:c8:b5,Malayalam,1975-01-17T07:33:48,Glück.mov,srv-63.spiess.de,DE,Saudi-Arabien,01:55:51,2002-04-08 21:46:13,"3,05 €",Africa/Dar_es_Salaam,70.057814,2002-02-26,Wolfach,1,li,Sontag,22.4674865
81:31:a5:48:97:73,Shona,2006-08-31T21:42:12,stellen.wav,laptop-78.hande.net,DE,Vietnam,15:18:50,1976-10-23 07:55:31,"79,01 €",Africa/Johannesburg,-95.285677,2020-08-13,Wittstock,0,iu,Becker,-64.406609
f4:4d:79:48:27:ae,Sanskrit,2007-10-13T08:53:21,Stunde.bmp,srv-87.hartung.de,DE,Samoa,06:09:13,1972-12-12 06:17:45,"36.440,93 €",Africa/Niamey,107.754298,1999-05-18,Kulmbach,502124420,se,Striebitz AG & Co. KG,75.182838
cc:72:ea:34:b1:8f,Somali,1976-10-21T18:17:19,packen.doc,srv-71.rosemann.com,DE,Osttimor,00:13:11,2018-04-05 07:57:43,"4,95 €",Europe/London,17.514404,1994-04-01,Wetzlar,86361822,li,Misicher,12.887781
de:94:1c:e2:ce:1d,Swati,1995-08-26T02:49:41,tot.txt,web-33.junitz.org,DE,Usbekistan,12:24:25,2011-11-16 10:57:55,"66,45 €",Pacific/Funafuti,156.415800,1997-10-05,Nordhausen,44055,tk,Döring,-57.6770175
d9:01:a1:f4:1b:66,Finnish,2020-05-09T06:02:31,groß.xls,laptop-34.reichmann.com,DE,Brasilien,16:39:36,1974-05-09 15:11:46,"8.294,90 €",Asia/Seoul,49.458979,2014-03-03,Borken,4,fil,Hartung,56.6196935
bf:33:58:fd:77:66,Somali,2020-09-11T17:19:22,Affe.mp4,web-80.keudel.com,DE,Bulgarien,06:31:41,1996-03-22 21:37:45,"3,93 €",Europe/Monaco,-24.735717,2000-07-15,Malchin,7,yue,Lange,-62.143997
73:0c:03:ab:83:c3,Interlingue,1994-06-04T23:27:05,sein.mp4,lt-53.tlustek.net,DE,Äthiopien,06:33:39,1989-07-23 19:08:46,"8.337,22 €",Europe/Vaduz,48.931975,1988-04-09,Rostock,19,cv,Wende Klingelhöfer GmbH & Co. KGaA,-44.704216
47:af:f2:2b:f3:9e,Basque,2009-09-18T07:57:58,damit.flac,web-17.faust.de,DE,Samoa,21:48:16,1984-10-04 10:49:59,"81.838,14 €",America/Belize,163.992465,2015-01-19,Tübingen,268148292,dv,Röhricht e.V.,36.9776125
90:7c:41:06:39:af,Marshallese,2002-11-18T01:40:29,Auge.wav,email-21.rogge.net,DE,Isle of Man,18:37:35,2005-12-19 15:21:19,"88.508,93 €",Pacific/Ponape,-80.684945,2008-05-10,Parchim,250870611,uk,Finke Hecker AG,52.5614945
d1:44:e7:34:f8:90,Uzbek,1981-09-06T10:44:32,Fuß.wav,desktop-47.fliegner.de,DE,Georgien,18:06:03,2008-10-03 03:31:27,"9,77 €",Pacific/Auckland,-119.463455,1975-09-18,Euskirchen,1610,fy,Fischer Dobes e.V.,55.187957
de:03:2c:7f:ec:0d,Romanian,2011-01-30T13:40:43,traurig.mp4,laptop-72.liebelt.de,DE,Madagaskar,17:49:45,1985-05-29 06:44:13,"559,73 €",Europe/Zagreb,176.892688,1976-05-20,Fürstenfeldbruck,194122934,fr,Mülichen OHG mbH,-41.429360
65:e8:18:be:02:dc,Kazakh,1989-07-27T06:10:48,Minute.wav,laptop-43.birnbaum.com,DE,Südgeorgien und die Südlichen Sandwichinseln,04:22:27,1975-12-05 09:29:25,"1.603,75 €",Africa/Kigali,-151.468127,1981-02-25,Recklinghausen,38,lij,Jessel Nerger GmbH & Co. KG,61.6393935
a4:45:f6:e7:e8:fc,Tsonga,1980-11-10T15:24:50,sicher.odp,lt-73.siering.com,DE,Mali,23:25:24,1989-01-14 06:54:01,"1.190,70 €",America/Nassau,-81.356298,1981-11-14,Konstanz,661146,fa,Meyer Holzapfel KG,35.4753555
80:48:4a:0f:8e:19,Ndonga,2008-12-07T23:04:41,können.wav,web-34.schleich.de,DE,Gabun,03:30:43,1978-02-26 05:42:29,"276,48 €",Pacific/Funafuti,46.542331,1989-06-17,Neuruppin,4,tt,Lindau,-75.6632855
1d:7c:b5:3f:bd:14,Fulah,2021-02-13T16:25:24,Stunde.avi,lt-25.biggen.de,DE,Martinique,16:01:58,1983-07-22 16:59:39,"4,55 €",Asia/Colombo,83.876736,1977-09-22,Staffelstein,3847498,pap,Etzold AG,-21.8610795
80:95:b6:85:e2:01,Swahili,1991-10-07T06:13:01,waschen.js,db-05.kreusel.net,DE,Belarus,10:07:57,2018-09-20 05:30:10,"59.494,28 €",Africa/Malabo,-44.468946,1991-01-20,Witzenhausen,34749213,am,Zahn,6.561463
85:9f:57:4e:8e:0e,Nauru,2001-03-13T02:55:14,Mutter.wav,lt-95.drewes.com,DE,Andorra,07:57:06,1970-05-25 22:15:50,"17.641,42 €",Asia/Harbin,-160.723949,2006-03-23,Badoberan,3,ve,Wilms Kroker KGaA,7.6118655
48:5a:9a:53:42:aa,Marshallese,1971-12-09T17:28:34,finden.jpeg,desktop-14.carsten.com,DE,Cookinseln,02:05:44,2013-05-02 01:14:57,"596,01 €",Africa/Nairobi,144.341473,1980-07-09,Böblingen,12410084,hak,Tröst Bachmann AG,-26.340831
6c:69:1a:ff:16:53,Central Khmer,2019-05-22T15:44:20,schlagen.mov,laptop-39.schweitzer.com,DE,Schweiz,03:59:56,1982-08-07 16:24:00,"2,95 €",Africa/Accra,149.783662,1986-03-15,Backnang,3152772,nl,Rogge Neuschäfer GmbH,36.1866365
8e:69:06:93:17:80,Tagalog,1981-11-27T07:01:14,trinken.gif,laptop-00.roht.org,DE,Myanmar,17:49:53,2014-05-24 05:32:11,"9.221,05 €",Europe/Paris,63.410967,2019-12-14,Borken,254,tr,Anders Jacobi Jäckel KG,83.3405075
41:cc:04:88:7e:52,Slovenian,1986-07-16T04:48:21,gefährlich.key,db-34.ebert.com,DE,Botsuana,15:53:21,1997-12-15 06:02:51,"261,76 €",Asia/Bangkok,-65.841696,1977-01-31,Bautzen,13,lij,Trommler,11.1240755
4b:d8:e6:73:56:b5,Breton,1982-02-01T10:51:18,Spiel.xls,web-19.juncken.de,DE,Trinidad und Tobago,11:44:36,1973-03-14 19:20:24,"617,68 €",America/Hermosillo,111.332997,1990-05-24,Spremberg,405815829,my,Schottin Ebert AG & Co. OHG,58.993700
e0:4a:05:5f:74:56,"Sotho, Southern",1983-07-20T07:57:23,sprechen.mp3,db-61.henk.com,DE,Tadschikistan,01:59:11,2022-10-07 07:31:51,"7.788,06 €",Europe/Minsk,-19.284036,1998-01-23,Lippstadt,4117921,pl,Bachmann Weinhold KG,-28.849453
bb:5b:5a:01:db:a1,Italian,1974-12-28T00:56:09,heiß.csv,laptop-59.zirme.de,DE,Kroatien,08:39:50,1971-01-13 18:15:12,"7,79 €",Europe/Prague,-169.607086,2007-04-24,Berchtesgaden,950845,lg,Zimmer,-33.0805315
2e:4b:f7:29:d4:79,Sanskrit,2006-11-21T17:58:11,sprechen.csv,web-04.holsten.com,DE,Griechenland,05:32:06,1995-07-19 12:51:46,"60.461,24 €",Africa/Dar_es_Salaam,-133.249903,2020-11-13,Merseburg,981877,id,Baum Kitzmann GmbH & Co. KG,19.358188
c5:71:bb:25:1e:27,Swedish,2002-09-02T22:43:59,brauchen.tiff,lt-68.kostolzin.com,DE,Britische Jungferninseln,03:44:31,2013-01-08 22:03:41,"58.857,05 €",Europe/Chisinau,-104.704153,2013-07-26,Görlitz,80474,mhr,Schinke KG,2.7474575
28:4d:f9:f0:5e:17,Ukrainian,1996-01-25T15:15:17,endlich.gif,desktop-96.saeuberlich.de,DE,Peru,10:14:03,1985-02-27 06:44:30,"5.243,18 €",Asia/Phnom_Penh,-4.500798,1979-04-04,Luckenwalde,8601,so,Albers GmbH & Co. KG,15.4636675
88:1c:7b:87:b6:78,Oromo,1972-07-01T17:59:45,schön.xlsx,laptop-11.misicher.org,DE,Australien,01:41:51,2018-10-03 08:42:35,"745,37 €",America/Montevideo,-56.158125,1999-11-03,Angermünde,4219,nds,Pergande e.G.,-53.3615455
aa:aa:6c:7a:d6:c7,Korean,2001-05-23T08:31:57,warm.wav,web-66.steckel.de,DE,Guam,08:29:14,1989-07-14 05:26:09,"7.042,05 €",Africa/Ndjamena,-138.440277,1970-01-20,Kehl,92782,sw,Dörr,-51.9097205
a4:08:e0:d2:75:fc,Ganda,1996-08-24T19:46:55,will.webm,db-35.sorgatz.de,DE,St. Lucia,20:00:13,2021-06-04 13:26:37,"8.270,37 €",Europe/Minsk,-148.653722,2021-08-07,Griesbach Rottal,572,si,Hörle Kreusel KGaA,-48.355066
15:5e:8c:1b:fd:7c,Samoan,2016-05-10T02:31:30,Freund.odt,db-67.scheuermann.com,DE,Tschad,09:45:45,2018-11-04 14:47:29,"724,32 €",Pacific/Guadalcanal,-52.602962,1990-07-11,Kaiserslautern,28048,gd,Gumprich GmbH,65.428603
55:0f:a8:28:39:cc,Ganda,1980-09-07T11:15:59,Zeit.tiff,web-36.birnbaum.de,DE,Slowakei,07:17:20,1995-10-29 09:02:20,"33.093,97 €",Pacific/Ponape,86.295257,2014-09-13,Wittstock,9,ur,Ladeck GmbH,-41.499557
3e:c3:55:6c:eb:59,Pali,1991-06-16T00:24:10,spielen.png,lt-77.lehmann.org,DE,Osttimor,20:28:55,2014-09-01 10:24:21,"850,33 €",Africa/Sao_Tome,-3.011229,2021-06-21,Weißwasser,81846573,bs,Mentzel,-24.881967
9d:f0:05:3f:03:ec,Amharic,1987-03-20T13:54:56,nichts.csv,lt-90.schueler.com,DE,Afghanistan,04:59:40,2013-01-05 13:23:19,"4.599,93 €",Asia/Manila,-88.456695,2021-11-28,Fulda,623206645,lzh,Eberhardt Wernecke GmbH & Co. KG,-50.243268
c0:42:84:2b:bb:86,Armenian,2022-08-09T02:13:32,liegen.numbers,email-85.kruschwitz.com,DE,Usbekistan,16:58:51,1992-11-23 22:09:45,"4.785,18 €",Asia/Kuwait,-146.452193,1986-12-13,Fürstenwalde,3,hu,Kühnert,-61.4118085
bc:4a:e2:19:4e:f8,Manx,2009-07-27T15:35:25,wieder.pdf,email-22.kuhl.org,DE,Amerikanisch-Ozeanien,14:19:22,2016-03-25 00:21:51,"5.081,52 €",Asia/Samarkand,31.011434,2022-07-29,Jessen,5305,ro,Kraushaar Niemeier e.G.,61.248462
22:99:ff:0f:91:9f,Panjabi,1987-03-09T17:51:06,dich.key,laptop-34.schinke.com,DE,Côte d’Ivoire,18:20:44,1975-04-26 11:58:24,"7.849,59 €",Asia/Kabul,-81.385274,1981-01-02,Schwarzenberg,7556165,yi,Graf Neureuther Stiftung & Co. KGaA,-86.295287
84:05:52:9f:67:51,Danish,2005-06-09T10:49:46,fiel.flac,email-03.knappe.de,DE,Irland,11:31:47,1975-09-01 11:17:11,"2.390,74 €",Europe/Sarajevo,-49.036749,1988-02-27,Hainichen,5,iw,Kranz,64.9255385
fb:5b:2a:7e:e3:74,Divehi,2014-08-31T01:36:40,andere.tiff,desktop-79.hentschel.de,DE,Myanmar,06:03:14,1980-08-18 22:18:16,"24,89 €",Pacific/Funafuti,-75.180459,2010-06-03,Saarlouis,4790,as,Barkholz GmbH & Co. OHG,-23.325453
68:39:b6:c1:84:04,Ido,1973-02-04T04:29:30,Opa.pptx,srv-71.siering.org,DE,Liberia,01:01:58,2000-03-11 19:08:52,"62,71 €",Asia/Damascus,-51.714168,1997-11-12,Neustadt am Rübenberge,80,bo,Cichorius Wirth GmbH,38.628100
3f:f6:cc:a4:a0:09,Sardinian,1975-01-02T01:19:42,nein.pptx,desktop-63.koch.org,DE,Dominica,21:37:01,2010-09-16 06:03:11,"1,54 €",Asia/Karachi,-100.461402,2001-01-05,Staffelstein,176757,ko,Scheel Tintzmann AG,-45.015630
f0:17:fc:d4:34:dd,Ewe,2022-01-24T22:27:00,Abend.mov,laptop-64.stroh.org,DE,Sambia,12:12:55,2012-09-07 10:25:24,"5,02 €",America/Guatemala,179.633962,1991-06-05,Flöha,637780727,ve,Adolph,72.8867795
ee:15:92:ad:f5:60,Somali,1983-11-22T11:19:43,plötzlich.flac,web-56.eimer.com,DE,Zypern,18:31:29,1976-02-23 23:57:14,"2,05 €",Europe/Malta,74.744861,1995-07-09,Badoberan,6072,tig,Scholtz GmbH,10.704764
6e:ce:c0:9d:70:4a,"Sotho, Southern",2015-05-08T22:32:44,Fahrrad.docx,db-91.rose.de,DE,Sudan,23:06:54,1985-12-07 16:10:42,"246,68 €",Africa/Ouagadougou,22.397061,1990-01-21,Eisleben,1,quz,Niemeier KG,64.0182085
b1:93:93:f3:47:25,Swedish,1992-10-21T00:16:00,essen.html,srv-56.wilms.com,DE,Liechtenstein,16:29:15,1974-05-27 07:02:18,"56.326,58 €",Europe/Istanbul,2.321489,2000-02-25,Güstrow,137778391,ka,Margraf Trüb AG & Co. KG,-7.6040815
99:67:7a:3c:d1:41,Walloon,2020-05-16T10:08:54,laut.odt,lt-14.keudel.de,DE,Sri Lanka,06:01:58,2008-03-06 16:21:56,"88,84 €",Asia/Tbilisi,-174.754216,1991-01-13,Merseburg,6130,mag,Hövel GmbH & Co. OHG,76.020550
