latitude,mac_address,company,pricetag,language_name,date,hostname,country,random_number,language_code,longitude,city,iso8601,date_time,timezone,bank_country
5.355210,51:31:26:8d:b2:ae,"Bennett, Kelly and Begum","$6,257.12",Azerbaijani,2002-05-10,desktop-37.palmer.net,Australia,243,ur,-152.712100,Ashleighmouth,2015-05-10T09:45:24,2007-08-10 21:42:07,Asia/Qyzylorda,GB
-81.1840095,68:ea:d3:1e:bb:02,Moss Group,$1.95,Sardinian,2019-03-03,srv-62.wilkinson.biz,Switzerland,523473,nb,-112.878181,Gailton,2009-01-06T03:50:12,1972-03-15 21:09:03,Asia/Rangoon,GB
73.287974,5e:99:e9:bb:7c:0a,Poole-Ali,$622.66,Slovak,1992-04-10,desktop-63.griffiths-doherty.org,Bahrain,0,pap,-142.740418,Lake Josh,2012-08-31T08:51:02,2018-09-21 03:33:26,America/Guayaquil,GB
-9.4712415,3c:0f:ea:79:72:0f,Rowley PLC,"$53,695.88",Gaelic,1981-09-18,desktop-34.rhodes.com,Isle of Man,5067,si,161.633461,West Billy,2008-03-09T09:17:51,1985-04-02 15:01:31,Africa/Bissau,GB
-10.902747,b5:86:7f:f9:ad:da,Naylor LLC,$0.30,Oromo,1977-01-25,desktop-45.jones.com,Angola,613928,brx,18.564820,Clarkberg,2019-11-28T21:46:26,2008-07-24 10:34:10,America/Bogota,GB
-87.5697885,3a:6c:f0:a5:15:79,"Birch, Jones and Foster",$4.91,Hungarian,2017-08-24,srv-80.cooke-lee.com,Uzbekistan,16718,zh,25.268846,Jonesview,1993-03-28T21:13:21,1991-04-23 03:40:53,Atlantic/Cape_Verde,GB
50.1223115,cb:52:57:13:4a:8e,"Wilson, Walsh and Ward",$213.00,Panjabi,1994-01-26,email-71.clarke.net,Western Sahara,530877,st,-51.340513,South Fionaview,1978-11-23T05:00:40,1988-12-23 12:27:07,Europe/Tallinn,GB
-41.058855,55:eb:92:10:81:fb,"Weston, Higgins and Johnson","$34,488.10",Welsh,1971-11-09,desktop-74.harrison.biz,Guinea,415750074,tcy,-92.566812,East Zoeshire,2005-06-17T21:29:41,1999-12-03 18:01:56,Africa/Abidjan,GB
71.301276,6f:cb:b2:07:24:d2,Burton-Owen,"$2,440.25",Croatian,1989-12-10,desktop-66.adams-steele.com,Finland,4,uk,41.127684,Abdulborough,2010-10-31T12:43:06,2003-10-09 21:45:10,Asia/Jerusalem,GB
69.495915,db:d6:e6:00:bc:c3,Turner PLC,"$41,572.54",Dutch,1974-05-19,srv-64.jones-williams.info,Congo,570,ro,-109.826690,Edwardsberg,1997-06-23T07:18:10,1983-02-19 11:14:00,Asia/Beirut,GB
-56.841362,df:12:0a:c8:3c:9a,O'Sullivan PLC,$9.10,Arabic,1988-06-17,db-21.smith-taylor.com,Bulgaria,361,cv,-37.840032,Douglasport,1979-05-05T04:59:25,1995-04-03 15:23:34,Pacific/Ponape,GB
-49.780906,f0:3b:5c:45:df:b2,Cox PLC,"$81,962.04",Yoruba,2023-04-15,lt-02.cox-fisher.biz,Germany,4,hy,109.165263,North Jay,2005-06-09T17:54:23,2012-11-19 11:21:09,Africa/Ndjamena,GB
29.3800845,2c:01:f6:0e:88:01,Parkinson Inc,$18.62,Marshallese,1983-07-29,desktop-23.wright-gray.com,El Salvador,45409,iu,88.930151,Thompsonbury,2007-01-23T05:05:37,2006-05-21 21:45:01,Pacific/Tongatapu,GB
-83.3992145,f0:28:74:40:34:74,Bolton-Griffin,"$50,719.17",Romansh,2006-08-14,web-62.akhtar-lawrence.com,Indonesia,677,tt,92.980025,Akhtarview,2003-02-12T09:55:45,2012-08-28 16:36:31,America/Paramaribo,GB
71.519779,8d:08:1e:2a:a8:a0,Hall Inc,$18.14,Chechen,2004-10-07,email-27.cook.info,Sierra Leone,2631890,eo,32.734157,Stuartport,1977-11-09T11:48:16,1983-12-13 15:39:50,Africa/Maputo,GB
-34.971075,ba:1a:ef:d3:75:d0,Davis LLC,"$52,761.90",Hungarian,1970-09-21,db-32.andrews.com,Armenia,233690633,fr,-149.904856,Samton,1978-08-24T21:18:43,1997-01-21 08:05:31,Asia/Tbilisi,GB
50.5485005,17:9e:93:b2:bd:f2,Williams-Mills,"$10,269.89",Dzongkha,1970-04-17,srv-19.conway.info,Qatar,8330952,oc,63.785970,Meganland,1980-02-21T00:38:32,2004-07-16 15:20:18,Europe/Monaco,GB
72.601863,6c:b3:2e:9f:52:66,"Reed, Jones and Stephenson","$20,055.98",Igbo,1971-06-28,laptop-39.robinson-porter.com,Tuvalu,219022835,si,-39.516722,Turnerton,1979-10-29T17:54:40,1997-08-13 22:47:40,Africa/Algiers,GB
-44.7005025,de:a2:1a:a7:78:3e,"Johnson, Burgess and Nixon","$2,730.42",Japanese,1977-10-12,srv-55.lewis.net,San Marino,46,sc,111.234045,Curtishaven,2005-05-20T23:52:17,2021-03-12 16:05:26,America/Belize,GB
-88.9815435,3d:24:82:b4:bb:15,"Payne, King and Young","$42,156.30",Assamese,2020-05-02,laptop-19.wilson-johnson.com,India,51462207,ne,-48.360819,West Douglas,1975-07-23T06:13:33,1987-09-18 13:47:39,Australia/Darwin,GB
77.1188295,41:e3:20:b6:ba:34,Howe and Sons,"$29,439.67",Slovenian,1990-06-04,desktop-70.norton.com,Palau,95,ms,165.576167,Danielleland,1995-10-26T13:22:14,1980-04-18 23:37:41,Europe/Rome,GB
48.006423,2b:b2:c4:9c:5d:e7,"Wright, Williamson and Pratt",$824.34,Abkhazian,1978-03-30,laptop-38.khan.com,Mayotte,26887936,crh,-24.951253,Henryland,2016-12-21T01:08:17,2015-07-07 17:16:52,Europe/London,GB
58.2090905,5c:3d:11:69:c4:b5,Savage-Morris,"$2,244.05",Panjabi,2000-06-25,srv-18.smith-mason.info,Tokelau,350,ce,-8.149120,New Ianmouth,1990-10-16T03:44:19,1982-07-20 08:21:33,Europe/Berlin,GB
75.973053,6f:f0:4a:a3:fb:c8,"Miller, Johnson and Moore","$28,475.84",Japanese,2007-03-22,desktop-20.mitchell.com,Guatemala,96013,os,-11.655775,Lake Laurachester,2015-07-09T20:20:01,1975-06-16 14:00:19,Africa/Dakar,GB
51.3572075,94:93:9c:c6:43:fd,"Dickinson, Cameron and Shaw",$72.58,Nepali,1973-07-14,email-39.wright-andrews.com,Bahrain,36936419,hsb,159.643231,Farmermouth,1971-02-12T00:26:23,1974-05-13 03:12:16,Pacific/Nauru,GB
-59.802997,18:33:b3:6b:47:1b,Cook-Lane,$5.74,Esperanto,2004-06-20,email-30.moore-hewitt.com,Congo,335,am,-103.626425,South Francescamouth,2021-02-24T01:31:59,2013-02-01 14:29:01,Asia/Choibalsan,GB
27.9696095,f9:dc:2d:7a:ac:85,Roberts-Wood,"$5,681.60",Yoruba,1975-04-14,desktop-11.clark.com,Dominica,724234065,an,-161.327355,Hughview,1996-03-16T15:19:06,2007-07-28 03:51:08,America/St_Lucia,GB
-18.951241,76:01:7f:13:2a:ee,Barber-Newman,$991.29,Malay,2021-11-16,desktop-51.burke-foster.org,Cocos (Keeling) Islands,46149165,ti,33.239496,Roberttown,2001-07-30T13:00:12,2013-03-15 08:48:45,Europe/Madrid,GB
26.300305,1d:54:6f:3b:14:50,"Poole, Lewis and Bennett",$92.10,Albanian,1976-10-22,srv-32.hunt.biz,Lesotho,20374968,shs,86.294812,Chadwickburgh,2000-09-26T06:06:06,2023-07-21 01:28:42,Asia/Jerusalem,GB
-61.5251305,b9:02:ee:53:43:aa,Young-Morgan,"$18,016.71","Sotho, Southern",2004-02-06,web-92.harding.com,Hong Kong,66177560,tg,78.453445,Lake Billyside,1986-06-14T13:23:45,1979-08-04 12:12:38,Asia/Bishkek,GB
-41.982862,86:d9:a5:8c:ac:ec,Davies and Sons,$6.61,Arabic,1995-09-13,db-68.reynolds.com,Argentina,5659,is,56.004582,Laurenton,1977-10-18T04:47:17,2014-04-08 03:50:11,Africa/Johannesburg,GB
-29.3142655,b9:32:9b:3f:84:cf,Peacock-Foster,$398.27,Western Frisian,2015-10-11,email-69.lewis-thomson.com,Peru,449,wa,-98.207860,East Lewis,1979-09-29T08:36:04,2003-11-08 02:12:45,Pacific/Palau,GB
35.174275,0b:61:fc:f8:a4:9c,Doyle-Hughes,"$6,409.82",Macedonian,2017-12-04,desktop-41.howells-barnett.biz,Trinidad and Tobago,12758851,sl,-113.040724,Port Karen,1993-01-15T18:59:14,2007-05-23 09:55:05,America/Santiago,GB
-51.8055205,1f:29:78:8e:05:24,Chambers LLC,$85.28,Turkmen,1998-11-07,lt-55.edwards-jackson.org,Vietnam,5,fil,15.257958,Robinmouth,2006-06-21T17:39:01,2018-03-01 03:13:15,Africa/Brazzaville,GB
40.6622945,76:23:8c:45:a0:c2,"Johnson, Richardson and Woodward",$853.91,Nauru,2008-01-05,email-43.leach.org,Comoros,2818,crh,118.993031,Jasmineside,1972-07-15T12:43:44,1977-08-31 16:06:34,Asia/Seoul,GB
-61.121381,90:2b:33:bf:fc:70,"Duffy, Johnson and Pearson",$450.73,"Sotho, Southern",1979-11-30,desktop-32.oneill.co.uk,Peru,6,id,55.527490,Antonyville,2001-09-21T19:08:18,2008-05-30 09:29:05,Europe/Stockholm,GB
-48.9783445,a9:97:6f:b1:2f:50,Oliver Group,$4.76,Persian,2009-05-28,db-88.poole-simpson.net,Angola,105783,zh,21.585303,Port Caroline,1988-04-14T16:07:32,2018-02-07 12:31:04,Africa/Conakry,GB
-0.5784095,74:a8:7a:4b:ed:62,Potter-Morrison,$41.82,Samoan,1999-08-05,email-88.mann-poole.com,Philippines,198,pa,-0.644095,Spencertown,2018-06-08T17:15:54,2012-07-05 03:18:40,Asia/Tbilisi,GB
4.734483,a1:5b:ce:7e:77:fd,"Cox, Kelly and Mason","$83,702.27",Malay,2003-05-24,db-54.hunt.com,Saint Lucia,12,en,71.784904,New Raymondshire,1970-03-26T20:41:11,1981-10-02 16:56:45,Africa/Gaborone,GB
44.203933,4c:1a:8f:0d:a3:bf,Bruce-Henderson,$822.73,Manx,1992-07-06,lt-77.bailey-chadwick.info,Taiwan,50292,tig,174.894162,New Graemeshire,1984-10-23T20:03:49,1991-03-08 16:41:54,Asia/Kuwait,GB
37.302715,46:ab:19:56:9a:a8,Fox LLC,"$93,082.70",Dzongkha,1985-07-15,lt-42.shah-murphy.com,Spain,126393,th,-113.286919,Graceborough,2001-03-03T06:09:51,2017-11-08 06:32:50,Asia/Kabul,GB
9.310784,74:ab:c5:0c:22:3e,"Allan, Lewis and Payne",$816.24,Panjabi,1994-10-09,email-95.rose.co.uk,Saint Pierre and Miquelon,3734,bem,-55.656315,Kirstyburgh,1973-11-28T19:40:40,1987-10-08 08:59:18,America/Jamaica,GB
48.827467,d5:e5:79:61:bf:97,Hudson-Matthews,"$8,837.32",Tsonga,1987-10-26,web-97.thorpe-jones.com,Falkland Islands (Malvinas),90348993,gl,115.919022,Ellisbury,2011-06-19T14:37:02,1978-05-15 13:41:47,America/St_Lucia,GB
-75.4729475,79:67:1b:a4:4f:62,Kemp-Bird,$1.22,Dzongkha,1972-11-03,email-95.wilson.co.uk,Tonga,79184517,mr,-177.959409,Huntborough,2022-10-13T01:57:56,1988-10-14 22:03:03,Africa/Malabo,GB
87.650797,b1:01:47:99:fe:cc,"Marsh, Baker and Hart",$7.71,Polish,2009-06-28,email-25.wilkinson-baker.com,Niue,7,uk,122.323713,Smithton,1992-09-11T05:10:15,2012-02-14 20:42:34,America/Barbados,GB
-35.5472385,19:46:2c:80:ac:89,"Bird, Gardner and Wilson","$4,015.88",Tigrinya,2001-01-28,web-96.smith.co.uk,Congo,7802872,st,28.890965,South Yvonne,2007-04-07T18:01:31,1983-11-04 15:40:30,Africa/Khartoum,GB
78.4966175,89:af:b1:43:02:89,Bishop-Patel,$56.20,Uighur,1991-06-20,laptop-30.hall-porter.info,Honduras,63171965,apn,-69.993123,Stevenston,1998-06-03T00:28:39,1974-12-09 02:50:36,Atlantic/Azores,GB
-42.3636295,c7:eb:d6:38:4b:50,Wood PLC,$4.75,Aragonese,1972-06-21,web-10.doherty.com,Moldova,1,ast,-80.631023,South Catherinemouth,1990-01-06T10:48:42,2001-09-18 13:47:25,America/Managua,GB
50.4270555,51:35:5c:2a:69:d7,Blake-Cox,"$9,026.69",Latvian,2014-07-18,desktop-47.martin.com,Brazil,430,so,87.212496,New Benjamin,1989-11-03T01:42:27,1988-10-17 20:54:02,Asia/Thimphu,GB
38.6413335,98:d9:76:ab:aa:7f,"Hussain, Ferguson and Davies",$96.29,Hausa,1994-05-22,db-23.thompson-palmer.com,Qatar,7,ln,162.572127,Teresastad,1971-06-14T11:24:50,2005-11-08 10:45:40,America/Lima,GB
8.350095,da:14:ae:d9:73:0e,West PLC,$18.04,Twi,2013-12-17,laptop-70.glover.net,Heard Island and McDonald Islands,30724,mag,143.192652,Williamsborough,1976-09-29T13:31:12,1991-09-10 19:04:26,Africa/Algiers,GB
-31.061366,f5:3e:a4:60:6d:78,Murphy-Wilson,"$3,128.51",Tatar,1997-10-16,lt-67.webster-graham.co.uk,Micronesia,100,ce,-99.213795,Lake Denise,1997-06-30T21:51:32,1983-04-06 18:27:26,Africa/Lagos,GB
30.482968,b7:bb:fd:ad:77:0c,Harrison LLC,$5.33,Hausa,1992-05-25,lt-67.george.biz,Somalia,4631144,lo,32.137522,Lawrenceside,1994-07-31T18:43:16,2018-05-20 17:15:11,Africa/Libreville,GB
-44.3811895,59:e4:61:37:f1:8a,"Evans, Doherty and Coles","$41,313.29",Finnish,2010-10-18,web-60.quinn-hall.net,Eritrea,9,pa,27.739527,Phillipmouth,2000-05-30T00:26:46,1991-04-15 16:48:05,America/Guatemala,GB
-9.557759,0c:82:59:fc:8c:cd,"Ball, Hughes and Watson",$4.57,Ojibwa,1973-01-17,laptop-26.hancock.info,Singapore,133087088,mn,159.229530,Howardville,1998-11-04T06:43:49,1995-02-04 11:22:38,Europe/Sofia,GB
16.1675875,b6:7c:3c:1e:3a:96,"Holland, Patel and George",$52.20,Rundi,2012-09-29,db-70.powell.com,Antarctica (the territory South of 60 deg S),191408,aa,-17.697012,Port Pauline,2012-08-07T13:27:32,1992-12-12 23:27:32,Europe/Oslo,GB
-31.2294025,02:10:bf:eb:67:cd,Cole-Taylor,$89.63,Bulgarian,1973-04-22,desktop-42.gibbons.com,Jamaica,4141356,tr,-1.676254,New Dianaport,2022-11-26T20:11:57,2004-04-14 07:31:43,Europe/Ljubljana,GB
11.550235,ab:56:09:21:09:71,"Thompson, Singh and Robinson",$20.19,Kannada,1978-03-02,web-19.patel.biz,Jamaica,80963,el,82.533228,O'Neillland,2015-09-01T21:40:46,1970-04-14 06:25:04,America/St_Vincent,GB
26.5143085,33:af:a1:74:e4:aa,Fleming Ltd,$307.45,Burmese,2009-09-30,lt-07.price.com,United States of America,8648,zu,93.117389,Michelleport,2001-01-23T03:12:18,2012-05-04 03:30:26,Indian/Mahe,GB
62.7907685,ae:3c:4f:cb:36:0a,"North, Elliott and Smith",$82.67,Nauru,2018-01-19,lt-15.scott.biz,Korea,88,bs,-134.802589,West Norman,1992-01-12T17:16:12,1990-10-01 11:18:35,Pacific/Funafuti,GB
35.8740685,74:24:38:10:32:03,"Robinson, Quinn and Allen",$0.14,Thai,2023-04-01,db-24.sanderson-powell.org,Puerto Rico,287908,raj,92.290486,Andreastad,2007-11-30T12:27:57,2021-01-08 14:37:19,Asia/Tbilisi,GB
48.405798,ef:38:3f:ed:fb:fb,Buckley Ltd,$9.89,Tagalog,2021-08-19,desktop-83.patel-savage.com,Vietnam,0,tr,-38.156662,Yatesville,2012-09-04T09:40:26,1981-12-12 12:59:35,Africa/Sao_Tome,GB
14.398365,4e:cc:3e:c7:ae:32,Bull LLC,$28.98,Kirghiz,2000-02-12,lt-33.wood.com,French Polynesia,604737361,dv,-28.622765,Shawchester,2015-10-11T08:02:56,1999-06-20 17:48:46,Africa/Banjul,GB
72.517238,6d:b9:41:69:ee:4f,"Wilson, Hicks and Robinson",$94.87,Zulu,1995-08-03,lt-12.williams.com,Iran,681168100,ko,73.335756,Raymondbury,2015-01-07T03:05:52,2001-10-21 20:08:42,Europe/Zagreb,GB
77.6430845,eb:cf:3f:f0:82:25,Page Ltd,$77.55,Thai,2007-03-14,web-63.bennett-griffiths.net,Uganda,99485,the,-15.546374,Catherineberg,2020-10-12T12:05:58,1972-03-10 08:07:02,Pacific/Port_Moresby,GB
70.3917165,06:f1:fb:39:b6:ce,White Inc,"$68,601.61",Kannada,1988-02-27,lt-46.murray.com,Liberia,6344,pa,13.495546,West Joycehaven,2015-03-18T10:14:26,2018-10-25 17:27:42,Africa/Accra,GB
-79.975343,a7:93:cc:d5:ec:92,Todd Ltd,"$1,471.68",Chamorro,2021-04-09,lt-15.morgan.com,Grenada,30073788,zh,85.397442,New Robert,1974-11-03T10:39:42,2018-11-02 15:02:23,Europe/Zagreb,GB
25.625501,67:ec:1a:f8:03:4f,"Taylor, Glover and Bruce",$5.18,Mongolian,1975-02-01,srv-44.power-gordon.info,Yemen,4721317,en,141.795951,West Jennaport,2002-06-16T22:46:06,2012-09-16 18:32:22,Indian/Comoro,GB
60.5933095,3b:67:c4:b4:76:62,"King, Dennis and Watson",$0.75,Serbian,2013-02-03,db-74.taylor-mitchell.net,Latvia,55,tg,-146.330931,North Georgeview,2023-07-23T18:45:33,1993-12-29 04:02:54,Asia/Samarkand,GB
1.231761,17:bb:f9:26:f9:42,"Moore, May and Quinn",$878.63,Oromo,2012-07-24,email-43.morgan-price.biz,Andorra,3024002,gu,9.686554,South Tinaville,2000-03-14T12:56:00,1992-11-13 07:32:07,Indian/Comoro,GB
52.429329,6c:9e:00:9a:74:8a,"Barrett, Bennett and Roberts",$2.82,Sinhala,1994-10-23,web-52.wood.net,Falkland Islands (Malvinas),0,fur,-66.918953,West Jane,2020-11-26T20:01:51,1981-05-08 23:42:12,America/St_Lucia,GB
-0.554820,4e:e9:43:ca:7a:16,"Evans, Murray and Birch","$5,370.92",Oriya,1999-01-17,lt-50.power.com,Cape Verde,53531,aa,-29.122797,West Mohammadton,1993-11-23T02:12:46,2014-08-04 11:07:48,Asia/Hovd,GB
-50.3282055,3f:fe:18:8b:4f:37,"Baker, Vincent and Stephenson","$4,860.53",Sardinian,1976-10-14,desktop-06.stevens-slater.org,Nepal,2300037,as,-49.857863,Thomasburgh,2008-01-21T14:46:34,2023-06-19 09:23:29,Europe/Budapest,GB
-34.9962475,aa:09:b2:04:17:76,Powell-Sanders,$4.45,Tajik,2017-06-14,desktop-63.bradley.com,Botswana,995,yo,131.529786,Port Dorothymouth,2005-11-12T13:05:21,1994-09-24 14:06:28,Asia/Urumqi,GB
-50.714776,e1:db:0b:89:b5:ef,Booth-Gray,$33.90,Javanese,1987-08-04,web-01.foster.net,Dominica,586931,ta,-9.120445,South Patricia,2000-09-24T19:12:12,1979-02-21 12:05:27,America/Lima,GB
38.6280255,f4:03:3c:da:41:da,"Singh, Dean and Williams",$223.53,Kinyarwanda,2021-11-22,db-65.marshall.net,Bosnia and Herzegovina,6,oc,-118.235304,Lake Suzanneside,1981-11-12T18:11:57,2023-02-17 15:25:28,Asia/Dhaka,GB
-14.7779035,01:a7:d5:bc:88:c7,Leach-Mills,"$22,456.59",Javanese,2008-02-18,email-23.johnson.com,British Virgin Islands,9158,ayc,-152.345822,Jamieborough,1997-01-23T10:29:12,1972-02-16 22:03:38,Africa/Bamako,GB
5.773735,31:bf:8b:bf:88:b4,Brown Ltd,$55.68,Inuktitut,1985-08-04,desktop-16.jackson.biz,Malaysia,750,sa,-61.962689,West Antonyview,2007-03-07T11:52:06,1986-10-21 21:27:11,Atlantic/Reykjavik,GB
33.542053,07:d1:5a:21:cf:27,Williams-Jones,"$1,652.00",Malay,2003-08-31,email-05.clarke.com,Greenland,0,ur,-82.166036,Masonborough,2010-08-09T13:24:40,1992-05-29 03:05:54,Europe/Monaco,GB
11.261734,eb:26:3c:6c:5b:57,"Kemp, Marshall and Reid",$6.77,Sundanese,1984-10-23,web-75.hayes.org,United States Minor Outlying Islands,5826,nan,-31.344030,Pearsonville,1986-08-10T20:36:56,2009-12-26 18:43:16,Asia/Karachi,GB
-58.8170335,4d:d5:9e:f5:cf:2a,"Smith, Wilson and Taylor",$336.83,Kanuri,2013-04-09,email-64.carter.com,Vietnam,2153055,ff,162.755407,New Josephfurt,1975-04-14T14:11:09,2019-10-10 10:49:14,America/Port_of_Spain,GB
-54.4555365,76:e7:20:e4:ed:6f,Baker-Pearce,"$3,069.86",Aragonese,1987-09-14,srv-62.davies-walker.com,Poland,3556724,mni,-135.739364,East Meganside,1976-04-28T11:11:20,1986-05-05 12:20:37,America/Dominica,GB
31.443458,ab:58:dd:00:97:b9,"Robinson, Jenkins and Pickering",$1.93,Japanese,2008-02-05,laptop-62.robinson-curtis.com,Guinea,238302351,tk,118.268999,North Jordan,1997-07-25T03:08:40,1992-05-14 16:29:22,Asia/Seoul,GB
-82.3901555,52:4b:bc:c8:e6:2a,"Williams, Yates and Savage","$55,166.77",Ojibwa,1996-03-12,db-42.morris.biz,Suriname,482991,uz,-71.383371,Donaldview,1980-05-05T18:31:10,1993-04-02 18:39:27,America/Barbados,GB
31.806214,41:f0:9b:24:ac:6a,"Richardson, Tyler and Hall",$3.46,Danish,2021-07-03,web-45.mcdonald.com,Philippines,462314,csb,75.595709,North Normanstad,2003-11-02T07:39:56,2005-08-05 03:01:33,Asia/Baghdad,GB
-48.7337435,61:52:13:e3:f9:0d,Bennett-Watson,$4.63,Ndonga,1992-08-22,desktop-35.ross-macdonald.com,Grenada,66592026,kw,-137.077559,Lake Gregory,1994-09-14T03:28:15,2017-04-23 05:55:06,Africa/Libreville,GB
88.4838165,4f:a7:4f:00:08:a0,"Morgan, Campbell and Johnston","$75,562.35",Tonga,1981-09-13,lt-88.barlow-perry.biz,Egypt,29,mhr,-5.678040,O'Neillside,2010-12-16T09:12:00,1979-09-08 21:54:23,Europe/Budapest,GB
82.520828,dd:90:d1:73:ac:5c,Manning LLC,"$66,338.17",Samoan,1986-05-10,srv-83.martin-lowe.com,Austria,918166930,nso,-63.171252,North Kayleigh,2011-07-27T08:00:37,1991-11-02 15:35:27,America/Guatemala,GB
86.4521475,fc:db:de:19:b7:55,Watson and Sons,"$4,347.62",Malagasy,1992-05-24,desktop-61.taylor.co.uk,Czech Republic,85699,yue,-45.750337,New Christineland,1976-02-16T19:14:10,1992-06-09 13:25:23,Africa/Dar_es_Salaam,GB
-8.8007615,5e:b8:00:36:fa:fe,Davies Group,$964.51,Bislama,2017-09-10,desktop-89.simpson.org,Peru,253554,nr,-5.082167,Garethshire,1999-08-24T15:17:53,2011-04-03 11:52:59,Asia/Ulaanbaatar,GB
-79.7444525,5e:45:e6:a0:07:b7,"Chadwick, Davis and Thomas","$1,619.24",Hungarian,2002-11-14,desktop-33.smith-williams.net,Guam,9144,ve,-112.741659,Sykesburgh,2007-11-16T10:14:46,1986-02-28 10:17:31,Asia/Hovd,GB
56.606401,e5:0a:fb:2c:cf:83,Smith-Taylor,"$3,721.83",Luba-Katanga,1990-05-25,web-01.adams.com,Saint Kitts and Nevis,408315297,nl,114.964299,New Shannonshire,1991-04-24T19:43:44,1997-04-09 17:05:26,Asia/Nicosia,GB
-55.185722,8c:e7:6f:91:b4:af,Metcalfe and Sons,$822.10,Macedonian,1997-12-29,db-86.boyle.net,Andorra,6319,nhn,-23.797385,Andrewsville,1993-07-19T11:33:09,2003-08-23 01:11:38,Africa/Sao_Tome,GB
-66.3482995,1e:67:ff:60:8b:b8,Mistry and Sons,"$1,881.11",North Ndebele,1995-07-09,lt-37.taylor.org,Martinique,1518710,mk,-62.736703,Baileyhaven,1972-09-22T23:20:47,1986-01-31 05:06:58,Africa/Nairobi,GB
23.4169405,05:e3:11:73:d6:d8,Holt PLC,$2.47,Albanian,2015-12-15,srv-21.jones.com,Burundi,77269,ta,-95.858749,Laurenland,1982-10-03T15:46:51,1993-03-25 20:12:22,America/Grenada,GB
24.799760,0c:d5:72:4f:f0:5b,Harrison and Sons,"$8,163.55",Tahitian,1982-06-04,lt-37.chapman.com,Tajikistan,1,tl,172.134238,Brownport,1973-07-19T08:25:58,1994-02-13 21:13:26,Africa/Malabo,GB
-22.891322,b3:24:8b:5a:fe:5e,Humphries-Tyler,$9.88,Lao,1994-08-11,email-66.ball-dodd.com,Georgia,11815849,hu,-163.847079,Port Franktown,1971-04-08T16:29:17,1989-05-02 10:16:54,Africa/Niamey,GB
-89.063633,f1:84:a2:da:15:46,Wheeler and Sons,$58.48,Malayalam,2006-09-13,laptop-15.townsend.com,Turkey,113,lv,-107.185823,New Robertberg,1986-03-26T19:54:47,1974-09-01 04:01:21,Indian/Mahe,GB
47.087932,80:e6:45:d1:1e:79,"Gibson, Read and Thomas","$4,408.35",Manx,1996-09-23,lt-91.lewis-green.com,Greenland,75425,sw,90.423107,Connorchester,2021-03-08T21:05:42,1970-11-15 17:40:34,Pacific/Auckland,GB
-33.903394,90:80:49:60:b5:c7,Hill-Wood,$8.93,Tagalog,1978-06-04,web-70.browne.com,China,33,ms,-150.514216,Port Gail,2008-12-24T02:07:56,2014-04-30 15:44:17,America/Antigua,GB
-22.564469,ee:73:37:c0:a6:45,"Smith, Harrison and Webb","$5,420.72",Marathi,1999-07-13,web-72.thomas.com,Saint Vincent and the Grenadines,3091993,ka,-44.242759,Beverleyhaven,1974-11-08T00:34:09,1998-09-16 19:34:35,Africa/Mogadishu,GB
51.287917,59:1d:be:1f:e2:f5,Dawson Inc,$663.99,Chinese,1994-01-03,desktop-77.benson.com,Turks and Caicos Islands,8314648,ml,172.773327,North Zoeburgh,2013-11-05T14:39:45,1995-09-20 07:54:19,Europe/Minsk,GB
-24.247482,c7:bd:99:80:65:45,Davis Group,"$90,008.41",Malay,2007-09-06,db-59.johnson.com,Japan,800,ha,77.365748,Lake Georgeshire,2001-12-23T20:49:44,1995-03-18 00:40:17,Africa/Libreville,GB
79.6211275,3e:96:78:2d:aa:22,Davis Ltd,$2.49,Macedonian,1986-10-30,laptop-08.coleman-jones.com,Sri Lanka,12,si,-120.280747,South Kateport,1980-12-14T02:53:00,1973-11-18 04:07:54,Asia/Qyzylorda,GB
-67.258540,7a:7e:3f:9f:85:0e,"Green, Chambers and Wright","$2,714.09",Sardinian,1990-10-16,web-72.hayes-white.com,Suriname,62,lt,151.907633,North Leslieport,1972-03-21T18:24:32,1977-09-21 09:07:04,Asia/Ashgabat,GB
-9.7650585,0c:fe:69:53:08:92,Powell-Thomson,"$5,829.29",Xhosa,1986-02-11,db-34.dunn.net,Latvia,6905,id,-52.213165,Mandyside,1979-09-11T12:39:20,1995-03-20 15:08:02,Europe/Helsinki,GB
47.897305,14:52:97:89:65:77,Smith PLC,$1.92,Sinhala,1989-08-02,web-32.turner.com,Mauritius,240006,crh,1.129794,Port Graceburgh,2010-10-16T02:14:43,2008-08-31 06:06:06,Africa/Bamako,GB
26.9969305,ff:5f:67:a4:66:17,Hart-Patel,$687.56,Latin,2005-01-09,desktop-95.smith.biz,Togo,615760731,lo,88.599016,Mohammedville,1987-01-03T09:47:06,2014-03-21 11:54:28,America/Port_of_Spain,GB
18.5063325,37:8e:df:eb:ee:e3,"Roberts, Evans and Bond",$10.82,Kinyarwanda,1991-11-22,web-36.day.com,Yemen,23432,br,-162.858628,Port Jane,1986-04-16T17:18:58,2015-02-25 00:50:23,Africa/Maputo,GB
-18.399307,e7:1c:ed:67:fe:f4,Slater PLC,"$32,197.17",Tswana,1971-04-15,db-45.williamson.co.uk,Holy See (Vatican City State),538769,th,90.780989,New Oliviaborough,1988-10-20T11:43:36,1978-04-19 18:44:22,Pacific/Palau,GB
