hostname,language_name,iso8601,longitude,country,latitude,city,random_number,mac_address,company,timezone
srv-11.singh-murphy.com,Sango,1989-11-18T17:32:34,-103.193110,Guinea-Bissau,-34.9168635,Russellberg,11,11:be:e0:a3:a5:8e,"Wilson, Jenkins and Bartlett",Europe/Copenhagen
srv-54.whitehouse.info,Interlingua,1981-02-21T01:08:43,-176.467405,Brazil,-59.532399,Michelleview,90839189,d3:99:f4:3d:a6:ae,Elliott-Davey,Pacific/Efate
laptop-07.nash.com,Ewe,2008-09-13T09:23:00,138.922167,Cocos (Keeling) Islands,23.7826045,Wadeview,78,a1:dc:b5:2f:84:79,Hayes-Edwards,Atlantic/Madeira
desktop-08.oliver.com,Luxembourgish,1992-09-03T08:15:42,-10.413828,Montserrat,57.1108505,South Donna,38266795,20:f7:00:79:77:cd,Goodwin and Sons,Europe/Chisinau
srv-05.finch-scott.com,Bislama,1989-04-02T09:44:32,104.594375,Falkland Islands (Malvinas),-64.516090,Joshuaton,712,76:04:9a:ea:2a:6d,Cox LLC,Europe/Istanbul
desktop-06.allan.com,Haitian,2009-04-22T22:37:43,47.994262,Mexico,-2.8643695,Port Kenneth,1477,97:da:ea:54:0a:f6,Hutchinson Group,Europe/Bratislava
desktop-50.bolton.com,Samoan,2009-02-15T18:23:14,28.149340,Paraguay,-3.2021275,West Carolinemouth,696,1d:30:f2:9c:21:c0,Wilson Inc,America/Guatemala
desktop-27.coleman.biz,Ewe,1992-01-29T17:54:49,167.807002,Italy,-26.164661,Gemmaburgh,56517,5e:79:37:6e:c4:c8,Watson-Willis,America/North_Dakota/Center
desktop-65.hall.com,Maori,2009-01-17T10:46:22,76.997306,Slovenia,-38.0524385,Gibsonbury,69,d5:3e:27:3b:21:dd,Thomson Ltd,Asia/Dili
laptop-25.mitchell-lamb.co.uk,Greek,2010-03-04T03:01:18,-168.941508,Liechtenstein,-81.1515855,West Jade,72733,60:f2:fe:42:6d:18,"Lewis, Jones and Hall",Asia/Dhaka
srv-60.bradshaw.com,Tigrinya,1986-05-10T07:50:17,128.431761,Argentina,-76.3178265,North Jacqueline,56633524,29:7d:21:f0:89:90,Hutchinson-Hurst,Asia/Kuwait
db-23.day-griffiths.com,Wolof,1997-11-03T14:58:16,-82.847929,Mozambique,-24.3164665,Matthewsberg,17027682,93:63:58:c5:2f:62,Brown-Goodwin,Europe/Amsterdam
web-92.parker.com,Spanish,1987-11-06T20:00:18,163.400224,Reunion,-43.419116,West Tracy,619041532,27:c6:04:1b:94:a3,"Norris, Leach and Ryan",America/Araguaina
desktop-27.williams.org,Tagalog,1981-01-16T12:30:57,-104.082083,Cook Islands,-82.0508515,New Barry,7,ea:f4:55:e8:d5:00,Peacock-Mann,Europe/Uzhgorod
email-07.brown.com,Dzongkha,2007-04-17T03:19:00,-97.468211,Sri Lanka,71.551976,Burgesschester,2,63:c5:f3:ef:06:16,Taylor-Butler,Asia/Saigon
web-53.shepherd-douglas.org,Quechua,2008-02-14T17:38:48,48.604253,Egypt,24.5301655,Smithland,89737599,90:60:f2:b4:34:73,Taylor-Griffiths,Africa/Brazzaville
lt-77.price.com,Bihari languages,2006-04-22T14:15:46,-27.511288,Bermuda,-3.0776965,Shortborough,7,85:a1:1b:f6:27:c1,Webb-Wilson,Africa/Nouakchott
desktop-02.martin-ahmed.com,Nauru,2001-06-01T12:10:44,0.084921,New Caledonia,-36.116526,Graceburgh,96701633,69:01:e8:fb:91:4d,"Jarvis, Walters and Hunt",Pacific/Palau
db-88.mahmood-dyer.co.uk,Tatar,1998-10-10T20:59:24,-140.725443,Faroe Islands,-18.646674,Lake Peterfurt,41,83:87:f5:26:e9:1c,Robinson Group,Europe/Ljubljana
srv-47.dixon.com,Hausa,1992-05-23T08:37:05,93.668949,Honduras,-26.477805,Douglasshire,11719,b0:eb:39:b2:c2:e4,Carr-Davies,Asia/Krasnoyarsk
lt-12.williams.com,Vietnamese,2015-12-04T14:51:48,-141.554591,Turkey,-64.511170,Lake Jeanborough,247,eb:ae:4e:a0:5a:2e,"Robertson, Elliott and Kelly",Africa/Brazzaville
lt-51.hunt-russell.com,Romansh,2003-08-05T05:01:47,-116.178556,France,-28.744748,West Carly,62283,1a:c4:c7:56:c2:61,Ali PLC,Europe/Brussels
srv-21.wilson.co.uk,Aymara,2008-04-04T14:34:36,-24.892502,Malaysia,-57.4179235,Port Hayleyborough,833301,66:a9:26:82:af:bc,"Berry, Smith and Farrell",Pacific/Tongatapu
email-25.holland.com,Urdu,2019-09-27T21:03:37,-39.235868,Puerto Rico,33.156701,Lindaport,73258683,92:d8:e8:23:dc:af,Chambers-Evans,Africa/Gaborone
desktop-69.jones.com,Swati,2011-11-23T08:45:01,-19.388037,Gambia,-83.433562,South Janet,7941,45:96:e2:8c:9a:6b,Evans LLC,Asia/Tbilisi
laptop-20.douglas-harrison.biz,Oromo,1985-10-29T09:22:11,-71.016593,Northern Mariana Islands,-84.731829,East Damien,472856,98:a6:af:db:a2:3e,Rhodes-Doherty,Indian/Maldives
lt-97.newman.info,Aymara,1989-02-16T05:36:52,114.361750,Niger,9.658845,Bennetthaven,8272283,29:53:a2:ae:a7:45,"Taylor, Stevens and Taylor",Asia/Tbilisi
web-59.brown.com,Panjabi,2010-10-09T05:37:39,65.902966,Eritrea,-76.3182575,Port Luke,73,bc:0d:0a:25:63:ac,Jenkins-Murray,Africa/Dar_es_Salaam
lt-84.turner.com,Breton,2005-05-02T02:08:04,-122.783120,Puerto Rico,-64.4725305,Justinton,771,10:0d:b1:92:6d:ad,White-Savage,Europe/Stockholm
web-65.price.biz,Slovak,2018-03-08T20:23:33,0.357457,Togo,18.979597,Abigailmouth,896687739,bc:3c:bb:0b:ed:b8,"Joyce, Frost and Murray",Europe/Luxembourg
lt-30.may.com,Lingala,2020-01-01T09:34:23,-174.677667,Nepal,-62.9573715,Davischester,74904793,a6:fa:58:5e:09:39,Sykes-Henderson,Europe/Riga
web-20.hayes.com,Kinyarwanda,2006-11-20T00:51:04,43.789800,Christmas Island,87.533172,West Gavinville,9875,f6:1c:03:9b:70:ce,"Ward, Wong and Bradshaw",America/Grenada
email-37.williams-fisher.biz,Welsh,2003-06-26T15:43:52,143.805264,Jersey,-35.1192265,Port Jasmine,9,9d:67:ec:63:aa:50,Fraser-Mills,America/Costa_Rica
laptop-45.howell.info,Uzbek,1981-03-24T22:41:38,13.290158,Albania,40.2522355,Port Rebecca,22984,a3:c0:35:34:9a:01,"Francis, Parker and Barnes",Pacific/Apia
email-11.hawkins.com,Ganda,1992-02-08T15:05:25,131.969804,Sao Tome and Principe,-5.812150,Francesville,9531,05:8d:8f:95:62:54,"Willis, Roberts and Farmer",Africa/Bujumbura
desktop-53.thomson.biz,Spanish,2000-11-21T03:00:26,-80.561702,Myanmar,68.8975945,Gibbsbury,10163750,97:e3:b7:1e:90:c0,Campbell PLC,Asia/Nicosia
web-77.charlton-goodwin.com,Tigrinya,2011-04-05T14:20:13,-19.254711,Bermuda,-15.660011,East Annaville,7211593,3c:ff:f5:55:1f:07,Patterson-Griffiths,Asia/Colombo
desktop-48.jones.com,Tatar,2019-02-10T20:35:10,160.708910,Zimbabwe,-32.914752,Dannyville,4924239,a7:50:c8:28:69:f3,Jones-Roberts,Europe/Luxembourg
lt-83.williams.com,Bashkir,2009-05-18T03:25:10,-40.981964,Djibouti,-65.557454,Dawsontown,4481,56:ad:57:cc:b1:78,Dobson-Holmes,Asia/Dushanbe
srv-53.davidson.org,Tahitian,2011-03-25T03:20:34,-51.751303,Estonia,-56.869277,West Nathan,464,14:63:79:6f:e0:18,Robertson LLC,Asia/Kabul
web-86.steele-hall.biz,Panjabi,1977-10-24T10:58:46,134.795398,Timor-Leste,-64.1705715,Guyhaven,63,29:e4:2e:3f:1f:45,Berry and Sons,Africa/Casablanca
email-64.wilson-burton.net,Igbo,2008-05-04T19:09:58,-129.623867,Guyana,-70.9858805,Port Lynda,1827,fe:3a:ab:81:35:8d,Hale Inc,America/Argentina/Tucuman
lt-23.blake-baker.net,Urdu,2021-06-30T21:35:31,96.373476,Korea,-59.469700,New Elaine,424,fe:2c:4b:58:d0:b4,Dean-Akhtar,Asia/Hovd
lt-77.west.com,Dzongkha,1984-07-25T00:02:08,-145.762944,Korea,35.466120,Marsdenport,72,2c:ff:35:32:c6:d0,"Patel, Miller and Jones",America/St_Vincent
desktop-86.west.info,Church Slavic,2007-04-04T13:28:46,106.072298,Bulgaria,-83.032960,Janetown,63,d7:c3:2d:14:90:45,"Walker, Johnson and Lee",Asia/Riyadh
laptop-73.barnes-ali.org,Latin,2012-11-24T04:14:54,141.752236,Liechtenstein,58.8514445,South Lukestad,1,cc:2c:0b:21:f8:54,"Johnson, Franklin and Robinson",Asia/Kuala_Lumpur
srv-96.foster-williams.net,Tigrinya,2020-08-15T00:11:04,31.010779,Albania,-15.388181,South Lee,77097,9a:b2:79:06:7a:cc,Archer-Brennan,Asia/Katmandu
laptop-05.nixon.net,Mongolian,2014-01-28T22:17:17,-166.733599,Germany,-89.212808,Oliviaville,1,f4:ed:43:34:4e:a6,"Barnes, Bowen and Rogers",Indian/Mahe
laptop-92.kelly.org,Gujarati,1976-08-29T17:20:59,-21.603033,El Salvador,-12.8105395,Janeland,5,74:bc:63:93:b8:01,James-Stewart,Africa/Tunis
email-05.whittaker.org,Quechua,2020-09-22T13:51:57,66.397034,Eritrea,-81.285870,Matthewstad,6605385,d5:03:db:2f:a0:7f,Jenkins-Holmes,Asia/Bangkok
db-78.morris.com,Nauru,1998-02-26T14:38:42,141.015559,Lebanon,27.1239465,East Gerald,90683005,87:9a:7f:80:78:96,Parker LLC,Indian/Comoro
desktop-75.green-roberts.com,Japanese,2015-09-07T00:29:38,-54.405960,Tonga,-70.347963,Eleanorstad,897,de:2f:f7:28:6c:a7,Godfrey-Gill,Africa/Blantyre
lt-15.robson.com,Chechen,1994-10-17T00:06:31,-107.866641,Anguilla,-51.5484355,East Lindafurt,166767,63:e4:95:76:94:5f,Davies PLC,Asia/Seoul
srv-35.ashton.org,Guarani,2018-11-23T13:37:52,-21.256083,Switzerland,-72.2858955,North Samuelfort,369,3e:8b:b8:bb:82:4f,"Stevenson, Gray and Howard",Asia/Tbilisi
web-67.taylor-gibbs.com,Armenian,2010-12-04T23:50:20,-15.750377,Mauritius,80.2653465,Benjaminfort,970847,de:26:cf:c7:65:b4,Richardson-Stevens,Asia/Choibalsan
db-20.mcdonald-lees.com,Central Khmer,1975-04-25T08:24:42,4.320971,Finland,82.173813,Smithshire,361402,65:f2:4e:08:39:6f,Jackson and Sons,Asia/Novosibirsk
web-01.walker.net,Kashmiri,1980-02-18T03:32:38,112.405033,Guadeloupe,36.0758825,Ellieview,414,96:73:05:da:c8:c1,Hill-Murphy,Europe/Warsaw
srv-80.payne-smith.info,Kurdish,1975-11-29T19:00:58,120.975036,Mauritania,63.3610925,Lawrenceville,775621509,d8:29:36:ee:45:1c,Lawson Ltd,Asia/Calcutta
desktop-47.shepherd-smith.org,Sardinian,2016-02-21T21:10:15,-142.487533,Singapore,0.4805475,Jordanberg,7221,e5:ed:b5:0a:75:d4,McDonald-Johnson,Asia/Tehran
laptop-72.gordon.net,Cornish,1981-09-25T08:16:44,23.425935,Costa Rica,-69.8234085,Caroleside,84065,2b:48:3f:f0:54:95,Wilson-Tucker,Africa/Algiers
desktop-04.cross.com,Bihari languages,1977-08-12T18:51:49,-31.513508,Afghanistan,-4.8620605,New Aaronstad,8959,e9:14:60:67:92:91,Ford Group,Africa/Casablanca
srv-60.andrews.info,"Sotho, Southern",2002-05-12T06:27:24,136.713484,Grenada,23.825399,East Graeme,3552537,28:7c:4f:cd:b7:e3,Ingram-Stevens,Europe/Athens
laptop-80.davidson.com,Kongo,2007-06-03T08:28:23,-138.341357,Jordan,8.477648,East Marcchester,98294,f8:86:b3:2e:e3:5e,Joyce-Bates,Africa/Addis_Ababa
email-90.james.com,Tatar,2001-05-21T17:30:41,-168.013147,Mongolia,-29.7251365,West Victor,3942,08:59:cd:1a:22:b1,Phillips-Berry,Africa/Addis_Ababa
lt-44.brown.com,Corsican,2017-10-23T08:27:03,-143.658346,Papua New Guinea,68.395803,Andreabury,3378,8a:b3:9b:12:53:e5,Hill PLC,Europe/Minsk
db-62.fletcher.com,Haitian,2008-09-04T11:58:51,-114.623661,Bhutan,-42.291958,Cliffordborough,68673,df:35:63:8b:d4:73,"Edwards, Evans and Howard",Europe/Madrid
lt-41.grant.com,French,2009-08-14T09:22:10,1.095015,Bolivia,23.9650225,South Paigeberg,764101,5d:92:be:0a:57:40,Wheeler Group,Asia/Baku
laptop-73.bradshaw.co.uk,Georgian,1983-08-29T19:08:10,132.026345,Korea,65.2403165,West Ian,677,11:4d:94:9a:ab:41,Baker Group,Asia/Vientiane
email-54.sullivan.com,Tajik,1990-07-10T09:12:54,170.065921,United States Virgin Islands,-13.7210705,Kathrynview,26079263,29:14:66:08:be:35,"Baker, Williams and Brown",America/Antigua
db-34.day.com,Cree,1990-03-28T14:27:13,54.540924,Serbia,-74.7639565,Barkerfort,90197,13:62:e8:d7:4e:6c,Jones LLC,Asia/Bishkek
web-19.page.biz,Ganda,2007-11-16T02:30:58,-135.499590,Argentina,35.0748165,West Marionchester,6810,b2:c5:9b:33:42:a4,Cox Group,Africa/Bissau
srv-93.hughes.com,Mongolian,1998-08-25T13:34:57,-87.110071,Benin,16.1544265,Watsonstad,1258,97:dd:71:01:d3:3f,Williams-Jones,Africa/Libreville
srv-67.harrison-williams.org,Zhuang,1985-03-27T10:11:24,54.351857,Norway,-72.417926,Port Melissa,7495,cc:73:72:b0:ba:65,"Gilbert, Edwards and Goddard",America/Belize
srv-22.blake-harrison.com,Icelandic,2007-01-04T01:44:11,114.508670,Hungary,-13.8368595,Port Lesleyberg,7533155,3c:5f:b8:9d:2e:05,Woodward LLC,Asia/Seoul
laptop-90.harvey-gallagher.net,Korean,1972-05-04T14:33:44,-28.927440,Malawi,44.2716805,Georginatown,26596,6a:d5:c9:a9:60:66,"Peters, O'Sullivan and Patel",Europe/Sofia
laptop-65.taylor.com,Croatian,1973-03-28T19:00:19,-94.080585,Estonia,86.646561,Colinmouth,612532,9c:49:f5:49:cf:4a,"Smith, Bruce and Marshall",Europe/Chisinau
srv-71.houghton-smith.com,Tigrinya,1977-01-21T16:50:21,-170.723070,Samoa,-58.8367525,Bartonside,858597,cc:12:56:73:0f:71,Reynolds-Frost,Europe/Istanbul
email-73.yates.co.uk,Oromo,1980-02-28T03:14:38,46.601065,Paraguay,73.4829695,Lake Joshuaton,164,2a:65:36:f1:8e:e5,"Chan, Harris and Spencer",Europe/Luxembourg
desktop-90.jones.info,Bengali,1979-03-27T06:35:37,-128.649871,Northern Mariana Islands,-45.229070,Pearcehaven,994809912,9c:0a:ca:73:53:27,"Clayton, Richardson and Jones",Asia/Dhaka
web-48.nicholls.org,Hungarian,1986-08-07T19:14:29,-1.316137,Ethiopia,-46.070574,Jordanmouth,4979,47:0b:84:76:02:d3,"McLean, Perry and Ahmed",Asia/Baghdad
lt-26.wilkinson-obrien.com,Esperanto,2006-08-10T14:19:01,132.523436,United Kingdom,-51.6037145,West Damien,953707331,77:f2:f3:12:1e:20,Lloyd-Ellis,Africa/Sao_Tome
laptop-18.bennett-bishop.com,Icelandic,1998-09-17T09:47:26,-24.471529,Brazil,-40.1953865,Armstrongmouth,126,30:2c:df:e6:e6:90,Khan PLC,Europe/Copenhagen
web-66.gill-walker.com,Shona,1994-05-16T03:12:12,-17.992777,Korea,62.8555505,North Wendyport,4115,f5:25:4b:a5:54:4b,Taylor-Davis,Europe/Luxembourg
lt-31.turner.com,Church Slavic,1990-10-16T03:07:24,62.315103,Malta,1.128093,West Timothy,2719,1b:21:0e:cd:f0:2c,Watson-Williams,Asia/Rangoon
lt-83.saunders.com,Swahili,1982-04-13T01:51:23,53.822434,Grenada,41.3035695,Simpsonborough,97771,8b:99:dc:c8:e0:3b,Hill-Jarvis,Europe/Vienna
srv-53.edwards-faulkner.com,Kongo,1975-02-17T14:58:26,-10.941456,Reunion,44.4624665,New Dorothymouth,441,37:be:f1:26:97:25,Powell LLC,America/Barbados
email-42.turner.info,Inupiaq,2009-01-15T04:50:26,-34.225782,Turks and Caicos Islands,-83.275243,Blakestad,28,32:36:80:e0:ec:15,Parry PLC,America/Guatemala
web-06.thomas.co.uk,Zhuang,1982-12-02T12:28:07,173.258374,Maldives,-38.9560265,East Valerie,543,f9:6f:37:a8:e6:14,"Alexander, Curtis and Taylor",Indian/Antananarivo
laptop-62.skinner-ford.biz,Hebrew,2002-08-09T06:50:52,-68.333985,Aruba,3.1272475,Port Colin,8053,88:bb:ff:ca:e1:30,Evans-Miller,Indian/Mauritius
email-27.swift.com,Turkish,2008-12-09T19:07:55,-69.755074,Martinique,-25.1474615,West Julian,903,85:60:00:e0:61:46,Dale-Bradshaw,America/Barbados
web-32.roberts.co.uk,Hindi,1983-07-13T00:41:46,-54.395814,Algeria,-57.822104,Clareshire,73,54:16:6c:86:2e:b4,"Mitchell, Yates and Patel",Asia/Dushanbe
db-91.hussain.info,Twi,2015-02-13T09:13:41,-174.537743,Guadeloupe,13.6907875,Gordonland,217,a4:55:4d:c1:e8:ae,Edwards-Price,Asia/Dili
desktop-03.phillips.com,Pushto,1984-12-21T01:37:54,-166.931040,India,25.971433,Port Rosie,34155,a8:82:5b:89:82:25,Henderson-Ryan,America/Lima
lt-43.baker.com,Pali,1997-06-13T14:32:55,-100.657020,Serbia,83.4834705,New Garryville,602170003,9b:43:a8:62:4f:97,Cook-Briggs,Indian/Mauritius
lt-59.thompson-daly.org,Kashmiri,1988-05-03T16:22:25,47.582541,Guatemala,-59.885595,West Shannon,7749,e5:9d:10:ae:24:da,Gilbert-Brown,Indian/Antananarivo
db-87.bell.com,Avaric,2010-08-30T04:24:13,62.911545,Venezuela,-53.273519,O'Sullivanborough,6569,e6:dc:37:14:f1:7e,White and Sons,America/Merida
email-23.rogers.com,Pali,2020-10-07T12:19:57,95.160122,Pitcairn Islands,86.131843,New Johnland,41590,be:c1:5a:8a:f1:19,Graham PLC,Europe/San_Marino
email-59.heath.biz,Pushto,2006-04-07T23:05:03,78.033193,Mali,5.6668265,Gardinerburgh,99481,44:0d:04:b7:59:13,Kelly PLC,Pacific/Efate
email-84.lawrence.com,Fijian,1988-12-30T18:38:00,-138.663839,Montenegro,22.510611,Mohamedfurt,327313,6d:d7:d8:1e:63:b8,"Thomson, Ward and Howell",Pacific/Palau
web-96.carey.com,Kinyarwanda,1990-10-17T18:04:37,105.421622,Djibouti,-42.294411,Derekstad,31,63:ef:60:8d:3f:e4,"Bond, Williams and Marshall",Asia/Dili
srv-69.matthews-adams.com,Bihari languages,1978-05-16T03:26:26,-42.483239,Taiwan,0.168123,Lydiaborough,28,b8:cf:34:9f:ca:9d,Harrison-Thompson,Europe/Podgorica
desktop-59.steele.com,Vietnamese,2020-09-25T22:39:30,-169.208899,Mexico,-0.638569,West Marilynmouth,9,72:e9:18:e0:3a:72,"Griffiths, Williams and Palmer",Africa/Accra
laptop-98.briggs.org,Sango,1974-02-15T14:36:16,146.487539,Tajikistan,37.8347425,Lake Hughborough,2375300,0d:1a:b1:f7:ca:32,Williams Ltd,Africa/Bamako
db-22.phillips.com,Ukrainian,1984-05-13T09:18:46,13.577370,United Kingdom,10.9447415,South Valerie,1,d0:0d:ba:03:91:9e,"Ashton, Lowe and Sullivan",America/St_Lucia
web-01.wilson.com,Tagalog,2005-05-01T09:57:58,40.560185,Norway,32.6533315,Lake Ryan,5011787,7e:67:75:a0:3d:e7,Sutton-Mills,Asia/Bishkek
lt-81.ward-hunt.com,Sango,1989-10-23T02:55:32,-44.267849,Lesotho,-22.338823,West Jayne,546588095,6b:1e:ed:d7:15:70,Reynolds-Powell,Pacific/Efate
srv-45.barrett.info,German,1994-02-26T03:22:05,56.587449,Lesotho,85.6450275,Janicefurt,640591600,ca:37:82:34:4a:70,Begum-Lloyd,Asia/Colombo
desktop-35.thomas-webb.biz,Oriya,2023-03-30T03:38:17,102.402176,Central African Republic,56.772002,New Dianemouth,7283,3b:40:4f:7a:bb:80,Thomas Group,Pacific/Palau
email-97.green.com,Rundi,1979-04-16T13:37:33,-128.041511,Macao,-37.122127,Lake Zoe,211384,d5:f7:e8:21:44:ba,Roberts Inc,Asia/Vientiane
email-22.ward.co.uk,Marathi,1980-04-26T16:36:20,-29.419335,Netherlands Antilles,74.5087925,Lake Toby,4194626,bc:af:d2:6d:08:15,"Bryan, Burton and Richards",America/Jamaica
lt-11.cox.com,Panjabi,2005-02-26T13:57:20,-20.599659,Bosnia and Herzegovina,28.432020,Lorraineville,2,0c:0a:1b:28:30:0e,Hussain-Johnson,Asia/Kuching
db-60.thomas-baker.net,Kikuyu,1996-11-03T13:56:00,-12.105561,Suriname,18.434596,Port Lesley,93,fe:68:dd:e0:00:07,"Webb, Day and Watson",Africa/Kigali
db-21.roberts-jones.com,Zhuang,1972-06-27T21:36:22,130.866765,Mayotte,-28.818260,Port Leighstad,55,0c:21:3f:31:00:8b,"May, McCarthy and Parkes",Asia/Pyongyang
web-77.read.com,Hungarian,1976-03-30T01:12:28,108.591163,Yemen,85.9017915,Benjamintown,156150310,4b:ea:d0:cb:ae:7b,Wells-Taylor,Africa/Djibouti
desktop-48.phillips-knight.com,Akan,1989-02-26T07:42:32,139.867742,United Arab Emirates,18.8880265,Aaronstad,72278,a9:a9:26:f0:98:dd,Chapman-Williamson,Asia/Nicosia
db-67.williams-sanderson.com,Malay,1987-10-12T23:30:32,-58.536121,Norway,34.825136,Lake Marcborough,763197905,8b:6f:6c:51:22:bc,Harper Inc,Africa/Brazzaville
desktop-39.cooper-hill.com,Mongolian,1997-08-03T16:23:43,132.188489,Cayman Islands,-73.5931195,Jonesborough,704612928,44:08:07:3b:51:00,Morrison and Sons,America/St_Lucia
laptop-35.harrison-carr.net,Kashmiri,1986-02-08T20:19:44,-18.190015,Italy,-58.034153,Scottfort,554236,5b:42:2b:4f:cf:27,Bailey Inc,Pacific/Guadalcanal
desktop-00.morton.co.uk,Tahitian,1994-09-11T23:33:21,-17.026544,Mauritania,9.5983545,Rhysside,417,d2:a6:60:22:44:51,Brown Ltd,Asia/Vientiane
srv-15.douglas.com,Latin,1976-01-04T13:48:33,-56.868630,United States Minor Outlying Islands,12.605720,Port Elliotfurt,83141853,97:bf:d7:f9:c8:e0,"Scott, Lee and Ali",Europe/Copenhagen
laptop-80.hardy-smith.biz,Georgian,2023-01-01T06:43:08,90.786760,Lithuania,-59.897809,East Rachaelbury,356,b1:e8:56:44:cc:65,Gill Ltd,Europe/Zagreb
web-78.campbell.info,Kuanyama,1977-06-16T05:37:07,-162.237345,Kenya,-73.522220,Stanleyside,37978774,dc:b9:23:a2:54:97,Robinson-Jarvis,Asia/Riyadh
db-02.hutchinson.com,Sinhala,1982-11-01T11:48:10,30.997896,Falkland Islands (Malvinas),-75.228952,Zoebury,14509164,e4:b3:cf:ab:ad:fb,White-Nicholls,Asia/Kuala_Lumpur
laptop-33.wright-wood.com,Cornish,1997-11-03T04:06:30,-143.584155,Mauritania,-25.595737,Lake Lindsey,50134,ff:8e:ae:cc:66:15,Murray LLC,America/Guyana
web-14.harris-carr.com,Kuanyama,1993-04-27T00:32:05,-25.752752,Guernsey,-40.2867735,South Owen,3003,a3:15:ae:3a:d2:eb,Reynolds Inc,America/Caracas
srv-28.roberts.com,Interlingua,2015-12-16T05:04:24,-50.949821,Jersey,-10.9307815,Scottbury,5433392,33:ce:88:50:c9:89,"Jenkins, Mahmood and Hutchinson",Asia/Bangkok
email-26.jones.com,Kuanyama,2006-05-12T21:39:08,-134.382171,Japan,-73.5163675,Thompsonberg,970617399,e9:b6:69:34:04:32,Gallagher Ltd,Europe/Ljubljana
db-87.baker.com,Sango,2009-08-27T03:11:49,-44.781329,Papua New Guinea,-65.8912725,Aimeeside,460,0a:6d:03:b3:7c:91,Davies and Sons,Europe/Berlin
lt-18.foster.com,Czech,2002-04-29T12:18:10,91.167924,Italy,-66.2247805,Geoffreymouth,7432,1e:e5:d3:60:88:2f,"James, Crawford and Williams",America/Panama
desktop-72.hammond.org,Tswana,1977-01-17T02:24:49,121.437018,Reunion,87.1964905,Birchfurt,916304,c8:14:65:11:61:dd,"Jones, Lee and Walker",Africa/Nouakchott
desktop-50.carter.com,Danish,2005-04-07T17:34:32,94.533016,Mauritania,-45.284134,Gloverbury,92711,a6:c5:fd:52:23:73,"Khan, Armstrong and Byrne",Europe/Helsinki
laptop-49.williams.com,Guarani,1987-05-25T13:21:52,130.157469,Cayman Islands,3.049557,Clarkeborough,9414425,6a:9e:24:e2:ee:52,"Collins, Hughes and Wood",Africa/Brazzaville
web-10.hill.com,Lao,2012-08-15T19:40:11,169.876234,Kazakhstan,79.8517975,East Angelaberg,655287005,03:28:ba:ab:88:8d,Watts Group,Africa/Lubumbashi
lt-57.richardson.biz,Tahitian,1979-09-05T08:09:19,18.345925,Cyprus,43.0866475,Royfort,76654,1f:be:1e:e4:70:08,Clark-Smith,America/Caracas
lt-64.thomas-moran.net,Zhuang,2004-03-30T05:38:35,-84.776926,Benin,-18.343272,Lyndaberg,82596032,71:25:72:9d:06:b6,"Curtis, George and Williams",Australia/Currie
laptop-98.mann.com,Tajik,2010-08-04T03:25:10,6.801267,Guernsey,-47.5831055,South Justinberg,60123,81:d1:47:4b:e5:72,Moss-Morris,America/St_Vincent
db-34.burgess.com,Bulgarian,1993-01-18T01:02:17,-7.668286,French Guiana,43.369148,West Shaunshire,87859799,e5:eb:8c:71:7d:28,"Carpenter, Shaw and Pope",Pacific/Apia
desktop-34.smith.com,Bosnian,1973-08-24T05:27:26,25.426092,Swaziland,88.3627285,East Williamborough,8258989,c1:ab:a6:6b:20:1d,Smith-Owen,Asia/Tehran
laptop-55.francis.org,Ewe,2018-04-15T07:14:39,84.763444,Timor-Leste,55.407893,Lake Geoffreychester,13302067,54:67:40:1f:0a:af,Wood-Young,Asia/Tbilisi
lt-89.baxter.info,Chichewa,1987-09-12T14:55:39,-159.642963,Madagascar,-26.180484,New Joe,240,3a:84:bb:fd:fd:a2,"Woods, Bennett and Coles",Pacific/Efate
email-67.metcalfe.co.uk,Malagasy,1978-01-27T06:01:45,94.124362,Romania,-17.410433,New Trevor,90,15:a6:41:5a:d1:96,Smith Group,Africa/Freetown
srv-72.osborne.com,Persian,1987-10-09T06:06:04,-134.759613,Mozambique,-21.5695215,New Trevor,6100,a1:51:82:c1:06:57,"Sanders, Davies and Moore",Africa/Khartoum
db-14.macdonald.org,Norwegian Nynorsk,2003-03-21T14:04:00,-46.448169,Japan,-19.077089,Smithside,6,10:fe:85:b6:37:e7,Smith-Mann,Europe/Bratislava
db-34.williams-osullivan.com,Portuguese,1994-05-09T07:05:18,124.510235,Guadeloupe,88.1185985,Marybury,22086102,9f:3e:a7:61:bf:f5,"Rees, Lowe and Holland",Africa/Sao_Tome
laptop-20.clark.com,Ndonga,1991-12-25T04:06:43,-147.402296,Cape Verde,-89.614853,Port Jadefort,7,32:7b:5d:d3:85:50,Phillips Group,Asia/Qatar
web-51.king.org,Dutch,1981-09-08T18:10:02,-71.691862,Lesotho,-3.739694,Hollystad,8209056,57:40:88:fd:79:05,Jones and Sons,Asia/Dushanbe
desktop-69.armstrong-smith.com,Telugu,1982-06-02T09:49:11,-107.014900,Turks and Caicos Islands,-11.606796,Holtchester,350847,31:a1:1d:0d:73:35,Kelly Group,Europe/Vienna
web-44.simpson.com,Lithuanian,1995-11-14T04:29:28,66.959409,Falkland Islands (Malvinas),7.556035,New Amberstad,5986019,47:9f:2d:97:87:50,Gilbert-Day,Europe/Oslo
