date_time,pricetag,timezone,date,random_number
2013-12-24 00:23:24,"$9,096.66",America/Managua,1993-08-06,821
2012-03-16 01:07:14,"$14,665.65",America/Lima,1981-06-19,755153
1983-03-05 07:23:18,$5.87,Europe/Riga,1984-04-30,194764
1972-07-15 10:23:23,$99.27,Europe/Istanbul,1999-11-26,829886
1991-04-22 19:12:50,$43.96,Africa/Malabo,1976-08-02,980260
1976-02-21 00:37:02,"$8,123.22",Africa/Malabo,2018-04-15,883339638
2013-10-29 09:15:30,$575.52,Africa/Kinshasa,2005-05-21,10
1970-10-27 16:37:20,$769.34,Asia/Thimphu,2002-11-11,9963
1994-07-05 00:03:51,$61.32,America/La_Paz,2000-04-28,2
2011-06-18 21:25:12,$10.06,Asia/Karachi,1998-10-24,7644940
1992-05-18 01:08:54,"$8,408.50",Europe/San_Marino,1997-04-02,666115092
2007-01-09 07:38:38,"$9,959.22",Asia/Muscat,1990-06-12,95
1973-09-16 05:07:18,$300.76,Africa/Porto-Novo,1978-07-13,274448772
2016-09-03 01:24:35,"$2,029.86",America/Havana,1978-10-09,38
2016-03-08 17:40:20,$188.75,Africa/Bangui,1992-02-29,916405977
2017-12-29 20:06:34,$8.49,Asia/Manila,2003-12-08,61789732
1994-10-26 01:15:04,"$3,032.21",Africa/Bamako,1993-11-14,82623
2012-05-20 06:16:24,$9.45,Africa/Bissau,2010-06-08,822717764
2023-04-14 20:18:03,$328.04,Africa/Accra,2002-11-03,5714
1988-06-27 17:48:26,"$29,889.79",Africa/Addis_Ababa,2008-08-31,3534
2002-10-16 21:55:07,$92.20,Africa/Porto-Novo,1978-08-08,27741
2005-08-10 13:41:09,$821.17,Europe/Riga,1971-05-01,72
1989-11-03 21:56:57,$46.14,Asia/Saigon,1997-12-10,3
1986-03-29 23:16:27,$95.00,Pacific/Majuro,1981-04-23,208829304
2007-06-24 02:14:13,$542.42,Europe/Rome,1992-10-18,990746508
1987-01-15 17:36:58,"$2,743.42",America/Bogota,1980-10-03,998249
1986-10-07 09:47:27,$59.54,Asia/Gaza,2006-01-21,952358481
2009-03-26 18:53:59,$83.84,Africa/Kampala,1975-11-01,655
1983-01-10 04:54:08,"$90,637.13",Africa/Abidjan,1972-12-24,549224
2003-01-02 14:09:38,"$4,076.80",Europe/Warsaw,1975-05-09,1394
1977-01-25 03:24:58,"$70,634.88",Europe/Paris,2021-09-07,23756
2009-07-30 20:15:42,$16.73,Africa/Maseru,2000-10-19,9232784
1986-08-02 04:39:47,$3.08,Europe/Budapest,1997-06-28,6655296
2019-07-01 18:51:14,$506.55,Africa/Cairo,2004-03-10,156019575
2000-11-25 02:21:52,"$3,987.23",America/Montevideo,1999-03-29,996376378
1981-11-24 03:56:48,$7.02,America/Barbados,1972-09-13,29
2019-06-03 00:37:16,$1.51,America/La_Paz,2004-06-04,4
1983-12-03 21:40:15,"$4,621.94",Africa/Kampala,2017-06-17,32322723
2000-12-31 13:03:14,"$8,403.11",Europe/Oslo,1971-08-16,944
1977-09-14 10:15:48,"$72,060.62",Europe/Istanbul,2004-06-09,618711526
1976-03-19 04:57:13,"$30,425.27",Pacific/Apia,1995-01-11,83870686
1973-01-16 06:34:59,$471.31,Africa/Lusaka,1977-11-26,34
2022-08-21 04:32:19,"$4,859.15",Europe/Tirane,2009-03-09,649376875
1991-09-22 01:48:00,$8.01,Asia/Singapore,1982-10-26,20
1971-06-13 04:08:32,$846.68,Pacific/Guadalcanal,1975-05-25,8
2013-06-30 10:18:49,"$6,212.05",America/La_Paz,1982-10-05,2253821
2017-05-20 20:12:37,"$39,833.96",America/El_Salvador,1996-11-23,1159
2009-08-26 04:48:39,"$5,788.17",Pacific/Efate,1970-07-09,90419
1972-04-16 19:12:10,$6.95,Africa/Brazzaville,1974-06-17,426816192
1994-08-09 21:19:31,"$50,583.99",Africa/Bangui,1974-09-04,5764
1996-08-25 11:06:57,$48.27,Europe/Zurich,1994-04-18,4
1987-02-28 08:14:07,"$41,901.60",Asia/Bishkek,1990-11-24,9377058
2000-09-29 13:28:34,$660.89,Europe/Zagreb,1988-06-07,79209217
1982-01-15 21:37:57,$6.35,Pacific/Fiji,1982-02-02,59060928
1997-07-26 03:26:45,$824.54,Europe/Sofia,2021-10-02,820
1993-09-27 08:42:25,"$4,890.04",America/Managua,1973-09-02,162677078
1982-10-02 21:07:31,$634.79,Europe/Warsaw,2000-09-25,961
2014-11-03 15:27:41,"$9,835.49",Europe/Warsaw,2020-03-10,9187
1993-02-17 11:56:37,"$3,331.01",Africa/Bamako,1972-12-26,2800681
1981-10-24 04:53:43,$3.71,America/Montevideo,2001-03-23,498392
1976-02-13 12:58:38,"$70,549.56",Europe/Zaporozhye,2016-06-23,1098512
2009-08-23 06:37:26,$18.23,Europe/Luxembourg,2007-01-04,830401
1998-07-06 16:45:47,"$3,256.37",Asia/Thimphu,1999-07-31,4865
1986-04-26 14:37:27,$0.53,America/St_Lucia,2011-06-25,459
2016-03-28 07:03:56,$253.57,Africa/Addis_Ababa,2004-01-20,8
1976-10-07 15:23:57,$14.25,Africa/Asmera,2018-04-20,68
1978-06-19 10:31:16,"$96,596.73",Asia/Colombo,2009-05-29,817995248
1971-07-20 03:36:50,$875.69,Asia/Bahrain,1971-01-08,264
1973-12-22 06:48:55,$7.63,Asia/Karachi,1970-06-03,2
1985-10-12 16:09:40,$930.46,America/Port_of_Spain,1997-09-20,2
1985-02-06 19:04:15,$649.47,Europe/Helsinki,1970-07-13,587
2000-03-27 08:12:51,"$1,965.19",Africa/Bamako,1997-12-22,896827
2020-10-24 14:59:07,$96.61,Asia/Manila,1992-10-28,70989
1989-08-12 07:44:08,$878.43,Asia/Manila,1975-02-18,63075
1992-12-01 04:50:06,"$46,690.57",Europe/Paris,2011-04-17,6028994
1980-04-07 09:20:34,"$1,796.18",America/Guayaquil,1971-06-09,71231
1971-11-15 06:19:55,$62.95,Europe/Riga,1973-11-13,0
2003-02-02 19:53:56,$3.57,America/Guatemala,2014-10-29,8143
1990-07-22 04:59:25,$7.37,Asia/Dhaka,2007-03-14,453
2000-09-19 03:46:55,$87.93,America/Tegucigalpa,1974-10-08,1639622
1989-03-26 00:01:22,$68.82,Asia/Baghdad,1995-04-27,86570
1984-01-19 04:26:53,$758.65,Atlantic/Reykjavik,1999-10-22,787258
1988-05-14 03:48:41,"$35,517.00",America/Panama,1996-02-05,15044052
2019-05-14 07:45:42,"$16,942.57",Europe/Berlin,2004-09-23,7
2023-03-03 07:30:02,$69.22,America/Guatemala,1995-02-06,55
1986-10-23 03:40:23,$98.50,Asia/Pontianak,1984-05-09,58671618
2007-01-25 17:50:04,$858.85,America/St_Kitts,1975-03-08,7447
2014-05-15 02:25:20,"$5,294.11",Asia/Kuwait,2004-04-03,9274410
1995-01-01 01:22:04,"$8,179.27",Asia/Brunei,2020-10-19,3574
2007-10-31 03:03:00,$9.18,Europe/Rome,2006-09-07,68583
1982-02-21 04:49:02,"$17,421.90",America/Tegucigalpa,2017-06-13,6
2009-06-17 10:15:15,$812.78,Africa/Johannesburg,1992-12-22,1
2022-09-25 14:41:56,"$8,715.56",Africa/Malabo,2000-12-26,632
1989-06-29 06:17:07,$945.10,America/St_Lucia,1999-12-13,5783246
1999-06-29 09:28:58,"$7,992.77",Europe/Stockholm,1989-07-25,7465
1973-09-22 05:21:45,"$9,337.22",Asia/Dili,2000-03-27,217
2016-06-05 03:09:23,"$17,656.34",Africa/Abidjan,2003-02-07,4739
2014-06-23 00:02:02,"$8,135.04",Asia/Phnom_Penh,1987-11-01,56568
2021-02-14 18:41:42,$70.34,Africa/Bujumbura,1987-01-11,253891669
1991-06-15 21:00:32,$67.73,Europe/San_Marino,1992-01-14,94
1995-05-19 23:04:54,$20.12,Asia/Baghdad,2020-11-21,74140
1987-12-25 14:42:40,$4.24,Europe/Minsk,1986-03-11,8105266
1977-05-20 19:41:23,"$65,382.48",Europe/Lisbon,1992-08-06,320
1976-02-24 19:22:55,$200.16,Asia/Bishkek,2016-10-18,365908779
1995-11-22 07:34:44,$162.05,Europe/Andorra,1996-08-06,10
2017-06-25 07:14:09,"$3,420.63",Asia/Baghdad,1991-10-20,244822
1970-01-28 07:51:44,"$2,824.64",Asia/Qatar,2001-12-31,4528
1990-12-21 05:00:29,$8.11,Africa/Nouakchott,2005-07-19,319308663
1995-04-22 13:45:57,"$85,436.63",Africa/Cairo,2017-04-05,53010624
2013-01-04 16:28:59,$9.72,Europe/Copenhagen,2021-04-02,17330500
2007-04-12 21:48:21,"$76,948.84",Europe/Andorra,1990-02-25,814
2013-05-15 23:51:17,$8.60,Asia/Kabul,1986-05-19,127494197
2007-06-21 11:13:31,"$4,405.56",Asia/Aqtobe,2000-11-15,3947
1973-11-02 06:45:35,$15.32,Asia/Colombo,1981-03-13,416921840
1970-03-25 01:35:40,$122.20,America/Nassau,1970-08-10,86453
2014-05-28 14:33:37,"$7,246.04",Europe/Tirane,2001-04-27,214606105
1990-03-03 18:37:11,"$34,497.66",Europe/Luxembourg,1973-04-22,43082358
1993-12-02 05:02:29,"$96,811.25",America/Dominica,2008-07-12,42699762
2023-08-26 05:03:00,$728.13,America/Montevideo,1977-03-26,4132939
1974-06-11 07:33:06,"$3,756.76",Pacific/Apia,1996-03-11,269
1983-05-04 04:38:40,"$14,925.42",Africa/Lome,2006-10-29,2563
1973-11-02 20:50:45,"$32,877.09",America/Jamaica,2005-11-09,28131942
1983-01-13 08:13:06,"$4,180.02",Europe/Sofia,2007-01-25,62405536
1985-03-10 19:03:28,"$81,860.22",Europe/Vatican,1978-01-27,37075373
2012-04-10 09:18:04,$1.06,Europe/Andorra,1996-02-17,1
2021-05-24 17:07:56,$593.43,America/El_Salvador,1978-09-05,72
2021-07-06 11:21:45,$977.36,Africa/Gaborone,2020-12-09,7
1970-04-13 07:38:09,"$38,397.55",Asia/Baku,1989-11-29,8
2012-11-13 12:08:07,$12.34,Asia/Tehran,2017-04-24,77556860
1991-10-26 04:48:14,"$12,933.12",America/Caracas,2011-05-05,16899
1972-06-15 13:58:52,$144.59,Europe/Riga,2002-03-12,210
1994-08-20 08:31:02,"$4,684.22",Africa/Dar_es_Salaam,1985-07-21,826
2020-02-15 11:15:06,$6.44,Atlantic/Cape_Verde,1982-05-31,5
2003-06-12 08:51:31,$1.63,Africa/Banjul,2017-01-15,51193
1999-05-30 09:53:20,$49.83,Europe/Belgrade,2017-07-08,1776
2004-07-18 18:23:54,$6.70,Asia/Muscat,2005-02-08,721558
1974-11-02 15:06:26,$2.78,Africa/Accra,2018-09-19,62645925
1984-02-16 15:58:55,$60.69,Africa/Maseru,2010-11-04,48059949
2022-04-13 10:05:13,"$16,541.40",Asia/Kuwait,2004-04-29,3
2022-10-08 07:04:45,$595.36,Europe/Andorra,1990-09-03,5413811
2003-08-28 09:01:42,"$98,085.99",Europe/Zagreb,1989-12-31,28546
2013-08-06 01:42:17,$378.45,America/Port_of_Spain,2001-02-15,74
2009-01-27 19:10:51,"$72,905.50",America/St_Kitts,2005-10-15,1023289
1994-03-08 14:57:02,"$70,465.66",Africa/Dar_es_Salaam,2017-06-24,7859
2004-10-26 18:31:06,$9.67,America/Managua,2016-05-26,515118380
2009-02-04 20:50:49,"$63,126.64",Africa/Lusaka,1976-03-12,916338
2017-08-17 16:52:20,$255.50,Africa/Mbabane,2002-11-19,551058
1990-06-30 09:33:28,$5.72,Asia/Riyadh,1993-01-17,428243
1975-12-13 00:49:22,"$4,461.26",Pacific/Palau,2020-09-21,719805
2010-11-22 08:00:12,$469.78,Africa/Tripoli,2019-12-26,2724276
2010-07-03 14:55:29,$338.48,America/Belize,2023-07-30,723
1984-02-21 14:30:42,$156.22,Asia/Jerusalem,1988-08-28,396348
1985-09-07 06:59:17,"$1,196.82",America/Asuncion,1998-07-13,51574790
2008-10-04 14:39:52,"$2,079.18",Africa/Cairo,2019-08-29,1999695
1976-09-27 20:47:15,"$81,257.01",Africa/Lusaka,1990-09-14,45
2014-07-22 03:34:11,$588.56,Asia/Pyongyang,1979-10-05,81562
2014-06-02 10:21:09,$497.54,Asia/Saigon,1988-07-27,4
2014-09-26 16:21:36,$85.22,Asia/Taipei,1990-03-05,3192890
2001-05-11 08:36:06,$448.24,Europe/Rome,1981-05-16,10082560
1987-06-04 15:29:59,$249.66,Africa/Djibouti,2007-07-03,92
2017-09-30 04:03:26,$886.25,America/Mexico_City,1979-12-04,571486789
2013-11-18 09:19:17,"$9,988.49",Pacific/Apia,1992-05-10,836993442
2000-07-28 11:54:36,$2.42,Africa/Bissau,2003-01-16,902
1976-01-16 02:55:56,"$6,607.53",America/Cancun,2019-08-03,2520569
2005-08-08 11:18:30,$654.89,Europe/Copenhagen,1989-07-12,4396
2018-11-05 18:29:32,$56.14,Africa/Lubumbashi,2003-04-27,964
2010-03-27 06:11:00,$446.89,Asia/Calcutta,1982-06-04,1041
2018-05-14 03:50:59,$905.75,Asia/Karachi,1976-05-07,3
2002-08-18 03:46:29,$88.44,America/Paramaribo,1980-05-24,58638105
1997-09-08 15:01:05,"$8,040.58",Europe/Dublin,2007-05-19,762102107
1999-01-27 00:30:04,"$54,715.19",Indian/Mahe,2011-01-19,956051
2016-10-18 20:09:12,$32.96,Africa/Harare,2004-07-06,16341
1988-05-23 05:07:27,"$6,344.51",Europe/Vaduz,2017-09-16,6742
2005-01-08 08:42:28,$6.39,Africa/Bissau,2020-07-13,9
2008-06-12 14:37:59,$904.38,Europe/Luxembourg,2008-06-18,971838
2008-08-30 00:24:50,"$5,383.26",Pacific/Port_Moresby,2012-06-07,3886906
1978-01-17 12:42:42,$57.93,Europe/Helsinki,2011-11-30,399664
1988-03-08 20:22:23,$78.25,Africa/Bissau,2011-12-13,660532
1970-02-20 02:38:12,$683.33,Africa/Bissau,2006-05-18,43970
1991-01-17 04:38:27,$150.38,America/Belize,1994-12-01,45788
2013-07-03 03:35:32,$170.39,Africa/Lagos,2005-12-18,115553891
2011-09-24 07:33:36,$5.29,America/St_Lucia,1991-07-12,77721
2022-03-31 08:37:50,"$1,115.69",Africa/Kigali,1991-11-06,371
1992-10-19 09:06:32,"$35,114.85",Africa/Johannesburg,1995-02-07,249249056
2021-01-07 08:42:01,$606.30,America/El_Salvador,2021-03-10,349677871
1974-09-28 05:06:09,$2.89,Asia/Calcutta,1979-04-27,24
2020-01-29 02:48:59,"$4,860.30",Asia/Bahrain,1972-01-17,2354
2010-02-24 15:51:17,"$74,465.23",Europe/Vaduz,2001-11-02,21724
1972-08-04 19:56:10,"$5,601.53",Europe/Vatican,2005-04-09,45682440
1992-06-05 03:23:07,$82.96,Europe/Vilnius,2005-03-13,136
1995-06-16 02:22:14,$7.41,Pacific/Enderbury,1974-03-08,661246084
2008-10-09 06:00:28,"$32,461.83",Asia/Kabul,1986-11-30,53579565
2023-06-08 14:05:14,$121.43,Africa/Douala,1982-03-11,5794738
2021-07-25 09:54:43,$4.12,Asia/Amman,1998-07-11,5
2011-08-14 21:55:44,"$8,372.41",America/Asuncion,2013-09-15,4569
2000-08-24 05:31:40,$7.78,Europe/Brussels,1984-01-14,8527
2017-08-08 00:34:49,"$93,012.14",Europe/Malta,1970-02-12,633483471
1980-09-02 22:02:33,$31.93,Africa/Mbabane,1998-06-18,667112748
2013-11-13 08:22:45,"$93,857.42",America/Port_of_Spain,2002-01-18,320088
1993-02-14 13:33:40,$220.44,Europe/Skopje,1973-07-09,473368848
1993-11-29 04:37:38,$612.84,Europe/Vatican,1990-04-04,53418106
1983-11-26 21:11:32,$13.58,America/Panama,2016-06-10,776
1977-07-17 01:48:32,"$78,712.60",America/Dominica,1987-04-25,987780
1987-01-29 06:26:47,"$1,328.76",Atlantic/Cape_Verde,1991-12-28,8073612
2020-09-12 01:04:37,"$79,688.10",Europe/Belgrade,2018-08-21,63621
1991-04-26 23:54:01,$600.48,Pacific/Kwajalein,1998-04-15,1393
1995-02-20 21:03:23,$175.45,Europe/Podgorica,2007-05-31,42
2015-05-17 18:52:33,$81.29,Europe/Vilnius,1972-09-28,92203736
2003-03-09 01:36:49,$4.14,Asia/Singapore,1987-07-07,7566
1978-10-02 12:39:23,$467.47,Africa/Monrovia,2023-07-31,3056012
1985-03-07 23:29:00,"$61,437.30",Asia/Riyadh,2017-01-21,8916
2020-01-12 22:02:34,$4.04,Asia/Dili,2021-01-18,9
1995-07-15 16:54:45,$5.24,Africa/Blantyre,1984-07-29,60064216
1971-07-16 05:18:04,$98.95,Indian/Antananarivo,2017-01-19,706318269
1979-02-01 10:21:34,$3.28,Africa/Algiers,1973-11-11,80
1971-07-03 08:49:20,$168.00,Asia/Thimphu,1984-12-07,272
1992-10-16 10:53:04,"$6,602.23",Africa/Libreville,2021-10-27,97363481
1991-12-30 14:18:06,"$93,352.46",America/Barbados,1983-09-29,7
2015-06-02 13:21:01,"$82,667.59",America/Barbados,1979-07-01,5361
2006-01-25 07:56:30,"$81,888.73",Asia/Riyadh,2013-12-16,5738899
1994-04-29 01:31:32,$775.91,Europe/Vatican,2004-10-29,69353255
1980-03-13 18:14:31,"$23,854.18",Asia/Hovd,2018-07-01,14119
2005-07-06 20:06:33,$5.53,Pacific/Easter,1979-10-14,73485807
2007-08-04 05:42:17,$1.84,Atlantic/Reykjavik,2009-09-13,2324
1995-01-10 11:22:48,"$64,347.51",Europe/Vatican,1990-07-27,8
1989-04-06 00:28:08,$778.30,Pacific/Kosrae,1983-01-12,82182
1993-10-07 23:59:46,$59.78,Europe/Luxembourg,1976-09-02,62
1987-03-06 16:12:09,$1.16,Asia/Vientiane,2017-11-08,3307501
2016-06-23 05:54:12,$4.37,Europe/San_Marino,2023-08-11,929406210
1981-05-30 22:28:04,"$2,866.42",Indian/Maldives,1973-11-13,8
1989-02-05 02:54:17,$25.68,Asia/Taipei,1972-11-29,393106486
2021-05-25 13:38:12,$781.69,America/Havana,2023-06-15,1545
2004-12-07 08:57:31,$2.36,Africa/Kampala,1996-07-29,255
1975-08-04 12:56:35,"$47,264.06",Africa/Bangui,1991-12-04,571
1976-11-03 02:29:32,$0.52,Europe/Vienna,1979-05-04,392978212
1970-05-23 05:08:59,"$57,162.77",Europe/Riga,2023-08-21,19224
1975-01-12 22:35:58,$307.45,Europe/Copenhagen,2019-10-08,47992273
2008-01-14 09:12:44,"$80,650.28",Pacific/Easter,1974-06-13,89
1983-07-19 00:38:00,$9.43,Asia/Singapore,2008-09-28,42
1976-11-22 20:26:41,$13.87,Pacific/Apia,1993-10-30,38
1979-03-11 10:58:02,$870.78,Europe/Tirane,1991-08-08,686
1986-01-27 09:30:47,$4.83,Europe/Bratislava,2016-01-25,89372
2020-04-09 00:36:34,"$4,530.08",Pacific/Enderbury,2019-11-28,5
1991-07-29 00:39:05,$11.18,Pacific/Kwajalein,1986-11-06,591664
1992-01-02 19:31:43,$220.83,Europe/Belgrade,2011-12-27,5922975
1998-07-01 14:41:48,"$87,350.79",Asia/Calcutta,2018-07-15,45
2000-12-26 07:27:42,$635.48,Europe/Bucharest,2007-12-28,443984
1980-01-03 19:08:53,"$59,741.14",Africa/Luanda,1994-12-17,244
1985-04-14 18:19:53,$608.25,America/Nassau,1984-06-09,312054
1970-08-22 07:15:54,"$28,830.00",Asia/Rangoon,2019-09-14,17350
2012-08-07 13:24:02,$387.56,America/Nassau,1976-11-19,36
1971-12-22 18:13:48,$68.58,America/Port_of_Spain,2007-04-02,1440
