country,latitude,file_name,bank_country,company,hostname,iso8601,language_code,longitude,date_time,timezone
Comoros,-6.973363,nobis.png,GB,Doyle Inc,web-52.nash.co.uk,1979-04-13T21:40:11,pa,164.957824,1994-02-13 08:22:52,Africa/Dar_es_Salaam
Armenia,6.492544,officiis.avi,GB,"Hughes, Smith and Smith",db-24.harris.co.uk,1976-01-08T20:22:35,wa,110.674903,2010-11-17 07:10:45,Africa/Addis_Ababa
Falkland Islands (Malvinas),57.046667,a.png,GB,"Wilkinson, Dunn and Wilson",desktop-48.cole-morgan.com,1974-10-06T09:54:18,nb,44.716242,2021-07-25 21:56:21,Africa/Ouagadougou
Thailand,-48.2871305,facilis.bmp,GB,"Bond, Cross and Bishop",lt-23.clark-hodgson.biz,2010-07-17T21:30:35,wal,-50.521375,1981-11-15 10:14:54,Africa/Douala
Peru,-37.7611595,facere.txt,GB,Lee and Sons,lt-16.adams-young.info,1978-03-12T02:56:08,hsb,-2.362025,1991-03-26 07:56:00,Africa/Algiers
Trinidad and Tobago,-70.4402765,quas.ppt,GB,"Allen, May and Miller",db-95.davis-bailey.co.uk,1991-07-16T18:03:43,hne,48.172811,1991-12-20 21:34:55,Africa/Brazzaville
Botswana,-44.226639,molestiae.flac,GB,Wilson-Kelly,lt-84.butcher.co.uk,1973-08-02T01:50:09,ar,25.673525,2020-09-03 00:06:15,America/Costa_Rica
United States of America,85.9042945,alias.mov,GB,Davis PLC,db-40.edwards-baldwin.co.uk,2018-08-29T18:04:41,ur,152.787409,2002-11-03 04:55:33,Africa/Windhoek
Congo,-16.953929,ipsam.wav,GB,Porter-Barnett,laptop-17.smith-coates.com,1986-02-04T10:49:54,hy,28.163650,2019-07-08 21:17:07,Europe/Berlin
Moldova,89.375358,deleniti.css,GB,Allen-Anderson,web-18.jones-fletcher.com,1986-01-28T14:24:40,gez,-145.356582,1975-02-07 05:18:09,Indian/Mauritius
United States Virgin Islands,30.449336,corrupti.wav,GB,"Wallis, Murphy and Perry",web-90.gibson.com,1995-06-14T05:38:54,lg,11.054100,1987-04-19 06:08:54,America/Guatemala
Bulgaria,-38.3922775,deleniti.webm,GB,Mitchell-Hale,srv-24.martin.info,1994-06-16T21:22:18,cmn,151.091134,1975-09-05 14:04:16,Africa/Casablanca
Qatar,-84.6647685,ipsa.flac,GB,Jones LLC,srv-14.wilkins.biz,2008-10-30T18:01:48,de,121.563399,1994-12-13 09:01:50,Africa/Nairobi
Netherlands Antilles,-81.523360,repellat.xlsx,GB,Payne Inc,email-11.parsons.com,2002-12-03T20:39:25,st,-76.755118,1980-01-25 00:51:47,Asia/Dili
Canada,64.1039015,iste.png,GB,Parry Group,lt-10.green.com,1997-12-03T12:23:44,sc,-110.552490,1994-03-03 02:00:56,Asia/Kabul
Russian Federation,5.684198,quia.webm,GB,Davies-Rose,web-76.marsh.com,1979-11-08T22:01:45,bg,-82.227413,2018-06-10 23:04:06,Europe/Copenhagen
North Macedonia,-66.6963815,ea.mp4,GB,Hodgson and Sons,laptop-19.harris.com,2002-12-15T00:23:18,sr,126.415665,1997-12-30 09:15:20,Asia/Saigon
British Indian Ocean Territory (Chagos Archipelago),-54.906706,aut.jpg,GB,"Myers, Bailey and Roberts",desktop-49.sharp.com,2014-10-01T08:44:19,sv,48.739060,1980-06-06 19:02:26,Asia/Seoul
Venezuela,-4.999295,aliquid.avi,GB,"Collins, Walton and Smith",laptop-13.smith-hooper.info,2014-03-08T16:16:40,my,-160.869795,2001-03-11 22:59:16,Asia/Muscat
Martinique,-7.071902,nesciunt.flac,GB,Bennett-Ryan,lt-56.dixon.com,2013-02-14T10:24:09,eo,-159.651229,1994-05-16 18:28:00,Africa/Ndjamena
Ethiopia,52.692469,nobis.csv,GB,"Smith, Clayton and Gray",laptop-47.wilson-nelson.com,2023-02-10T19:50:42,lzh,72.684117,2003-09-21 01:43:43,America/Montevideo
Singapore,1.080152,fugit.doc,GB,"Jones, Green and McKenzie",lt-32.patel-waters.info,2019-07-24T03:39:56,hne,-164.673285,2020-05-20 07:59:09,Atlantic/Cape_Verde
South Georgia and the South Sandwich Islands,-32.264152,architecto.docx,GB,Young Group,lt-96.blake-dennis.com,1979-02-07T20:31:41,cv,-145.374674,2016-03-15 01:51:49,Africa/Addis_Ababa
Bosnia and Herzegovina,65.4792405,quia.mp4,GB,"Davies, Miller and Smith",db-26.allen.biz,1974-12-14T20:38:32,mai,56.940573,1977-01-03 10:14:02,Europe/Brussels
Togo,38.366887,repellat.js,GB,Ryan-Marshall,srv-12.lee.net,1991-02-05T13:03:42,bs,141.104160,1995-09-01 06:38:49,Asia/Rangoon
Iran,-86.9429385,similique.json,GB,"Harvey, Short and Taylor",desktop-72.hill.biz,2018-04-13T20:23:46,fa,-35.331911,1988-06-26 01:27:51,Africa/Harare
Martinique,-71.7761155,recusandae.csv,GB,Thomson-Cox,web-97.hughes.net,1994-08-07T18:05:04,hr,-107.078610,2020-07-01 15:02:28,Asia/Dubai
Luxembourg,-12.341749,iure.css,GB,"Blackburn, Edwards and Wilson",db-10.powell.info,2011-07-10T22:12:28,wal,-7.597487,1991-02-12 17:13:49,America/Glace_Bay
Cyprus,48.893023,non.flac,GB,Byrne-Schofield,srv-04.french-day.info,2020-12-16T09:26:34,or,26.888499,1987-12-11 02:22:38,Asia/Thimphu
Poland,8.6342245,eius.html,GB,Sullivan Ltd,srv-82.richardson-atkinson.com,1995-02-03T23:10:42,ru,113.363000,1972-04-13 14:54:04,Africa/Bujumbura
Poland,84.3284565,eius.odp,GB,"Hunt, Sims and Grant",web-05.pearce-riley.com,2007-02-21T10:58:16,zh,141.052285,1988-11-25 20:43:04,Asia/Dubai
Aruba,-36.766773,sint.png,GB,Hewitt Inc,db-66.smith-martin.biz,2017-05-08T22:16:44,an,89.535292,2016-12-15 09:59:41,America/St_Vincent
Philippines,-78.633838,ipsum.css,GB,Bell-Bailey,email-47.white.com,1993-06-11T03:49:15,ce,-83.115875,1974-12-31 03:58:23,Asia/Beirut
Montserrat,-49.3541285,deleniti.ppt,GB,Duffy-Brown,email-32.mccarthy.com,1998-05-05T13:22:33,iu,-145.404890,2012-12-24 11:18:57,Pacific/Palau
Holy See (Vatican City State),-66.8839195,amet.ods,GB,"Nelson, Brown and Wallace",email-08.evans.net,2011-06-04T00:10:18,ti,-119.512364,1994-01-12 22:51:04,America/Costa_Rica
Greenland,17.192140,voluptatem.ppt,GB,Nicholls-Barnett,lt-31.white-bowen.com,1991-03-07T17:45:34,tl,148.356371,1996-01-16 16:38:21,Europe/Bucharest
Palestinian Territory,-10.956525,doloremque.gif,GB,Scott LLC,db-27.butler-ford.com,2016-06-09T21:24:41,se,-97.898988,1994-05-12 14:00:40,Asia/Nicosia
Kenya,84.1094835,minus.mp4,GB,Jones Group,web-63.howard.com,1979-06-29T12:14:33,bem,56.067753,1982-10-12 18:53:18,Asia/Tbilisi
Croatia,-74.845322,sequi.txt,GB,Green LLC,laptop-92.miller-patel.org,2019-11-13T05:40:42,as,-18.375415,2000-05-27 21:40:41,Europe/Sarajevo
New Caledonia,64.7527735,esse.jpeg,GB,Owens Ltd,lt-64.roberts-thompson.com,1994-07-05T13:04:25,ce,-18.861176,2008-12-05 05:24:41,Africa/Addis_Ababa
Tajikistan,-32.6179415,tenetur.mp3,GB,Mason-Evans,email-50.hutchinson-quinn.com,1984-11-18T23:22:56,mt,-113.527855,1975-04-10 09:27:00,Europe/Amsterdam
Mongolia,6.3632375,consequuntur.mp3,GB,Wallis-Davies,lt-21.green.com,1980-06-16T17:50:20,gez,23.975896,1992-11-20 13:23:48,Africa/Ndjamena
Sweden,-56.610753,recusandae.xls,GB,"Johnson, O'Sullivan and Wright",db-53.bartlett.com,1971-12-22T04:04:56,vi,15.487318,2022-10-03 23:27:23,America/Panama
Turkey,72.7712495,provident.mp3,GB,Burrows Inc,srv-33.barry.com,1994-10-26T01:10:36,fil,-120.072702,2015-03-08 11:24:25,Africa/Algiers
Bulgaria,14.3228135,cum.webm,GB,"Barton, Farrell and Hudson",lt-62.williams-turner.com,1983-12-07T01:03:37,tl,-120.945498,1991-09-02 11:25:52,Africa/Nairobi
Ireland,-67.862945,in.html,GB,"Hobbs, Patel and Edwards",web-33.winter.com,2022-10-07T22:44:24,ko,53.921053,1997-07-24 18:50:55,Africa/Nairobi
Jordan,6.950038,non.ppt,GB,"Wilson, Fisher and Carpenter",srv-95.cooper-hyde.co.uk,1981-09-15T14:48:19,cy,-18.309752,1994-12-29 21:42:25,America/Guayaquil
Belize,-65.755621,ipsam.pages,GB,Hudson Group,desktop-91.thompson-long.com,1997-07-20T07:39:24,ps,102.331446,1975-11-29 21:22:52,Pacific/Enderbury
Rwanda,51.103934,deleniti.docx,GB,Pearce-Parker,laptop-46.mcdonald.com,1993-12-12T23:48:38,tk,52.399479,2010-03-23 07:23:20,Europe/Paris
Monaco,28.386030,asperiores.avi,GB,Roberts Ltd,srv-75.davey.org,1975-11-28T06:39:38,ha,107.955873,1993-01-28 10:02:10,Asia/Vientiane
Korea,69.208020,laudantium.html,GB,Page-Gallagher,desktop-08.oneill.co.uk,2003-08-22T12:01:44,zh,138.209327,2003-05-30 12:24:23,Asia/Damascus
Rwanda,5.0910955,error.bmp,GB,McKenzie and Sons,desktop-41.gregory-young.net,1974-02-04T21:04:22,ckb,-81.463160,1998-11-12 09:53:23,Pacific/Port_Moresby
Micronesia,20.2589535,laboriosam.json,GB,Bibi PLC,desktop-72.haynes-sullivan.biz,1999-04-11T14:02:55,gl,139.052093,2006-08-26 21:59:03,Asia/Qyzylorda
Gambia,42.7229445,ad.pptx,GB,Phillips-Stevens,email-81.brooks.com,1979-11-04T17:16:35,mai,-153.708881,2021-02-19 11:29:24,Pacific/Enderbury
Reunion,14.968920,magnam.pdf,GB,"Williams, Wilkinson and Jones",lt-42.lyons.net,1980-10-29T05:57:13,fur,58.538051,2002-09-01 00:15:09,Europe/Sarajevo
Kuwait,12.983115,exercitationem.wav,GB,Holland-Green,laptop-31.marshall.biz,1984-12-12T07:44:31,tg,129.389524,2006-08-20 19:09:48,Atlantic/Reykjavik
San Marino,23.2152705,corporis.mp3,GB,"Yates, Porter and Sanderson",db-53.page.org,2015-11-25T07:17:40,sl,-113.351737,2000-09-30 08:37:43,Asia/Baku
Jordan,16.880207,omnis.odp,GB,"Roberts, Evans and Jones",lt-08.singh.net,2003-02-09T08:27:49,kok,-131.913275,2010-12-09 04:11:25,Europe/Minsk
Russian Federation,1.372932,reiciendis.mov,GB,Taylor Inc,db-15.hammond.net,2019-06-28T08:53:24,wa,58.660536,2014-07-05 10:26:02,America/Lima
Ghana,-6.288532,sapiente.webm,GB,"Roberts, Mitchell and Johnson",email-34.howe.com,1974-07-02T17:26:22,wal,-74.648846,1971-08-28 13:40:26,Asia/Saigon
Guyana,69.693147,id.jpg,GB,Davies Ltd,lt-25.smith.co.uk,1971-04-04T06:18:29,tcy,-173.171333,2019-12-29 10:21:00,Asia/Gaza
Ireland,-22.695633,quis.avi,GB,Roberts-Johnson,lt-92.brown.com,1988-10-24T23:08:13,ku,-154.609066,1995-06-16 20:18:48,Asia/Choibalsan
Fiji,52.0624025,nobis.key,GB,Harrison-Price,email-92.hartley.com,1998-05-24T12:02:40,mg,88.459412,2011-03-19 16:44:59,Europe/Samara
Slovenia,-49.6485985,illum.txt,GB,Humphries PLC,web-51.barker.biz,1976-04-27T13:08:01,sw,-5.045182,1974-11-06 14:48:58,America/Dominica
Namibia,-84.6228985,praesentium.mp3,GB,"Kelly, Jenkins and Richardson",laptop-89.turner-flynn.org,1996-09-20T01:17:41,bo,-86.746575,2019-12-04 12:16:05,Pacific/Kiritimati
Sao Tome and Principe,27.629942,optio.mp3,GB,"Owen, Davies and Baxter",db-10.marsh.info,1973-06-27T07:08:23,tn,-97.504067,2013-11-25 15:05:27,Atlantic/Reykjavik
Afghanistan,34.4363825,facilis.png,GB,"Simmons, James and Jackson",laptop-69.smart.info,2012-10-11T12:35:09,tcy,-123.911369,2016-07-07 23:34:55,America/Hermosillo
Anguilla,-48.946921,architecto.bmp,GB,Fraser-Taylor,email-38.ellis.com,1974-03-05T10:56:00,tig,-141.998460,2000-10-01 18:03:04,America/Paramaribo
Albania,-31.2813515,expedita.flac,GB,Hamilton-Williams,laptop-96.ward.info,1980-05-19T06:16:03,ht,148.611615,1983-07-14 13:12:20,America/El_Salvador
South Africa,26.0388555,excepturi.json,GB,Page Inc,db-88.taylor.biz,1992-12-26T09:01:17,gv,-146.096236,1980-09-21 20:10:08,Europe/Stockholm
Brunei Darussalam,-88.5928905,quisquam.jpg,GB,Pugh-Lynch,srv-49.green.co.uk,2011-01-04T06:46:50,id,170.285077,1993-09-13 12:11:51,Asia/Bangkok
United States Virgin Islands,-55.793101,at.mov,GB,"Hill, Pearce and Gardiner",srv-76.lord.org,1991-01-03T04:33:53,lb,-80.595880,1970-12-12 03:18:08,Asia/Calcutta
Rwanda,-21.978796,assumenda.avi,GB,Stevens-Hilton,web-48.young.com,1995-09-03T21:04:13,sid,-21.482706,1990-10-28 12:00:02,Asia/Dubai
Israel,-20.449873,sunt.xlsx,GB,"Rees, Ross and Cross",desktop-55.nicholls.com,2020-07-03T09:11:44,crh,-178.472935,1980-05-26 12:34:33,Europe/Riga
Iceland,50.646138,rerum.bmp,GB,"Bull, King and Ward",web-12.poole-hill.com,2002-04-12T06:31:56,ckb,-49.823263,1992-07-29 10:50:04,Africa/Khartoum
Korea,-71.6078365,debitis.mov,GB,Gordon Group,desktop-08.parry.com,1993-07-31T05:44:05,ml,95.211868,2020-09-13 18:30:12,Asia/Manila
Djibouti,-67.3200845,ex.html,GB,Lees-Palmer,web-32.butler.com,1999-10-29T10:48:17,tk,111.840949,1972-02-19 09:52:55,Africa/Blantyre
China,7.380514,laboriosam.webm,GB,"Wright, Davidson and Curtis",srv-58.thompson.com,1972-05-09T21:28:29,sr,-50.281408,1974-09-12 01:35:26,Pacific/Ponape
Algeria,63.0496365,earum.tiff,GB,North Group,laptop-36.quinn.com,2015-10-24T09:04:13,apn,149.384455,2019-08-12 07:39:56,Africa/Libreville
Cook Islands,3.615209,nobis.csv,GB,Parker PLC,lt-50.turner.info,1977-04-15T05:44:04,dv,-72.958773,1988-04-10 05:59:37,America/Guatemala
Vietnam,49.290787,quas.flac,GB,Clark-Hughes,db-66.vaughan.com,2005-09-24T20:56:33,mni,-118.586192,1995-05-17 22:00:57,Asia/Tehran
Macao,-50.716028,voluptatem.webm,GB,Taylor LLC,desktop-63.law.com,2012-06-08T19:08:35,ml,89.626954,2004-02-28 11:52:15,Europe/Monaco
Egypt,-32.574585,eius.flac,GB,Hughes PLC,laptop-11.henderson-oconnor.com,2014-10-12T06:59:10,gez,-90.792543,1970-01-24 01:16:35,Africa/Lusaka
Turkmenistan,60.888059,ratione.gif,GB,"Griffin, Lawrence and May",srv-39.stewart-jackson.com,1991-04-06T12:05:39,ayc,-30.139975,2007-04-03 17:41:23,Asia/Anadyr
Rwanda,58.913215,aliquam.docx,GB,"Watkins, Tucker and Gilbert",db-93.wright.info,1970-02-20T18:50:56,vi,92.829749,1980-04-27 17:06:00,America/Antigua
Korea,-10.1670885,officia.wav,GB,Thompson LLC,lt-74.griffiths.net,1974-08-03T10:17:42,ko,-134.817836,2010-07-04 17:27:12,Pacific/Nauru
Ukraine,-37.8488545,labore.key,GB,Hamilton-Atkinson,desktop-90.shepherd.info,1980-04-16T00:01:54,as,93.141310,2006-02-24 15:30:12,Africa/Libreville
Honduras,-22.571227,nemo.avi,GB,Robson Inc,laptop-13.thompson-slater.com,2021-09-08T22:09:29,mni,126.955959,1977-06-01 15:21:37,Asia/Qatar
Malta,71.669639,eius.mp3,GB,"Smith, Smith and Moore",laptop-61.moss.com,1982-04-17T06:57:34,fil,-120.898067,2015-08-14 11:37:38,Indian/Mauritius
Northern Mariana Islands,47.8970425,hic.webm,GB,Davies-Chapman,email-02.kennedy.net,2010-08-25T07:25:00,ckb,-39.851787,1988-10-03 05:32:18,Pacific/Nauru
Samoa,53.5528725,labore.webm,GB,"Walker, Hawkins and Jennings",email-31.metcalfe-phillips.org,1975-09-24T18:11:47,csb,-4.317316,1976-10-09 12:50:29,America/Grenada
San Marino,27.545139,ab.gif,GB,Harvey-Griffiths,desktop-95.davies.com,1973-10-21T05:37:33,mk,7.921657,1996-02-07 19:07:16,Indian/Mahe
South Georgia and the South Sandwich Islands,-84.9356755,provident.numbers,GB,O'Brien Ltd,db-37.shaw.com,1974-04-14T15:59:00,sl,73.102643,1990-07-12 13:08:05,Africa/Monrovia
Ireland,-33.170082,deserunt.webm,GB,Bradley-Patel,desktop-21.reed.com,2015-12-14T17:37:21,yo,-174.787610,1990-06-28 19:29:11,Africa/Brazzaville
Cambodia,4.2898295,accusamus.webm,GB,"Fletcher, Little and Knowles",laptop-74.reed.net,2022-01-07T15:11:27,hy,-86.467676,1990-01-15 10:46:37,Africa/Mbabane
Pakistan,25.3613245,modi.docx,GB,"Robson, Wilson and Day",srv-12.nicholson.info,2011-11-07T10:02:59,ln,-52.819527,2019-09-15 23:35:05,Asia/Dhaka
Palestinian Territory,-51.828797,adipisci.json,GB,Taylor-McCarthy,desktop-49.pollard.info,2017-05-03T05:29:07,hy,14.152053,2000-05-09 09:43:55,Africa/Windhoek
South Georgia and the South Sandwich Islands,43.2708495,nesciunt.css,GB,Hall Inc,laptop-27.hall.com,2008-06-19T22:48:50,km,150.377788,2014-10-07 13:35:13,Pacific/Enderbury
Burkina Faso,29.6987225,omnis.odt,GB,Douglas-Williams,lt-64.baxter-bennett.co.uk,1977-09-07T14:24:32,wae,142.241300,1973-07-19 02:56:38,Africa/Addis_Ababa
Finland,-8.569730,qui.tiff,GB,Sharp Ltd,lt-04.robinson.info,1982-01-21T03:06:23,tr,-174.459997,1978-05-01 13:03:41,Pacific/Galapagos
Azerbaijan,39.187573,labore.avi,GB,Bennett PLC,db-87.smart-doyle.co.uk,1978-03-15T20:54:21,de,-172.654807,1994-06-07 23:39:39,Asia/Vientiane
Madagascar,-46.262291,natus.txt,GB,"Barrett, Powell and White",desktop-85.lynch.com,1970-12-14T08:18:32,es,88.460074,2018-04-10 21:09:48,Europe/Prague
Singapore,-81.340479,ut.wav,GB,Cole-Singh,laptop-68.holland.com,2017-05-02T07:57:46,gl,-42.802730,1986-04-08 13:39:42,Europe/San_Marino
Morocco,34.8958125,alias.mp3,GB,"Smith, Jackson and Thomas",lt-65.wilson-begum.com,1976-01-03T19:46:49,pl,-107.880934,1982-10-11 22:19:27,Africa/Maseru
Tonga,18.9438725,saepe.avi,GB,Weston-Higgins,web-09.wood-jones.com,2012-01-24T13:07:11,ro,157.161324,1985-05-21 12:57:57,Europe/San_Marino
Portugal,-43.568990,aperiam.flac,GB,"Ward, Brown and Evans",db-43.brookes.com,1983-11-13T19:08:23,mai,75.044084,1985-12-05 23:57:04,Pacific/Guadalcanal
Svalbard & Jan Mayen Islands,-59.9321545,dignissimos.jpeg,GB,"Cook, Cooper and Harrison",db-75.hughes.co.uk,1998-04-22T13:56:01,tl,-113.819227,2003-09-21 23:19:21,Africa/Mogadishu
India,-62.7235485,nam.json,GB,"Williams, Bailey and Griffiths",srv-15.green-fuller.com,2018-12-22T08:21:08,mr,-143.250687,1978-05-01 05:08:36,Asia/Phnom_Penh
Peru,-77.706067,dolor.jpg,GB,"Green, Griffiths and Roberts",email-35.osborne.com,2001-03-05T18:59:28,uz,4.107087,1987-08-24 18:17:33,America/Bogota
Namibia,-66.3440195,asperiores.flac,GB,"Martin, Simpson and Wright",lt-18.watts.biz,2010-11-07T12:14:48,lb,71.503818,2000-11-06 19:32:34,Asia/Tokyo
Kyrgyz Republic,-0.6229335,praesentium.pages,GB,"Reed, Turner and Lewis",srv-31.obrien-thornton.info,1996-05-02T08:09:37,yi,145.395283,2009-10-31 19:12:22,Pacific/Nauru
Egypt,-57.3942515,nostrum.mov,GB,Ford-Barnes,desktop-91.reed.com,1972-07-28T01:13:26,he,-25.562315,2013-06-23 06:59:38,Africa/Blantyre
Lebanon,20.0375615,officiis.js,GB,Davies Group,laptop-72.carter.org,2021-07-18T01:28:41,oc,31.225310,1998-04-11 11:13:44,America/Merida
Taiwan,69.2185755,ex.ppt,GB,Holmes and Sons,lt-28.jenkins-bell.biz,1976-02-05T16:34:26,tg,-19.634053,2010-07-03 00:38:14,Pacific/Fiji
Seychelles,63.6480915,amet.flac,GB,"Grant, Rhodes and Wood",email-77.robinson.com,1989-09-30T13:17:21,mi,-2.449140,1984-03-06 20:34:45,Europe/Skopje
Poland,-30.3353585,fugit.mp4,GB,Wells PLC,db-12.shaw-morgan.biz,2020-11-04T11:55:17,he,-77.734461,2015-07-05 00:44:14,America/Guatemala
Iceland,44.6363615,aliquam.jpg,GB,"Lawrence, Jones and Dean",lt-56.davey.com,2006-05-23T20:54:21,wal,157.699853,1992-01-03 18:34:36,America/Paramaribo
Sierra Leone,62.0894025,atque.gif,GB,Hill Group,db-93.taylor-warner.com,1973-08-21T09:52:09,wae,6.458438,1979-07-25 20:14:06,Africa/Ndjamena
Botswana,-45.890408,excepturi.mp4,GB,"Martin, Hunt and Whittaker",laptop-59.bull-simpson.com,1970-07-18T09:36:01,oc,45.822065,1985-01-16 10:27:59,Europe/Amsterdam
Dominica,-70.8014305,optio.mov,GB,"Ali, Smith and Harding",db-65.ali-sharpe.net,1987-06-27T13:36:17,ckb,59.751098,1993-05-15 20:14:31,America/La_Paz
Aruba,-27.9062085,aliquid.wav,GB,Jordan and Sons,srv-77.foster-carter.com,1985-08-19T03:10:45,ca,18.196836,2014-08-08 21:09:35,Indian/Mauritius
Botswana,49.9268115,recusandae.tiff,GB,Harrison-Lewis,desktop-20.taylor.info,1987-06-09T22:22:30,ne,-40.045091,2023-04-28 04:19:24,Asia/Damascus
Lao People's Democratic Republic,2.1086845,dolorem.pdf,GB,Walker-Davies,srv-21.mitchell.info,1986-11-27T21:06:03,nr,81.031225,1970-07-12 01:43:37,America/Bogota
Brunei Darussalam,-79.8602445,labore.txt,GB,Thomas-Jordan,db-86.khan.com,1973-06-04T21:30:15,eu,-97.306634,2005-06-20 18:45:18,Europe/Zagreb
Sweden,59.909309,laboriosam.css,GB,"McCarthy, Joyce and Goodwin",lt-13.stone-hall.com,1998-05-12T20:30:05,dv,-28.739816,1981-03-11 15:25:48,Pacific/Tongatapu
Norway,22.5632615,eaque.flac,GB,Power LLC,db-83.khan.com,1973-04-01T11:46:09,sid,-13.580550,1999-12-26 13:04:45,Pacific/Palau
Angola,-64.1475375,similique.mov,GB,Scott-Curtis,web-00.reid-smith.com,1993-09-13T19:57:49,az,-119.819402,1978-06-30 15:10:02,Asia/Manila
India,-62.2812415,aliquid.odt,GB,Wright-Davison,web-63.kaur-ahmed.com,2018-08-04T20:56:10,ik,8.217195,1981-08-04 00:16:24,America/Costa_Rica
Saint Pierre and Miquelon,-81.2710735,quisquam.mov,GB,Waters-Brown,srv-29.chapman.com,1975-04-21T20:55:32,iu,-56.034760,1973-03-12 19:01:29,Africa/Lome
Bosnia and Herzegovina,-67.5729735,quisquam.txt,GB,Henry-Thomas,web-68.williams.net,1996-02-03T16:41:49,crh,118.048030,2015-02-27 10:38:27,America/Halifax
Haiti,-24.5973155,reiciendis.tiff,GB,"Conway, Smith and Taylor",srv-57.burns-coles.com,2012-09-05T09:52:15,ak,-173.187640,2017-10-17 08:22:00,Asia/Beirut
Grenada,-12.923596,eius.flac,GB,Hurst-Begum,lt-21.wright-collier.com,1983-05-26T20:23:44,tk,-36.647614,2006-10-06 10:01:47,Europe/Riga
South Georgia and the South Sandwich Islands,41.3017665,exercitationem.odp,GB,"Davies, Edwards and Barnett",laptop-77.harrison-hall.com,1976-12-17T13:07:07,pt,-20.384598,1983-10-18 15:28:23,America/Antigua
Morocco,58.410627,quo.mp4,GB,Smith LLC,srv-98.harrison-carroll.com,1986-06-15T18:44:31,cs,-38.428035,1999-03-01 02:20:43,Europe/Dublin
Netherlands,-26.5940375,sed.mp3,GB,"Johnson, Taylor and Green",lt-83.stewart.co.uk,2011-08-04T15:21:25,dz,-91.882878,1982-06-12 20:04:00,Asia/Beirut
Panama,85.726294,quis.mp4,GB,Chapman and Sons,laptop-65.thompson.net,2020-01-18T07:56:50,om,20.847588,1970-11-29 16:31:50,Africa/Accra
Sierra Leone,-62.6704625,doloremque.pptx,GB,Clarke PLC,email-13.finch-macdonald.com,1970-02-03T07:18:00,cmn,104.994634,2013-11-30 23:13:22,America/Belize
Ireland,-30.4573955,odit.pptx,GB,Smith-Davies,db-72.davies-hammond.com,2016-05-15T20:40:26,rw,-33.677636,1970-03-06 18:10:05,Asia/Qatar
Martinique,-9.334007,corporis.avi,GB,Smith Group,desktop-51.taylor-wilson.com,1972-08-27T16:00:52,fi,-81.060725,2003-04-13 01:32:08,Asia/Dubai
Ukraine,-43.114698,quibusdam.mp3,GB,Morris PLC,email-41.chadwick-waters.biz,2002-12-01T19:44:54,hak,119.548896,2004-05-20 18:52:56,Africa/Windhoek
Montserrat,-40.937628,facilis.bmp,GB,Elliott Group,desktop-62.humphreys.com,2004-09-27T08:23:52,ber,-45.371976,1984-09-11 23:49:40,Europe/Skopje
Azerbaijan,86.418968,voluptates.jpeg,GB,"Jones, Foster and Stone",desktop-00.scott.info,1978-10-14T16:02:28,mn,21.256621,1981-11-16 15:19:54,America/Shiprock
Somalia,24.701531,consequatur.js,GB,Gill-Barton,email-41.robinson.com,1998-01-16T05:37:06,tr,-77.570626,1982-05-09 07:04:58,America/Bogota
Morocco,-83.689983,id.tiff,GB,Smith Ltd,laptop-92.holmes.com,1976-06-22T03:38:23,wae,96.412532,1991-08-23 22:01:39,Europe/Paris
Ireland,69.4165415,ratione.avi,GB,"Moss, Harris and Mitchell",db-44.bennett.com,2006-07-14T11:41:16,ak,-42.174681,2000-10-10 11:01:27,Pacific/Funafuti
Swaziland,-34.7432225,commodi.html,GB,Knight Inc,web-74.horton.net,2018-08-28T00:27:02,sq,-156.824736,2014-01-30 04:18:09,Europe/Chisinau
Belize,-36.604225,veritatis.ods,GB,"Murray, Hart and Jones",srv-20.goodwin-davis.com,1990-09-09T14:47:06,hne,140.023096,1986-11-20 04:46:04,America/Antigua
Guatemala,-67.0881605,suscipit.gif,GB,Young-Norman,email-60.richards.com,1972-05-17T08:47:56,dv,-68.886888,2004-04-04 22:56:33,Pacific/Guadalcanal
Bosnia and Herzegovina,-65.438612,nesciunt.bmp,GB,Wood Ltd,desktop-30.martin.com,1979-10-05T06:01:38,ak,-135.788201,1998-04-11 06:43:09,Asia/Jakarta
Holy See (Vatican City State),32.0189075,vel.wav,GB,Walker-Sutton,srv-94.woods-wells.com,2012-03-17T17:10:22,cv,-76.855471,2007-04-04 15:22:37,Africa/Casablanca
Philippines,-50.1891505,neque.json,GB,"Wilkinson, Rowe and Wilkinson",email-92.davies-richardson.net,1983-12-12T05:20:52,brx,109.089114,2016-01-23 14:13:06,Africa/Nouakchott
Nauru,-10.3850915,quod.odt,GB,Richards Inc,lt-45.connor.com,1982-10-24T19:32:40,so,57.198807,1980-02-29 08:33:31,Pacific/Fiji
Italy,-55.5681595,culpa.js,GB,Carter PLC,srv-15.fitzgerald.com,2022-10-03T06:07:00,shs,-119.351577,2022-02-21 16:28:03,America/Paramaribo
Benin,34.9550935,laboriosam.txt,GB,"Bishop, Baker and Simpson",db-23.mills.biz,1981-05-24T05:59:16,ik,-101.207926,2011-01-13 19:29:57,Pacific/Palau
Morocco,-21.630466,velit.txt,GB,Smith-Lambert,laptop-03.nash-parker.com,1984-02-19T17:04:55,szl,-52.510740,1974-03-21 10:46:12,Asia/Tehran
