latitude,pricetag,hostname,random_number,timezone,language_name,date,iso8601,time,bank_country,company,mac_address,language_code,date_time
-37.725016,"$4,983.48",web-73.parkes-pritchard.net,700493,America/Barbados,Icelandic,1975-12-30,1993-08-02T18:45:10,23:05:31,GB,Cox-Butler,70:28:5e:ec:6c:cf,gez,1973-06-03 23:03:17
8.7645725,$52.48,lt-26.johnson-cooper.net,22,America/Cancun,Sango,2020-08-11,2014-05-09T04:34:46,03:26:23,GB,Lee-Wright,59:ae:d2:d7:5e:e8,mk,1973-05-01 11:22:05
-13.5895055,"$85,136.17",db-11.hartley.com,8035689,Indian/Mahe,Maltese,2014-03-31,1992-03-16T15:38:58,19:11:11,GB,"Rogers, Powell and Burgess",35:5b:f8:b5:1d:78,ml,1986-03-30 18:02:14
60.797136,$937.93,email-48.allen-thompson.org,492,America/Caracas,Tigrinya,2023-08-19,2003-03-06T06:54:04,17:56:07,GB,"Jenkins, Powell and Griffiths",39:d7:35:3c:d8:35,bhb,2012-01-07 03:26:33
-68.436169,$40.18,email-40.ellis-sykes.com,43489,Africa/Ouagadougou,Dutch,2022-09-24,1971-05-20T15:29:14,07:49:18,GB,Barry-Ellis,65:52:16:41:9a:87,om,1996-08-04 19:22:01
49.5536425,"$47,295.39",srv-83.morton.net,435040,Europe/Kiev,Quechua,1978-01-06,1983-08-06T23:15:50,06:51:02,GB,Harper PLC,a8:c9:e9:ae:ac:02,tn,1983-09-14 18:00:20
64.2799485,$10.93,laptop-64.thompson.com,317048,America/Edmonton,Samoan,2012-01-20,1986-12-17T18:34:45,01:59:22,GB,Carpenter-Arnold,41:f1:dd:8f:da:08,hsb,1972-07-22 10:12:04
-26.9420795,$331.00,email-46.marshall.com,8,Europe/Bratislava,Bislama,2016-01-09,1970-07-22T05:26:03,00:49:37,GB,"Davis, Gilbert and Collins",a0:5f:79:f6:e6:64,fa,2016-09-27 11:50:32
86.176743,$166.99,email-08.dunn.com,9424522,Africa/Accra,Sindhi,1996-01-14,1978-03-10T15:56:18,08:41:00,GB,"Evans, Wood and Robson",f0:15:11:d7:e9:9a,mag,2010-05-26 23:44:08
13.7358535,$6.98,lt-56.harrison-ali.co.uk,742277,America/Havana,Bosnian,1974-12-05,1977-09-08T19:12:30,17:49:01,GB,Fisher-Conway,1f:36:55:c5:6c:4e,ak,2022-07-23 21:40:27
-14.8741935,"$11,296.86",laptop-82.walker.com,17654035,Asia/Dhaka,Panjabi,1998-07-30,1993-06-05T02:31:47,15:23:04,GB,"Harrison, Hussain and Butler",c2:28:38:47:cb:7f,kw,1977-09-25 01:19:29
73.205207,$36.31,laptop-33.hartley-thomas.org,534,Africa/Algiers,Lao,2008-10-03,1998-06-17T20:24:14,12:00:26,GB,Hart-Barnett,ec:25:a6:3b:d8:8d,ce,2005-03-06 07:42:54
-48.977907,$9.87,laptop-42.rice.info,900974,Europe/Zagreb,Ganda,2002-09-11,1992-03-23T13:39:18,18:39:14,GB,"Brown, Potter and Lewis",16:4d:a1:38:23:df,yo,2019-08-20 17:27:53
57.545819,$37.24,desktop-99.poole.biz,8793460,Africa/Nouakchott,Wolof,1999-05-12,2017-01-12T13:30:55,07:14:30,GB,"Allan, Ashton and Kerr",79:33:7e:02:b3:a1,ckb,1993-02-17 16:10:23
44.335995,"$7,545.84",laptop-06.brown.com,763581,Asia/Dili,Slovak,1990-09-16,2022-08-07T12:28:02,21:28:09,GB,Parry-Gray,ac:c8:82:ef:5d:16,ky,2012-04-27 08:36:54
27.0518785,"$7,586.50",lt-82.buckley.co.uk,3,Asia/Dubai,Malayalam,1973-12-04,1990-11-23T11:18:46,00:53:34,GB,Barker Group,d6:c8:be:0e:bc:b0,ml,2007-06-16 12:16:53
-39.648497,$53.84,srv-19.moore.info,323,Asia/Manila,Kinyarwanda,2018-02-12,1997-08-21T08:21:17,20:14:20,GB,Barrett PLC,e4:8a:99:b4:8c:f7,pa,2017-07-17 11:49:16
-44.5696415,$1.30,lt-18.ali.com,15591,Europe/Vilnius,Luxembourgish,2018-10-02,1979-10-28T14:50:11,14:12:09,GB,Jones-Sheppard,78:ac:bc:1c:4e:0b,bhb,2011-01-01 20:45:39
84.8736615,"$22,509.77",srv-45.taylor-joyce.com,72696309,Pacific/Majuro,Lingala,2020-02-04,1989-09-24T14:12:41,20:29:48,GB,Davies-Edwards,d4:e5:bc:da:0f:72,sat,1984-01-17 10:12:48
30.0154895,"$30,220.99",desktop-58.cunningham.net,212620243,Pacific/Kwajalein,Kinyarwanda,1980-08-08,1999-08-05T09:06:35,21:41:58,GB,Jackson-Cole,17:f9:26:4f:38:1d,ha,1972-01-17 02:01:56
-28.460430,$8.84,srv-55.thorpe-blackburn.com,13096,Asia/Samarkand,Lingala,2012-05-04,2000-01-21T15:35:32,05:43:53,GB,Holmes Inc,7b:bd:e2:40:5a:5e,da,2010-02-12 10:55:46
-61.3583755,$113.81,laptop-72.donnelly.net,9597,Asia/Manila,Turkish,2023-06-15,2019-04-01T09:24:24,12:23:51,GB,Gough LLC,c5:83:a9:8a:07:a0,ka,1972-05-17 11:29:23
55.795564,$241.64,srv-64.jackson.com,402,Asia/Bishkek,Venda,1988-06-05,1982-05-31T04:12:51,22:22:42,GB,"Robinson, Butler and Noble",10:9e:d6:bf:62:e2,wal,1998-04-05 02:45:08
-72.384019,"$19,290.23",db-97.james.com,76880,Europe/Vienna,Arabic,1972-12-19,1987-08-06T11:11:58,02:35:54,GB,"Hudson, Price and Wilson",c2:3b:fb:45:f5:70,ko,1998-07-02 07:47:08
34.7457535,"$86,640.50",email-07.smith.org,9306251,Asia/Tbilisi,Quechua,2009-05-14,1976-04-18T14:40:11,13:49:16,GB,Richards-Willis,40:19:41:be:90:d4,mai,2004-09-01 01:13:14
-45.9000165,"$8,873.93",db-25.osborne-black.biz,40,America/El_Salvador,Gujarati,2012-12-11,2005-10-03T11:34:20,04:37:29,GB,"Hooper, Smith and Davies",4d:c2:c9:10:a7:40,mi,2014-06-29 18:58:29
87.583116,"$16,566.12",srv-37.jones-martin.com,13,Europe/Rome,Belarusian,1999-05-04,1992-07-07T04:19:59,09:17:12,GB,"Jackson, Scott and Price",36:f8:71:55:fd:7d,mg,2000-05-10 04:48:37
31.617640,$5.24,lt-88.williams.com,20,Africa/Khartoum,Catalan,2021-08-17,1981-01-02T07:47:08,07:07:01,GB,Hyde LLC,e5:c3:a8:10:4e:7d,bg,1996-04-08 18:46:58
13.798929,"$9,561.21",desktop-55.howell.biz,1314,America/Paramaribo,Maltese,1989-11-26,1988-10-17T04:58:34,04:08:58,GB,Potts-Palmer,a5:60:db:e3:8e:f0,nb,2005-03-02 17:26:33
85.8994525,$30.00,email-11.johnson.com,9016,Asia/Damascus,Macedonian,2018-04-29,1995-04-30T20:18:52,02:39:19,GB,Parry Ltd,21:23:d2:2f:de:34,uk,1979-06-30 03:12:14
-30.7253985,"$2,249.00",laptop-85.lee.co.uk,87352319,Africa/Kampala,Kazakh,1989-02-20,2003-10-15T11:03:29,14:04:33,GB,Hardy-Parry,3c:20:f8:bc:4f:c7,ta,1982-04-14 17:16:12
-63.624277,$85.57,email-98.wilson.co.uk,1,Indian/Antananarivo,Thai,2020-09-02,1986-11-24T15:47:31,10:25:18,GB,"Graham, Bell and Gibbs",51:31:ad:c2:d5:84,lt,2006-10-07 18:17:08
-80.2383125,"$39,293.87",laptop-91.johnson.com,46235028,Africa/Dar_es_Salaam,Gaelic,1996-07-02,1975-05-19T21:12:41,17:47:55,GB,"Spencer, Williams and Harrison",2e:61:0b:43:e6:08,raj,1988-10-25 16:05:29
46.8700505,$8.49,web-33.stewart.com,971131,Europe/Chisinau,Abkhazian,2007-11-26,1975-06-05T22:51:13,11:24:22,GB,"Smith, Barrett and Jones",b1:78:22:ae:44:18,fy,2004-04-25 09:17:49
-51.8207875,$857.40,srv-59.robinson.com,99843277,Europe/Ljubljana,Lao,2004-08-20,1996-12-14T14:52:12,04:42:10,GB,Sullivan-Harris,36:c1:00:be:71:aa,ne,1986-12-18 13:03:32
-13.273922,$50.17,email-93.palmer.net,165202,Asia/Tbilisi,Greek,2022-03-27,2012-03-29T14:05:03,06:20:21,GB,"Kirby, Wallis and Smith",eb:b0:75:ed:e4:c6,aa,2009-04-19 04:37:50
-2.2636375,$810.06,lt-44.carr-daniels.biz,1220,Africa/Mbabane,Afar,1989-10-18,1998-10-10T10:33:38,05:45:16,GB,Simpson Inc,90:35:fc:de:b1:d8,nso,1992-09-08 16:18:04
-31.608524,$1.28,desktop-14.king.biz,320856,America/Bogota,Ganda,1974-10-13,2001-12-20T15:35:25,08:21:14,GB,Smith-White,e0:b2:94:52:24:a1,unm,1987-09-18 08:07:16
41.339338,$987.93,email-88.evans.com,17815,Europe/Bucharest,Malayalam,1989-01-06,2018-02-07T21:18:41,17:30:30,GB,"Lloyd, Williamson and Smith",ea:00:4a:60:eb:f0,pa,2022-04-28 12:35:36
-79.605950,"$68,841.75",laptop-30.brown.com,327605849,Africa/Mogadishu,Albanian,1983-07-20,2022-07-02T13:44:40,07:38:57,GB,"Bryant, Williams and Martin",57:62:3a:00:17:94,gv,2001-01-09 15:13:21
5.101518,$0.75,web-64.richardson-hill.info,87090,Africa/Mogadishu,Fulah,2003-04-05,2008-08-16T09:01:13,09:17:35,GB,Cox PLC,a9:d5:a4:14:d5:64,ve,1983-01-30 19:13:01
-33.2502875,$2.78,web-48.hartley-dobson.info,9,America/Guatemala,Kurdish,2007-08-31,1984-11-13T00:10:02,14:38:24,GB,Patterson-White,e6:57:28:07:69:af,os,2017-04-17 11:28:35
-48.1521445,"$29,110.84",laptop-41.evans.org,3842,Europe/Chisinau,Cree,2010-08-12,1985-03-10T01:55:12,01:06:58,GB,Myers Inc,b8:3c:4c:c9:67:a1,ga,2007-12-20 21:02:03
-82.1683575,"$5,882.81",lt-28.godfrey.co.uk,7196064,Asia/Jerusalem,Ido,2012-08-04,1970-01-20T02:50:36,13:53:50,GB,Vincent Group,13:14:51:2d:fb:51,tcy,2009-05-12 13:57:51
-32.1559375,$587.49,db-15.howell.net,9,America/Jamaica,Kashmiri,2020-07-30,1997-09-17T12:32:49,20:09:48,GB,"Booth, Akhtar and Moss",13:d0:0e:b9:bb:53,uz,2009-03-26 17:31:20
-67.942816,$0.68,srv-97.walton.biz,34,Africa/Mogadishu,Tigrinya,1970-01-29,1993-03-20T01:56:08,18:34:35,GB,"Atkinson, Mellor and Parkinson",06:dd:40:f4:ca:4e,brx,1994-03-21 10:25:40
-82.085694,"$24,443.81",email-69.webb.com,56,Africa/Luanda,Zulu,2010-09-18,2007-05-11T21:21:56,01:52:35,GB,"White, Hughes and Matthews",e6:8c:65:2b:41:5f,ja,1971-01-21 21:29:50
81.117494,$90.58,db-56.mitchell.biz,6188035,Asia/Dhaka,Greek,1995-05-01,1988-01-29T02:24:19,15:19:37,GB,Baker Ltd,f3:be:c2:f1:6c:32,br,1978-11-27 18:16:15
-62.3907625,$57.08,lt-40.nolan.com,5463829,Asia/Dubai,Portuguese,2012-06-15,1970-07-10T07:27:39,06:19:28,GB,"Wood, Smith and Hughes",88:f4:1c:3f:14:f7,zh,1994-07-29 14:13:50
-84.6858535,"$2,144.92",lt-76.johnson-davies.co.uk,117810856,America/St_Lucia,Russian,2000-12-30,1975-02-18T21:00:36,14:43:53,GB,"Johnson, French and Murray",dd:36:7f:2b:42:6a,az,2014-06-05 07:11:57
64.9192265,"$19,560.05",web-97.robinson.biz,426,Europe/London,Manx,1988-08-19,1988-01-29T23:01:12,15:29:04,GB,Coleman Ltd,2e:34:fa:c0:64:51,hne,2005-08-14 01:47:20
85.451405,"$17,410.35",srv-57.jones.com,65,Africa/Khartoum,Icelandic,1993-12-27,2003-06-29T17:07:10,12:12:20,GB,O'Connor-Robinson,e0:c6:f2:59:aa:24,lzh,2010-01-05 03:23:06
59.648367,"$70,759.56",laptop-12.parkinson.com,83,Africa/Khartoum,French,1991-05-30,1973-12-18T10:43:16,05:34:37,GB,Robson Inc,64:38:5f:af:69:00,raj,1976-02-12 09:28:58
65.792718,$9.15,lt-47.barnes-fisher.com,5505,Pacific/Efate,English,1976-11-05,2009-09-05T22:51:23,17:18:44,GB,Stokes-Cunningham,47:4a:3a:6b:c7:8e,fy,1971-07-18 12:32:08
48.0993835,$518.99,db-25.odonnell.net,5950073,America/Santiago,Fijian,1974-12-28,1970-04-01T22:33:44,12:29:30,GB,Howard LLC,84:60:e6:d0:50:9f,vi,2012-03-10 20:39:32
74.1529015,$73.63,laptop-06.atkins-allen.co.uk,9099085,Asia/Dhaka,Chinese,1992-11-19,1976-09-05T12:16:17,04:37:29,GB,Baker Ltd,22:1d:be:51:d1:b8,pl,1978-06-22 18:39:38
73.3830015,"$9,472.27",db-73.griffiths.com,143027,America/Guatemala,Galician,1981-08-19,1975-01-09T16:38:50,23:41:17,GB,"Roberts, Elliott and Smith",f9:b6:e4:97:bd:77,cs,1982-07-10 19:40:16
-41.485259,"$3,787.49",web-19.stone.com,553550127,Asia/Kuwait,Gaelic,1989-05-10,2003-11-06T06:49:58,04:43:19,GB,"Allen, Edwards and Lloyd",86:c2:65:1d:4f:9b,sa,2006-12-09 01:35:58
11.1843295,$47.47,srv-97.lucas.com,412934,America/Belize,Sango,1970-10-01,1976-10-05T19:09:33,15:14:17,GB,Jordan LLC,c1:0e:18:3a:16:c4,nb,2013-12-08 01:53:25
71.457522,$79.21,laptop-44.dickinson.net,5630,Asia/Baku,Burmese,1986-06-21,2010-05-24T17:16:25,05:31:05,GB,"Thompson, Davis and Lloyd",b3:bf:f9:63:23:b0,li,2008-04-20 22:37:40
-67.842100,$72.21,web-32.barlow.com,5,Pacific/Apia,Spanish,1974-10-05,2012-06-30T10:18:18,15:43:48,GB,Brown-Stevens,cb:97:fb:1f:e2:23,apn,2011-11-17 04:43:51
30.5693805,$26.22,desktop-50.butler-perry.com,723120988,America/Guatemala,Gaelic,1980-07-02,1970-08-15T15:06:14,10:55:23,GB,Hill and Sons,be:42:2b:5c:5e:12,el,1979-03-08 12:14:37
89.925475,$0.35,desktop-97.thomas.org,5482408,Europe/Luxembourg,Hebrew,1986-01-06,2009-03-06T06:39:03,13:32:22,GB,Taylor and Sons,f2:69:52:c4:46:6c,pa,1988-01-02 06:09:15
-23.0736465,"$6,698.77",web-06.lees-harrison.com,292,Africa/Sao_Tome,Ossetian,2008-09-15,2022-01-24T17:40:37,17:49:39,GB,"Baker, Jordan and Khan",9a:81:5c:5f:1f:15,bn,1998-05-25 04:10:01
-71.419040,$9.02,srv-31.ellis.com,47597514,Asia/Ashgabat,Lithuanian,2018-03-11,1973-02-12T14:01:46,10:13:58,GB,Manning-Carpenter,00:e6:c0:b3:e8:eb,ayc,1970-12-26 18:43:23
5.075737,$41.19,db-48.hall.com,834851,Asia/Tokyo,Ganda,2021-07-31,2017-07-24T18:25:42,14:16:18,GB,"Green, Taylor and Coates",0a:87:31:d7:b4:6f,ckb,1994-10-11 10:25:22
-76.8260045,"$28,728.54",web-68.wilson-hughes.com,367131424,America/El_Salvador,Fijian,1974-11-14,1987-02-23T21:38:00,21:13:32,GB,Davies Ltd,f8:90:9c:2a:3c:e0,ka,1995-06-10 10:53:30
28.688910,$767.13,laptop-49.jones.org,8930213,Pacific/Apia,Occitan,2023-04-13,2007-10-31T16:36:58,23:41:59,GB,"Crawford, Marsh and Stevenson",e4:12:c8:b3:0d:76,shs,1987-08-10 12:22:11
58.2237425,"$2,875.48",web-56.wilson.com,91881,Africa/Nairobi,Malayalam,1980-07-13,1986-02-12T21:30:48,12:57:38,GB,Thomas-Burton,99:24:2c:34:20:7e,oc,1998-02-15 04:48:34
81.1613495,$269.55,srv-87.richards.com,843898700,Pacific/Guadalcanal,Fulah,2018-12-06,1982-02-12T12:57:17,16:57:26,GB,Nicholson-Stevens,0e:17:b8:5c:61:0a,th,2004-06-19 16:24:28
-45.628698,$7.52,db-00.jones-parsons.org,73823,Africa/Freetown,Interlingue,1986-06-16,2016-12-22T06:18:01,19:14:44,GB,Sutton LLC,95:c0:c4:03:29:de,ht,1978-10-30 07:44:49
-8.618481,$98.02,db-42.stevens.com,308580334,Europe/Prague,Sindhi,1971-04-13,1988-10-10T03:13:05,22:00:27,GB,Gray-Baker,73:f6:c2:fc:a5:1f,lb,1996-05-28 11:43:38
50.640158,"$4,833.16",srv-70.dickinson-allen.com,248798,Asia/Samarkand,Irish,1990-03-18,1976-03-24T01:27:32,08:06:00,GB,"Allen, Taylor and White",dd:f8:55:81:eb:23,bn,1998-08-25 20:02:04
40.880498,"$98,867.83",db-03.hill.com,2464405,Africa/Djibouti,Sango,2010-08-31,2019-02-24T00:02:02,05:25:27,GB,Taylor-Reid,a5:c9:3c:20:1d:cf,eo,1985-02-05 10:42:13
-60.6050965,$720.41,laptop-14.price.co.uk,878,America/Tegucigalpa,Hebrew,2018-08-14,1984-06-15T12:27:46,19:36:37,GB,Scott-Baker,7c:5f:31:07:dd:95,eo,1982-05-18 09:09:18
31.687414,$1.94,desktop-96.cox-thompson.com,960906390,Europe/Vilnius,Oromo,1980-06-06,2013-03-05T16:32:23,17:58:11,GB,"Ward, Sutton and White",62:78:1d:26:93:91,ln,2010-03-20 08:26:42
84.5104535,"$6,827.76",lt-55.parsons-atkinson.com,747,Asia/Yerevan,Fijian,1996-01-13,2020-08-18T14:07:37,07:25:11,GB,O'Connor-Jenkins,1a:dd:e2:6e:7e:b7,hak,1985-01-02 20:05:33
-57.332327,$238.78,desktop-59.dixon.com,282,America/Tijuana,South Ndebele,2018-06-18,2019-12-18T13:30:47,07:11:42,GB,Reid-Jones,34:8d:27:43:cf:3f,bem,2016-09-20 12:34:30
83.692630,"$29,350.50",desktop-70.ward-knight.net,8,America/Nassau,Guarani,1998-05-25,2019-10-14T07:44:19,15:48:28,GB,"Harding, Davies and Read",43:1e:87:79:f7:a1,lv,1988-02-06 11:24:46
-58.433977,"$20,096.04",desktop-28.wells-roberts.com,4887158,Indian/Mauritius,Arabic,1994-01-18,2021-09-06T01:02:56,12:18:57,GB,Jones-Pearson,ed:12:3c:29:5f:55,ms,1991-01-23 11:11:47
11.5943405,$2.80,web-50.brown.com,5840,America/Caracas,Chichewa,2016-11-04,2011-11-17T15:59:09,16:12:05,GB,"Brown, Simpson and Dobson",28:23:ba:4a:12:36,ha,2010-05-02 15:15:42
1.7184795,$478.83,desktop-42.jones.co.uk,196369772,Africa/Kigali,Pali,1979-03-13,1996-07-23T18:05:13,21:00:23,GB,Ward Group,12:cd:d4:a6:f8:16,sw,2016-08-12 10:46:33
-75.299645,$39.55,lt-28.ward.com,933,Asia/Singapore,Norwegian,2007-11-16,1999-06-29T19:26:03,19:36:38,GB,"Lloyd, Dickinson and Knight",6a:ee:6c:7e:b7:eb,ce,1976-03-23 16:13:21
-70.998777,$34.07,db-77.williams-power.info,3,Africa/Niamey,Portuguese,2009-07-09,2018-07-05T06:24:30,18:31:59,GB,Miles Ltd,bc:b8:31:0d:ce:3f,yi,2015-10-07 07:32:42
32.818983,$7.66,lt-93.wells.co.uk,650,Asia/Qyzylorda,Irish,1993-10-22,1994-12-22T13:14:16,02:36:23,GB,"Hamilton, Smith and Parsons",6c:c5:91:b5:95:af,tg,1993-06-09 21:55:37
5.127893,$203.72,web-79.kennedy-smith.com,209,Pacific/Guadalcanal,Czech,1984-07-11,2018-08-08T10:53:28,12:18:04,GB,King Ltd,e8:27:a3:f9:59:28,mr,2009-09-04 23:57:49
72.6004885,$76.08,laptop-95.ferguson.com,792194,America/Montevideo,Portuguese,2002-07-29,2014-03-30T20:41:18,13:23:06,GB,"Phillips, Taylor and Bird",c2:92:b7:34:a3:c5,km,2023-05-21 16:18:36
41.697673,"$4,968.93",laptop-22.martin.net,4856,America/Dominica,Cornish,2021-06-13,2006-08-24T06:39:36,15:47:38,GB,"Palmer, Shepherd and Bates",ac:08:e3:47:5b:cb,nr,2012-12-19 10:54:47
-81.044933,$5.77,srv-23.williams.info,313923421,Africa/Addis_Ababa,Zulu,1991-12-19,2008-11-07T17:47:37,13:42:14,GB,White and Sons,29:de:98:bb:2a:9b,cs,2020-06-27 10:28:36
69.4664695,"$47,869.62",laptop-09.naylor.com,99,Asia/Kuwait,Twi,2014-09-04,1998-12-26T20:19:58,13:31:43,GB,Smith Ltd,c4:75:4a:29:9d:f0,vi,2001-10-26 21:45:00
74.919426,$14.71,db-97.johnson.com,4520975,Africa/Mogadishu,Uzbek,1982-09-24,2015-12-15T12:33:21,04:06:47,GB,Berry-Reeves,7a:87:1e:76:22:ce,apn,2018-03-23 06:19:34
15.077532,$13.18,laptop-72.gilbert.com,857079,Asia/Dushanbe,Chamorro,1970-12-07,2009-06-14T16:40:49,06:40:27,GB,Poole-Dixon,9c:03:b9:9b:b9:cc,bo,2018-02-12 03:42:34
52.3742365,$452.49,db-12.patel-kelly.com,24141,Europe/Belgrade,Marshallese,2021-02-05,1988-10-06T21:48:02,13:55:17,GB,Banks and Sons,8d:56:62:eb:09:02,fil,1974-04-04 22:10:53
-71.7882825,$560.45,db-62.burgess-morris.org,56107,Indian/Mauritius,Shona,2022-11-27,2012-03-30T13:35:56,04:47:03,GB,Smith Inc,19:aa:3a:f4:fd:bb,tig,2023-06-09 11:51:19
-1.518593,"$59,871.13",email-78.reeves.com,6916,Europe/Brussels,Pali,2006-12-18,1977-07-28T00:09:24,23:45:19,GB,Henderson Ltd,a4:6e:32:d1:29:d1,iu,2012-07-11 05:31:49
82.9956605,"$45,864.81",lt-11.duffy.com,84357,Pacific/Chatham,Indonesian,2020-09-16,2004-08-19T00:11:47,14:22:18,GB,Hooper Ltd,d0:ac:09:55:cf:ce,tcy,1997-02-15 04:03:03
-21.186119,$675.98,db-02.sinclair-whitehouse.com,3792,Asia/Tokyo,Turkish,2000-11-28,1995-10-28T02:37:38,13:00:52,GB,Hall-Rogers,a5:da:7f:31:e7:da,kok,1985-01-24 03:36:50
80.3531645,$162.11,desktop-31.shaw.com,92,Europe/Lisbon,Zhuang,2006-02-12,1983-08-16T00:04:45,16:41:26,GB,Young-Yates,e1:9a:22:46:94:d9,nl,2011-08-20 11:11:14
-17.934443,"$7,154.85",desktop-71.knight.com,90676,Africa/Monrovia,Twi,1990-01-06,1997-04-30T06:33:41,06:01:13,GB,"Gibbons, Smith and Matthews",43:b1:ba:a1:96:fd,nr,2018-08-21 15:53:55
33.681800,$790.94,desktop-82.thorpe-johnson.info,2,Europe/Istanbul,Latvian,1996-07-23,1989-04-23T05:25:22,21:40:31,GB,Edwards-Hamilton,b2:70:70:79:70:99,lij,2011-08-03 20:13:08
-29.429323,$44.30,desktop-19.chapman.com,46,Indian/Mahe,Hindi,2010-04-04,1980-06-06T05:46:04,10:10:01,GB,King Ltd,e0:60:9d:e4:03:30,yo,1994-09-29 14:30:36
-18.284198,"$35,894.58",srv-37.cameron-williams.org,302236,Asia/Oral,Bosnian,1984-10-24,2022-08-27T22:40:33,23:13:58,GB,Gibson-Robinson,48:33:d1:34:f0:3f,ht,1998-01-04 08:50:25
-51.373455,"$37,466.48",web-05.armstrong-douglas.com,7354,Europe/Bratislava,Lithuanian,2007-01-13,1999-12-07T14:17:20,23:04:27,GB,"Lee, Woodward and Allen",6b:57:7e:0d:12:58,uk,2022-05-30 12:15:36
6.8765735,"$4,919.21",db-25.russell.org,823,Africa/Sao_Tome,Catalan,2019-08-18,1972-11-08T19:48:29,19:02:47,GB,Kelly and Sons,c8:d5:02:9a:56:73,dz,1970-12-02 15:37:12
20.037293,$7.64,web-69.weston.biz,27260910,Europe/Dublin,Malagasy,1998-08-09,1991-11-12T19:47:15,05:31:44,GB,Francis LLC,78:c4:2c:91:73:d8,nb,2013-08-12 05:19:45
18.5530185,$31.24,web-30.holland.com,20,Pacific/Apia,Tajik,1994-03-19,2014-03-24T11:21:36,02:38:30,GB,Bailey Ltd,02:96:8b:e5:a6:9c,niu,1984-07-27 13:26:15
-44.4011945,$4.32,web-99.reid-parker.com,375994225,Asia/Kuwait,Northern Sami,1991-02-18,1979-08-17T12:54:39,02:51:47,GB,"Jones, Turner and Stevens",d6:f7:dd:f4:68:c2,sr,2018-11-02 21:32:38
-43.712344,$7.17,web-78.norman.com,22,Europe/Copenhagen,Malayalam,1976-08-07,1986-09-03T12:31:48,00:04:05,GB,"Baker, Duncan and Owen",3a:ca:83:0d:e8:86,ks,1994-11-25 17:42:46
49.2233135,$576.04,desktop-94.cox-osborne.com,6225,Africa/Khartoum,Kazakh,1984-07-12,2020-09-29T06:58:21,01:33:02,GB,Evans-Clark,13:58:cd:ce:95:ff,lt,1988-05-14 09:28:50
-76.167745,$73.93,laptop-77.smith.biz,8328,Europe/Vaduz,Marshallese,2014-10-01,2000-10-19T19:08:01,12:30:00,GB,"Newton, Thorpe and Richardson",ed:9f:08:8d:ce:40,az,1992-02-13 12:01:35
49.871128,$91.87,email-45.griffiths-williams.com,51,Africa/Gaborone,Aymara,2009-07-08,1985-01-03T00:15:17,07:13:31,GB,Brown-Jones,40:87:e2:89:63:ef,eo,1984-07-28 04:08:58
-4.7735815,$738.96,srv-18.watson.org,95394686,Africa/Maputo,Spanish,1987-01-21,1979-10-24T12:26:41,09:17:19,GB,"Hussain, Walker and Hughes",c1:55:00:86:b9:78,uz,2020-10-18 07:14:11
27.354863,$28.84,email-34.vaughan.org,6366,America/St_Kitts,Armenian,1990-12-02,1983-04-24T01:55:18,03:09:31,GB,Allen PLC,f9:6b:b7:99:2d:90,xh,1972-01-24 21:36:05
84.864533,$8.89,srv-16.morris.com,1622174,Africa/Tripoli,Armenian,1983-01-16,1983-03-31T03:08:41,02:34:48,GB,"Jones, Begum and Carter",66:9f:49:e2:8c:96,ml,1977-06-20 06:19:44
-57.823296,"$7,064.82",db-89.smith.com,3708107,Asia/Baku,Luxembourgish,2017-02-23,1978-06-28T22:52:07,06:10:36,GB,"Smith, Goodwin and Tomlinson",aa:b1:ca:6b:5b:b0,tig,2013-08-29 09:42:48
22.9984545,"$81,364.33",web-32.stevenson.com,6,Europe/Belgrade,Avaric,1996-10-20,2010-06-04T21:35:01,02:11:50,GB,"Ellis, Newton and Matthews",49:9f:2e:53:2a:38,ia,2019-08-24 15:17:14
-47.976929,$67.94,laptop-62.chambers.com,5,Asia/Dhaka,Kirghiz,1979-06-06,2007-04-26T11:00:43,13:42:58,GB,"Simpson, Patterson and Allen",21:c7:bf:94:a3:61,bo,1975-04-16 04:27:18
-54.9219805,$3.14,srv-96.campbell.co.uk,8,Asia/Tbilisi,Gujarati,1979-09-17,2015-04-02T09:59:18,12:06:47,GB,"Wilson, Bailey and Pritchard",92:e4:7c:7d:97:8b,sq,1994-12-17 16:01:40
-50.8306395,"$67,137.90",lt-50.smith-bolton.com,14047,America/Panama,French,1984-02-05,1981-01-28T22:14:40,10:04:04,GB,Brown-Smith,67:82:29:93:5b:17,ti,2006-01-02 03:56:44
35.6799955,"$5,402.26",desktop-48.thompson.com,71522167,Asia/Taipei,Spanish,1974-01-12,1988-09-08T05:28:46,15:40:16,GB,"Ellis, King and Allen",e9:dd:d7:70:72:fa,gez,2009-09-22 06:22:24
-6.6137325,$682.21,db-64.kent.net,4275,Africa/Brazzaville,Akan,1978-04-21,1971-04-17T18:21:53,01:14:44,GB,"Hargreaves, Hanson and Sullivan",80:eb:52:92:e4:19,ar,1970-06-03 00:22:13
-83.2716655,$229.33,desktop-02.smith-phillips.com,8,Europe/Tallinn,Limburgan,2015-01-27,2010-02-15T20:09:19,07:38:48,GB,"Holt, Lewis and Myers",2d:12:9f:07:31:fe,yo,1971-09-11 12:55:25
