random_number,language_name,iso8601,country,language_code,longitude,company,bank_country,latitude
921371649,Church Slavic,1996-09-07T11:15:47,Cuba,ts,-113.236538,Kaufmann-Haas,CH,-79.9055225
3,Korean,1975-08-03T07:14:42,Colombia,sc,-46.890583,Vogel LLC,CH,-54.0446785
297326538,Kurdish,1986-12-19T23:22:55,Laos,pap,-100.161440,"Sigrist, Kaufmann and Mäder",CH,-82.5679735
954721564,Yiddish,1997-06-17T01:11:21,Uruguay,tl,121.541124,"Herzog, Steiner and Furrer",CH,16.264697
539967509,Bosnian,1972-08-14T07:01:58,Armenia,lv,-75.411030,"Schaller, Michel and Hunziker",CH,-35.6164035
1538819,Cornish,1990-06-15T20:32:49,Benin,ayc,28.480108,Schärer-Bucher,CH,86.319518
26909207,Tahitian,2007-10-09T05:08:22,Nepal,de,158.492554,"Huber, Blaser and Bosshard",CH,-0.5335955
32924,Chechen,1996-05-31T23:49:57,Cyprus,unm,-10.444919,Bader Inc,CH,-88.3345615
259147,Latvian,2022-11-14T09:03:13,Belize,quz,139.259324,"Lang, Hunziker and Meili",CH,-80.785283
1,Sanskrit,1991-01-15T14:40:29,Iran,bn,117.307829,"Iten, Käser and Meier",CH,-7.144618
818904,Komi,2011-04-24T03:03:35,Kazakhstan,gd,-96.002117,"Bader, Scherrer and Kaufmann",CH,-3.538963
75904,Croatian,2014-04-26T12:43:09,Peru,doi,34.849628,Graf-Imhof,CH,-64.468388
9581504,Sundanese,2007-04-10T02:42:31,Finland,ss,91.648225,Zürcher-Schuler,CH,-87.6070825
319103448,Sindhi,1995-12-15T18:56:25,Croatia,pt,61.668606,Bär Ltd,CH,-50.616651
39695421,Limburgan,1995-08-18T14:58:27,Nicaragua,hu,-51.962124,Kern Group,CH,-80.2723905
959,Oromo,1987-11-24T19:14:25,Liechtenstein,mni,93.468265,Schneider-Winkler,CH,56.3322865
906070431,Limburgan,2022-08-07T00:10:16,Mauritania,gl,-7.203875,Spörri Group,CH,-21.760468
9442813,Japanese,2021-12-23T19:16:28,Gabon,ayc,-176.554943,Ernst Ltd,CH,-45.609336
598,Hiri Motu,1974-12-03T04:57:10,Sudan,fy,-72.697351,"Gross, Meier and Egli",CH,53.9348985
5524596,Kikuyu,1974-04-11T01:22:19,United States,hu,-22.573130,Schaller-Stutz,CH,-83.1246035
802553011,Ganda,1994-08-09T16:50:47,Kyrgyzstan,mni,-71.697691,Zbinden Inc,CH,66.8735125
17914,Aragonese,2023-05-04T11:36:29,Sierra Leone,ht,-112.148695,Ott-Benz,CH,-86.925116
544,Ossetian,2006-03-14T12:31:12,Palau,mag,16.178191,"Eugster, Steffen and Maier",CH,60.5383255
186,Kanuri,1970-01-29T22:37:36,Saint Vincent and the Grenadines,os,-170.623823,"Bühlmann, Kaiser and Wolf",CH,37.779398
2,Central Khmer,1988-12-08T09:01:04,Nauru,pa,42.439798,Isler-Schwarz,CH,-38.692714
1396,Limburgan,2023-02-19T14:08:05,Venezuela,sk,-23.909521,Lang-Gross,CH,-53.305003
759,Swahili,2020-06-29T10:19:27,Nauru,mai,-119.908865,"Brunner, Schmidt and Wirth",CH,-83.2626495
617915,Sichuan Yi,2000-03-22T17:09:23,Dominica,ff,-179.009493,Frey Inc,CH,72.6656905
45204740,Gaelic,2007-12-16T17:29:12,East Timor,uk,6.027071,Seiler-Schärer,CH,55.132587
13048,Chichewa,2005-07-25T07:03:27,Guyana,dv,-125.321650,"Bader, Walter and Sutter",CH,37.359731
9497480,Dutch,1975-10-26T17:33:00,Malta,ps,80.890303,"Hürlimann, Studer and Amrein",CH,43.1380315
220,Slovenian,1986-05-19T00:54:57,Croatia,nds,143.560546,Merz-Sutter,CH,-21.9295865
360163,Kinyarwanda,2022-04-07T03:10:23,Tuvalu,mk,-79.817558,Hermann-Gloor,CH,61.243250
8092,Chechen,1972-12-29T09:12:34,United Arab Emirates,rw,-93.024837,Sigrist-Gfeller,CH,50.1323365
31923,Ido,2010-01-05T11:32:42,Latvia,sat,61.445457,Kaiser Inc,CH,69.7585115
9,Vietnamese,2007-12-27T14:50:22,Jamaica,lzh,-158.402876,Steiger-Keller,CH,-62.050162
3035,Pali,2001-03-29T07:53:13,Equatorial Guinea,tt,15.010880,Hafner-Hermann,CH,7.5440105
4501750,Central Khmer,1995-08-26T00:59:10,Belarus,rw,107.027872,Frick-Kälin,CH,41.7645105
166731,Avestan,2012-06-28T20:13:53,Cuba,ts,71.850423,Flückiger Ltd,CH,-78.878832
16,Central Khmer,1975-11-14T06:06:37,Azerbaijan,lb,-175.719759,Steiner-Siegrist,CH,38.7379275
11,Tagalog,2018-06-20T04:12:47,Republic of Ireland,mk,-73.535563,"Studer, Zingg and Schoch",CH,3.021607
2,Pali,2007-11-01T12:27:30,Moldova,raj,78.123972,"Näf, Baur and Knecht",CH,-48.0352095
70,Yoruba,1990-09-02T09:52:35,Peru,se,163.903927,"Sutter, Rüegg and Jäggi",CH,-56.635700
856669,Azerbaijani,2014-06-06T21:42:27,Kenya,bs,47.836305,Hartmann PLC,CH,-27.640022
7825,Korean,1993-03-24T18:42:43,France,af,-79.928608,"Gerber, Fuchs and Ritter",CH,78.293175
1,Catalan,1990-12-19T11:51:55,Latvia,unm,11.455249,Studer Inc,CH,-10.385162
253644059,Bengali,2020-07-28T09:02:24,Belarus,ak,-151.544073,"Hotz, Hirt and Wyss",CH,-7.154532
263,Aragonese,1982-02-11T07:55:05,Moldova,hu,44.076341,Brunner-Gasser,CH,37.7988955
1156,Divehi,1977-08-11T14:58:52,Syria,raj,-89.329864,"Studer, Staub and Schenk",CH,44.5562495
8228,Assamese,1982-08-26T22:16:19,India,ar,-109.008918,Vogel-Wirth,CH,9.244289
32,Fijian,1980-10-02T22:11:56,Guyana,lg,18.181414,Schumacher PLC,CH,-11.3521385
0,Galician,2011-11-17T09:15:03,Moldova,pa,-43.903601,Christen-Stalder,CH,-5.683543
6581,Avestan,1994-01-17T14:15:26,Dominican Republic,bhb,-147.761211,Ferrari Ltd,CH,-67.4947015
2669474,Finnish,1986-06-23T06:28:49,Saudi Arabia,sid,139.979840,Geiger Inc,CH,-47.8048475
828,Dzongkha,1996-09-29T11:46:35,Afghanistan,lij,-158.537485,Grob-Vogt,CH,62.037601
208802887,Wolof,1970-12-03T12:36:07,Suriname,ps,102.396683,Berger-Berger,CH,-31.929006
411272,Malagasy,1985-10-31T20:33:57,Maldives,ia,8.972365,Egger-Hotz,CH,-31.2991455
129727,Uighur,1980-12-06T20:46:35,Niger,dz,8.999976,Schaller-Marti,CH,32.158113
477,Shona,2001-03-23T10:37:58,Mongolia,my,-106.111981,Stöckli-Meister,CH,-72.725611
8365,Catalan,1973-09-17T03:20:55,Andorra,eu,35.546486,Hess Inc,CH,-4.4368625
493,Hausa,2022-04-04T01:43:03,Ghana,lzh,160.382069,"Vogel, Näf and Frick",CH,36.088349
29196,Luxembourgish,1983-02-23T08:05:35,Federated States of Micronesia,bo,-33.210563,Meyer-Sigrist,CH,42.4966395
908319,Latin,2002-07-19T04:51:23,Myanmar,brx,-72.962008,"Meister, Keller and Sidler",CH,-34.449829
67,Irish,2021-06-13T18:31:59,Israel,dv,174.266913,Rey Ltd,CH,-0.436385
9,Finnish,2023-05-10T02:44:51,Andorra,hne,92.847027,"Meili, Näf and Iten",CH,71.112468
32872850,"Sotho, Southern",1974-03-29T21:05:53,Benin,so,51.310679,Näf-Bühler,CH,-46.251228
4883,Esperanto,1972-03-27T10:52:43,Kazakhstan,ur,-126.907433,"Meister, Meier and Schwarz",CH,45.171838
47159201,Basque,2005-02-10T01:40:27,Nigeria,hak,134.158982,Maier and Sons,CH,57.151982
284084964,Finnish,1982-05-13T18:58:59,Serbia,wa,-152.763459,Thommen-Stocker,CH,23.4396025
90733,Chinese,1996-09-13T01:06:45,Cyprus,an,167.482070,"Bucher, Burri and Tobler",CH,62.851658
3773,Panjabi,1974-08-26T15:38:42,Mozambique,fo,52.017918,"Gut, Thommen and Siegrist",CH,-66.0148415
81712,Sindhi,2005-06-17T23:48:46,Guyana,nds,-16.048851,Schaub Ltd,CH,-76.4032315
68884425,Kanuri,1973-08-27T20:50:52,Montenegro,an,-27.727430,Scheidegger-Pfister,CH,77.551209
642,Hausa,1980-03-25T15:31:58,Maldives,shs,-163.592942,Stadelmann LLC,CH,-39.7370605
3,Kashmiri,1975-07-02T12:48:46,Iceland,yi,33.249308,Jost-Albrecht,CH,76.091802
0,Kinyarwanda,1999-03-27T16:28:50,Swaziland,sv,-58.772681,"Benz, Grob and Flückiger",CH,-22.266846
94819702,Amharic,1993-01-13T00:26:51,Belarus,cs,-48.312077,Steffen Group,CH,70.5481205
1352,Dzongkha,2019-09-08T08:00:09,Bangladesh,mt,40.321724,Meili-Stucki,CH,36.7843535
11137,Cornish,2008-01-01T17:11:44,Maldives,sid,54.396494,"Schaub, Haas and Kägi",CH,57.116344
4910,Lingala,2008-01-16T08:19:08,South Africa,iu,30.867043,Frey-Christen,CH,69.5918665
1557,Abkhazian,1993-09-04T01:48:55,Kazakhstan,doi,-47.025691,Favre-Kuhn,CH,-81.948121
40911850,Gaelic,2019-06-11T13:42:40,Democratic Republic of the Congo,bn,-4.814521,"Graf, Gasser and Bernasconi",CH,-83.4818375
1545351,Thai,2016-04-14T21:22:10,Senegal,es,6.254617,Hodel and Sons,CH,-4.1759285
538035741,English,2015-10-06T15:00:39,Burundi,ko,76.474883,Schuler-Jost,CH,75.4641395
8882956,Amharic,1984-05-10T16:14:55,Greece,hu,-60.077891,Kohler PLC,CH,-87.6327115
916254,Walloon,2018-06-12T21:20:47,Libya,fil,162.761032,Schwab-Herzog,CH,-55.937335
454,Chechen,1988-07-08T14:20:04,Brunei Darussalam,st,44.945935,Stutz-Wehrli,CH,74.6425325
65015,Nauru,1980-05-05T22:05:07,Togo,ckb,78.239993,Lüscher LLC,CH,-57.773826
8443527,Kazakh,2006-10-25T09:59:01,Sri Lanka,uk,-87.640043,"Schmidt, Graf and Schärer",CH,-35.8025685
7310503,Urdu,2005-08-13T15:20:41,Rwanda,om,158.407409,"Hafner, Graf and Felber",CH,19.213695
9476773,Urdu,1981-05-12T14:17:13,Mongolia,ml,-0.478656,Wehrli-Schnyder,CH,-17.8374835
218311,Gujarati,1983-12-25T12:55:18,Bahamas,apn,-93.732214,Stadelmann and Sons,CH,22.588834
256,Ewe,2003-12-18T20:15:09,Moldova,ms,176.155007,"Fankhauser, Michel and Näf",CH,-17.7780555
343811,Pushto,2016-03-05T06:38:43,Saint Lucia,gu,150.981556,Seiler Ltd,CH,-61.5360095
3745722,Limburgan,1990-12-09T09:55:32,Republic of the Congo,se,94.075722,Walter-Gerber,CH,18.068075
2,Walloon,1984-01-22T03:58:38,Belgium,gu,78.929812,"Stettler, Leu and Tobler",CH,-50.4611035
791057856,Inupiaq,2017-10-27T20:50:56,Finland,lo,18.081590,"Walder, Stocker and Knecht",CH,-59.079692
41,"Sotho, Southern",1983-06-05T18:01:10,Republic of Ireland,sk,153.773105,Stutz-Schneider,CH,87.871271
709,Sinhala,1989-07-11T05:30:48,Argentina,ps,-143.476755,"Maier, Hofstetter and Baumgartner",CH,-55.0457045
6,Navajo,1973-04-03T01:19:27,Israel,ms,-25.699830,Käser and Sons,CH,-44.0245265
2,Ido,1999-05-09T19:23:07,Iraq,ca,15.944650,Scherrer and Sons,CH,23.5125625
8102,Slovenian,1974-05-11T20:54:45,Bahrain,brx,166.495033,Geiger-Kägi,CH,-74.554136
1,Tibetan,1979-11-15T10:00:01,Suriname,kn,-46.384409,"Martin, Marti and Wagner",CH,-5.102073
80052809,"Sotho, Southern",1999-03-19T15:29:44,South Korea,bo,154.584795,"Meyer, Schürch and Hofstetter",CH,-17.6271395
49,Danish,1985-10-05T22:19:18,Nigeria,tn,127.482292,"Kuhn, Kuhn and Merz",CH,-5.1152705
161281,Divehi,2001-03-10T05:59:23,Austria,nan,10.620289,Probst Group,CH,11.5416365
60,Gaelic,1987-05-22T02:42:04,Bhutan,ti,-179.442963,"Baumgartner, Tobler and Lanz",CH,-11.055413
76,Chechen,1993-09-10T12:56:01,Uruguay,bo,61.679360,Blaser-Wolf,CH,87.707884
989221802,Central Khmer,1998-03-07T23:16:02,Vietnam,hy,-141.705242,Küng Inc,CH,-76.0810355
46541579,Luxembourgish,1992-03-04T14:46:01,Maldives,bem,82.607489,Ritter-Wehrli,CH,-78.4089995
833538,Interlingua,1975-11-04T03:17:55,Canada,sid,8.445553,Ritter Inc,CH,0.8125115
15995140,Yoruba,1993-03-24T02:04:38,Ghana,gez,-163.232352,"Hasler, Kägi and Bühler",CH,-88.882223
24,Zhuang,1980-03-05T09:45:08,Madagascar,he,36.172050,Stauffer-Bucher,CH,58.3110045
99,Oromo,2017-09-17T16:25:00,Palau,br,-159.760509,"Schaub, Fehr and Fuchs",CH,5.438241
682761168,Galician,2015-03-23T23:18:52,Mauritania,ht,-24.448897,"Frick, Ott and Ott",CH,-60.983404
4672,Vietnamese,1985-12-01T02:59:19,Bolivia,am,9.667110,Keller-Kessler,CH,16.077903
523,Divehi,2019-01-09T13:57:56,Guatemala,ht,149.547236,Erni-Baur,CH,85.4014455
172,Venda,1975-11-04T12:35:58,Bahamas,tn,151.213921,Maier-Sutter,CH,-40.9181225
4,Kashmiri,1988-10-21T00:13:07,Haiti,lb,-10.805073,"Favre, Maier and Schäfer",CH,53.8125215
5,Turkish,1981-06-11T10:08:51,Malawi,aa,-86.761972,Näf-Braun,CH,60.7902095
35999,Tahitian,1979-11-04T19:35:08,Lesotho,the,52.105461,"Kuhn, Meier and Portmann",CH,60.9110455
61,Chamorro,2001-11-22T04:46:58,Brazil,vi,121.870157,Beck PLC,CH,24.3295425
342756425,Mongolian,1998-09-16T23:13:00,Mauritania,rw,-109.488766,"Sidler, Kunz and Stöckli",CH,-33.716253
7,Sichuan Yi,1995-04-21T23:13:10,Zimbabwe,wo,162.601777,"Aebi, Frick and Jost",CH,88.653721
6825,Kannada,1990-01-27T00:12:43,Panama,el,171.539668,Schlatter Ltd,CH,6.5677395
75673,Wolof,1998-02-20T16:02:04,Tonga,sl,-5.446193,Schmidt-Albrecht,CH,64.3042185
718,Abkhazian,1982-03-18T14:03:32,Kingdom of the Netherlands,or,170.620205,Stucki Ltd,CH,-12.260925
416,Interlingue,1976-12-21T18:47:56,Qatar,te,14.997218,Wenger LLC,CH,-5.145726
7737735,Hungarian,1975-06-10T06:08:30,Belize,zh,-112.136527,Steinmann Group,CH,-69.907317
1084269,Danish,2018-03-28T05:37:00,Guinea,nb,-3.921112,Baur LLC,CH,76.0258445
41520312,Hebrew,2011-10-24T07:17:29,Jordan,ber,25.615363,Schwab-Thommen,CH,73.6550275
55970012,Chuvash,2011-10-20T15:29:45,Andorra,mg,-30.883569,"Vogt, Kern and Winkler",CH,38.288588
3,Kuanyama,2018-11-26T22:06:39,Moldova,km,174.986124,Betschart-Schnyder,CH,58.544390
45369,South Ndebele,2017-05-06T05:04:13,Turkey,ms,-78.597135,Wolf-Frei,CH,6.9373635
733,Avaric,2003-10-09T05:48:47,Philippines,vi,-94.032100,Kern Group,CH,-78.485765
1582,Igbo,2005-10-26T20:13:44,Finland,mag,53.678477,Bucher-Martin,CH,24.6333815
345,Kalaallisut,1989-09-19T12:31:28,Uzbekistan,hne,-62.616415,Sutter-Stutz,CH,-20.901071
189,Breton,1984-12-08T20:41:27,Eritrea,si,-100.890665,Stutz Inc,CH,57.556077
84103592,Manx,2013-11-11T23:46:27,Comoros,sq,-177.534583,Hauser LLC,CH,14.3324685
701948113,Dutch,1974-05-29T08:17:04,Kyrgyzstan,fur,141.518601,Suter-Ott,CH,8.465774
960443174,Italian,2007-06-18T19:16:13,Ecuador,or,-42.759484,Forster Ltd,CH,-12.865455
70203,Marshallese,2016-09-11T10:17:09,Italy,gu,-98.438467,"Meyer, Steffen and Kuhn",CH,5.7182805
4,Burmese,1987-01-30T12:33:06,Ukraine,ts,-39.782010,Vogel-Walter,CH,42.8560725
5,Xhosa,2017-12-08T22:59:45,Paraguay,uz,3.719985,Fehr-Sigrist,CH,-36.7996605
6705312,Tatar,1983-10-05T15:40:08,Switzerland,iw,172.344675,Stalder-Stöckli,CH,-49.499474
358284575,Latvian,1970-08-03T17:00:32,Equatorial Guinea,fi,-7.088138,Giger-Kessler,CH,-28.638281
95516,Fijian,1989-12-06T12:03:10,Malawi,ku,167.698225,"Tobler, Huber and Schoch",CH,-3.5404975
91,Tonga,2004-09-12T17:01:02,France,ve,148.567719,"Mettler, Friedli and Kohler",CH,79.331144
3,Hiri Motu,1996-03-03T06:03:42,Germany,ru,-44.195301,Fehr-Bieri,CH,40.0658895
601,Samoan,2013-11-07T03:07:27,Marshall Islands,sk,-27.994112,Schweizer-Scherrer,CH,-5.1274635
9,Persian,1990-03-12T01:12:00,Laos,csb,-148.136119,Kuhn Ltd,CH,-64.568849
22969451,North Ndebele,2003-05-18T02:10:52,Hungary,ve,-45.686023,Iten LLC,CH,-35.142855
751729,Spanish,1990-12-30T18:44:18,Federated States of Micronesia,br,-174.157370,Kälin-Schwarz,CH,-53.7286075
2,Chamorro,1975-01-14T15:35:18,Greece,ks,84.540643,Leunberger and Sons,CH,28.2989915
24676563,Chuvash,2006-02-01T04:51:55,Algeria,mg,56.333411,Senn PLC,CH,-23.968423
95,Pali,1983-09-21T15:39:56,Gabon,apn,-100.669214,Hotz Ltd,CH,19.8569125
5771000,Turkmen,1982-07-07T15:31:29,Taiwan,ha,-49.846439,Bär-Kägi,CH,-80.134722
46,Chechen,1996-11-20T12:25:16,Brunei Darussalam,si,-166.320229,"Gloor, Hauser and Friedli",CH,-87.6836645
959098692,Swedish,1988-07-27T19:33:35,Bulgaria,sa,-159.373747,Betschart-Stutz,CH,-19.942599
719,Hiri Motu,2006-05-09T01:50:51,United Arab Emirates,crh,171.995030,Brunner Ltd,CH,42.419562
202837,Spanish,1992-07-10T18:56:02,Uruguay,af,-89.209157,Fuchs PLC,CH,-59.5264345
67384319,French,2022-01-08T00:53:13,Botswana,ar,157.560514,"Flückiger, Walter and Gerber",CH,-35.0927075
202,Navajo,1988-10-05T11:49:55,Moldova,kw,-48.979329,"Furrer, Steinmann and Iten",CH,-50.2829865
4673255,Pushto,1994-07-25T23:06:15,Jordan,dv,-89.725836,"Bühler, Käser and Ammann",CH,33.593284
71,Ganda,1993-02-08T11:02:10,Slovenia,csb,-126.899468,"Haas, Gut and Bär",CH,-60.169734
91,Maori,2003-11-27T17:39:51,Belgium,se,-66.137456,Steffen-Favre,CH,49.682738
74298,Bashkir,2003-01-02T05:16:21,Philippines,hr,174.353256,Suter-Schwab,CH,22.232484
2176,Luba-Katanga,1998-09-14T10:56:15,Ethiopia,nds,-109.447340,"Isler, Seiler and Fuchs",CH,87.744637
294,Galician,1979-05-13T15:10:32,Sri Lanka,wae,20.503778,Kuhn Inc,CH,23.2416595
1827523,Zhuang,2014-06-09T05:56:17,Honduras,ky,88.402400,Kern-Furrer,CH,69.741658
3,Marshallese,1980-12-02T13:02:53,Maldives,ss,-92.207773,Erni Ltd,CH,-17.472083
5232403,Zhuang,1976-11-08T16:52:25,Nigeria,da,-10.645158,Martin Inc,CH,-70.1053185
99960,Limburgan,2014-09-08T12:11:57,Yemen,lo,133.135052,Stalder-Kunz,CH,38.808816
135,Nauru,1980-01-10T03:51:57,Kyrgyzstan,kok,112.225051,Mayer-Stauffer,CH,33.675061
51276,Kikuyu,2014-06-19T00:20:55,Cape Verde,hsb,-5.573410,"Christen, Baumann and Wagner",CH,-71.6038675
91778674,Bashkir,1998-08-09T12:14:56,Belarus,th,3.862229,Blaser-Sigrist,CH,-18.679239
38058278,Inuktitut,1988-04-23T23:43:17,Vietnam,st,123.277813,Blum Ltd,CH,-83.774546
81,Inuktitut,1972-09-22T04:13:55,Iraq,bhb,38.736377,Wyss PLC,CH,-46.621652
7,Twi,2004-10-17T01:23:47,Palau,ti,88.002841,Berger LLC,CH,74.6746405
773461,Tswana,2012-05-04T11:13:02,Guyana,ms,-24.191334,Schumacher Inc,CH,72.1166855
541,Inupiaq,1970-11-30T05:05:27,The Gambia,ce,61.039444,"Bühler, Lang and Graf",CH,61.3394405
17515,Hindi,2010-03-21T02:56:53,Japan,sa,160.993271,Schürch-Schneider,CH,-2.284500
29966,Panjabi,2006-03-21T00:47:06,Comoros,fy,71.830732,"Aebi, Stalder and Graf",CH,-39.8674285
32,Kuanyama,1981-09-26T04:39:40,Syria,ar,61.161423,Steiner-Burri,CH,12.0408215
8684,Quechua,1986-03-28T15:14:26,Botswana,mk,1.401652,Schwab Ltd,CH,58.475494
4685838,Tajik,1984-01-06T14:57:46,Cyprus,km,-59.940393,"Vogel, Mayer and Hug",CH,-8.772058
6775,French,2011-07-29T09:53:19,Mongolia,the,80.748050,Rüegg and Sons,CH,-10.8635655
317,Shona,1990-05-17T00:55:23,Albania,dv,84.567069,Friedli-Bader,CH,51.2620775
105256,Malayalam,1996-01-22T12:22:49,Samoa,kl,-24.976306,"Wyss, Zingg and Seiler",CH,84.3526285
1811,Thai,1984-05-13T13:53:54,Seychelles,ber,126.885232,Scheidegger-Leunberger,CH,-41.005163
5760,Portuguese,2015-03-29T13:28:21,Marshall Islands,as,-42.282733,Wüthrich PLC,CH,2.146890
92219,Fulah,2019-10-23T21:19:41,Albania,ber,132.643784,Tanner-Flückiger,CH,-46.8418815
3026711,Northern Sami,2011-12-23T12:59:33,Mali,sr,-138.080198,"Ritter, Bernasconi and Ziegler",CH,63.9153115
440,Komi,2023-04-17T05:10:35,Jordan,de,-66.806236,Friedli-Widmer,CH,3.7820845
7140837,Macedonian,2000-06-20T19:22:23,Norway,xh,135.713769,Egli Group,CH,-37.309664
649,Azerbaijani,2010-12-10T14:10:51,Honduras,crh,-2.248021,Leu LLC,CH,-10.1017295
2418,Tahitian,2006-01-20T09:01:49,Bahrain,cy,-0.744240,"Keller, Jost and Käser",CH,34.512184
743123238,Ewe,1978-02-19T07:47:23,South Africa,ar,14.147903,Zürcher Group,CH,-3.489454
46,Serbian,2002-09-30T17:29:20,Iraq,en,89.081035,"Steiger, Siegrist and Grob",CH,75.8386405
80,Turkmen,1990-04-17T16:17:05,Turkmenistan,ht,73.312437,Eugster-Forster,CH,11.990245
67,Welsh,2021-09-14T17:57:06,Kingdom of the Netherlands,eo,22.083221,"Aebi, Schnyder and Ziegler",CH,-40.9272095
842944138,Norwegian,2013-04-29T20:35:01,Portugal,am,-122.325557,Kaiser PLC,CH,87.792926
75508067,Pushto,2022-08-11T17:52:56,Brazil,hy,-3.384628,Zingg-Steiger,CH,39.986881
6,Javanese,2014-05-13T04:57:26,Monaco,wal,-87.484489,Imhof-Stadelmann,CH,-42.127640
5224,Uzbek,1972-07-12T02:07:53,Bahamas,lb,52.289155,Zehnder LLC,CH,29.8232275
21026,Irish,2020-05-23T17:39:26,Palestine,af,75.085943,"Lutz, Fehr and Steiger",CH,-34.3042545
62,Haitian,2011-07-21T01:47:33,Angola,ja,6.699143,Imhof-Arnold,CH,-7.7091445
61965685,Hiri Motu,2020-12-05T14:48:11,Singapore,ve,41.456726,Hafner-Stocker,CH,-0.2491905
83414,Kashmiri,2007-08-25T23:04:12,Saudi Arabia,tn,-50.474056,Hofstetter and Sons,CH,-67.288387
963286643,Rundi,1988-04-14T12:30:13,Comoros,tcy,-141.478067,Wehrli Ltd,CH,71.549911
7986077,Vietnamese,2010-01-18T09:28:43,Libya,da,-130.896194,Senn PLC,CH,29.3371975
24667844,Ojibwa,1998-09-30T12:56:20,Tanzania,yi,-126.444198,Eichenberger-Schnyder,CH,-82.909828
40724,Romanian,1998-04-25T07:34:40,Grenada,li,152.746224,Wegmann-Betschart,CH,74.225124
622000,Ossetian,1993-10-31T22:02:08,Somalia,oc,35.682407,Walter-Wüthrich,CH,70.5940095
8687,Swahili,1990-08-22T18:38:37,Pakistan,se,41.801067,"Meier, Bär and Kohler",CH,-81.777092
4448,Zulu,2018-08-03T19:34:15,India,fy,54.192907,Hug PLC,CH,38.303063
383140661,Chuvash,2017-08-10T19:44:02,Burundi,ga,-179.368745,Egli Group,CH,78.6305235
7,Chinese,2013-10-12T18:36:15,Mongolia,cv,44.590997,"Müller, Fuchs and Sutter",CH,-23.6051895
39797258,Welsh,2018-07-30T10:14:37,Bolivia,ha,79.749471,Roos LLC,CH,-8.298484
735364,Faroese,1989-02-26T23:20:55,Djibouti,xh,-78.504206,Meier-Schlatter,CH,73.738184
9910349,Afar,1976-04-27T12:44:07,Seychelles,ru,0.666974,Vogt LLC,CH,-27.273219
394636,German,1985-12-26T01:43:58,Bulgaria,cs,-133.890254,Stalder-Kunz,CH,68.7093275
438245,Norwegian Nynorsk,1984-05-04T11:36:20,Pakistan,ka,122.002538,Martin-Zehnder,CH,-28.760799
48,Assamese,2009-02-06T09:53:55,Solomon Islands,ko,-164.388253,Stocker LLC,CH,79.672579
2132,Rundi,2011-10-10T14:13:22,Liechtenstein,bhb,40.359852,"Zollinger, Sigrist and Hofer",CH,-8.467095
68854917,Malagasy,2009-07-27T17:53:40,Myanmar,fy,13.187984,Schäfer-Jost,CH,-48.2247775
724,Armenian,1992-10-18T18:12:44,Serbia,ce,88.797062,"Käser, Kessler and Huber",CH,87.5461675
839353,Zulu,1997-05-07T08:19:16,Montenegro,nhn,118.473930,"Bucher, Siegrist and Sidler",CH,44.4835025
53517,Sichuan Yi,2002-04-22T13:55:31,Nepal,lt,-15.650420,Scherrer and Sons,CH,40.132116
58806517,Hindi,2009-01-21T00:02:16,Niger,fo,-72.576719,"Zingg, Fehr and Meier",CH,-34.2649715
5437691,Swati,1970-06-08T14:19:48,Bahamas,mni,-39.941748,Näf Ltd,CH,9.7582275
7437929,Dzongkha,1979-09-17T14:44:21,Estonia,ml,-149.973090,Lang-Aebi,CH,-1.9167745
128948850,Kashmiri,2022-10-10T02:36:38,Madagascar,sd,-135.187724,Walter LLC,CH,17.8410515
580,Latvian,2007-04-04T06:41:07,Laos,tg,126.490553,Ott Ltd,CH,64.1847085
90377744,Thai,2009-12-20T22:38:48,Democratic Republic of the Congo,dv,-50.934639,Ferrari-Hermann,CH,-14.011938
1311452,Afrikaans,2015-12-29T22:30:42,Moldova,si,-134.323399,"Steiner, Baumann and Kern",CH,-10.9903025
86292,Arabic,1993-01-31T08:06:15,Sri Lanka,et,95.653516,Meyer-Felber,CH,9.3903155
59804,Korean,1988-11-15T06:33:40,Chad,mni,100.316366,Pfister Inc,CH,-86.9816985
2,Catalan,1974-05-14T23:32:34,Cyprus,yue,1.300084,Bühlmann PLC,CH,-17.9742075
101986929,Hebrew,2012-01-29T23:31:27,Nigeria,yi,159.175580,"Ziegler, Schuler and Lüthi",CH,71.498115
63940533,Persian,2020-10-31T20:55:33,Namibia,mai,-104.131603,Felber-Furrer,CH,88.102167
38000,Luba-Katanga,2008-06-21T03:03:11,Belarus,tt,0.809434,Brunner and Sons,CH,-2.053322
777643,Bambara,1981-05-05T20:17:47,Latvia,bs,-61.311154,Wirz-Hermann,CH,-74.4063895
1,Catalan,1985-11-09T04:04:54,Montenegro,nn,112.974612,"Schärer, Maier and Baumann",CH,4.9279985
239857884,"Sotho, Southern",2010-06-22T15:16:26,Paraguay,nn,103.250336,"Kälin, Schär and Weber",CH,73.4179995
985749,Kalaallisut,2009-02-03T04:18:48,Uganda,id,-57.322216,"Seiler, Hermann and Hofstetter",CH,16.0714905
6025,Norwegian,2009-10-22T18:38:48,Peru,mi,-36.265680,"Näf, Wettstein and Gross",CH,-22.3399535
80373278,Kanuri,1977-08-30T21:21:35,South Korea,az,-114.720389,"Baur, Kessler and Hotz",CH,69.4868055
2223251,Aymara,1997-05-15T11:33:36,Togo,unm,-141.489628,Fuchs Group,CH,52.1811025
