bank_country,company,hostname,latitude,city,random_number,date_time,date,longitude,mac_address,language_name,country
CH,Wüthrich-Schneider,srv-40.kaufmann.com,-42.2905685,Regensdorf,7,2007-09-16 17:56:41,2009-06-06,68.587587,98:76:55:4f:ed:d0,Bulgarian,Italy
CH,Scherrer and Sons,srv-46.hasler.com,-88.377682,Ecublens,5346,2014-08-27 21:23:06,2013-08-20,-171.188773,90:4d:ae:ae:8d:b8,Danish,Indonesia
CH,Studer-Schaller,web-88.ackermann.net,77.879164,Wädenswil,8547,1972-12-26 03:23:25,2012-03-08,32.108877,c4:9c:0f:8e:6c:b5,Faroese,Bangladesh
CH,Spörri Group,web-63.siegrist.com,-72.5341915,Carouge,416,1987-06-07 17:16:05,2018-11-14,-148.781306,fb:c8:ce:d6:59:71,Hausa,East Timor
CH,Koch Inc,laptop-51.ritter.net,-0.0600845,Dietikon,8554,2014-10-29 18:44:03,1981-12-14,82.589771,b3:67:10:12:1a:f9,Bislama,Qatar
CH,Geiger-Bianchi,web-78.suter.com,-68.4598405,Birsfelden,46224488,2016-06-01 04:46:15,2009-11-09,124.936372,e9:64:bc:5d:8a:d3,Burmese,Honduras
CH,Portmann and Sons,lt-47.frei-braun.com,1.262029,Weinfelden,377959004,2021-06-12 02:01:07,1997-07-27,-127.623383,f9:e6:46:0d:97:ff,Sango,Kyrgyzstan
CH,Beck and Sons,laptop-79.zehnder.org,71.809401,Veyrier,686,1997-12-23 09:34:41,1976-09-26,19.675070,ba:1f:3b:36:5a:37,Norwegian,Fiji
CH,Felder-Zingg,desktop-67.steffen-herzog.info,35.4740785,Freiburg,5307,1997-10-19 13:12:30,2013-02-17,179.976386,3b:62:4a:ba:68:ff,Chamorro,Ecuador
CH,"Steffen, Gloor and Schärer",srv-33.vogt.com,64.152660,Kriens,67258,2011-11-17 18:40:28,1998-03-08,37.233576,4d:96:1a:e7:c9:89,Yoruba,Djibouti
CH,"Bättig, Wyss and Hofmann",desktop-77.kaser.com,62.9679955,Thun,5219,1999-06-29 07:43:39,2019-12-17,-27.125258,0a:89:e2:4e:94:2b,Avestan,United Kingdom
CH,Suter-Hodel,srv-91.jaggi-amrein.com,52.660036,Cham,71,1987-05-08 21:28:06,2006-08-22,5.638602,64:7b:57:1c:49:25,Uzbek,Hungary
CH,"Arnold, Aebi and Meili",desktop-63.fuchs.com,-57.4110405,La Tour-de-Peilz,371214595,2002-07-19 03:52:37,1995-11-26,33.425222,a2:b0:5e:5a:d2:e7,Bislama,Poland
CH,Lustenberger Inc,desktop-04.friedli-egger.org,88.5998805,Küssnacht,8,1984-07-25 01:59:37,1980-07-29,-125.959244,9a:4b:68:36:98:86,Albanian,Cape Verde
CH,Kohler Inc,desktop-78.bosshard-michel.com,26.492371,Kreuzlingen,768,1972-10-31 12:56:15,2015-02-28,-69.108488,c0:2b:73:5b:0d:23,Italian,Argentina
CH,Lehmann Group,laptop-47.betschart.com,44.100919,Renens,8,2012-07-17 03:32:05,2005-10-25,-168.614609,e0:f2:10:20:1e:4c,Bislama,Nigeria
CH,"Schweizer, Gasser and Schwab",email-76.lutz.org,-16.883010,Sitten,308,1981-05-13 05:32:05,1998-08-12,-105.059221,3f:03:7d:29:8e:d6,Walloon,Poland
CH,Roth-Gfeller,db-30.meier-herzog.biz,69.031549,Aigle,4996236,1999-12-31 18:36:13,1979-12-05,-119.698034,cc:88:cd:5e:83:65,Lingala,Iran
CH,Wegmann-Steiger,laptop-71.schaub.com,-23.492852,Altstätten,9,1972-02-02 06:30:45,1983-04-05,-168.952478,99:4a:f0:15:7e:ed,Ganda,Canada
CH,"Friedli, Stalder and Gloor",email-24.hess-luscher.com,-0.917978,Küssnacht,7743,2004-06-17 03:49:50,1989-01-03,-148.437200,80:31:36:8c:ea:82,Welsh,Palestine
CH,Arnold and Sons,email-00.schwarz-zimmermann.com,-48.306979,Birsfelden,942,1970-12-11 03:33:09,2004-04-19,155.061275,4e:1c:f0:54:69:94,Ukrainian,Malaysia
CH,Kälin and Sons,desktop-89.baumann.com,79.301434,Vernier,5099441,2000-10-16 13:51:01,1989-01-23,-37.317403,6b:20:f3:4c:4a:a1,Interlingue,Uzbekistan
CH,Zehnder-Studer,db-28.hermann.org,66.625564,Muttenz,154,1976-10-26 00:03:34,1971-03-25,171.434663,d5:f3:6b:25:81:3f,Malagasy,Poland
CH,"Sidler, Schneider and Wehrli",email-95.gerber.info,30.2023025,Bassersdorf,6673330,2004-11-02 20:48:26,2020-03-31,135.421672,e7:56:66:38:54:ba,Pali,The Gambia
CH,Stocker-Weibel,web-00.schmid.com,-74.204670,Le Grand-Saconnex,5271,1990-09-17 21:31:21,2013-03-24,83.697273,df:71:ec:95:62:cd,Somali,Norway
CH,Iten Inc,srv-81.ziegler-kaser.com,-69.3481715,Liestal,7418479,1991-12-04 05:05:26,1973-03-07,-158.382005,72:37:32:c9:25:59,Tigrinya,Zimbabwe
CH,Hirt LLC,db-65.senn-schnyder.com,46.8305605,Villars-sur-Glâne,28457720,1983-10-03 10:03:33,2007-01-11,176.517341,84:19:59:ce:85:a7,Welsh,People's Republic of China
CH,"Fischer, Rüegg and Weibel",email-48.vogel.com,67.8403455,Bernex,27,1988-01-16 03:32:49,2000-02-05,-72.516575,d9:8f:96:c1:f1:1a,Kuanyama,Togo
CH,"Kohler, Stauffer and Egger",lt-18.haas.net,-48.7238745,Möhlin,486,1982-04-29 21:51:56,2004-10-20,27.024549,12:d3:60:52:b6:4c,Aragonese,Dominican Republic
CH,"Probst, Eugster and Hofer",web-11.gasser.net,-16.7882125,Adliswil,249,1984-04-01 20:30:58,1990-10-14,-137.462463,0f:f6:5b:9e:fd:a7,Corsican,Georgia
CH,Haas-Maier,db-29.hirt.com,-80.400934,Freienbach,42,1998-01-17 11:16:31,1983-07-25,-159.623920,45:06:50:64:6b:ac,Basque,Dominican Republic
CH,"Amrein, Zehnder and Bauer",db-53.bosshard.net,-64.8964395,Zollikon,2,2023-09-05 05:07:08,2019-04-04,-122.476979,3f:12:0a:d7:ef:5d,Norwegian Nynorsk,Namibia
CH,"Kessler, Beck and Aebi",lt-06.imhof.org,56.6607805,Zofingen,67512345,2019-04-15 21:46:14,2001-08-28,-38.386502,fd:05:bd:37:52:eb,Slovak,Iraq
CH,Brun-Stocker,srv-32.bar.com,-83.486447,Lenzburg,3095060,1994-05-08 04:53:05,1993-02-07,-59.153578,9c:95:e9:cb:fe:f4,Arabic,Mauritius
CH,Grob Inc,lt-36.hermann.com,77.831132,Biel/Bienne,5942,1978-05-28 17:35:58,1995-03-01,-156.670560,4f:76:77:8e:83:1a,Hindi,Libya
CH,"Bader, Giger and Schoch",srv-26.hofer-haas.biz,-85.303064,Prilly,1,2022-11-04 07:56:37,1989-04-24,70.715565,69:79:12:93:ee:60,Ido,Czech Republic
